air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,cape,snowfall_rate,wind_gust,period_end,period
24,0.09,-150,0,0,0,0,0,21.2,0,0,0,0,28.7,0,85.4,1008.2,0,0,0,0,49,52,8,5.4,136,216,0,9.7,2023-02-13T23:00:00+00:00,PT60M
24,0.09,-134,0,0,0,0,0,21.1,0,0,0,0,29.7,0,86.2,1007.7,0,0,0,0,49,52,7.8,5.1,128,202,0,9,2023-02-14T00:00:00+00:00,PT60M
23,0.09,-122,0,0,0,0,2.2,21.1,0,0,0,0,30.7,0,87.2,1007.4,0,0,0,0,48,51,7.6,5,117,200,0,8.4,2023-02-14T01:00:00+00:00,PT60M
23,0.09,-113,0,0,0,0,2.1,21,0,0,0,0,31.1,0,87.7,1007.5,0,0,0,0,46,49,7.4,4.9,105,186,0,7.9,2023-02-14T02:00:00+00:00,PT60M
23,0.09,-106,4,26,6,3,0,20.8,4,26,6,3,30.8,0,87.4,1007.8,0,0,0,0,44,47,7.2,4.6,92,165,0,7.5,2023-02-14T03:00:00+00:00,PT60M
23,0.09,-100,42,514,147,99,17.9,20.8,64,270,122,95,30,0,85.1,1008.2,0,0,0,0,45,48,6.9,4.5,79,183,0,7.3,2023-02-14T04:00:00+00:00,PT60M
25,0.09,-94,64,767,383,333,0.5,21,66,756,381,332,28.9,0,80.4,1008.4,0,0,0,0,47,51,6.8,4.7,66,222,0,7.8,2023-02-14T05:00:00+00:00,PT60M
26,0.09,-88,75,877,614,579,0,21.2,75,877,614,579,28.1,0,75.3,1008.5,0,0,0,0,48,53,6.9,5.1,52,267,0,8.6,2023-02-14T06:00:00+00:00,PT60M
26,0.09,-80,82,936,812,793,0,21,82,936,812,793,27.7,0,72.3,1008.3,0,0,0,0,52,57,7.1,5.3,39,341,0,9.4,2023-02-14T07:00:00+00:00,PT60M
27,0.09,-67,86,967,957,950,0,21.2,86,967,957,950,27.9,0,70.6,1007.8,0,0,0,0,57,62,7.4,5.5,26,428,0,10.2,2023-02-14T08:00:00+00:00,PT60M
27,0.09,-36,88,981,1035,1036,0,21.2,88,981,1035,1036,28.6,0,69.6,1007.2,0,0,0,0,61,67,7.9,5.9,15,526,0,10.8,2023-02-14T09:00:00+00:00,PT60M
27,0.09,25,89,981,1043,1044,0,21.3,89,981,1043,1044,28.7,0,69.6,1006.6,0,0,0,0,63,68,8.3,6.2,13,526,0,11.4,2023-02-14T10:00:00+00:00,PT60M
28,0.09,63,92,962,977,973,0,21.5,92,962,977,973,28.7,0,70,1006.1,0,0,0,0,63,68,8.8,6.6,23,544,0,11.9,2023-02-14T11:00:00+00:00,PT60M
27,0.09,78,89,930,844,828,0,21.6,89,930,844,828,29.4,0,70.9,1005.6,0,0,0,0,65,69,9.4,7,36,630,0,12,2023-02-14T12:00:00+00:00,PT60M
27,0.09,86,84,874,656,625,0,21.7,84,874,656,625,30,0,72.6,1005.2,0,0,0,0,64,67,9.9,7.3,49,633,0,12.1,2023-02-14T13:00:00+00:00,PT60M
27,0.09,93,76,764,428,383,0,21.8,76,764,428,383,30.4,0,74.8,1005.1,0,0,0,0,62,64,10.2,7.4,63,607,0,12.3,2023-02-14T14:00:00+00:00,PT60M
26,0.09,99,55,546,191,143,0,21.8,55,546,191,143,30.5,0,77,1005.2,0,0,0,0,59,62,10.2,7.3,76,583,0,11.8,2023-02-14T15:00:00+00:00,PT60M
26,0.09,105,11,79,19,10,0,21.8,11,79,19,10,30.3,0,78.6,1005.8,0,0,0,0,55,58,10.2,7.3,90,519,0,11.4,2023-02-14T16:00:00+00:00,PT60M
26,0.09,111,0,0,0,0,0.1,21.7,0,0,0,0,30,0,79.8,1006.2,0,0,0,0,52,54,10.3,7.2,102,434,0,11.3,2023-02-14T17:00:00+00:00,PT60M
25,0.09,120,0,0,0,0,1.9,21.6,0,0,0,0,29.7,0,81.7,1006.5,0,0,0,0,49,52,10.2,7.1,115,373,0,10.9,2023-02-14T18:00:00+00:00,PT60M
24,0.09,131,0,0,0,0,1.6,21.3,0,0,0,0,29.4,0,83.4,1006.7,0,0,0,0,48,51,9.9,6.9,126,333,0,11,2023-02-14T19:00:00+00:00,PT60M
24,0.09,146,0,0,0,0,0.4,21.3,0,0,0,0,29.4,0,84.9,1006.5,0,0,0,0,48,50,9.7,6.7,135,312,0,11.3,2023-02-14T20:00:00+00:00,PT60M
24,0.09,166,0,0,0,0,0,21.3,0,0,0,0,29.6,0,87,1006.3,0,0,0,0,47,50,9.6,6.6,140,301,0,11.1,2023-02-14T21:00:00+00:00,PT60M
24,0.09,-171,0,0,0,0,2.2,21.3,0,0,0,0,29.1,0,87.5,1006,0,0,0,0,46,49,9.4,6.3,141,226,0,10.6,2023-02-14T22:00:00+00:00,PT60M
24,0.09,-150,0,0,0,0,0,21.2,0,0,0,0,28.4,0,87.2,1005.6,0,0,0,0,45,49,9.1,5.9,136,150,0,10.1,2023-02-14T23:00:00+00:00,PT60M
23,0.09,-134,0,0,0,0,0,21.2,0,0,0,0,28,0,87.7,1005.1,0,0,0,0,45,48,8.7,5.6,128,150,0,9.6,2023-02-15T00:00:00+00:00,PT60M
23,0.09,-122,0,0,0,0,0,21.2,0,0,0,0,27.4,0,87.7,1004.9,0,0,0,0,45,48,8.3,5.4,117,150,0,9.2,2023-02-15T01:00:00+00:00,PT60M
23,0.09,-113,0,0,0,0,0,21,0,0,0,0,26.7,0,87.2,1004.9,0,0,0,0,45,47,8,5.2,105,137,0,8.8,2023-02-15T02:00:00+00:00,PT60M
23,0.09,-106,4,20,6,3,0,20.8,4,20,6,3,25.9,0,86.7,1005.2,0,0,0,0,44,46,7.8,5.1,92,111,0,8.5,2023-02-15T03:00:00+00:00,PT60M
24,0.09,-100,46,490,145,100,18.8,20.8,71,223,118,95,25.3,0,84.8,1005.7,0,0,0,0,44,46,7.6,4.9,79,100,0,8.3,2023-02-15T04:00:00+00:00,PT60M
25,0.09,-94,73,743,381,334,9.5,20.9,126,524,345,308,24.8,0,80.2,1006,0,0,0,0,44,47,7.5,5.2,66,93,0,8.9,2023-02-15T05:00:00+00:00,PT60M
26,0.09,-87,85,861,614,581,0.3,20.8,88,854,612,580,24.7,0,74.6,1006.2,0,0,0,0,47,50,7.6,5.8,52,78,0,9.8,2023-02-15T06:00:00+00:00,PT60M
26,0.09,-79,84,938,815,798,0,20.5,84,938,815,798,24.9,0,70.7,1006,0,0,0,0,50,54,7.9,6,39,82,0,10.5,2023-02-15T07:00:00+00:00,PT60M
27,0.09,-66,87,971,960,956,0,20.5,87,971,960,956,25.4,0,68.2,1005.6,0,0,0,0,52,56,8.1,6.1,26,100,0,10.9,2023-02-15T08:00:00+00:00,PT60M
27,0.09,-36,93,978,1037,1040,0,20.6,93,978,1037,1040,26.5,0,67,1004.9,0,0,0,0,55,60,8.3,6.1,15,122,0,11.1,2023-02-15T09:00:00+00:00,PT60M
28,0.09,24,93,976,1041,1045,0,20.7,93,976,1041,1045,28,0,65.9,1004.5,0,0,0,0,56,61,8.4,6.2,14,138,0,11.2,2023-02-15T10:00:00+00:00,PT60M
28,0.09,62,92,960,973,972,0,20.8,92,960,973,972,29.7,0,65.7,1003.9,0,0,0,0,57,63,8.6,6.4,23,196,0,11.4,2023-02-15T11:00:00+00:00,PT60M
28,0.09,77,90,926,839,826,0,21.1,90,926,839,826,31.1,0,67.3,1003.2,0,0,0,0,60,64,9.2,6.8,36,314,0,11.5,2023-02-15T12:00:00+00:00,PT60M
27,0.09,86,91,853,648,620,0,21.5,91,853,648,620,32.2,0,70.2,1002.8,0,0,0,0,60,64,9.7,7.1,49,462,0,11.8,2023-02-15T13:00:00+00:00,PT60M
27,0.09,92,81,743,422,379,0,21.8,81,743,422,379,33.1,0,74.6,1002.6,0,0,0,0,59,61,9.9,7.3,63,579,0,12,2023-02-15T14:00:00+00:00,PT60M
26,0.09,98,59,501,184,141,0,22.1,59,501,184,141,34.3,0,78.4,1002.9,0,0,0,0,55,58,10,7.2,76,626,0,12,2023-02-15T15:00:00+00:00,PT60M
26,0.09,104,11,58,17,10,2.7,22.2,11,57,17,10,35.3,0,81.5,1003.5,0,0,0,0,53,55,10.1,7.2,90,604,0,11.5,2023-02-15T16:00:00+00:00,PT60M
25,0.09,111,0,0,0,0,0,22.3,0,0,0,0,36,0,84,1004,0,0,0,0,51,53,10.4,7.3,103,529,0,11.1,2023-02-15T17:00:00+00:00,PT60M
25,0.09,120,0,0,0,0,0,22.2,0,0,0,0,36.3,0,86,1004.5,0,0,0,0,49,52,10.5,7.3,115,471,0,11,2023-02-15T18:00:00+00:00,PT60M
24,0.09,131,0,0,0,0,0.3,22.1,0,0,0,0,36.5,0,87.8,1004.8,0,0,0,0,48,50,10.4,7.3,126,446,0,11.5,2023-02-15T19:00:00+00:00,PT60M
24,0.09,146,0,0,0,0,0,22,0,0,0,0,36.5,0,89.1,1005,0,0,0,0,46,48,10.3,7.2,135,418,0,12,2023-02-15T20:00:00+00:00,PT60M
24,0.09,166,0,0,0,0,0,22,0,0,0,0,36.1,0,90.2,1004.7,0,0,0,0,45,47,9.9,6.9,141,376,0,11.5,2023-02-15T21:00:00+00:00,PT60M
24,0.09,-171,0,0,0,0,0,21.8,0,0,0,0,34.9,0,90.2,1004.3,0,0,0,0,44,47,9.1,6.2,141,249,0,10.7,2023-02-15T22:00:00+00:00,PT60M
23,0.09,-150,0,0,0,0,0,21.6,0,0,0,0,34.4,0,89.9,1004,0,0,0,0,44,47,8.4,5.8,137,143,0,10,2023-02-15T23:00:00+00:00,PT60M
23,0.09,-133,0,0,0,0,0,21.5,0,0,0,0,35.4,0,89.9,1003.7,0,0,0,0,45,48,8.2,5.6,128,149,0,9.6,2023-02-16T00:00:00+00:00,PT60M
23,0.09,-122,0,0,0,0,0,21.5,0,0,0,0,36.3,0,89.9,1003.7,0,0,0,0,44,47,8,5.3,117,165,0,9,2023-02-16T01:00:00+00:00,PT60M
23,0.09,-113,0,0,0,0,28,21.5,0,0,0,0,37.3,0,90.2,1003.7,0,0,0,0,43,46,7.9,5.2,105,168,0,8.7,2023-02-16T02:00:00+00:00,PT60M
23,0.09,-106,4,10,5,4,28.8,21.5,4,3,4,4,38.1,0,90.2,1004,0,0,0,0,42,44,7.8,5.1,93,154,0,8.5,2023-02-16T03:00:00+00:00,PT60M
24,0.09,-99,53,387,132,96,26.3,21.6,64,161,105,90,38.9,0,88.6,1004.8,0,0,0,0,40,43,7.6,5,79,137,0,8.5,2023-02-16T04:00:00+00:00,PT60M
25,0.09,-93,85,668,360,319,0,21.8,85,668,360,319,39.8,0,83.7,1005.4,0,0,0,0,40,43,7.5,5.3,66,135,0,9,2023-02-16T05:00:00+00:00,PT60M
26,0.09,-87,97,801,588,559,0,21.9,97,801,588,559,40.6,0,78.6,1005.6,0,0,0,0,40,44,7.5,5.5,52,174,0,9.3,2023-02-16T06:00:00+00:00,PT60M
27,0.09,-79,88,900,789,774,0,21.9,88,900,789,774,40.9,0,75,1005.2,0,0,0,0,43,48,7,5.2,39,277,0,9.2,2023-02-16T07:00:00+00:00,PT60M
27,0.09,-66,90,937,931,930,0,22.1,90,937,931,930,41.5,0,72.6,1004.6,0,0,0,0,50,58,6.9,5.2,26,412,0,9.6,2023-02-16T08:00:00+00:00,PT60M
28,0.09,-35,92,951,1009,1014,0,22.3,92,951,1009,1014,42.5,0,72.7,1003.9,0,0,0,0,57,64,7.6,5.7,15,523,0,10.5,2023-02-16T09:00:00+00:00,PT60M
28,0.09,24,97,945,1014,1020,0,22.2,97,945,1014,1020,43.4,0,71.8,1003.6,0,0,0,0,59,65,7.8,5.9,14,606,0,10.9,2023-02-16T10:00:00+00:00,PT60M
28,0.09,61,97,929,949,949,0,22.2,97,929,949,949,44.9,0,71,1003.3,0,0,0,0,59,64,8.1,6,23,728,0,11.1,2023-02-16T11:00:00+00:00,PT60M
28,0.09,77,98,889,817,806,0.1,22.4,99,886,816,805,46.4,0.1,72.5,1002.7,0,0,0,0,56,61,8.4,6.2,36,824,0,11.2,2023-02-16T12:00:00+00:00,PT60M
28,0.09,85,94,824,631,606,2,22.6,114,774,619,594,47.4,0.2,74.7,1002.3,0,0,0,0,52,56,8.3,6,49,844,0,11,2023-02-16T13:00:00+00:00,PT60M
27,0.09,92,82,717,410,370,34.1,22.7,181,201,283,267,47.9,0,77.4,1002.3,0,0,0,0,48,51,7.9,5.8,63,902,0,10.6,2023-02-16T14:00:00+00:00,PT60M
27,0.09,98,57,494,179,137,81.8,22.8,29,0,29,28,47.8,0,79.9,1002.5,0,0,0,0,47,51,7.7,5.4,76,924,0,10.2,2023-02-16T15:00:00+00:00,PT60M
26,0.09,104,10,61,16,9,57.5,22.8,5,0,5,5,47.5,0,82.1,1003,0,0,0,0,46,51,7.9,5.4,90,876,0,9.8,2023-02-16T16:00:00+00:00,PT60M
26,0.09,111,0,0,0,0,43.9,22.8,0,0,0,0,47.3,0,84,1003.8,0,0,0,0,42,46,7.8,5.3,103,802,0,9.4,2023-02-16T17:00:00+00:00,PT60M
25,0.09,119,0,0,0,0,28.3,22.8,0,0,0,0,47.1,0,85.5,1004.4,0,0,0,0,37,42,7.5,5,115,673,0,8.8,2023-02-16T18:00:00+00:00,PT60M
25,0.09,130,0,0,0,0,32.1,22.6,0,0,0,0,46.7,0,86.6,1004.5,0,0,0,0,33,38,7.1,4.7,126,514,0,7.8,2023-02-16T19:00:00+00:00,PT60M
25,0.09,146,0,0,0,0,65.1,22.5,0,0,0,0,46.6,0,87.6,1004.6,0,0,0,0,29,36,6.4,4.2,135,415,0,6.6,2023-02-16T20:00:00+00:00,PT60M
25,0.09,166,0,0,0,0,37.2,22.5,0,0,0,0,46.7,0,88.4,1004.5,0,0,0,0,28,36,5.8,3.9,141,369,0,5.9,2023-02-16T21:00:00+00:00,PT60M
24,0.09,-171,0,0,0,0,30.6,22.4,0,0,0,0,45.8,0,89.2,1004.2,0,0,0,0,29,35,5,3.4,142,306,0,5.5,2023-02-16T22:00:00+00:00,PT60M
24,0.09,-149,0,0,0,0,29.7,22.4,0,0,0,0,45.1,0,90.5,1004,0,0,0,0,27,32,4.3,3.1,137,256,0,5.1,2023-02-16T23:00:00+00:00,PT60M
24,0.09,-133,0,0,0,0,29.7,22.4,0,0,0,0,45.5,0,91.6,1003.5,0,0,0,0,27,29,4.2,3,129,222,0,4.7,2023-02-17T00:00:00+00:00,PT60M
24,0.09,-121,0,0,0,0,28.4,22.4,0,0,0,0,45.7,0,91.9,1003.3,0,0,0,0,24,26,4.1,2.9,118,194,0,4.4,2023-02-17T01:00:00+00:00,PT60M
24,0.09,-112,0,0,0,0,28.6,22.3,0,0,0,0,45.9,0,92.2,1003.5,0,0,0,0,20,21,3.9,2.8,106,177,0,4.4,2023-02-17T02:00:00+00:00,PT60M
24,0.09,-105,3,12,4,3,29.2,22.3,3,0,3,3,46,0,92.2,1003.9,0,0,0,0,16,16,3.8,2.8,93,157,0,4.4,2023-02-17T03:00:00+00:00,PT60M
24,0.09,-99,46,428,133,95,7.4,22.5,54,327,126,98,46,0,89.7,1004.4,0,0,0,0,13,14,3.6,2.5,79,155,0,4.4,2023-02-17T04:00:00+00:00,PT60M
26,0.09,-93,73,701,360,320,0.2,22.8,73,698,360,319,46.2,0,84.6,1004.8,0,0,0,0,12,18,3.1,2.2,66,171,0,4.3,2023-02-17T05:00:00+00:00,PT60M
27,0.09,-87,83,827,587,560,0,22.9,83,827,587,560,46.6,0,79.7,1005,0,0,0,0,18,29,2.5,1.8,52,165,0,4.5,2023-02-17T06:00:00+00:00,PT60M
27,0.09,-78,89,890,780,769,0,22.9,89,890,780,769,47.5,0,76.3,1005,0,0,0,0,35,52,2.2,1.7,39,163,0,5.1,2023-02-17T07:00:00+00:00,PT60M
28,0.09,-65,94,923,921,922,0,23,94,923,921,922,48.7,0,73.7,1004.6,0,0,0,0,62,81,2.3,1.9,26,212,0,6.1,2023-02-17T08:00:00+00:00,PT60M
28,0.09,-34,96,938,998,1006,0,23.2,96,938,998,1006,50.3,0,73,1004.1,0,0,0,0,83,97,2.9,2.5,16,370,0,7,2023-02-17T09:00:00+00:00,PT60M
28,0.09,23,97,936,1004,1012,0.4,23.3,103,925,1000,1008,52.3,0.8,76.4,1004,0,0,0,0,79,88,3.5,2.8,14,526,0,7.4,2023-02-17T10:00:00+00:00,PT60M
27,0.09,60,99,917,939,942,28.2,23.5,438,257,675,664,53.2,0.2,79.1,1003.9,0,0,0,0,64,71,3.9,3.1,23,666,0,7,2023-02-17T11:00:00+00:00,PT60M
27,0.09,76,96,884,809,801,26,23.7,381,271,598,584,53.5,0.1,80.3,1003.4,0,0,0,0,59,67,4.2,3.3,36,885,0,6.1,2023-02-17T12:00:00+00:00,PT60M
27,0.09,85,94,818,625,602,58.4,23.8,254,22,269,260,53.5,0.2,82,1002.8,0,0,0,0,61,69,4.3,3.3,50,880,0,6.1,2023-02-17T13:00:00+00:00,PT60M
27,0.09,92,84,700,403,367,63.3,23.9,149,0,149,143,54.1,0.7,83.7,1002.8,0,0,0,0,55,61,4.7,3.4,63,778,0,6.4,2023-02-17T14:00:00+00:00,PT60M
26,0.09,98,59,468,173,135,82.3,23.7,30,0,30,29,54.3,0.1,86.4,1003.2,0,0,0,0,44,48,5,3.5,77,824,0,5.9,2023-02-17T15:00:00+00:00,PT60M
26,0.09,104,10,52,15,9,70.2,23.6,4,0,4,4,54,0,88.7,1003.5,0,0,0,0,40,44,5.1,3.5,90,830,0,5.4,2023-02-17T16:00:00+00:00,PT60M
25,0.09,111,0,0,0,0,69.6,23.6,0,0,0,0,54.6,0,90.3,1004,0,0,0,0,37,41,5.6,3.7,103,749,0,5.6,2023-02-17T17:00:00+00:00,PT60M
25,0.09,119,0,0,0,0,62.4,23.6,0,0,0,0,54.9,0,91.1,1004.5,0,0,0,0,34,38,5.7,3.7,115,632,0,6.1,2023-02-17T18:00:00+00:00,PT60M
25,0.09,130,0,0,0,0,59,23.5,0,0,0,0,55.1,0,91.4,1004.7,0,0,0,0,31,36,5.6,3.5,127,546,0,6.1,2023-02-17T19:00:00+00:00,PT60M
25,0.09,145,0,0,0,0,37.5,23.4,0,0,0,0,55.2,0,91.9,1004.7,0,0,0,0,28,34,4.9,3.1,136,500,0,5.4,2023-02-17T20:00:00+00:00,PT60M
25,0.09,166,0,0,0,0,29.3,23.4,0,0,0,0,54.9,0,93,1004.4,0,0,0,0,25,31,4.4,2.8,141,482,0,5,2023-02-17T21:00:00+00:00,PT60M
25,0.09,-171,0,0,0,0,27.2,23.4,0,0,0,0,54.3,0,93.6,1004.1,0,0,0,0,21,26,4.2,2.8,142,364,0,4.8,2023-02-17T22:00:00+00:00,PT60M
24,0.09,-149,0,0,0,0,35.9,23.2,0,0,0,0,53.5,0,93.6,1003.8,0,0,0,0,16,20,4.1,2.8,137,235,0,4.6,2023-02-17T23:00:00+00:00,PT60M
24,0.09,-133,0,0,0,0,27.6,23.1,0,0,0,0,52.9,0,93.3,1003.4,0,0,0,0,11,13,3.8,2.6,129,213,0,4.2,2023-02-18T00:00:00+00:00,PT60M
24,0.09,-121,0,0,0,0,26.8,23,0,0,0,0,52,0,93.3,1003.4,0,0,0,0,3,5,3.2,2.3,118,186,0,3.6,2023-02-18T01:00:00+00:00,PT60M
24,0.09,-112,0,0,0,0,26.8,23,0,0,0,0,51,0,93.6,1003.5,0,0,0,0,359,357,2.7,2,106,150,0,3.1,2023-02-18T02:00:00+00:00,PT60M
24,0.09,-105,3,10,4,3,24,22.9,3,3,4,3,50.2,0,93.9,1003.6,0,0,0,0,358,353,2.3,1.7,93,117,0,2.8,2023-02-18T03:00:00+00:00,PT60M
24,0.09,-99,47,408,129,94,7.8,23.1,62,279,118,92,50,0,93.3,1004.2,0,0,0,0,357,352,2.2,1.5,80,116,0,2.7,2023-02-18T04:00:00+00:00,PT60M
25,0.09,-93,73,693,356,318,0,23.3,73,693,356,318,50.2,0,90,1004.7,0,0,0,0,0,358,2,1.3,66,176,0,2.7,2023-02-18T05:00:00+00:00,PT60M
26,0.09,-86,85,816,582,557,0.5,23.3,91,802,579,554,50.6,0,85.1,1005.1,0,0,0,0,11,17,1.6,1.1,53,216,0,3,2023-02-18T06:00:00+00:00,PT60M
27,0.09,-78,89,886,776,766,1.8,23.5,113,837,762,753,51,0,81.7,1005.1,0,0,0,0,39,56,1.4,1,39,266,0,4,2023-02-18T07:00:00+00:00,PT60M
28,0.09,-64,93,921,917,920,0.2,23.7,96,915,916,919,51.3,0,79.8,1004.8,0,0,0,0,73,89,1.8,1.6,26,546,0,5.3,2023-02-18T08:00:00+00:00,PT60M
27,0.09,-34,95,937,995,1005,0,23.7,95,937,995,1005,51.9,0,80,1004.4,0,0,0,0,89,101,2.7,2.3,16,938,0,6.4,2023-02-18T09:00:00+00:00,PT60M
28,0.09,23,91,943,1003,1014,0,24,91,943,1003,1014,52.5,0.6,80.3,1004.2,0,0,0,0,90,98,3.3,2.7,15,898,0,7,2023-02-18T10:00:00+00:00,PT60M
28,0.09,60,89,930,940,945,0.6,24.3,99,914,935,940,52.6,2.2,81.3,1003.9,0,0,0,0,72,75,3.5,2.7,24,892,0,6.5,2023-02-18T11:00:00+00:00,PT60M
27,0.09,76,91,892,810,804,3.8,24.2,143,790,779,772,52.4,1,83,1003.7,0,0,0,0,52,59,3.7,2.9,36,1142,0,6,2023-02-18T12:00:00+00:00,PT60M
28,0.09,85,93,819,624,603,4,24.3,134,717,599,579,51.6,0,82.2,1003.1,0,0,0,0,56,66,3.8,2.9,50,1168,0,6.1,2023-02-18T13:00:00+00:00,PT60M
28,0.09,91,85,697,401,367,16.5,24.3,159,378,342,321,51.1,0,82.5,1002.6,0,0,0,0,62,72,4.2,3.2,63,1086,0,6.3,2023-02-18T14:00:00+00:00,PT60M
27,0.09,97,60,450,170,134,70.1,24.3,60,0,60,58,51.6,0,85,1003,0,0,0,0,57,66,4.6,3.2,77,1026,0,5.6,2023-02-18T15:00:00+00:00,PT60M
26,0.09,103,10,44,14,9,79.4,24.2,3,0,3,3,52,0,87.7,1003.7,0,0,0,0,52,61,4.5,3,90,984,0,5,2023-02-18T16:00:00+00:00,PT60M
26,0.09,110,0,0,0,0,93.7,24.2,0,0,0,0,52.7,0,89.8,1004.5,0,0,0,0,45,54,4.5,2.9,103,952,0,4.6,2023-02-18T17:00:00+00:00,PT60M
26,0.09,119,0,0,0,0,94,24.2,0,0,0,0,53.5,0,91.2,1005.2,0,0,0,0,39,48,4.3,2.8,116,938,0,4,2023-02-18T18:00:00+00:00,PT60M
26,0.09,130,0,0,0,0,93.6,24.2,0,0,0,0,54.4,0,92,1005.5,0,0,0,0,37,47,4,2.6,127,863,0,4,2023-02-18T19:00:00+00:00,PT60M
