MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
2021-03-01,6493.83902625,Nigeria,9.076439,7.425385
2023-07-26,4325.333,Nigeria,9.076439,7.425385
2023-06-02,6382.2,Nigeria,6.448858,7.392609
2023-11-27,6025.766,Nigeria,9.076439,7.425385
2022-06-26,2960.47300198,Nigeria,9.076439,7.425385
2024-06-15,3676.035,Nigeria,6.448858,7.392609
2023-12-08,4824.718,Nigeria,6.448858,7.392609
2023-04-06,4832.199,Nigeria,6.448858,7.392609
2020-03-11,0,Nigeria,9.076439,7.425385
2020-04-22,4376.72145766,Nigeria,9.076439,7.425385
2023-10-13,6547.973,Nigeria,9.076439,7.425385
2022-05-31,3102.45648849,Nigeria,9.076439,7.425385
2020-10-18,6105.39746472,Nigeria,9.076439,7.425385
2020-12-19,5072.66612942,Nigeria,9.076439,7.425385
2022-03-16,0,Nigeria,9.076439,7.425385
2024-06-23,5189.438,Nigeria,9.076439,7.425385
2023-06-01,5724.081,Nigeria,9.076439,7.425385
2024-02-22,2185.722,Nigeria,6.448858,7.392609
2021-05-21,5722.60275571,Nigeria,9.076439,7.425385
2023-03-10,7051.896,Nigeria,6.448858,7.392609
2022-12-02,4582.37022125,Nigeria,9.076439,7.425385
2020-08-14,2033.61642925,Nigeria,9.076439,7.425385
2023-11-28,4999.406,Nigeria,6.448858,7.392609
2023-02-04,6001.552,Nigeria,9.076439,7.425385
2020-09-26,3082.46030277,Nigeria,9.076439,7.425385
2022-04-27,5249.59378293,Nigeria,9.076439,7.425385
2023-08-26,4612.03,Nigeria,6.448858,7.392609
2023-12-15,3184.938,Nigeria,9.076439,7.425385
2022-09-13,3089.09547925,Nigeria,9.076439,7.425385
2023-11-06,3638.011,Nigeria,9.076439,7.425385
2021-01-24,5134.26789177,Nigeria,9.076439,7.425385
2023-01-08,6117.921,Nigeria,9.076439,7.425385
2020-04-29,0,Nigeria,9.076439,7.425385
2023-06-18,2858.29,Nigeria,6.448858,7.392609
2023-06-13,5460.363,Nigeria,6.448858,7.392609
2023-08-19,6121.562,Nigeria,9.076439,7.425385
2022-12-20,6303.42751123,Nigeria,9.076439,7.425385
2024-03-05,4967.967,Nigeria,9.076439,7.425385
2023-10-14,6403.487,Nigeria,9.076439,7.425385
2021-08-31,6274.62913187,Nigeria,9.076439,7.425385
2022-06-13,5309.73013119,Nigeria,9.076439,7.425385
2022-03-22,5939.37156608,Nigeria,9.076439,7.425385
2023-11-19,5955.258,Nigeria,9.076439,7.425385
2020-02-25,0,Nigeria,9.076439,7.425385
2020-04-13,6230.44159167,Nigeria,9.076439,7.425385
2022-10-31,6573.84067273,Nigeria,9.076439,7.425385
2023-01-19,5429.946,Nigeria,9.076439,7.425385
2022-09-04,4807.09515137,Nigeria,9.076439,7.425385
2023-09-06,5917.776,Nigeria,6.448858,7.392609
2022-07-29,2725.06983504,Nigeria,9.076439,7.425385
2021-08-25,4057.75011208,Nigeria,9.076439,7.425385
2022-10-22,6090.83397344,Nigeria,9.076439,7.425385
2021-06-09,4096.35221014,Nigeria,9.076439,7.425385
2024-05-21,5167.091,Nigeria,6.448858,7.392609
2022-06-20,4545.12841467,Nigeria,9.076439,7.425385
2020-12-18,4904.09289003,Nigeria,9.076439,7.425385
2023-10-20,6038.982,Nigeria,9.076439,7.425385
2021-01-16,5459.38997167,Nigeria,9.076439,7.425385
2023-03-11,2807.891,Nigeria,6.448858,7.392609
2021-06-26,2576.8306542,Nigeria,9.076439,7.425385
2023-12-10,5223.289,Nigeria,6.448858,7.392609
2020-07-15,3692.42511975,Nigeria,9.076439,7.425385
