datetime,location,estimator,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT
2021-09-15,Busitema UN,nasa_power,6.2,1.97,4.91,8.32,23.63,74.64,89.21,1.18,0.2,73.65,3.21,9.11,14.26,0.06,-0.3,4.44,0.3,1.37,78.45,259.49,1.04,0.14,4.61,0.66,0.6
2021-09-16,Busitema UN,nasa_power,5.32,2.48,2.64,8.32,22.76,79.12,89.17,1.18,0.27,87.43,3.39,8.06,4.6,0.06,0.98,4.44,0.3,1.1,81.83,258.66,1.04,0.14,3.59,0.6,0.52
2021-09-17,Busitema UN,nasa_power,4.6,2.37,2.04,8.26,23.2,78.19,89.1,1.05,0.29,93.26,3.29,8.02,53.6,0.06,0.5,4.43,0.3,0.93,80.75,258.13,1.04,0.15,3.87,0.72,0.45
2021-09-18,Busitema UN,nasa_power,1.93,1.35,0.24,8.31,21.23,88.08,89.22,2.61,0.34,99.34,3.34,6.12,9.67,0.06,-0.45,4.43,0.3,0.5,79.37,255.83,1.05,0.15,2.62,0.69,0.19
2021-09-19,Busitema UN,nasa_power,5.07,2.2,3.03,8.21,21.61,77.8,89.32,0.66,0.3,92.17,3.35,10.17,11.2,0.06,0.08,4.43,0.31,1.49,82.52,260.8,1.05,0.15,4.65,0.69,0.49
2021-09-20,Busitema UN,nasa_power,5.58,2.38,3.24,8.29,21.14,85.33,89.24,1.41,0.23,88.37,3.31,7.34,1.47,0.06,1.24,4.42,0.31,0.83,80.56,264.48,1.05,0.14,3.04,0.65,0.54
2021-09-21,Busitema UN,nasa_power,6.17,1.92,4.81,8.29,22.84,79.0,89.23,0.84,0.21,69.53,3.11,9.77,1.2,0.06,-0.21,4.42,0.31,1.72,82.4,261.44,1.04,0.14,4.56,0.62,0.6
2021-09-22,Busitema UN,nasa_power,6.32,2.02,5.09,8.26,21.02,87.31,89.27,1.58,0.18,73.95,3.41,7.02,6.32,0.06,0.55,4.42,0.31,0.56,83.74,261.02,1.05,0.14,2.6,0.65,0.61
2021-09-23,Busitema UN,nasa_power,6.81,1.75,6.34,8.12,23.35,72.13,89.12,1.01,0.15,49.05,3.06,11.87,0.2,0.06,0.62,4.42,0.31,2.51,79.92,262.47,1.04,0.15,5.95,0.59,0.66
2021-09-24,Busitema UN,nasa_power,5.94,2.98,3.06,8.26,22.7,79.07,89.16,1.45,0.26,86.97,3.25,8.26,3.83,0.06,0.86,4.42,0.31,1.43,79.43,261.06,1.04,0.15,3.97,0.59,0.58
2021-09-25,Busitema UN,nasa_power,6.21,2.31,4.28,8.26,20.8,83.49,89.32,2.03,0.28,78.44,3.14,6.66,13.09,0.06,1.74,4.42,0.31,0.78,84.93,259.65,1.05,0.14,3.14,0.67,0.6
2021-09-26,Busitema UN,nasa_power,6.39,2.21,4.92,8.26,22.51,77.76,89.24,0.97,0.18,69.75,3.1,9.84,8.81,0.06,-0.3,4.42,0.31,1.76,80.32,261.26,1.04,0.14,4.67,0.62,0.62
2021-09-27,Busitema UN,nasa_power,6.11,2.14,4.66,8.39,22.43,79.82,89.19,1.23,0.16,73.53,3.28,7.17,1.49,0.06,0.63,4.42,0.31,1.33,83.11,264.78,1.04,0.15,3.89,0.62,0.59
2021-09-28,Busitema UN,nasa_power,6.05,2.2,4.45,8.32,22.26,79.04,89.14,1.44,0.14,70.0,3.1,7.0,1.56,0.06,0.96,4.42,0.31,0.98,84.69,266.46,1.04,0.15,3.16,0.59,0.59
2021-09-29,Busitema UN,nasa_power,7.46,1.52,7.44,8.23,23.64,74.55,89.12,0.99,0.14,50.11,2.71,9.18,1.68,0.06,-0.12,4.42,0.32,1.7,82.57,265.49,1.04,0.15,4.59,0.59,0.72
2021-09-30,Busitema UN,nasa_power,5.56,3.13,2.2,8.29,23.67,75.28,89.07,1.13,0.24,86.93,2.9,9.01,9.91,0.06,0.47,4.42,0.32,1.77,80.86,265.57,1.03,0.15,4.88,0.61,0.54
2021-10-01,Busitema UN,nasa_power,5.0,2.21,3.03,8.25,23.5,75.96,89.06,0.85,0.4,90.12,3.2,9.55,10.73,0.06,0.09,4.42,0.32,1.58,78.67,265.78,1.04,0.14,4.41,0.63,0.48
2021-10-02,Busitema UN,nasa_power,4.65,2.38,2.11,8.46,23.59,77.96,89.02,0.88,0.35,95.54,3.46,8.0,10.94,0.06,0.23,4.42,0.32,1.45,80.18,264.34,1.04,0.15,4.39,0.62,0.45
2021-10-03,Busitema UN,nasa_power,5.8,2.64,3.1,8.48,22.34,82.05,89.15,1.13,0.22,91.22,3.48,7.82,17.28,0.06,0.32,4.43,0.32,1.2,80.08,260.73,1.04,0.15,3.91,0.69,0.56
2021-10-04,Busitema UN,nasa_power,6.4,2.19,5.13,8.38,22.43,78.43,89.16,0.98,0.16,62.32,3.29,10.61,1.01,0.06,0.34,4.42,0.32,1.76,80.75,261.1,1.04,0.15,4.72,0.61,0.62
2021-10-05,Busitema UN,nasa_power,5.15,2.74,2.41,8.36,22.91,78.27,89.12,0.92,0.24,93.76,2.98,7.83,16.14,0.06,-0.23,4.43,0.32,1.13,80.15,259.08,1.04,0.15,3.54,0.65,0.5
2021-10-06,Busitema UN,nasa_power,5.01,2.53,2.38,8.28,21.71,81.89,89.13,1.81,0.29,91.79,3.05,9.54,6.68,0.06,-0.66,4.43,0.32,1.25,82.12,258.68,1.04,0.15,4.14,0.66,0.48
2021-10-07,Busitema UN,nasa_power,6.67,2.39,5.32,8.34,22.81,77.25,89.14,1.32,0.15,67.6,3.05,9.7,7.11,0.06,1.06,4.43,0.32,1.56,81.17,259.36,1.04,0.15,4.88,0.64,0.65
2021-10-08,Busitema UN,nasa_power,5.63,2.42,3.6,8.37,23.39,76.33,89.07,1.1,0.15,77.98,3.24,9.4,3.89,0.06,-0.56,4.43,0.32,1.52,80.84,259.54,1.04,0.15,4.6,0.62,0.54
2021-10-09,Busitema UN,nasa_power,6.22,2.12,4.48,8.32,23.54,79.53,89.12,1.03,0.18,66.98,3.14,9.19,18.94,0.06,0.18,4.44,0.32,1.54,82.78,260.0,1.04,0.15,4.58,0.66,0.6
2021-10-10,Busitema UN,nasa_power,5.9,2.28,4.26,8.43,23.33,76.62,89.16,1.1,0.2,84.6,3.51,8.34,17.55,0.06,0.49,4.44,0.32,1.25,83.58,257.94,1.04,0.14,4.03,0.72,0.57
2021-10-11,Busitema UN,nasa_power,4.63,2.8,1.31,8.61,22.59,83.21,89.13,1.67,0.39,95.52,3.48,6.81,2.93,0.06,1.16,4.45,0.32,0.95,85.05,261.03,1.04,0.16,3.38,0.64,0.45
2021-10-12,Busitema UN,nasa_power,4.68,2.37,2.39,8.34,21.32,84.7,89.16,1.75,0.32,96.6,3.46,5.95,7.87,0.06,1.2,4.45,0.33,0.78,81.51,259.97,1.04,0.15,3.03,0.65,0.45
2021-10-13,Busitema UN,nasa_power,5.84,2.3,3.87,8.52,22.35,78.94,89.19,1.33,0.34,82.76,3.63,8.25,7.77,0.06,-1.03,4.46,0.33,1.3,82.73,257.99,1.04,0.14,4.12,0.67,0.57
2021-10-14,Busitema UN,nasa_power,6.42,2.29,4.85,8.59,23.75,73.3,89.12,0.86,0.23,54.82,3.76,10.1,1.07,0.06,-0.14,4.46,0.33,2.15,76.46,258.41,1.04,0.14,5.33,0.62,0.62
2021-10-15,Busitema UN,nasa_power,6.72,2.08,6.04,8.32,23.96,71.64,89.06,1.2,0.18,36.13,3.0,11.81,0.62,0.07,0.96,4.47,0.33,2.47,77.37,262.61,1.03,0.15,5.89,0.6,0.65
2021-10-16,Busitema UN,nasa_power,6.81,1.97,6.1,8.23,24.53,70.53,89.0,0.88,0.12,66.91,2.77,9.87,0.91,0.07,0.55,4.47,0.33,2.19,81.6,260.85,1.03,0.14,5.34,0.59,0.66
2021-10-17,Busitema UN,nasa_power,5.46,2.29,3.5,8.43,24.7,70.01,88.96,1.23,0.12,84.91,3.02,10.54,0.37,0.07,-0.03,4.48,0.33,2.35,78.4,263.2,1.03,0.15,5.55,0.58,0.53
2021-10-18,Busitema UN,nasa_power,6.51,2.36,5.05,8.37,25.11,66.38,88.98,0.65,0.21,52.59,2.92,11.16,0.73,0.07,0.23,4.49,0.33,2.5,78.48,264.79,1.03,0.14,5.68,0.57,0.63
2021-10-19,Busitema UN,nasa_power,6.13,2.45,4.63,8.44,24.74,72.18,89.05,0.91,0.2,86.1,3.0,10.03,1.46,0.07,0.53,4.49,0.33,2.1,79.27,264.36,1.03,0.15,5.18,0.57,0.6
2021-10-20,Busitema UN,nasa_power,5.74,2.89,3.96,8.38,24.45,76.67,89.11,1.29,0.31,90.6,2.91,10.3,4.06,0.07,0.98,4.49,0.33,2.01,80.98,262.67,1.03,0.15,5.28,0.58,0.56
2021-10-21,Busitema UN,nasa_power,6.0,2.73,4.67,8.33,24.24,73.67,89.13,0.79,0.27,93.46,2.99,10.82,2.57,0.07,0.47,4.5,0.33,2.09,79.37,260.4,1.04,0.15,5.37,0.58,0.58
2021-10-22,Busitema UN,nasa_power,6.17,2.21,4.85,8.41,24.08,73.81,89.18,1.25,0.2,61.08,2.83,11.01,1.34,0.07,1.14,4.5,0.33,2.06,79.78,257.83,1.04,0.15,5.35,0.56,0.6
2021-10-23,Busitema UN,nasa_power,6.48,2.11,5.36,8.33,24.71,66.43,89.21,0.8,0.18,40.82,2.7,13.19,1.31,0.07,0.41,4.51,0.33,2.33,78.26,253.16,1.03,0.15,5.44,0.56,0.63
2021-10-24,Busitema UN,nasa_power,7.3,1.6,7.42,8.28,24.83,63.22,89.16,1.54,0.16,26.69,2.59,13.83,0.12,0.07,0.61,4.51,0.33,2.48,80.0,252.17,1.03,0.15,5.82,0.54,0.71
2021-10-25,Busitema UN,nasa_power,6.61,2.05,5.76,8.13,24.99,64.1,89.16,1.24,0.14,51.11,2.59,11.59,0.43,0.07,0.9,4.52,0.33,2.29,79.87,254.49,1.03,0.15,5.56,0.53,0.65
2021-10-26,Busitema UN,nasa_power,6.24,2.47,4.93,8.29,24.75,65.45,89.18,1.31,0.13,69.76,2.8,12.01,2.34,0.07,0.64,4.52,0.33,1.86,80.08,254.25,1.03,0.15,5.04,0.53,0.61
2021-10-27,Busitema UN,nasa_power,6.56,1.86,6.3,8.36,24.58,69.07,89.15,1.7,0.13,47.77,2.81,13.01,3.73,0.07,0.86,4.53,0.33,1.83,80.67,253.66,1.03,0.15,5.1,0.54,0.64
2021-10-28,Busitema UN,nasa_power,5.94,2.6,3.75,8.32,23.96,72.27,89.1,1.06,0.15,78.2,3.0,11.3,3.09,0.07,0.93,4.53,0.34,1.85,80.27,253.16,1.04,0.15,5.29,0.56,0.58
2021-10-29,Busitema UN,nasa_power,6.27,2.48,4.96,8.27,24.53,71.93,89.03,1.11,0.15,71.31,2.65,11.58,2.52,0.07,0.23,4.54,0.34,1.97,80.84,255.77,1.03,0.15,5.14,0.55,0.61
2021-10-30,Busitema UN,nasa_power,5.97,2.11,4.68,8.4,23.71,73.03,89.06,1.43,0.18,72.86,2.75,9.84,2.98,0.07,0.48,4.55,0.34,1.16,77.75,258.14,1.04,0.14,3.66,0.55,0.59
2021-10-31,Busitema UN,nasa_power,6.85,2.05,6.32,8.38,25.24,65.48,89.09,1.42,0.19,48.1,2.69,13.04,0.52,0.07,-0.11,4.55,0.34,2.14,77.39,258.61,1.03,0.14,5.44,0.53,0.67
2021-11-01,Busitema UN,nasa_power,6.81,2.59,5.5,8.17,24.88,63.3,89.09,1.67,0.18,71.53,2.75,12.99,0.83,0.07,0.7,4.56,0.34,1.94,79.83,259.46,1.03,0.15,5.11,0.52,0.67
2021-11-02,Busitema UN,nasa_power,4.14,2.77,0.62,8.42,25.06,66.74,89.13,1.36,0.23,84.71,3.3,10.94,1.02,0.07,0.39,4.56,0.34,1.73,76.64,254.98,1.03,0.16,4.73,0.51,0.41
2021-11-03,Busitema UN,nasa_power,6.05,2.75,3.7,8.46,23.9,72.55,89.17,1.0,0.25,72.8,3.13,10.37,4.51,0.07,0.85,4.56,0.34,1.46,75.88,258.02,1.04,0.15,4.39,0.53,0.6
2021-11-04,Busitema UN,nasa_power,6.0,2.78,3.52,8.43,23.5,74.77,89.17,1.3,0.28,83.83,3.25,10.01,4.6,0.07,0.77,4.57,0.34,1.48,79.37,255.33,1.04,0.15,4.46,0.57,0.59
2021-11-05,Busitema UN,nasa_power,5.63,2.53,3.39,8.43,23.44,76.09,89.15,1.33,0.35,82.46,3.22,8.75,6.01,0.07,1.1,4.58,0.34,1.35,82.44,253.83,1.04,0.14,4.22,0.57,0.56
2021-11-06,Busitema UN,nasa_power,5.92,2.29,4.56,8.37,23.45,75.33,89.1,0.97,0.18,71.78,3.26,9.56,18.37,0.07,0.59,4.58,0.34,1.49,80.58,256.24,1.04,0.15,4.7,0.63,0.58
2021-11-07,Busitema UN,nasa_power,5.56,2.34,4.22,8.45,23.34,77.8,89.03,0.89,0.24,88.74,3.32,8.42,1.75,0.07,0.42,4.58,0.34,1.67,79.84,255.57,1.04,0.15,4.37,0.6,0.55
2021-11-08,Busitema UN,nasa_power,5.13,1.91,3.89,8.31,23.0,80.19,89.02,1.1,0.25,85.01,2.78,7.25,4.42,0.07,0.0,4.59,0.34,1.23,82.61,256.49,1.04,0.15,3.83,0.6,0.51
2021-11-09,Busitema UN,nasa_power,5.81,2.11,4.23,8.33,23.66,76.14,89.09,1.5,0.18,84.14,2.73,9.66,2.13,0.07,0.61,4.59,0.34,2.05,81.86,256.3,1.04,0.15,5.36,0.57,0.58
2021-11-10,Busitema UN,nasa_power,6.27,2.14,5.15,8.18,23.97,75.5,89.11,1.17,0.22,59.2,2.71,9.74,1.49,0.07,0.72,4.6,0.34,1.71,79.25,258.07,1.04,0.15,4.26,0.56,0.62
2021-11-11,Busitema UN,nasa_power,6.75,2.0,6.34,8.4,24.15,70.61,89.01,1.12,0.16,45.55,2.98,11.35,0.32,0.07,0.72,4.6,0.34,2.26,80.11,259.55,1.03,0.15,5.28,0.55,0.67
2021-11-12,Busitema UN,nasa_power,6.21,2.78,4.88,8.38,23.89,73.67,89.0,0.92,0.22,66.89,2.82,8.66,0.63,0.07,0.6,4.61,0.34,1.53,81.91,256.38,1.03,0.15,3.89,0.55,0.62
2021-11-13,Busitema UN,nasa_power,6.48,2.71,4.81,8.28,24.49,71.55,89.01,1.52,0.37,66.8,2.65,9.0,0.59,0.07,1.1,4.61,0.34,2.06,81.4,257.57,1.03,0.14,4.96,0.54,0.65
2021-11-14,Busitema UN,nasa_power,6.77,2.0,6.62,8.29,24.41,66.21,89.04,1.28,0.24,17.69,2.56,12.84,0.08,0.07,1.07,4.61,0.34,2.28,80.45,258.08,1.03,0.14,5.15,0.52,0.67
2021-11-15,Busitema UN,nasa_power,6.72,2.16,5.9,8.39,24.55,65.38,89.02,1.7,0.22,46.07,2.75,12.23,0.23,0.07,1.21,4.62,0.34,2.25,80.42,257.54,1.03,0.15,5.31,0.51,0.67
2021-11-16,Busitema UN,nasa_power,5.52,2.1,4.27,8.42,25.56,65.49,88.9,0.85,0.24,71.64,2.95,11.7,0.77,0.07,0.44,4.62,0.34,2.03,76.0,256.72,1.03,0.15,5.0,0.51,0.55
2021-11-17,Busitema UN,nasa_power,7.19,1.53,7.96,8.21,25.12,64.17,88.96,1.14,0.18,37.55,2.51,12.98,0.1,0.07,1.02,4.63,0.34,1.9,78.17,255.9,1.03,0.15,4.57,0.49,0.72
2021-11-18,Busitema UN,nasa_power,6.41,2.39,5.31,8.23,25.22,65.16,89.08,1.44,0.19,43.43,2.45,13.1,0.23,0.07,1.24,4.63,0.34,1.84,79.07,253.13,1.03,0.15,4.66,0.49,0.64
2021-11-19,Busitema UN,nasa_power,6.44,2.14,5.68,8.33,24.68,67.4,89.09,1.61,0.17,50.04,2.59,10.99,0.16,0.07,1.38,4.64,0.34,1.62,80.32,251.77,1.03,0.15,4.21,0.48,0.64
2021-11-20,Busitema UN,nasa_power,6.19,2.13,5.26,8.48,25.61,63.52,88.97,1.14,0.23,63.71,3.1,11.76,1.1,0.07,0.3,4.64,0.34,1.67,78.63,250.01,1.03,0.15,4.54,0.48,0.62
2021-11-21,Busitema UN,nasa_power,4.47,2.82,1.82,8.39,24.42,72.9,88.95,1.05,0.27,95.11,2.95,8.92,3.79,0.07,0.51,4.64,0.34,0.83,79.75,249.48,1.03,0.15,3.4,0.52,0.45
2021-11-22,Busitema UN,nasa_power,6.26,2.83,5.75,8.06,24.84,67.59,89.03,1.32,0.27,95.11,2.31,13.84,1.35,0.07,0.98,4.65,0.34,1.72,79.02,249.97,1.03,0.15,4.85,0.5,0.63
2021-11-23,Busitema UN,nasa_power,6.51,2.85,5.53,7.98,25.71,64.23,89.08,0.91,0.22,62.43,1.95,14.3,0.59,0.07,0.34,4.65,0.34,1.66,77.79,247.14,1.03,0.15,4.44,0.48,0.65
2021-11-24,Busitema UN,nasa_power,6.39,2.29,5.9,8.29,25.33,66.95,89.04,1.56,0.23,44.65,2.53,11.13,3.94,0.07,1.26,4.65,0.34,1.56,75.01,246.94,1.03,0.14,4.63,0.5,0.64
2021-11-25,Busitema UN,nasa_power,6.2,2.91,4.19,8.52,24.02,75.8,89.01,0.95,0.27,79.4,2.96,7.81,12.97,0.07,-0.42,4.66,0.34,1.07,78.33,248.82,1.03,0.15,4.34,0.61,0.62
2021-11-26,Busitema UN,nasa_power,5.01,2.81,1.98,8.35,23.73,72.99,89.11,1.17,0.18,97.08,2.79,9.01,6.64,0.07,0.78,4.66,0.34,0.95,80.05,247.8,1.04,0.16,3.14,0.56,0.5
2021-11-27,Busitema UN,nasa_power,4.8,2.16,3.01,8.46,23.72,76.69,89.12,1.19,0.17,85.23,3.08,10.34,5.16,0.07,0.87,4.66,0.34,1.78,81.45,247.82,1.04,0.15,4.69,0.59,0.48
2021-11-28,Busitema UN,nasa_power,4.96,2.71,2.17,8.54,24.76,68.33,89.07,1.25,0.18,93.17,3.27,10.88,0.54,0.07,0.72,4.67,0.34,2.26,79.2,247.85,1.03,0.15,5.24,0.53,0.5
2021-11-29,Busitema UN,nasa_power,5.46,2.51,3.45,8.41,24.89,68.03,89.07,0.71,0.15,88.05,3.14,11.01,1.85,0.07,0.33,4.67,0.34,2.12,79.12,246.76,1.03,0.15,4.89,0.53,0.55
2021-11-30,Busitema UN,nasa_power,5.25,2.94,3.03,8.43,24.19,70.33,89.05,1.44,0.21,95.25,3.26,11.68,0.86,0.07,0.89,4.68,0.34,1.97,80.4,247.36,1.03,0.15,4.93,0.53,0.53
2021-12-01,Busitema UN,nasa_power,5.98,2.77,4.39,8.45,24.24,67.53,89.0,1.05,0.14,89.4,3.17,11.4,0.18,0.07,0.58,4.68,0.34,1.85,80.74,247.41,1.03,0.16,4.45,0.51,0.61
2021-12-02,Busitema UN,nasa_power,6.0,1.93,5.3,8.41,23.65,62.67,88.97,1.61,0.16,65.34,3.16,14.99,0.02,0.07,1.03,4.68,0.34,1.9,80.36,248.58,1.04,0.15,4.62,0.49,0.61
2021-12-03,Busitema UN,nasa_power,5.02,2.46,3.03,8.42,23.6,70.06,89.1,1.65,0.22,89.47,3.09,9.41,0.18,0.07,1.48,4.69,0.34,1.15,79.53,248.85,1.04,0.16,3.1,0.49,0.51
2021-12-04,Busitema UN,nasa_power,5.75,2.58,4.27,8.37,24.93,66.19,89.1,0.49,0.31,45.57,2.83,11.05,0.13,0.07,0.1,4.69,0.34,1.27,80.42,251.77,1.03,0.14,3.23,0.49,0.58
2021-12-05,Busitema UN,nasa_power,6.15,2.4,4.77,8.17,24.82,65.05,89.13,1.19,0.26,54.8,2.39,12.44,0.1,0.07,0.74,4.7,0.34,1.49,80.25,249.0,1.04,0.15,3.86,0.47,0.62
2021-12-06,Busitema UN,nasa_power,6.04,2.09,5.31,8.17,25.42,62.47,89.14,1.05,0.26,54.46,2.38,13.72,0.01,0.07,0.88,4.7,0.34,1.49,77.6,249.05,1.03,0.14,3.86,0.47,0.61
2021-12-07,Busitema UN,nasa_power,6.46,1.92,6.28,8.09,25.04,61.06,89.17,1.34,0.15,41.78,2.37,13.74,0.39,0.07,0.68,4.71,0.34,1.43,78.52,248.57,1.03,0.16,3.93,0.46,0.66
2021-12-08,Busitema UN,nasa_power,5.59,3.04,4.12,8.33,24.79,66.55,89.14,1.24,0.3,94.19,2.8,12.13,4.24,0.07,0.6,4.71,0.34,1.01,80.36,244.89,1.03,0.16,3.6,0.49,0.57
2021-12-09,Busitema UN,nasa_power,5.43,2.32,3.6,8.53,24.61,70.5,89.1,1.16,0.26,79.06,3.2,11.24,9.26,0.07,0.59,4.71,0.34,1.05,79.5,247.07,1.03,0.15,4.11,0.56,0.55
2021-12-10,Busitema UN,nasa_power,5.88,2.49,4.04,8.38,24.68,65.78,89.01,1.02,0.2,64.9,2.89,12.94,0.46,0.07,0.79,4.72,0.33,1.56,79.66,244.68,1.03,0.15,4.38,0.5,0.6
2021-12-11,Busitema UN,nasa_power,7.06,1.53,7.7,8.14,24.15,52.47,88.94,1.57,0.12,30.93,2.57,15.87,0.01,0.07,-0.3,4.73,0.33,1.62,78.09,246.76,1.03,0.16,4.47,0.47,0.72
2021-12-12,Busitema UN,nasa_power,7.24,1.32,8.45,7.88,24.24,52.76,88.93,1.55,0.1,21.77,2.24,16.28,0.0,0.07,0.5,4.73,0.33,1.48,77.79,249.6,1.03,0.16,4.06,0.46,0.74
2021-12-13,Busitema UN,nasa_power,6.13,2.75,4.68,8.25,24.7,57.72,89.03,1.37,0.13,56.67,2.64,14.42,0.19,0.07,0.84,4.73,0.33,1.21,76.68,245.3,1.03,0.16,3.47,0.46,0.62
2021-12-14,Busitema UN,nasa_power,6.27,2.23,5.58,8.53,24.95,64.44,88.97,1.24,0.14,66.33,3.2,13.29,1.68,0.07,0.81,4.75,0.33,1.14,80.51,243.66,1.03,0.15,3.69,0.46,0.64
2021-12-15,Busitema UN,nasa_power,5.56,2.73,3.26,8.44,24.89,67.63,88.96,1.25,0.14,82.1,2.89,10.87,1.01,0.07,1.14,4.75,0.33,1.0,79.56,246.09,1.03,0.15,3.37,0.47,0.57
2021-12-16,Busitema UN,nasa_power,6.66,2.16,6.29,8.39,26.07,60.44,88.94,1.06,0.19,58.65,2.61,13.83,0.54,0.07,0.32,4.75,0.33,1.33,78.02,246.61,1.03,0.16,3.75,0.45,0.68
2021-12-17,Busitema UN,nasa_power,5.97,3.45,3.72,8.28,25.75,56.39,89.03,1.26,0.23,89.43,2.37,15.38,0.59,0.07,0.49,4.76,0.33,1.29,77.8,246.07,1.03,0.16,3.97,0.45,0.61
2021-12-18,Busitema UN,nasa_power,5.6,1.98,5.07,8.48,24.81,61.04,89.1,1.54,0.17,61.55,2.79,13.76,1.1,0.07,1.16,4.77,0.33,0.98,79.6,242.08,1.03,0.15,3.4,0.45,0.57
2021-12-19,Busitema UN,nasa_power,4.36,2.38,2.1,8.42,24.72,67.44,89.1,1.1,0.19,92.17,3.24,11.86,1.98,0.07,0.88,4.77,0.33,0.87,78.87,241.84,1.03,0.16,3.24,0.46,0.44
2021-12-20,Busitema UN,nasa_power,6.01,2.5,4.58,8.53,25.37,65.2,89.1,1.09,0.17,71.33,3.14,14.02,1.36,0.07,0.46,4.77,0.33,0.93,79.52,241.18,1.03,0.16,3.3,0.46,0.61
2021-12-21,Busitema UN,nasa_power,4.52,2.84,2.27,8.56,25.64,61.34,89.08,1.46,0.17,98.8,3.34,13.43,0.9,0.07,0.02,4.78,0.33,1.06,79.52,243.38,1.03,0.16,3.53,0.46,0.46
2021-12-22,Busitema UN,nasa_power,5.91,1.93,5.65,8.51,25.03,61.34,89.01,1.0,0.17,62.43,3.15,14.51,0.43,0.06,0.42,4.79,0.33,0.91,80.89,242.43,1.03,0.15,3.01,0.45,0.6
2021-12-23,Busitema UN,nasa_power,5.84,2.33,5.27,8.53,26.16,57.88,88.93,1.16,0.19,68.2,3.02,13.89,0.59,0.06,0.72,4.79,0.33,1.06,79.07,243.98,1.03,0.15,3.42,0.44,0.6
2021-12-24,Busitema UN,nasa_power,4.48,3.04,0.64,8.57,25.63,63.05,88.92,1.09,0.18,94.56,3.14,11.33,0.18,0.06,0.25,4.8,0.32,0.84,80.27,241.15,1.03,0.17,2.61,0.44,0.46
2021-12-25,Busitema UN,nasa_power,4.49,2.79,1.45,8.59,25.28,64.14,88.95,0.9,0.18,95.6,3.3,11.46,0.69,0.06,0.2,2.96,0.32,0.69,80.85,238.95,1.03,0.16,2.53,0.45,0.46
2021-12-26,Busitema UN,nasa_power,4.55,3.06,0.58,8.46,25.88,60.08,88.96,1.13,0.2,98.57,3.13,14.22,0.34,0.06,0.49,2.95,0.32,0.93,80.2,240.37,1.03,0.16,2.96,0.44,0.46
2021-12-27,Busitema UN,nasa_power,6.64,1.85,6.81,8.28,26.18,57.52,89.01,1.29,0.13,51.79,2.7,13.99,0.02,0.06,0.81,2.93,0.32,1.0,78.68,242.78,1.03,0.14,3.07,0.43,0.68
2021-12-28,Busitema UN,nasa_power,5.82,3.43,3.34,8.37,25.16,66.08,89.11,0.76,0.15,93.43,3.09,10.5,5.47,0.06,0.17,2.92,0.32,0.66,80.44,244.22,1.03,0.16,3.35,0.47,0.59
2021-12-29,Busitema UN,nasa_power,5.81,3.03,3.9,8.44,23.75,72.78,89.1,1.55,0.18,86.66,3.0,7.65,3.51,0.06,1.25,2.9,0.32,0.58,82.29,240.13,1.04,0.16,2.86,0.51,0.59
2021-12-30,Busitema UN,nasa_power,3.94,2.23,2.09,8.5,25.14,62.74,89.01,1.25,0.15,94.8,3.01,11.81,1.09,0.06,0.49,2.89,0.32,1.07,77.77,248.05,1.03,0.15,3.53,0.46,0.4
2021-12-31,Busitema UN,nasa_power,4.06,2.49,1.82,8.31,25.17,61.3,89.07,1.17,0.22,97.52,2.92,12.25,0.55,0.06,0.42,2.88,0.32,0.97,75.25,243.4,1.03,0.16,3.2,0.45,0.41
2021-01-01,Kazwama HC,nasa_power,2.72,1.85,0.37,8.87,21.92,80.21,89.46,1.76,0.32,99.07,3.96,4.82,8.7,0.05,-0.59,2.82,0.24,0.2,83.51,244.14,1.05,0.14,1.85,0.56,0.28
2021-01-02,Kazwama HC,nasa_power,5.58,2.47,4.71,8.72,23.7,69.84,89.51,2.34,0.2,77.07,3.22,9.5,4.1,0.05,-0.5,2.81,0.24,1.03,78.87,248.91,1.04,0.15,3.79,0.56,0.57
2021-01-03,Kazwama HC,nasa_power,6.4,2.51,6.29,8.55,24.03,67.18,89.47,2.78,0.14,78.91,2.54,10.79,0.29,0.05,-1.13,2.8,0.23,1.15,77.39,250.25,1.04,0.15,3.77,0.52,0.66
2021-01-04,Kazwama HC,nasa_power,6.07,2.82,5.34,8.49,24.25,66.71,89.41,2.66,0.15,78.36,2.23,11.49,0.47,0.05,-1.09,2.8,0.23,0.99,78.93,246.42,1.04,0.15,3.51,0.51,0.62
2021-01-05,Kazwama HC,nasa_power,6.54,2.04,6.67,8.49,24.73,63.64,89.39,2.69,0.15,34.57,2.18,11.85,0.26,0.05,-1.44,2.79,0.23,0.97,76.17,246.73,1.04,0.15,3.59,0.5,0.67
2021-01-06,Kazwama HC,nasa_power,6.58,2.26,5.98,8.57,24.37,60.8,89.45,3.19,0.12,32.43,2.21,12.13,0.02,0.04,-1.78,2.79,0.23,0.84,74.93,242.23,1.04,0.15,3.32,0.49,0.67
