datetime,location,estimator,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT
2021-10-23,Kabulasokea,nasa_power,6.71,2.03,5.73,8.77,22.53,74.83,88.2,1.32,0.21,55.57,3.32,8.29,1.66,0.06,0.64,4.55,0.3,1.76,79.93,252.37,1.03,0.15,4.8,0.6,0.65
2021-10-24,Kabulasokea,nasa_power,7.02,1.93,6.73,8.71,23.27,72.64,88.15,1.61,0.16,33.84,2.99,11.08,0.25,0.06,0.24,4.55,0.3,2.25,81.98,252.38,1.03,0.16,5.46,0.58,0.68
2021-10-25,Kabulasokea,nasa_power,5.13,2.59,2.33,8.66,24.13,68.78,88.13,1.72,0.15,92.27,3.11,8.42,0.16,0.06,0.42,4.56,0.31,1.97,80.43,253.98,1.02,0.16,4.99,0.56,0.5
2021-10-26,Kabulasokea,nasa_power,6.24,3.76,3.47,8.54,24.35,65.54,88.14,1.75,0.14,95.86,3.1,7.92,0.71,0.06,1.24,4.56,0.31,1.73,79.38,253.92,1.02,0.17,4.77,0.55,0.61
2021-10-27,Kabulasokea,nasa_power,4.55,2.36,2.18,8.62,21.65,80.26,88.18,1.17,0.15,87.61,3.21,6.04,17.67,0.06,0.23,4.56,0.31,0.47,82.36,252.8,1.03,0.16,2.58,0.62,0.44
2021-10-28,Kabulasokea,nasa_power,5.38,2.52,3.11,8.51,20.96,83.14,88.1,1.3,0.18,69.25,3.45,5.51,19.13,0.06,0.72,4.57,0.31,0.32,82.09,252.89,1.03,0.16,2.23,0.67,0.53
2021-10-29,Kabulasokea,nasa_power,4.88,3.03,1.26,8.48,21.43,80.47,88.03,1.08,0.19,89.18,3.19,8.39,2.64,0.06,0.07,4.57,0.31,1.04,82.62,256.41,1.03,0.16,3.11,0.63,0.48
2021-10-30,Kabulasokea,nasa_power,5.08,2.89,2.01,8.65,21.6,82.04,88.03,1.76,0.24,84.73,3.14,9.27,2.17,0.06,-0.53,4.57,0.31,1.2,80.77,257.29,1.03,0.16,3.38,0.62,0.5
2021-10-31,Kabulasokea,nasa_power,5.98,2.41,4.34,8.75,22.8,77.38,88.1,1.46,0.22,65.75,3.3,7.45,3.66,0.06,0.03,4.58,0.31,1.46,79.29,258.97,1.03,0.15,4.21,0.62,0.59
2021-11-01,Kabulasokea,nasa_power,5.13,3.46,1.21,8.7,21.64,80.1,88.11,1.59,0.23,98.38,3.27,7.17,1.26,0.06,0.43,4.58,0.31,1.03,79.38,257.11,1.03,0.17,3.07,0.6,0.5
2021-11-02,Kabulasokea,nasa_power,4.18,2.54,1.64,8.55,21.23,81.68,88.14,1.67,0.33,88.75,3.23,8.87,14.1,0.06,0.14,4.59,0.31,1.19,80.61,254.33,1.03,0.16,4.37,0.65,0.41
2021-11-03,Kabulasokea,nasa_power,5.35,3.24,2.27,8.56,21.41,83.05,88.15,1.09,0.29,95.06,3.21,7.07,27.15,0.06,0.46,4.59,0.31,0.87,80.9,257.32,1.03,0.16,3.56,0.71,0.53
2021-11-04,Kabulasokea,nasa_power,5.82,2.78,3.28,8.6,20.6,85.99,88.16,1.26,0.29,86.01,3.59,6.39,25.02,0.06,0.3,4.6,0.31,0.6,79.97,256.15,1.04,0.14,2.91,0.75,0.57
2021-11-05,Kabulasokea,nasa_power,5.4,2.3,3.34,8.52,21.48,80.68,88.13,1.28,0.31,74.71,3.53,7.29,8.17,0.06,0.89,4.6,0.32,1.5,80.62,256.76,1.03,0.14,4.8,0.7,0.53
2021-11-06,Kabulasokea,nasa_power,5.05,2.64,2.43,8.51,20.35,85.71,88.1,0.78,0.21,84.71,3.6,4.04,20.1,0.06,0.45,4.61,0.32,0.31,83.06,255.66,1.04,0.16,1.89,0.74,0.5
2021-11-07,Kabulasokea,nasa_power,5.33,2.34,3.2,8.51,21.23,83.83,88.01,1.14,0.27,81.59,3.43,7.12,1.82,0.06,0.21,4.61,0.32,1.19,82.57,255.01,1.03,0.15,3.55,0.69,0.53
2021-11-08,Kabulasokea,nasa_power,5.72,2.65,3.2,8.61,21.92,77.01,87.96,1.18,0.26,83.49,3.24,8.98,0.94,0.06,0.06,4.62,0.32,2.18,80.67,258.11,1.03,0.15,5.18,0.66,0.57
2021-11-09,Kabulasokea,nasa_power,6.36,2.24,5.13,8.66,21.43,80.73,88.07,1.34,0.23,70.87,3.23,7.5,0.46,0.06,-0.99,4.62,0.32,1.52,82.02,257.24,1.03,0.15,3.79,0.65,0.63
2021-11-10,Kabulasokea,nasa_power,5.84,2.34,4.16,8.68,21.74,79.86,88.1,1.11,0.22,84.71,3.25,7.75,1.25,0.06,-0.13,4.63,0.32,1.33,82.05,258.54,1.03,0.15,3.3,0.64,0.58
2021-11-11,Kabulasokea,nasa_power,5.42,2.52,3.04,8.68,21.99,78.97,88.01,1.21,0.16,90.03,3.37,7.29,9.47,0.06,0.68,4.64,0.32,1.2,81.47,259.0,1.03,0.16,3.7,0.67,0.54
2021-11-12,Kabulasokea,nasa_power,5.54,2.21,4.04,8.56,21.38,80.12,87.97,1.06,0.16,85.61,3.2,7.58,1.3,0.06,-0.43,4.64,0.32,1.09,82.53,255.9,1.03,0.16,2.96,0.65,0.55
2021-11-13,Kabulasokea,nasa_power,4.39,2.79,1.57,8.67,22.3,76.84,87.99,1.48,0.33,92.4,3.12,8.35,1.02,0.06,-0.25,4.65,0.32,1.83,81.07,256.04,1.03,0.17,4.4,0.64,0.44
2021-11-14,Kabulasokea,nasa_power,6.31,2.44,4.83,8.63,22.67,74.4,88.03,1.28,0.26,51.37,2.95,9.2,0.71,0.06,0.51,4.66,0.32,2.41,81.04,258.75,1.03,0.15,5.36,0.63,0.63
2021-11-15,Kabulasokea,nasa_power,6.48,2.14,5.78,8.66,22.3,76.22,88.01,1.45,0.14,48.4,3.13,9.5,0.54,0.06,0.71,4.67,0.32,2.5,81.12,257.35,1.03,0.16,5.46,0.62,0.65
2021-11-16,Kabulasokea,nasa_power,5.41,2.49,3.36,8.61,21.63,82.32,87.91,1.39,0.19,79.96,3.34,7.01,15.53,0.06,0.05,4.67,0.32,1.17,81.29,253.99,1.03,0.16,3.84,0.67,0.54
2021-11-17,Kabulasokea,nasa_power,6.11,2.9,3.86,8.66,22.18,79.15,87.97,1.13,0.15,79.24,3.22,6.82,2.44,0.06,0.82,4.67,0.32,1.6,80.56,254.68,1.03,0.16,4.13,0.65,0.61
2021-11-18,Kabulasokea,nasa_power,5.57,2.99,2.81,8.61,21.82,79.73,88.1,1.27,0.19,61.35,3.01,7.17,2.54,0.06,0.9,4.69,0.32,1.4,80.48,252.91,1.03,0.17,3.82,0.64,0.56
2021-11-19,Kabulasokea,nasa_power,5.14,2.11,3.54,8.64,21.87,78.79,88.08,1.35,0.18,61.74,3.05,8.34,2.67,0.06,-0.23,4.69,0.32,1.5,79.92,254.0,1.03,0.15,3.75,0.64,0.52
2021-11-20,Kabulasokea,nasa_power,4.77,2.56,2.85,8.72,21.64,77.89,87.98,1.1,0.24,64.09,3.28,8.0,3.93,0.06,-0.3,4.7,0.32,1.04,82.35,252.18,1.03,0.16,2.96,0.64,0.48
2021-11-21,Kabulasokea,nasa_power,5.0,3.39,2.03,8.64,19.93,90.28,87.94,1.15,0.38,92.18,3.48,3.86,30.7,0.06,-0.32,4.71,0.32,0.14,83.86,249.24,1.03,0.17,1.4,0.74,0.5
2021-11-22,Kabulasokea,nasa_power,3.91,2.31,1.48,8.63,20.5,84.73,88.07,1.05,0.3,95.57,3.07,6.72,27.48,0.06,-0.03,4.71,0.32,0.75,83.25,247.65,1.03,0.17,2.95,0.77,0.39
2021-11-23,Kabulasokea,nasa_power,6.57,2.32,5.54,8.48,21.65,79.72,88.09,1.83,0.26,38.95,2.45,10.79,1.03,0.06,-0.46,4.72,0.32,2.23,81.17,248.02,1.03,0.14,5.61,0.7,0.66
2021-11-24,Kabulasokea,nasa_power,5.84,3.12,3.38,8.66,21.83,80.75,88.04,1.47,0.22,40.69,3.06,10.18,3.42,0.06,-0.12,4.73,0.32,1.87,80.8,250.2,1.03,0.16,5.11,0.69,0.59
2021-11-25,Kabulasokea,nasa_power,5.85,2.79,3.6,8.62,21.47,83.78,87.99,1.43,0.31,66.74,3.33,6.44,34.61,0.06,-1.31,4.74,0.32,0.86,80.58,250.82,1.03,0.16,3.42,0.75,0.59
2021-11-26,Kabulasokea,nasa_power,3.27,2.4,0.51,8.61,20.32,87.97,88.11,1.45,0.27,93.49,3.39,5.38,3.65,0.06,0.16,4.74,0.32,0.44,83.61,247.24,1.04,0.16,2.25,0.72,0.33
2021-11-27,Kabulasokea,nasa_power,4.31,2.33,2.33,8.66,20.59,87.37,88.14,1.61,0.18,82.98,3.39,6.02,6.51,0.06,1.37,4.75,0.32,0.88,83.1,247.94,1.04,0.16,3.29,0.72,0.43
2021-11-28,Kabulasokea,nasa_power,3.93,2.51,0.8,8.89,20.52,85.3,88.1,1.33,0.16,98.55,3.61,6.38,2.51,0.06,0.66,4.76,0.32,1.09,82.73,248.04,1.04,0.16,3.26,0.7,0.4
2021-11-29,Kabulasokea,nasa_power,4.52,2.49,1.92,8.74,20.87,83.27,88.07,1.58,0.14,96.39,3.64,7.35,3.57,0.06,1.36,2.92,0.32,1.31,77.0,246.65,1.03,0.16,4.06,0.69,0.46
2021-11-30,Kabulasokea,nasa_power,3.69,2.36,1.06,8.65,20.8,83.75,88.06,1.27,0.21,98.46,3.62,4.52,5.13,0.06,0.26,2.91,0.32,0.55,84.07,245.38,1.03,0.16,1.96,0.7,0.37
2021-12-01,Kabulasokea,nasa_power,5.69,2.43,3.62,8.89,20.91,83.45,87.99,1.12,0.2,86.69,3.66,7.51,3.24,0.06,0.09,2.91,0.32,1.07,82.74,246.9,1.03,0.16,3.34,0.69,0.58
2021-12-02,Kabulasokea,nasa_power,6.06,2.13,5.06,8.67,21.25,82.43,87.96,1.5,0.21,68.19,3.46,7.07,0.22,0.06,0.5,2.9,0.32,1.49,83.41,247.44,1.03,0.16,3.58,0.68,0.61
2021-12-03,Kabulasokea,nasa_power,4.39,2.15,2.63,8.6,20.46,85.38,88.08,1.73,0.18,86.49,3.41,5.38,4.77,0.06,1.55,2.89,0.32,1.11,84.17,248.37,1.04,0.17,3.56,0.69,0.44
2021-12-04,Kabulasokea,nasa_power,5.65,2.33,4.19,8.61,20.99,84.32,88.1,1.45,0.3,71.62,3.23,6.23,2.04,0.06,1.05,2.88,0.32,1.06,83.32,250.22,1.03,0.15,3.15,0.68,0.57
2021-12-05,Kabulasokea,nasa_power,4.58,2.47,1.9,8.75,20.4,85.56,88.15,1.48,0.29,94.89,3.22,6.34,7.54,0.06,1.15,2.88,0.32,0.86,83.92,244.33,1.04,0.16,2.73,0.7,0.47
2021-12-06,Kabulasokea,nasa_power,5.68,2.35,4.25,8.63,21.13,80.65,88.15,1.29,0.23,77.89,2.86,9.13,0.64,0.06,0.85,2.87,0.32,1.83,81.96,249.15,1.03,0.15,4.47,0.68,0.58
2021-12-07,Kabulasokea,nasa_power,5.89,2.25,4.92,8.67,22.02,78.99,88.16,1.18,0.16,64.4,2.95,7.58,7.33,0.06,0.92,2.86,0.32,1.56,81.71,247.53,1.03,0.17,4.46,0.7,0.6
2021-12-08,Kabulasokea,nasa_power,5.56,3.08,3.64,8.64,21.66,81.03,88.15,1.09,0.33,84.82,2.93,6.71,3.64,0.06,-0.34,2.85,0.32,1.26,81.95,243.12,1.03,0.16,3.73,0.69,0.57
2021-12-09,Kabulasokea,nasa_power,4.53,2.47,2.29,8.65,21.15,82.62,88.09,1.72,0.3,80.96,3.36,8.24,2.88,0.06,-0.13,2.85,0.32,1.56,79.94,245.23,1.03,0.16,4.59,0.68,0.46
2021-12-10,Kabulasokea,nasa_power,4.56,2.4,2.49,8.75,21.45,82.48,88.0,1.47,0.21,74.93,3.43,6.33,9.33,0.06,0.87,2.84,0.32,1.26,82.43,245.13,1.03,0.16,4.21,0.7,0.46
2021-12-11,Kabulasokea,nasa_power,5.43,2.31,4.2,8.77,22.04,79.22,87.91,1.61,0.18,74.25,3.26,6.64,5.29,0.06,0.22,2.83,0.32,1.29,82.7,246.67,1.03,0.16,4.36,0.7,0.55
2021-12-12,Kabulasokea,nasa_power,6.75,1.73,7.15,8.67,21.38,74.85,87.94,1.97,0.1,49.79,2.99,11.4,0.01,0.06,-0.13,2.82,0.32,2.35,82.57,248.91,1.03,0.16,5.66,0.67,0.69
2021-12-13,Kabulasokea,nasa_power,5.88,2.9,3.57,8.71,21.55,80.75,88.03,1.3,0.13,80.37,3.05,9.18,0.96,0.06,0.68,2.81,0.32,1.69,80.62,245.44,1.03,0.17,4.14,0.67,0.6
2021-12-14,Kabulasokea,nasa_power,5.4,2.12,4.12,8.87,21.94,81.52,87.94,1.12,0.18,70.58,3.42,8.2,6.99,0.06,0.88,2.8,0.32,1.58,79.06,244.66,1.03,0.15,4.53,0.69,0.55
2021-12-15,Kabulasokea,nasa_power,4.38,2.87,1.35,8.78,20.76,87.99,87.95,1.31,0.17,98.3,3.3,5.92,6.53,0.06,0.6,2.8,0.32,0.67,82.52,246.24,1.03,0.17,2.53,0.69,0.45
2021-12-16,Kabulasokea,nasa_power,6.27,2.28,5.63,8.92,22.06,80.2,87.96,1.64,0.2,72.85,3.32,6.86,1.99,0.06,0.71,2.79,0.32,1.52,81.02,247.54,1.03,0.15,4.32,0.68,0.64
2021-12-17,Kabulasokea,nasa_power,5.61,3.23,2.68,8.84,21.58,81.12,88.06,1.4,0.2,93.0,2.95,7.4,7.24,0.06,0.69,2.78,0.32,1.56,81.92,245.92,1.03,0.17,4.72,0.7,0.57
2021-12-18,Kabulasokea,nasa_power,6.15,2.27,5.19,8.88,21.64,80.12,88.1,1.4,0.17,60.92,2.9,9.62,1.06,0.06,0.8,2.78,0.32,2.05,79.51,241.57,1.03,0.16,5.11,0.67,0.63
2021-12-19,Kabulasokea,nasa_power,3.75,2.55,0.87,8.89,22.19,79.43,88.09,1.04,0.27,96.45,3.46,5.29,8.47,0.06,0.25,2.77,0.32,0.94,81.77,242.57,1.03,0.17,3.26,0.7,0.38
2021-12-20,Kabulasokea,nasa_power,5.52,3.1,3.66,9.04,21.74,83.1,88.1,1.28,0.19,97.3,3.58,7.47,1.75,0.06,0.22,2.76,0.32,1.14,81.97,242.64,1.03,0.17,3.4,0.68,0.56
2021-12-21,Kabulasokea,nasa_power,4.71,3.01,2.78,9.06,22.77,78.85,88.1,1.91,0.18,98.75,3.73,7.23,5.24,0.06,0.18,2.76,0.32,1.61,80.41,242.47,1.03,0.16,4.47,0.69,0.48
2021-12-22,Kabulasokea,nasa_power,5.09,2.66,3.09,9.04,22.8,76.88,88.02,1.77,0.15,92.17,3.57,6.84,2.88,0.06,-0.11,2.75,0.32,1.61,78.71,242.29,1.03,0.16,4.7,0.68,0.52
2021-12-23,Kabulasokea,nasa_power,4.94,3.46,1.28,9.02,22.61,79.86,87.94,1.4,0.18,94.75,3.69,5.49,5.77,0.06,0.47,2.74,0.32,0.78,81.38,243.12,1.03,0.17,3.02,0.69,0.5
2021-12-24,Kabulasokea,nasa_power,4.05,2.93,0.54,9.03,22.05,82.4,87.91,0.73,0.19,99.04,3.62,5.26,2.19,0.06,-0.15,2.74,0.31,0.65,81.77,240.62,1.03,0.17,1.97,0.69,0.41
2021-12-25,Kabulasokea,nasa_power,4.22,2.71,1.29,8.83,21.9,82.31,87.97,1.11,0.2,97.98,3.66,5.72,8.33,0.06,0.33,2.73,0.31,0.86,82.56,238.45,1.03,0.17,3.2,0.7,0.43
2021-12-26,Kabulasokea,nasa_power,4.24,2.54,1.64,8.8,21.38,84.98,88.0,1.12,0.21,97.09,3.7,5.46,6.9,0.06,0.3,2.73,0.31,0.86,81.03,240.0,1.03,0.16,2.74,0.71,0.43
2021-12-27,Kabulasokea,nasa_power,5.32,2.57,3.08,8.77,20.74,87.32,88.07,1.36,0.15,88.38,3.3,5.23,5.78,0.06,0.85,2.73,0.31,0.59,84.0,242.03,1.03,0.15,2.08,0.7,0.54
2021-12-28,Kabulasokea,nasa_power,5.08,3.4,1.71,8.71,21.93,78.27,88.1,1.1,0.18,90.08,3.4,8.47,4.42,0.06,0.61,2.72,0.31,1.65,81.72,244.89,1.03,0.17,4.63,0.7,0.52
2021-12-29,Kabulasokea,nasa_power,5.54,2.42,3.61,8.76,21.08,84.76,88.07,0.93,0.17,77.28,3.44,4.94,9.36,0.06,0.17,2.72,0.31,0.35,83.63,240.75,1.03,0.16,1.84,0.72,0.56
2021-12-30,Kabulasokea,nasa_power,5.17,2.34,3.5,8.91,22.11,78.15,88.02,1.26,0.24,83.06,3.5,6.46,1.06,0.06,-0.14,2.71,0.31,1.36,81.78,249.21,1.03,0.15,3.93,0.69,0.53
2021-12-31,Kabulasokea,nasa_power,3.23,2.46,0.18,8.72,20.97,82.17,88.08,1.5,0.4,99.4,3.61,6.13,1.59,0.06,-1.18,2.71,0.31,0.62,84.01,245.83,1.03,0.17,2.23,0.69,0.33
2021-01-01,Butambala,nasa_power,2.13,1.46,0.36,8.64,19.93,87.21,88.08,2.16,0.32,98.66,3.87,5.13,10.69,0.06,-1.26,2.73,0.31,0.53,83.82,244.01,1.04,0.16,2.67,0.71,0.22
2021-01-02,Butambala,nasa_power,4.78,2.9,2.08,8.69,19.85,85.45,88.17,0.8,0.2,89.08,3.49,4.47,7.05,0.06,0.53,2.73,0.31,0.36,83.06,247.09,1.04,0.16,1.68,0.71,0.49
2021-01-03,Butambala,nasa_power,5.55,3.02,3.05,8.56,21.03,80.19,88.12,1.21,0.14,92.71,2.82,8.61,0.94,0.06,0.02,2.72,0.3,1.51,81.53,249.9,1.03,0.17,4.31,0.69,0.56
2021-01-04,Butambala,nasa_power,5.14,2.72,2.92,8.59,21.22,79.58,88.06,1.99,0.15,78.39,2.6,10.06,0.69,0.06,-0.75,2.71,0.3,1.73,79.45,246.57,1.03,0.16,4.75,0.68,0.52
2021-01-05,Butambala,nasa_power,5.9,2.55,4.55,8.55,21.92,76.43,88.03,1.63,0.15,54.59,2.44,10.38,0.38,0.06,-0.62,2.71,0.3,2.03,79.32,248.79,1.03,0.16,5.16,0.67,0.6
2021-01-06,Butambala,nasa_power,5.58,2.73,3.1,8.59,21.68,74.99,88.09,1.99,0.12,66.56,2.42,10.07,0.2,0.06,-1.09,2.7,0.3,1.87,80.82,242.79,1.03,0.16,4.85,0.66,0.56
2021-01-07,Butambala,nasa_power,6.83,1.88,7.11,8.59,21.9,72.46,87.98,1.98,0.1,22.54,2.38,11.63,0.01,0.06,-1.01,2.7,0.3,2.23,81.43,243.24,1.03,0.17,5.43,0.65,0.69
2021-01-08,Butambala,nasa_power,6.56,2.23,6.21,8.63,22.41,71.35,87.93,2.03,0.18,33.78,2.58,12.51,0.06,0.06,-1.81,2.69,0.3,2.17,76.65,246.47,1.03,0.16,5.32,0.65,0.66
2021-01-09,Butambala,nasa_power,3.73,2.66,0.56,8.83,22.24,74.64,87.9,2.68,0.47,95.21,3.54,10.31,1.03,0.06,-2.56,2.69,0.3,2.01,74.15,247.27,1.03,0.16,5.41,0.64,0.38
2021-01-10,Butambala,nasa_power,2.65,1.96,0.32,8.67,20.69,84.3,87.99,1.86,0.53,92.37,3.77,5.12,12.06,0.06,-1.22,2.68,0.3,0.31,82.05,248.59,1.03,0.14,1.83,0.7,0.27
2021-01-11,Butambala,nasa_power,2.82,2.03,0.29,8.61,21.31,82.1,88.0,1.56,0.8,93.79,3.43,9.03,23.38,0.06,-1.33,2.68,0.3,1.01,76.12,244.26,1.03,0.17,4.26,0.74,0.28
2021-01-12,Butambala,nasa_power,3.8,2.53,0.71,8.66,21.14,80.37,88.05,1.8,0.69,83.38,3.59,8.71,11.28,0.06,-1.65,2.67,0.29,1.06,80.09,245.82,1.03,0.16,4.4,0.73,0.38
2021-01-13,Butambala,nasa_power,4.99,2.52,2.65,8.64,21.53,76.5,88.08,1.85,0.28,72.09,3.45,10.43,1.26,0.06,-1.08,2.67,0.29,1.68,80.05,247.28,1.03,0.15,5.12,0.7,0.5
2021-01-14,Butambala,nasa_power,3.66,2.44,0.89,8.77,22.05,77.17,88.03,2.03,0.38,95.64,3.31,8.83,1.87,0.06,-1.1,2.67,0.29,1.56,80.5,246.81,1.03,0.16,4.93,0.69,0.37
2021-01-15,Butambala,nasa_power,4.8,2.57,2.18,8.77,22.78,72.85,87.97,1.51,0.4,87.38,3.18,9.37,1.78,0.06,-1.11,2.66,0.29,1.77,80.87,247.69,1.03,0.16,5.31,0.68,0.48
2021-01-16,Butambala,nasa_power,2.52,1.69,0.62,8.79,21.04,81.48,87.97,1.69,0.28,94.7,3.01,7.58,13.42,0.06,-1.1,2.66,0.29,0.95,82.14,248.25,1.03,0.16,3.85,0.72,0.25
2021-01-17,Butambala,nasa_power,4.77,2.48,2.51,8.74,20.61,84.3,88.04,1.45,0.28,71.5,2.79,7.05,5.82,0.06,-1.05,2.65,0.29,0.56,82.99,247.04,1.03,0.15,2.58,0.71,0.48
2021-01-18,Butambala,nasa_power,4.33,2.45,1.78,8.79,21.67,75.36,87.99,2.33,0.38,90.85,3.41,10.31,0.82,0.06,-2.19,2.65,0.29,1.62,76.85,243.32,1.03,0.16,4.99,0.69,0.43
2021-01-19,Butambala,nasa_power,3.67,2.34,1.21,8.9,22.16,75.84,88.0,2.01,0.45,91.22,3.45,8.7,3.35,0.06,-1.54,2.65,0.29,1.41,76.84,241.75,1.03,0.16,4.61,0.69,0.37
2021-01-20,Butambala,nasa_power,4.73,3.07,1.37,8.72,21.72,80.38,88.05,2.16,0.38,97.03,2.83,8.28,3.69,0.06,-0.65,2.65,0.28,1.19,81.34,241.92,1.03,0.16,4.29,0.69,0.47
2021-01-21,Butambala,nasa_power,5.75,3.08,3.51,8.72,21.69,81.18,88.07,1.56,0.35,92.74,2.83,8.08,5.12,0.06,0.01,2.64,0.28,1.27,81.31,244.43,1.03,0.16,4.46,0.7,0.57
2021-01-22,Butambala,nasa_power,5.15,3.52,1.43,8.93,22.61,75.6,87.98,1.28,0.33,80.35,3.32,7.62,3.31,0.06,0.04,2.64,0.28,1.43,80.09,241.26,1.03,0.17,4.58,0.69,0.51
2021-01-23,Butambala,nasa_power,5.16,2.48,3.11,8.94,21.31,84.15,87.97,1.74,0.25,81.7,3.22,6.26,1.99,0.05,0.63,2.64,0.28,0.82,82.89,242.03,1.03,0.16,2.84,0.69,0.51
2021-01-24,Butambala,nasa_power,5.72,3.46,2.4,8.91,21.46,80.71,88.0,1.41,0.15,77.69,3.11,8.22,10.92,0.05,1.12,2.63,0.28,1.09,77.52,246.19,1.03,0.16,4.17,0.72,0.57
2021-01-25,Butambala,nasa_power,3.92,2.78,0.45,8.84,21.78,77.15,88.08,1.12,0.2,89.07,2.8,5.94,11.49,0.05,0.16,2.63,0.28,0.66,80.56,244.74,1.03,0.16,2.89,0.73,0.39
2021-01-26,Butambala,nasa_power,6.09,2.86,4.07,8.55,20.72,79.0,88.07,1.71,0.21,71.84,2.41,8.62,6.28,0.05,-0.13,2.63,0.28,0.73,79.55,247.78,1.03,0.16,2.87,0.72,0.6
2021-01-27,Butambala,nasa_power,6.58,2.18,5.97,8.61,20.94,82.35,88.04,1.74,0.11,26.95,2.58,10.07,0.65,0.05,1.25,2.62,0.28,1.66,82.23,248.92,1.03,0.16,4.8,0.69,0.65
2021-01-28,Butambala,nasa_power,7.02,2.13,6.85,8.74,22.01,74.31,88.08,1.37,0.12,45.64,2.88,10.59,0.39,0.05,0.5,2.62,0.28,2.01,80.91,248.41,1.03,0.16,5.41,0.68,0.69
2021-01-29,Butambala,nasa_power,6.43,2.1,5.61,8.85,22.64,66.85,88.13,1.71,0.11,41.94,2.86,10.83,0.1,0.05,-0.54,2.62,0.28,2.14,80.59,248.79,1.03,0.16,5.75,0.67,0.63
2021-01-30,Butambala,nasa_power,3.55,2.16,1.43,8.75,22.58,71.35,88.08,1.53,0.17,71.54,2.75,8.99,1.93,0.05,-0.35,2.61,0.27,1.69,77.49,246.47,1.03,0.16,5.03,0.67,0.35
2021-01-31,Butambala,nasa_power,6.33,2.54,4.87,8.6,22.78,70.11,87.98,1.62,0.16,80.46,2.37,7.59,1.01,0.05,0.02,2.61,0.27,1.66,79.56,254.18,1.03,0.16,4.74,0.66,0.62
2021-02-01,Butambala,nasa_power,7.13,3.01,7.57,7.82,21.59,65.77,88.11,1.88,0.13,91.85,1.3,12.41,0.0,0.05,-0.34,2.61,0.27,2.01,82.45,252.82,1.03,0.16,5.38,0.65,0.7
2021-02-02,Butambala,nasa_power,6.4,3.49,4.52,8.3,22.8,64.91,88.19,1.8,0.11,77.46,1.95,10.09,0.22,0.05,0.15,2.61,0.27,2.13,80.34,249.77,1.03,0.16,5.61,0.65,0.63
2021-02-03,Butambala,nasa_power,6.59,2.15,5.91,8.71,23.09,68.99,88.13,1.17,0.1,47.22,2.64,9.62,0.35,0.05,0.63,2.6,0.27,2.17,80.5,251.65,1.03,0.15,5.4,0.64,0.64
2021-02-04,Butambala,nasa_power,5.99,2.53,4.51,8.81,22.63,72.23,88.11,1.23,0.14,65.47,2.68,8.4,7.86,0.05,0.63,2.6,0.27,1.61,79.68,253.91,1.03,0.14,4.69,0.67,0.58
2021-02-05,Butambala,nasa_power,5.29,2.27,3.5,8.69,22.2,73.76,88.16,1.18,0.29,87.51,2.45,9.49,0.89,0.05,0.56,2.6,0.27,1.48,81.18,253.18,1.03,0.15,4.18,0.66,0.52
2021-02-06,Butambala,nasa_power,5.34,2.97,2.44,8.77,22.62,68.22,88.05,1.99,0.72,61.83,2.67,10.69,1.17,0.05,-1.83,2.59,0.27,1.39,76.62,257.85,1.03,0.14,4.36,0.65,0.52
2021-02-07,Butambala,nasa_power,5.6,3.0,2.49,8.73,21.8,65.26,87.93,2.28,0.62,73.38,2.76,11.96,0.0,0.05,-1.84,2.59,0.27,1.67,78.73,256.43,1.03,0.12,4.83,0.64,0.54
2021-02-08,Butambala,nasa_power,6.09,2.9,3.5,8.97,21.85,67.28,87.95,2.25,0.62,61.65,3.06,13.06,0.0,0.05,-1.3,2.58,0.26,1.82,79.15,255.22,1.03,0.11,5.03,0.64,0.59
2021-02-09,Butambala,nasa_power,6.17,2.74,3.96,9.04,22.68,75.96,88.0,1.79,0.5,60.3,3.66,10.11,0.32,0.05,-1.04,2.58,0.26,1.46,80.72,254.09,1.03,0.12,4.08,0.63,0.6
2021-02-10,Butambala,nasa_power,4.6,3.06,0.76,9.09,22.99,77.54,87.98,1.69,0.37,96.03,3.39,9.84,1.02,0.05,-0.95,2.57,0.26,1.32,81.38,253.14,1.03,0.16,3.96,0.63,0.45
2021-02-11,Butambala,nasa_power,3.59,2.45,0.39,8.95,21.37,85.76,88.06,1.7,0.39,98.43,3.56,3.88,5.98,0.05,-1.4,2.57,0.26,0.38,83.35,253.84,1.03,0.16,1.97,0.66,0.35
2021-02-12,Butambala,nasa_power,4.45,2.36,1.99,8.9,22.46,77.54,87.99,1.88,0.5,89.14,3.64,8.97,2.63,0.05,-1.39,2.57,0.26,1.09,81.06,253.27,1.03,0.14,3.8,0.66,0.43
2021-02-13,Butambala,nasa_power,3.21,2.27,0.28,8.94,21.96,78.23,88.07,1.21,0.66,96.44,3.4,6.38,2.66,0.05,-0.17,2.56,0.26,0.6,83.13,252.6,1.03,0.16,2.38,0.66,0.31
