datetime,site,location,estimator,ghi_est,ghi_ground,percentage_error,absolute_percentage_error,squared_error
2021-12-30,ghana,ghana_location2,solcast,5100.0,3802.79283333,34.11,34.11,1682746.43
2021-12-31,ghana,ghana_location2,solcast,4270.0,3958.47083333,7.87,7.87,97050.42
2021-12-31,ghana,ghana_location2,solcast,4270.0,3259.5925,31.0,31.0,1020923.32
2022-01-01,ghana,ghana_location2,solcast,5203.0,4995.06583333,4.16,4.16,43236.62
2022-01-01,ghana,ghana_location2,solcast,5203.0,4117.75016667,26.36,26.36,1177767.2
2022-01-02,ghana,ghana_location2,solcast,5024.0,4648.195,8.08,8.08,141229.4
2022-01-02,ghana,ghana_location2,solcast,5024.0,2019.67225,148.75,148.75,9025985.23
2022-01-03,ghana,ghana_location2,solcast,4617.0,3878.39416667,19.04,19.04,545538.58
2022-01-03,ghana,ghana_location2,solcast,4617.0,4694.476,-1.65,1.65,6002.53
2022-01-04,ghana,ghana_location2,solcast,2864.0,2982.21333333,-3.96,3.96,13974.39
2022-01-04,ghana,ghana_location2,solcast,2864.0,3807.71533333,-24.78,24.78,890598.63
2022-01-05,ghana,ghana_location2,solcast,4720.0,4390.95333333,7.49,7.49,108271.71
2022-01-05,ghana,ghana_location2,solcast,4720.0,3893.44816667,21.23,21.23,683187.93
2022-01-06,ghana,ghana_location2,solcast,4693.0,4616.38833333,1.66,1.66,5869.35
2022-01-06,ghana,ghana_location2,solcast,4693.0,4029.85,16.46,16.46,439767.92
2022-01-07,ghana,ghana_location2,solcast,4833.0,4471.45166667,8.09,8.09,130717.2
2022-01-07,ghana,ghana_location2,solcast,4833.0,4395.58266667,9.95,9.95,191333.92
2022-01-08,ghana,ghana_location2,solcast,4759.0,3997.0525,19.06,19.06,580563.99
2022-01-08,ghana,ghana_location2,solcast,4759.0,4207.077,13.12,13.12,304619.0
2022-01-09,ghana,ghana_location2,solcast,4997.0,4551.20833333,9.8,9.8,198730.21
2022-01-09,ghana,ghana_location2,solcast,4997.0,4464.07633333,11.94,11.94,284007.63
2022-01-10,ghana,ghana_location2,solcast,5121.0,4565.97583333,12.16,12.16,308051.83
2022-01-10,ghana,ghana_location2,solcast,5121.0,4573.62983333,11.97,11.97,299614.1
2022-01-11,ghana,ghana_location2,solcast,4583.0,3679.73666667,24.55,24.55,815884.65
2022-01-11,ghana,ghana_location2,solcast,4583.0,3629.9705,26.25,26.25,908265.23
2022-01-12,ghana,ghana_location2,solcast,4783.0,4238.42833333,12.85,12.85,296558.3
2022-01-12,ghana,ghana_location2,solcast,4783.0,4172.3115,14.64,14.64,372940.44
2022-01-13,ghana,ghana_location2,solcast,4858.0,3800.95166667,27.81,27.81,1117351.18
2022-01-13,ghana,ghana_location2,solcast,4858.0,3764.76116667,29.04,29.04,1195171.15
2022-01-14,ghana,ghana_location2,solcast,5487.0,4438.8475,23.61,23.61,1098623.66
2022-01-14,ghana,ghana_location2,solcast,5487.0,3858.61666667,42.2,42.2,2651632.28
2022-01-15,ghana,ghana_location2,solcast,5043.0,4501.9425,12.02,12.02,292743.22
2022-01-15,ghana,ghana_location2,solcast,5043.0,4501.462,12.03,12.03,293263.41
2022-01-16,ghana,ghana_location2,solcast,5483.0,5041.83333333,8.75,8.75,194628.03
2022-01-16,ghana,ghana_location2,solcast,5483.0,4863.35966667,12.74,12.74,383954.14
2022-01-17,ghana,ghana_location2,solcast,6120.0,5539.79833333,10.47,10.47,336633.97
2022-01-17,ghana,ghana_location2,solcast,6120.0,4921.21616667,24.36,24.36,1437082.68
2022-01-18,ghana,ghana_location2,solcast,5297.0,4579.1225,15.68,15.68,515348.11
2022-01-18,ghana,ghana_location2,solcast,5297.0,3998.694,32.47,32.47,1685598.47
2022-01-19,ghana,ghana_location2,solcast,5385.0,5159.29416667,4.37,4.37,50943.12
2022-01-19,ghana,ghana_location2,solcast,5385.0,4669.66166667,15.32,15.32,511708.93
2022-01-20,ghana,ghana_location2,solcast,4700.0,4497.25,4.51,4.51,41107.56
2022-01-20,ghana,ghana_location2,solcast,4700.0,4127.37383333,13.87,13.87,327900.73
2022-01-21,ghana,ghana_location2,solcast,4984.0,4554.97166667,9.42,9.42,184065.31
2022-01-21,ghana,ghana_location2,solcast,4984.0,4194.15795,18.83,18.83,623850.46
2022-01-22,ghana,ghana_location2,solcast,4625.0,4033.23583333,14.67,14.67,350184.83
2022-01-22,ghana,ghana_location2,solcast,4625.0,3604.4035,28.32,28.32,1041617.22
2022-01-23,ghana,ghana_location2,solcast,5041.0,3996.70416667,26.13,26.13,1090553.79
2022-01-23,ghana,ghana_location2,solcast,5041.0,3092.8115,62.99,62.99,3795438.43
2022-01-24,ghana,ghana_location2,solcast,4768.0,3955.27,20.55,20.55,660530.05
2022-01-24,ghana,ghana_location2,solcast,4768.0,3552.78083333,34.2,34.2,1476757.62
2022-01-25,ghana,ghana_location2,solcast,5472.0,4921.35833333,11.19,11.19,303206.25
2022-01-25,ghana,ghana_location2,solcast,5472.0,4345.3225,25.93,25.93,1269402.19
2022-01-26,ghana,ghana_location2,solcast,5418.0,4570.98666667,18.53,18.53,717431.59
2022-01-26,ghana,ghana_location2,solcast,5418.0,3944.86283333,37.34,37.34,2170133.11
2022-01-27,ghana,ghana_location2,solcast,4970.0,4086.42166667,21.62,21.62,780710.67
2022-01-27,ghana,ghana_location2,solcast,4970.0,3651.0465,36.13,36.13,1739638.34
2022-01-28,ghana,ghana_location2,solcast,4751.0,3883.89083333,22.33,22.33,751878.31
2022-01-28,ghana,ghana_location2,solcast,4751.0,3239.12716667,46.68,46.68,2285759.46
2022-01-29,ghana,ghana_location2,solcast,4453.0,4113.12083333,8.26,8.26,115517.85
2022-01-29,ghana,ghana_location2,solcast,4453.0,3610.40166667,23.34,23.34,709971.95
2022-01-30,ghana,ghana_location2,solcast,4405.0,4158.77083333,5.92,5.92,60628.8
2022-01-30,ghana,ghana_location2,solcast,4405.0,3667.56216667,20.11,20.11,543814.56
2022-01-31,ghana,ghana_location2,solcast,4678.0,4343.0975,7.71,7.71,112159.68
2022-01-31,ghana,ghana_location2,solcast,4678.0,3806.5965,22.89,22.89,759344.06
2022-02-01,ghana,ghana_location2,solcast,4732.0,4196.42541667,12.76,12.76,286840.13
2022-02-01,ghana,ghana_location2,solcast,4732.0,3979.6975,18.9,18.9,565959.05
2022-02-01,ghana,ghana_location2,solcast,4732.0,3315.2445,42.73,42.73,2007196.15
2022-02-02,ghana,ghana_location2,solcast,4835.0,4171.96216667,15.89,15.89,439619.17
2022-02-02,ghana,ghana_location2,solcast,4835.0,3839.53083333,25.93,25.93,990958.86
2022-02-02,ghana,ghana_location2,solcast,4835.0,3494.06183333,38.38,38.38,1798115.17
2022-02-03,ghana,ghana_location2,solcast,4970.0,3868.97358333,28.46,28.46,1212259.17
2022-02-03,ghana,ghana_location2,solcast,4970.0,3743.095,32.78,32.78,1505295.88
2022-02-03,ghana,ghana_location2,solcast,4970.0,3147.2085,57.92,57.92,3322568.85
2022-02-04,ghana,ghana_location2,solcast,4761.0,4020.5434375,18.42,18.42,548275.92
2022-02-04,ghana,ghana_location2,solcast,4761.0,3918.55166667,21.5,21.5,709719.19
2022-02-04,ghana,ghana_location2,solcast,4761.0,3574.71504167,33.19,33.19,1407272.0
2022-02-05,ghana,ghana_location2,solcast,4807.0,4170.72510833,15.26,15.26,404845.74
2022-02-05,ghana,ghana_location2,solcast,4807.0,4192.3075,14.66,14.66,377846.87
2022-02-05,ghana,ghana_location2,solcast,4807.0,3259.20416667,47.49,47.49,2395671.94
2022-02-06,ghana,ghana_location2,solcast,4879.0,4059.32225,20.19,20.19,671871.61
2022-02-06,ghana,ghana_location2,solcast,4879.0,4257.22916667,14.61,14.61,386598.97
2022-02-06,ghana,ghana_location2,solcast,4879.0,3077.17616667,58.55,58.55,3246569.13
2022-02-07,ghana,ghana_location2,solcast,4741.0,4246.47691667,11.65,11.65,244553.08
2022-02-07,ghana,ghana_location2,solcast,4741.0,4152.8725,14.16,14.16,345893.96
2022-02-07,ghana,ghana_location2,solcast,4741.0,3034.79133333,56.22,56.22,2911148.01
2022-02-08,ghana,ghana_location2,solcast,4807.0,4107.90091667,17.02,17.02,488739.53
2022-02-08,ghana,ghana_location2,solcast,4807.0,3971.66416667,21.03,21.03,697785.95
2022-02-08,ghana,ghana_location2,solcast,4807.0,3588.07866667,33.97,33.97,1485769.22
2022-02-09,ghana,ghana_location2,solcast,4718.0,4237.16416667,11.35,11.35,231203.1
2022-02-09,ghana,ghana_location2,solcast,4718.0,4200.30416667,12.33,12.33,268008.98
2022-02-09,ghana,ghana_location2,solcast,4718.0,3487.369,35.29,35.29,1514452.66
2022-02-10,ghana,ghana_location2,solcast,4981.0,4298.67758333,15.87,15.87,465563.88
2022-02-10,ghana,ghana_location2,solcast,4981.0,4328.1,15.09,15.09,426278.41
2022-02-10,ghana,ghana_location2,solcast,4981.0,3926.8435,26.84,26.84,1111245.93
2022-02-11,ghana,ghana_location2,solcast,5152.0,4744.2485,8.59,8.59,166261.29
2022-02-11,ghana,ghana_location2,solcast,5152.0,4551.435,13.2,13.2,360678.32
2022-02-11,ghana,ghana_location2,solcast,5152.0,3757.90466667,37.1,37.1,1943501.8
2022-02-12,ghana,ghana_location2,solcast,5647.0,4766.36375,18.48,18.48,775520.2
2022-02-12,ghana,ghana_location2,solcast,5647.0,4738.3875,19.18,19.18,825576.68
2022-02-12,ghana,ghana_location2,solcast,5647.0,3805.29066667,48.4,48.4,3391893.27
2022-02-13,ghana,ghana_location2,solcast,5581.0,4692.3735,18.94,18.94,789657.06
2022-02-13,ghana,ghana_location2,solcast,5581.0,4465.93833333,24.97,24.97,1243362.52
2022-02-13,ghana,ghana_location2,solcast,5581.0,3972.66116667,40.49,40.49,2586753.8
2022-02-14,ghana,ghana_location2,solcast,5007.0,4325.72558333,15.75,15.75,464134.83
2022-02-14,ghana,ghana_location2,solcast,5007.0,4035.325,24.08,24.08,944152.31
2022-02-14,ghana,ghana_location2,solcast,5007.0,3396.5935,47.41,47.41,2593409.1
2022-02-15,ghana,ghana_location2,solcast,5584.0,4426.89908333,26.14,26.14,1338882.53
2022-02-15,ghana,ghana_location2,solcast,5584.0,4537.52166667,23.06,23.06,1095116.9
2022-02-15,ghana,ghana_location2,solcast,5584.0,3575.16683333,56.19,56.19,4035410.69
2022-02-16,ghana,ghana_location2,solcast,6114.0,5021.01133333,21.77,21.77,1194624.23
2022-02-16,ghana,ghana_location2,solcast,6114.0,4972.46916667,22.96,22.96,1303092.64
2022-02-16,ghana,ghana_location2,solcast,6114.0,3900.4465,56.75,56.75,4899819.1
2022-02-17,ghana,ghana_location2,solcast,5354.0,4184.19666667,27.96,27.96,1368439.84
2022-02-17,ghana,ghana_location2,solcast,5354.0,4097.0075,30.68,30.68,1580030.15
2022-02-17,ghana,ghana_location2,solcast,5354.0,3019.77483333,77.3,77.3,5448607.13
2022-02-18,ghana,ghana_location2,solcast,5354.0,4409.41433333,21.42,21.42,892242.08
2022-02-18,ghana,ghana_location2,solcast,5354.0,4502.97416667,18.9,18.9,724244.97
2022-02-18,ghana,ghana_location2,solcast,5354.0,3496.38833333,53.13,53.13,3450721.1
2022-02-19,ghana,ghana_location2,solcast,5929.0,4798.67583333,23.55,23.55,1277632.72
2022-02-19,ghana,ghana_location2,solcast,5929.0,4885.40583333,21.36,21.36,1089088.78
2022-02-19,ghana,ghana_location2,solcast,5929.0,3579.90066667,65.62,65.62,5518267.68
2022-02-20,ghana,ghana_location2,solcast,5419.0,4227.09141667,28.2,28.2,1420646.07
2022-02-20,ghana,ghana_location2,solcast,5419.0,4370.32833333,24.0,24.0,1099712.26
2022-02-20,ghana,ghana_location2,solcast,5419.0,3395.23666667,59.61,59.61,4095618.03
2022-02-21,ghana,ghana_location2,solcast,5738.0,4495.99241667,27.62,27.62,1542582.84
2022-02-21,ghana,ghana_location2,solcast,5738.0,5057.015,13.47,13.47,463740.57
2022-02-21,ghana,ghana_location2,solcast,5738.0,3382.66816667,69.63,69.63,5547588.05
2022-02-22,ghana,ghana_location2,solcast,5630.0,5109.73091667,10.18,10.18,270679.92
2022-02-22,ghana,ghana_location2,solcast,5630.0,5060.79416667,11.25,11.25,323995.28
2022-02-22,ghana,ghana_location2,solcast,5630.0,4183.2585,34.58,34.58,2093060.97
2022-02-23,ghana,ghana_location2,solcast,5080.0,4616.61283333,10.04,10.04,214727.67
2022-02-23,ghana,ghana_location2,solcast,5080.0,4688.245,8.36,8.36,153471.98
2022-02-23,ghana,ghana_location2,solcast,5080.0,3638.10016667,39.63,39.63,2079075.13
2022-02-24,ghana,ghana_location2,solcast,5271.0,4974.20275,5.97,5.97,88088.61
2022-02-24,ghana,ghana_location2,solcast,5271.0,4795.575,9.91,9.91,226028.93
2022-02-24,ghana,ghana_location2,solcast,5271.0,3860.21333333,36.55,36.55,1990319.02
2022-02-25,ghana,ghana_location2,solcast,5649.0,4969.25866667,13.68,13.68,462048.28
2022-02-25,ghana,ghana_location2,solcast,5649.0,4985.41666667,13.31,13.31,440342.84
2022-02-25,ghana,ghana_location2,solcast,5649.0,3950.37716667,43.0,43.0,2885319.53
2022-02-26,ghana,ghana_location2,solcast,5585.0,4745.78925,17.68,17.68,704274.68
2022-02-26,ghana,ghana_location2,solcast,5585.0,4718.54166667,18.36,18.36,750750.04
2022-02-26,ghana,ghana_location2,solcast,5585.0,3729.18833333,49.76,49.76,3444036.94
2022-02-27,ghana,ghana_location2,solcast,5838.0,4766.51225,22.48,22.48,1148086.0
2022-02-27,ghana,ghana_location2,solcast,5838.0,4929.03166667,18.44,18.44,826223.43
2022-02-27,ghana,ghana_location2,solcast,5838.0,3483.74858333,67.58,67.58,5542499.73
2022-02-28,ghana,ghana_location2,solcast,5342.0,4711.3059375,13.39,13.39,397775.0
2022-02-28,ghana,ghana_location2,solcast,5342.0,4693.4625,13.82,13.82,420600.89
2022-02-28,ghana,ghana_location2,solcast,5342.0,3692.204,44.68,44.68,2721826.84
2022-03-01,ghana,ghana_location2,solcast,5650.0,4825.09335417,17.1,17.1,680470.97
2022-03-01,ghana,ghana_location2,solcast,5650.0,4810.04416667,17.46,17.46,705525.8
2022-03-01,ghana,ghana_location2,solcast,5650.0,3763.075,50.14,50.14,3560485.96
2022-03-02,ghana,ghana_location2,solcast,5627.0,4783.74066667,17.63,17.63,711086.3
2022-03-02,ghana,ghana_location2,solcast,5627.0,4770.79583333,17.95,17.95,733085.58
2022-03-02,ghana,ghana_location2,solcast,5627.0,3515.54583333,60.06,60.06,4458238.7
2022-03-03,ghana,ghana_location2,solcast,6198.0,5306.80241667,16.79,16.79,794233.13
2022-03-03,ghana,ghana_location2,solcast,6198.0,5245.3,18.16,18.16,907637.29
2022-03-03,ghana,ghana_location2,solcast,6198.0,4066.12233333,52.43,52.43,4544902.39
2022-03-04,ghana,ghana_location2,solcast,6016.0,4364.94258333,37.83,37.83,2725990.59
2022-03-04,ghana,ghana_location2,solcast,6016.0,4689.955,28.27,28.27,1758395.34
2022-03-04,ghana,ghana_location2,solcast,6016.0,2950.17783333,103.92,103.92,9399265.56
2022-03-05,ghana,ghana_location2,solcast,5324.0,3822.2585,39.29,39.29,2255227.53
2022-03-05,ghana,ghana_location2,solcast,5324.0,4156.83833333,28.08,28.08,1362266.36
2022-03-05,ghana,ghana_location2,solcast,5324.0,3084.3985,72.61,72.61,5015814.88
2022-03-06,ghana,ghana_location2,solcast,5024.0,4684.40758333,7.25,7.25,115323.01
2022-03-06,ghana,ghana_location2,solcast,5024.0,4359.6225,15.24,15.24,441397.46
2022-03-06,ghana,ghana_location2,solcast,5024.0,3540.83366667,41.89,41.89,2199782.37
2022-03-07,ghana,ghana_location2,solcast,5926.0,4907.18383333,20.76,20.76,1037986.38
2022-03-07,ghana,ghana_location2,solcast,5926.0,5179.60833333,14.41,14.41,557100.52
2022-03-07,ghana,ghana_location2,solcast,5926.0,3757.7625,57.7,57.7,4701253.86
2022-03-08,ghana,ghana_location2,solcast,6028.0,5265.149,14.49,14.49,581941.65
2022-03-08,ghana,ghana_location2,solcast,6028.0,5069.29416667,18.91,18.91,919116.87
2022-03-08,ghana,ghana_location2,solcast,6028.0,4016.41216667,50.08,50.08,4046485.61
2022-03-09,ghana,ghana_location2,solcast,5446.0,4640.96925,17.35,17.35,648074.51
2022-03-09,ghana,ghana_location2,solcast,5446.0,4706.54166667,15.71,15.71,546798.63
2022-03-09,ghana,ghana_location2,solcast,5446.0,3442.31683333,58.21,58.21,4014746.23
2022-03-10,ghana,ghana_location2,solcast,4642.0,4754.88425,-2.37,2.37,12742.85
2022-03-10,ghana,ghana_location2,solcast,4642.0,4479.74333333,3.62,3.62,26327.23
2022-03-10,ghana,ghana_location2,solcast,4642.0,4856.86766667,-4.42,4.42,46168.11
2022-03-11,ghana,ghana_location2,solcast,5326.0,5518.13258333,-3.48,3.48,36914.93
2022-03-11,ghana,ghana_location2,solcast,5326.0,4966.10583333,7.25,7.25,129523.81
2022-03-11,ghana,ghana_location2,solcast,5326.0,5787.89835833,-7.98,7.98,213350.09
2022-03-12,ghana,ghana_location2,solcast,2843.0,2871.773625,-1.0,1.0,827.92
2022-03-12,ghana,ghana_location2,solcast,2843.0,2821.20333333,0.77,0.77,475.09
2022-03-12,ghana,ghana_location2,solcast,2843.0,2616.43433333,8.66,8.66,51332.0
2022-03-13,ghana,ghana_location2,solcast,4621.0,4952.90608333,-6.7,6.7,110161.65
2022-03-13,ghana,ghana_location2,solcast,4621.0,4744.97333333,-2.61,2.61,15369.39
2022-03-13,ghana,ghana_location2,solcast,4621.0,4973.36616667,-7.09,7.09,124161.92
2022-03-14,ghana,ghana_location2,solcast,5250.0,5652.45983333,-7.12,7.12,161973.92
2022-03-14,ghana,ghana_location2,solcast,5250.0,5073.17416667,3.49,3.49,31267.38
2022-03-14,ghana,ghana_location2,solcast,5250.0,5870.56366667,-10.57,10.57,385099.26
2022-03-15,ghana,ghana_location2,solcast,4547.0,5119.49241667,-11.18,11.18,327747.57
2022-03-15,ghana,ghana_location2,solcast,4547.0,5305.41083333,-14.3,14.3,575186.99
2022-03-15,ghana,ghana_location2,solcast,4547.0,5140.489,-11.55,11.55,352229.19
2022-03-16,ghana,ghana_location2,solcast,3988.0,4453.56383333,-10.45,10.45,216749.68
2022-03-16,ghana,ghana_location2,solcast,3988.0,1379.37416667,189.12,189.12,6804928.74
2022-03-16,ghana,ghana_location2,solcast,3988.0,4613.33833333,-13.56,13.56,391048.03
2022-03-17,ghana,ghana_location2,solcast,4563.0,5082.07016667,-10.21,10.21,269433.84
2022-03-17,ghana,ghana_location2,solcast,4563.0,5141.26083333,-11.25,11.25,334385.59
2022-03-17,ghana,ghana_location2,solcast,4563.0,5190.679,-12.09,12.09,393980.93
2022-03-18,ghana,ghana_location2,solcast,4875.0,4476.45834583,8.9,8.9,158835.45
2022-03-18,ghana,ghana_location2,solcast,4875.0,5666.15833333,-13.96,13.96,625931.51
2022-03-18,ghana,ghana_location2,solcast,4875.0,4842.32983333,0.67,0.67,1067.34
2022-03-19,ghana,ghana_location2,solcast,4925.0,5298.0042375,-7.04,7.04,139132.16
2022-03-19,ghana,ghana_location2,solcast,4925.0,5609.0075,-12.19,12.19,467866.26
2022-03-19,ghana,ghana_location2,solcast,4925.0,4908.434,0.34,0.34,274.43
2022-03-20,ghana,ghana_location2,solcast,5148.0,5392.12991667,-4.53,4.53,59599.42
2022-03-20,ghana,ghana_location2,solcast,5148.0,5630.73416667,-8.57,8.57,233032.28
2022-03-20,ghana,ghana_location2,solcast,5148.0,5208.3215,-1.16,1.16,3638.68
2022-03-21,ghana,ghana_location2,solcast,5331.0,5304.20916667,0.51,0.51,717.75
2022-03-21,ghana,ghana_location2,solcast,5331.0,5516.1725,-3.36,3.36,34288.85
2022-03-22,ghana,ghana_location2,solcast,5232.0,4375.94025,19.56,19.56,732838.3
2022-03-22,ghana,ghana_location2,solcast,5232.0,4982.61333333,5.01,5.01,62193.71
2022-03-23,ghana,ghana_location2,solcast,5457.0,5271.79008333,3.51,3.51,34302.71
2022-03-23,ghana,ghana_location2,solcast,5457.0,5512.83166667,-1.01,1.01,3117.18
2022-03-24,ghana,ghana_location2,solcast,4903.0,4177.2235,17.37,17.37,526751.53
2022-03-24,ghana,ghana_location2,solcast,4903.0,4421.8525,10.88,10.88,231502.92
2022-03-25,ghana,ghana_location2,solcast,5586.0,5257.35333333,6.25,6.25,108008.63
2022-03-25,ghana,ghana_location2,solcast,5586.0,5618.10166667,-0.57,0.57,1030.52
2022-03-26,ghana,ghana_location2,solcast,2501.0,2536.57458333,-1.4,1.4,1265.55
2022-03-27,ghana,ghana_location2,solcast,4927.0,5276.1705,-6.62,6.62,121920.04
2022-03-27,ghana,ghana_location2,solcast,4927.0,5305.0735,-7.13,7.13,142939.57
2022-03-28,ghana,ghana_location2,solcast,5484.0,5732.36125,-4.33,4.33,61683.31
2022-03-28,ghana,ghana_location2,solcast,5484.0,5902.92166667,-7.1,7.1,175495.36
2022-03-29,ghana,ghana_location2,solcast,5398.0,4378.61016667,23.28,23.28,1039155.63
2022-03-29,ghana,ghana_location2,solcast,5398.0,4016.6265,34.39,34.39,1908192.75
2022-03-30,ghana,ghana_location2,solcast,5679.0,5518.6335,2.91,2.91,25717.41
2022-03-30,ghana,ghana_location2,solcast,5679.0,5950.17916667,-4.56,4.56,73538.14
2022-03-31,ghana,ghana_location2,solcast,5154.0,5260.31041667,-2.02,2.02,11301.9
2022-03-31,ghana,ghana_location2,solcast,5154.0,5317.99833333,-3.08,3.08,26895.45
2022-03-31,ghana,ghana_location2,solcast,5154.0,5466.4195,-5.72,5.72,97605.94
2022-04-01,ghana,ghana_location2,solcast,3330.0,2197.66233333,51.52,51.52,1282188.59
2022-04-01,ghana,ghana_location2,solcast,3330.0,3334.58916667,-0.14,0.14,21.06
2022-04-01,ghana,ghana_location2,solcast,3330.0,3840.57683333,-13.29,13.29,260688.7
2022-04-02,ghana,ghana_location2,solcast,4823.0,5484.04822083,-12.05,12.05,436984.75
2022-04-02,ghana,ghana_location2,solcast,4823.0,4450.81333333,8.36,8.36,138522.91
2022-04-02,ghana,ghana_location2,solcast,4823.0,4521.91966667,6.66,6.66,90649.37
2022-04-03,ghana,ghana_location2,solcast,5146.0,5720.21308333,-10.04,10.04,329720.67
2022-04-03,ghana,ghana_location2,solcast,5146.0,5651.81666667,-8.95,8.95,255850.5
2022-04-03,ghana,ghana_location2,solcast,5146.0,5449.22783333,-5.56,5.56,91947.12
2022-04-04,ghana,ghana_location2,solcast,5392.0,5890.40383333,-8.46,8.46,248406.38
2022-04-04,ghana,ghana_location2,solcast,5392.0,5859.19333333,-7.97,7.97,218269.61
2022-04-04,ghana,ghana_location2,solcast,5392.0,5777.3945,-6.67,6.67,148528.92
2022-04-05,ghana,ghana_location2,solcast,6290.0,6359.42089583,-1.09,1.09,4819.26
2022-04-05,ghana,ghana_location2,solcast,6290.0,6396.29166667,-1.66,1.66,11297.92
2022-04-05,ghana,ghana_location2,solcast,6290.0,5814.15933333,8.18,8.18,226424.34
2022-04-06,ghana,ghana_location2,solcast,1773.0,1444.19558333,22.77,22.77,108112.34
2022-04-06,ghana,ghana_location2,solcast,1773.0,1505.21,17.79,17.79,71711.48
2022-04-06,ghana,ghana_location2,solcast,1773.0,1584.48366667,11.9,11.9,35538.41
2022-04-07,ghana,ghana_location2,solcast,5203.0,5616.9295,-7.37,7.37,171337.63
2022-04-07,ghana,ghana_location2,solcast,5203.0,5278.79083333,-1.44,1.44,5744.25
2022-04-07,ghana,ghana_location2,solcast,5203.0,5610.0185,-7.26,7.26,165664.06
2022-04-08,ghana,ghana_location2,solcast,1761.0,1637.643,7.53,7.53,15216.95
2022-04-08,ghana,ghana_location2,solcast,1761.0,1438.8475,22.39,22.39,103782.23
2022-04-08,ghana,ghana_location2,solcast,1761.0,1488.8025,18.28,18.28,74091.48
2022-04-09,ghana,ghana_location2,solcast,4820.0,4779.5816125,0.85,0.85,1633.65
2022-04-09,ghana,ghana_location2,solcast,4820.0,4400.82083333,9.53,9.53,175711.17
2022-04-09,ghana,ghana_location2,solcast,4820.0,4802.81966667,0.36,0.36,295.16
2022-04-10,ghana,ghana_location2,solcast,6669.0,6859.47866667,-2.78,2.78,36282.12
2022-04-10,ghana,ghana_location2,solcast,6669.0,6687.8225,-0.28,0.28,354.29
2022-04-10,ghana,ghana_location2,solcast,6669.0,6740.991525,-1.07,1.07,5182.78
2022-04-11,ghana,ghana_location2,solcast,6283.0,6295.69066667,-0.2,0.2,161.05
2022-04-11,ghana,ghana_location2,solcast,6283.0,6372.005,-1.4,1.4,7921.89
2022-04-11,ghana,ghana_location2,solcast,6283.0,6228.15216667,0.88,0.88,3008.28
2022-04-12,ghana,ghana_location2,solcast,5343.0,5095.75191667,4.85,4.85,61131.61
2022-04-12,ghana,ghana_location2,solcast,5343.0,5128.1925,4.19,4.19,46142.26
2022-04-12,ghana,ghana_location2,solcast,5343.0,5674.0685,-5.83,5.83,109606.35
2022-04-13,ghana,ghana_location2,solcast,4627.0,4288.2125,7.9,7.9,114776.97
2022-04-13,ghana,ghana_location2,solcast,4627.0,4171.00833333,10.93,10.93,207928.4
2022-04-13,ghana,ghana_location2,solcast,4627.0,4223.57716667,9.55,9.55,162749.98
2022-04-14,ghana,ghana_location2,solcast,5685.0,5407.38858333,5.13,5.13,77068.1
2022-04-14,ghana,ghana_location2,solcast,5685.0,5094.72166667,11.59,11.59,348428.51
2022-04-14,ghana,ghana_location2,solcast,5685.0,5542.98583333,2.56,2.56,20168.02
2022-04-15,ghana,ghana_location2,solcast,6344.0,6435.54666667,-1.42,1.42,8380.79
2022-04-15,ghana,ghana_location2,solcast,6344.0,6273.185,1.13,1.13,5014.76
2022-04-15,ghana,ghana_location2,solcast,6344.0,5321.15866667,19.22,19.22,1046204.39
2022-04-16,ghana,ghana_location2,solcast,2587.0,2380.43391667,8.68,8.68,42669.55
2022-04-16,ghana,ghana_location2,solcast,2587.0,2140.535,20.86,20.86,199331.0
2022-04-16,ghana,ghana_location2,solcast,2587.0,2245.16983333,15.23,15.23,116847.86
2022-04-17,ghana,ghana_location2,solcast,6459.0,6633.65208333,-2.63,2.63,30503.35
2022-04-17,ghana,ghana_location2,solcast,6459.0,6299.83166667,2.53,2.53,25334.56
2022-04-17,ghana,ghana_location2,solcast,6459.0,6620.02783333,-2.43,2.43,25929.96
2022-04-18,ghana,ghana_location2,solcast,1583.0,1714.63875,-7.68,7.68,17328.76
2022-04-18,ghana,ghana_location2,solcast,1583.0,1405.76583333,12.61,12.61,31411.95
2022-04-18,ghana,ghana_location2,solcast,1583.0,2114.148,-25.12,25.12,282118.2
2022-04-19,ghana,ghana_location2,solcast,6423.0,6681.72741667,-3.87,3.87,66939.88
2022-04-19,ghana,ghana_location2,solcast,6423.0,6225.93166667,3.17,3.17,38835.93
2022-04-19,ghana,ghana_location2,solcast,6423.0,5625.85669167,14.17,14.17,635437.45
2022-04-20,ghana,ghana_location2,solcast,6561.0,6510.61775,0.77,0.77,2538.37
2022-04-20,ghana,ghana_location2,solcast,6561.0,5920.51333333,10.82,10.82,410223.17
2022-04-20,ghana,ghana_location2,solcast,6561.0,6418.869125,2.21,2.21,20201.19
2022-04-21,ghana,ghana_location2,solcast,1376.0,1419.0495,-3.03,3.03,1853.26
2022-04-21,ghana,ghana_location2,solcast,1376.0,1374.6375,0.1,0.1,1.86
2022-04-21,ghana,ghana_location2,solcast,1376.0,1626.695,-15.41,15.41,62847.98
2022-04-22,ghana,ghana_location2,solcast,6047.0,6163.77041667,-1.89,1.89,13635.33
2022-04-22,ghana,ghana_location2,solcast,6047.0,6247.19583333,-3.2,3.2,40078.37
