datetime,location,estimator_x,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT,Observation period,ghi_extra_cams,ghi_clear_cams,bhi_clear_cams,dhi_clear_cams,dni_clear_cams,ghi_cams,bhi_cams,dhi_cams,dni_cams,Reliability,estimator_y,kt_cams,latitude,longitude,day_of_year,Month,altitude,dayofyear_sin,dayofyear_cos
2021-01-01,Aii-vu,nasa_power,4.74,2.57,1.87,9.06,22.28,84.95,91.63,1.5,0.21,94.1,3.88,6.6,22.46,0.05,0.1,2.98,0.26,0.37,86.84,245.5,1.07,0.15,3.44,0.79,0.5,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.529668,6.433319300000001,4.3261436,2.1071758,6.188585,4.950915,2.4238074000000003,2.5271074,3.01901,0.9826,cams,0.7695739585007073,3.159782,31.01098,1,1,950.0,0.017213356155834685,0.9998518392091162
2021-01-01,Arua Ad,nasa_power,4.73,2.73,2.15,9.08,20.49,85.17,88.38,1.9,0.36,94.8,3.86,7.67,12.89,0.06,0.15,2.98,0.3,0.61,83.76,244.94,1.04,0.14,3.81,0.85,0.5,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.5434463,6.5357192,4.4973114999999995,2.038408,6.4718784,4.9881117999999995,2.6932559,2.2948557000000003,3.4305749999999997,0.983,cams,0.7632077889760013,3.04679,30.9135,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Bugema U,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.839268599999999,6.9451592,5.2340181,1.7111409000000002,7.6676348,1.2402476,0.1039674,1.1362801999999999,0.12456969999999998,0.9847,cams,0.17857727436975096,0.5715,32.64165,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Bukalasa AC,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8228047,6.933438,5.2163696,1.7170681999999997,7.634728500000001,1.0760954999999999,0.0115931,1.0645024,0.014719099999999997,0.9851,cams,0.15520373875125154,0.712526,32.51243,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Bukasa SS,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8528447,6.979886200000001,5.3416934000000005,1.6381930000000002,7.8580103,1.1871693,0.0394661,1.1477032,0.06356269999999999,0.9851,cams,0.17008433461279066,0.45427,32.49455,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Bulindi,nasa_power,3.33,2.03,1.25,9.25,22.54,75.68,90.09,2.17,0.32,94.27,4.2,5.75,6.04,0.06,-0.78,2.79,0.3,0.11,83.62,244.29,1.05,0.12,2.15,0.5,0.34,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.730167,6.7538442,4.8312471,1.9225969,6.915760700000001,2.8573701000000002,0.8015627,2.0558074,1.1670585,0.9809,cams,0.4230731440325497,1.498891,31.49754,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Busitema UN,nasa_power,4.93,2.66,2.77,8.26,21.6,83.01,89.11,1.16,0.23,95.49,3.41,8.54,29.72,0.06,0.33,2.86,0.32,0.97,81.65,244.75,1.04,0.16,4.05,0.81,0.5,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8175918,7.031689,5.476015599999999,1.5556730000000003,7.894541,4.6934507000000005,2.8969614000000004,1.796489,3.82352,0.9851,cams,0.6674713145021062,0.756919,34.04617,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Busoga C,nasa_power,3.94,2.1,1.69,8.77,20.65,85.29,88.6,1.49,0.23,95.8,3.94,4.26,14.6,0.38,-0.33,2.79,1.91,0.56,84.47,244.06,1.04,0.15,2.52,0.85,0.4,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8475908,6.946011699999999,5.1794282,1.7665834,7.5558394,1.5734979000000002,0.18125129999999998,1.3922466,0.26092730000000003,0.9851,cams,0.22653257264164994,0.499446,33.2634,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Butambala,nasa_power,2.13,1.46,0.36,8.64,19.93,87.21,88.08,2.16,0.32,98.66,3.87,5.13,10.69,0.06,-1.26,2.73,0.31,0.53,83.82,244.01,1.04,0.16,2.67,0.71,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8841807,7.0984799999999995,5.6153296,1.4831503,8.2866992,1.9636969999999998,0.08434430000000001,1.8793528,0.216916,0.9847,cams,0.27663626579211326,0.18395,32.13239,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Buvuma HQ,nasa_power,3.94,2.1,1.69,8.77,21.89,78.01,88.42,3.85,0.23,95.8,3.94,1.74,8.98,0.62,-1.66,2.79,3.15,0.74,80.48,243.2,1.04,0.15,3.15,0.95,0.4,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8827139,6.9970951999999995,5.3520361,1.6450589999999998,7.8391294,4.408270000000001,1.4173562,2.9909136,1.7087455,0.9844,cams,0.6300142950749049,0.19692,33.27136,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Entebbe AM,nasa_power,2.13,1.46,0.36,8.64,21.44,79.79,88.42,3.98,0.32,98.66,3.87,2.47,10.45,0.03,-2.21,2.73,0.13,0.22,81.78,243.66,1.04,0.16,2.25,0.81,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8993672,7.0957891,5.7759844000000005,1.3198047999999998,8.5249131,2.4220854,0.1556789,2.2664065,0.3545353,0.9844,cams,0.3413412329292594,0.052465,32.44069,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Entebbe WME,nasa_power,2.13,1.46,0.36,8.64,21.44,79.79,88.42,3.98,0.32,98.66,3.87,2.47,10.45,0.03,-2.21,2.73,0.13,0.22,81.78,243.66,1.04,0.16,2.25,0.81,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8998174,7.075147500000001,5.7779473,1.2972002,8.5298467,2.3522178,0.14871610000000002,2.2035017,0.3321084,0.9844,cams,0.33246201580956436,0.048611,32.4725,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Ggaba PS,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.874810499999999,7.0361772,5.519872599999999,1.5163046999999998,8.1439731,1.3878939000000001,0.043504100000000004,1.3443899,0.1588058,0.9847,cams,0.19725112949116747,0.265062,32.6272,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Gulu PTC,nasa_power,3.54,2.28,1.65,8.96,21.22,88.09,90.49,1.75,0.21,98.35,3.68,6.76,48.25,0.05,0.02,2.92,0.25,0.29,86.23,244.72,1.06,0.16,2.83,0.84,0.37,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.5748926,6.570256299999999,4.5352798000000005,2.0349762,6.7207036,2.9827505000000003,0.4883999,2.4943508000000003,0.8431575,0.9823,cams,0.45397779992235626,2.789625,32.34651,1,1,1090.0,0.017213356155834685,0.9998518392091162
2021-01-01,Iganga G SS,nasa_power,3.94,2.1,1.69,8.77,21.1,82.32,88.61,1.46,0.23,95.8,3.94,5.19,21.65,0.06,0.24,2.79,0.3,0.74,82.11,244.0,1.04,0.15,3.34,0.85,0.4,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8376533,6.8706147,4.9911133,1.8795015,7.1993428,3.304269,0.9840955,2.3201736,1.2239647,0.9851,cams,0.4809277108786205,0.58487,33.4567,1,1,1118.0,0.017213356155834685,0.9998518392091162
2021-01-01,Jinja A,nasa_power,3.94,2.1,1.69,8.77,20.65,85.29,88.6,1.49,0.23,95.8,3.94,4.26,14.6,0.38,-0.33,2.79,1.91,0.56,84.47,244.06,1.04,0.15,2.52,0.85,0.4,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8533281,6.9057061,5.0820234,1.8236823,7.4059082,1.7650355,0.2023846,1.5626509000000002,0.2550577,0.9847,cams,0.2555908801273776,0.45047,33.19557,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kabale S,nasa_power,3.62,2.62,0.5,8.82,22.54,74.77,88.54,1.09,0.43,97.71,4.14,10.8,4.44,0.51,-0.18,2.82,2.61,0.19,82.39,244.58,1.04,0.13,2.43,0.6,0.37,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.7591992,6.4943252,4.0777639,2.4165615,5.7775391,3.1770229,0.5136064,2.6634165,0.8561480000000001,0.9858,cams,0.4891998478918179,1.2542,29.9919,1,1,1090.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kabulasokea,nasa_power,2.66,1.98,0.31,8.55,19.93,87.21,88.08,2.16,0.32,99.77,3.82,5.13,10.69,0.06,-1.26,2.71,0.31,0.53,83.82,244.01,1.04,0.16,2.67,0.71,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.887482400000001,7.091179200000001,5.5594219,1.5317574,8.1777832,2.6609685,0.2015962,2.4593723,0.40223029999999993,0.9896,cams,0.3752504943042477,0.15583,31.81268,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kalangala HQ,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8682549,7.0480889,5.4913135,1.5567750999999999,8.1008672,1.5574004,0.12797920000000002,1.4294213,0.20196260000000002,0.9844,cams,0.2209677576569728,0.32208,32.29123,1,1,1230.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kalongo SS,nasa_power,2.72,1.85,0.37,8.87,21.0,85.49,89.17,1.11,0.32,99.07,3.96,5.41,13.55,0.08,-0.25,2.82,0.39,0.49,83.53,244.32,1.05,0.14,2.25,0.65,0.28,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.764730499999999,6.8641831,5.1363477,1.7278350999999998,7.4559111,1.902746,0.0827546,1.8199915,0.16294720000000001,0.9858,cams,0.27719919068009713,1.20684,32.73557,1,1,1062.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kasese S,nasa_power,2.97,2.2,0.53,8.66,19.88,86.25,86.64,1.53,0.43,99.68,3.84,4.52,9.85,0.06,-0.99,2.7,0.31,0.4,80.85,243.97,1.02,0.16,2.28,0.77,0.3,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8836582,6.5573633000000005,3.9854558000000004,2.5719075,5.6049775,2.4889797,0.2494848,2.2394949,0.3554828,0.9844,cams,0.37957020011381704,0.18919,30.10059,1,1,978.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kazwama HC,nasa_power,2.72,1.85,0.37,8.87,21.92,80.21,89.46,1.76,0.32,99.07,3.96,4.82,8.7,0.05,-0.59,2.82,0.24,0.2,83.51,244.14,1.05,0.14,1.85,0.56,0.28,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.749874,6.8880347,5.2214971,1.6665376,7.5976445,1.3634274,0.007630499999999999,1.3557969,0.010525,0.9861,cams,0.19794142442400878,1.332253,32.65002,1,1,1062.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kibaale CAI,nasa_power,2.66,1.98,0.31,8.55,20.77,83.58,88.3,1.62,0.32,99.77,3.82,7.21,6.54,0.07,-0.66,2.71,0.34,0.36,83.58,244.53,1.04,0.16,2.32,0.63,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8150029,6.9689722000000005,5.220187,1.7487852,7.5296693999999995,1.6637183,0.1124676,1.5512506,0.2820469,0.9851,cams,0.23873223371446364,0.77946,31.34539,1,1,1314.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kibanda H,nasa_power,2.66,1.98,0.31,8.55,20.77,83.58,88.3,1.62,0.32,99.77,3.82,7.21,6.54,0.07,-0.66,2.71,0.34,0.36,83.58,244.53,1.04,0.16,2.32,0.63,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8055811,6.973989300000001,5.242723600000001,1.7312654000000003,7.5631113,1.3833255999999998,0.0318799,1.3514457,0.1742541,0.9854,cams,0.19835499317442307,0.85967,31.36607,1,1,1286.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kisasi PS,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.861926799999999,7.0321367,5.4463657,1.5857708000000001,8.036061,1.1630753,0.0184414,1.1446339,0.0656442,0.9847,cams,0.16539429616036902,0.376389,32.59785,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kitgum Met,nasa_power,3.97,2.38,1.64,8.98,20.26,87.94,89.33,1.66,0.21,94.86,3.67,6.56,69.48,0.04,-0.19,3.01,0.2,0.16,86.44,244.11,1.05,0.14,2.43,0.87,0.42,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.513918,6.4314883,4.3238574,2.1076306,6.4025728,2.4587683,0.18449549999999998,2.2742729,0.40076569999999995,0.983,cams,0.38230160505772826,3.28747,32.88681,1,1,950.0,0.017213356155834685,0.9998518392091162
2021-01-01,Koboko HQ,nasa_power,4.73,2.73,2.15,9.08,21.54,88.24,91.05,1.54,0.36,94.8,3.86,6.14,24.39,0.05,0.48,2.98,0.24,0.28,87.35,245.27,1.07,0.14,2.94,0.83,0.5,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.499532199999999,6.4445435,4.3560532,2.0884902000000003,6.235522500000001,4.4216138,1.7450436,2.6765703,2.3093301,0.983,cams,0.6861019403468998,3.40472,30.9596,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Koome HQ,nasa_power,2.13,1.46,0.36,8.64,21.44,79.79,88.42,3.98,0.32,98.66,3.87,2.47,10.45,0.03,-2.21,2.73,0.13,0.22,81.78,243.66,1.04,0.16,2.25,0.81,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8961367,7.0600204999999985,5.7174912,1.3425297,8.4533047,2.037103,0.11197750000000001,1.9251255,0.2627083,0.9844,cams,0.2885406635858919,0.08057,32.73332,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kyambogo,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.864396500000002,7.045940399999999,5.4681196,1.5778206,8.0699829,1.2694304,0.024558299999999998,1.2448721,0.0861162,0.9847,cams,0.1801647939003288,0.355103,32.62917,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kyembogo A,nasa_power,2.97,2.2,0.53,8.66,19.7,87.73,86.67,1.31,0.43,99.68,3.84,6.09,10.97,0.07,-0.89,2.7,0.35,0.71,81.69,244.55,1.02,0.16,3.0,0.74,0.3,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8250566,6.718142600000001,4.4273872,2.2907554,6.2252236000000005,2.1240527,0.2854484,1.8386043999999997,0.471644,0.9851,cams,0.3161666589214703,0.69355,30.33222,1,1,1538.0,0.017213356155834685,0.9998518392091162
2021-01-01,Kyenjojo H,nasa_power,2.97,2.2,0.53,8.66,19.7,87.73,86.67,1.31,0.43,99.68,3.84,6.09,10.97,0.07,-0.89,2.7,0.35,0.71,81.69,244.55,1.02,0.16,3.0,0.74,0.3,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8339385,6.788830600000001,4.6183315,2.170499,6.521900400000001,2.9724973,0.5963057,2.3761914,0.8325845,0.9851,cams,0.4378511521557188,0.61717,30.63842,1,1,1342.0,0.017213356155834685,0.9998518392091162
2021-01-01,Lira M,nasa_power,3.54,2.28,1.65,8.96,21.55,83.77,89.36,2.08,0.21,98.35,3.68,8.87,23.62,0.04,-0.63,2.92,0.23,0.56,83.39,244.67,1.05,0.16,3.74,0.7,0.37,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.634849599999999,6.924560499999999,5.478603,1.4459574,8.170622100000001,1.1852038999999999,0.0195985,1.1656053,0.1206466,0.9868,cams,0.17115944037170303,2.29519,32.92137,1,1,1118.0,0.017213356155834685,0.9998518392091162
2021-01-01,Lwebitakuli,nasa_power,2.66,1.98,0.31,8.55,19.89,86.46,87.19,1.56,0.32,99.77,3.82,6.14,9.65,0.07,-0.89,2.71,0.36,0.62,82.74,244.62,1.03,0.16,2.8,0.66,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8758506,7.015897500000001,5.3119922,1.7039050000000002,7.7262070000000005,2.8592366,0.3364667,2.5227698,0.5340245,0.9847,cams,0.4075368261865285,0.25623,31.3525,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Makerere S,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.866882799999999,7.058829600000001,5.5144531,1.5443763,8.144818800000001,1.1506045999999999,0.0188427,1.131762,0.06079470000000001,0.9847,cams,0.1630021781514601,0.333542,32.56863,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Masindi HQ,nasa_power,3.33,2.03,1.25,9.25,21.2,83.27,89.3,1.53,0.32,94.27,4.2,6.0,6.87,0.06,-0.36,2.79,0.32,0.06,84.55,243.86,1.05,0.12,1.68,0.53,0.34,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.7079619,6.7881187,4.9414639,1.8466543999999998,7.123314000000001,2.8324065000000003,1.174077,1.6583296,1.5912340999999997,0.9809,cams,0.4172594241759503,1.68575,31.71826,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Masindi Water,nasa_power,3.33,2.03,1.25,9.25,21.2,83.27,89.3,1.53,0.32,94.27,4.2,6.0,6.87,0.06,-0.36,2.79,0.32,0.06,84.55,243.86,1.05,0.12,1.68,0.53,0.34,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.7080371,6.780637699999999,4.921671900000001,1.8589655999999999,7.090853999999999,2.8295334,1.1696908000000001,1.6598427,1.5845326999999998,0.9809,cams,0.41729606051655,1.685136,31.70617,1,1,1146.0,0.017213356155834685,0.9998518392091162
2021-01-01,Mateete SC,nasa_power,2.66,1.98,0.31,8.55,19.8,87.74,87.38,1.61,0.32,99.77,3.82,5.85,10.1,0.07,-0.9,2.71,0.35,0.58,82.98,244.01,1.03,0.16,2.71,0.71,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.877326199999999,7.0607529,5.4227554,1.6379973,7.918854,2.6232919999999997,0.3056944,2.3175974,0.5086571,0.9847,cams,0.3715314835617601,0.2434,31.48119,1,1,1230.0,0.017213356155834685,0.9998518392091162
2021-01-01,Mbarara S,nasa_power,2.97,2.2,0.53,8.66,19.7,87.73,86.67,1.31,0.43,99.68,3.84,6.09,10.97,0.07,-0.89,2.7,0.35,0.71,81.69,244.55,1.02,0.16,3.0,0.74,0.3,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8353701,6.7623843,4.5792622000000005,2.1831218,6.4604653,2.5187844,0.3336179,2.1851665,0.4843995,0.9847,cams,0.37246986983570274,0.60528,30.67316,1,1,1314.0,0.017213356155834685,0.9998518392091162
2021-01-01,Mengo SS,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.868483399999999,7.0632060999999995,5.5275571,1.5356489999999998,8.1647192,1.2782786000000002,0.0350834,1.2431952000000002,0.0863,0.9847,cams,0.18097710613314827,0.319691,32.56168,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Mityana SS,nasa_power,2.13,1.46,0.36,8.64,19.82,86.72,87.8,1.54,0.32,98.66,3.87,5.93,7.32,0.07,-0.73,2.73,0.36,0.53,83.14,244.33,1.04,0.16,2.52,0.71,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8617461,7.0491630999999995,5.44825,1.6009135,8.0341216,2.0044065,0.145596,1.8588104,0.207894,0.9851,cams,0.2843467333022838,0.377506,32.03904,1,1,1230.0,0.017213356155834685,0.9998518392091162
2021-01-01,Mubende H,nasa_power,2.66,1.98,0.31,8.55,19.89,86.46,87.19,1.56,0.32,99.77,3.82,6.14,9.65,0.07,-0.89,2.71,0.36,0.62,82.74,244.62,1.03,0.16,2.8,0.66,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8402783,7.022924300000001,5.321849599999999,1.7010751,7.7219785,2.369647,0.1817988,2.1878484,0.3828026,0.9847,cams,0.33741599635354175,0.56302,31.39055,1,1,1286.0,0.017213356155834685,0.9998518392091162
2021-01-01,Nakabale,nasa_power,3.94,2.1,1.69,8.77,21.45,84.52,89.24,1.3,0.23,95.8,3.94,5.36,31.92,0.06,-0.01,2.79,0.32,0.75,83.35,244.53,1.05,0.15,2.74,0.74,0.4,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8182168,6.806877,4.8730044,1.9338723,7.0186528,2.1827463,0.4453039,1.7374425,0.5273487,0.9851,cams,0.3206678040458201,0.7517,33.26807,1,1,1090.0,0.017213356155834685,0.9998518392091162
2021-01-01,Nakaseke,nasa_power,2.13,1.46,0.36,8.64,21.0,85.49,89.17,1.11,0.32,98.66,3.87,5.41,13.55,0.08,-0.25,2.73,0.39,0.49,83.53,244.32,1.05,0.16,2.25,0.65,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8092236,6.907957999999999,5.1655033999999995,1.7424545,7.5288853,1.6952197999999998,0.1753366,1.5198833,0.2610022,0.9851,cams,0.24540099983236727,0.82875,32.24802,1,1,1090.0,0.017213356155834685,0.9998518392091162
2021-01-01,Nakivubo,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.869833,7.0302354,5.4687847000000005,1.5614508,8.0630273,1.2715503000000001,0.034532400000000005,1.2370179000000001,0.08421089999999999,0.9847,cams,0.1808688084612359,0.308052,32.57536,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Ndejje ss,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8346816,6.9800854,5.3207402,1.6593455,7.8097588,1.0546072999999998,0.0080342,1.0465731,0.0126882,0.9851,cams,0.1510880225047103,0.6106,32.47527,1,1,1174.0,0.017213356155834685,0.9998518392091162
2021-01-01,Ngoma SS,nasa_power,2.72,1.85,0.37,8.87,20.78,85.01,88.77,1.39,0.32,99.07,3.96,5.94,5.54,0.07,-0.41,2.82,0.34,0.18,83.99,244.21,1.04,0.14,1.91,0.57,0.28,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.767174800000001,6.905801799999999,5.2114066999999995,1.6943949999999999,7.5697993,1.4008971,0.011231,1.3896661,0.0324371,0.9806,cams,0.20285799398413087,1.18624,32.02033,1,1,1062.0,0.017213356155834685,0.9998518392091162
2021-01-01,Ntusi H,nasa_power,2.66,1.98,0.31,8.55,19.8,87.74,87.38,1.61,0.32,99.77,3.82,5.85,10.1,0.07,-0.9,2.71,0.35,0.58,82.98,244.01,1.03,0.16,2.71,0.71,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8998916,7.0695767,5.3988252,1.6707517,7.8905435,3.2085315,0.4333833999999999,2.7751479,0.8368489,0.9844,cams,0.4538505820298972,0.048151,31.21594,1,1,1258.0,0.017213356155834685,0.9998518392091162
2021-01-01,Perfect IP,nasa_power,2.66,1.98,0.31,8.55,19.89,86.46,87.19,1.56,0.32,99.77,3.82,6.14,9.65,0.07,-0.89,2.71,0.36,0.62,82.74,244.62,1.03,0.16,2.8,0.66,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8201836,6.925883799999999,5.121975099999999,1.8039087,7.365201200000001,1.9714194000000003,0.0963686,1.8750508,0.191925,0.9851,cams,0.2846451740931606,0.735174,31.25067,1,1,1258.0,0.017213356155834685,0.9998518392091162
2021-01-01,Rakai HQ,nasa_power,2.66,1.98,0.31,8.55,19.89,86.46,87.19,1.56,0.32,99.77,3.82,6.14,9.65,0.07,-0.89,2.71,0.36,0.62,82.74,244.62,1.03,0.16,2.8,0.66,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8233428,7.0439102,5.3743262000000005,1.6695836,7.7949326,1.8530585999999998,0.08328060000000001,1.7697781,0.1649477,0.9854,cams,0.26307243383085716,0.70757,31.40214,1,1,1342.0,0.017213356155834685,0.9998518392091162
2021-01-01,Sembabule,nasa_power,2.66,1.98,0.31,8.55,19.8,87.74,87.38,1.61,0.32,99.77,3.82,5.85,10.1,0.07,-0.9,2.71,0.35,0.58,82.98,244.01,1.03,0.16,2.71,0.71,0.27,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8951826,7.0684092,5.454326200000001,1.6140828,7.9851348,2.5937642,0.25137889999999996,2.3423853,0.41015339999999995,0.9844,cams,0.3669516190432212,0.08901,31.45802,1,1,1202.0,0.017213356155834685,0.9998518392091162
2021-01-01,Semuto,nasa_power,2.13,1.46,0.36,8.64,20.13,86.7,88.52,1.34,0.32,98.66,3.87,4.85,11.51,0.2,-0.59,2.73,0.99,0.46,83.95,244.13,1.04,0.16,2.14,0.83,0.22,2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,9.8334424,6.9631909,5.295111299999999,1.6680795000000004,7.763437,1.3280679,0.0675415,1.2605264,0.085092,0.9851,cams,0.19072691228384964,0.6212,32.36956,1,1,1202.0,0.017213356155834685,0.9998518392091162
