datetime,location,estimator_x,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT,Observation period,ghi_extra_cams,ghi_clear_cams,bhi_clear_cams,dhi_clear_cams,dni_clear_cams,ghi_cams,bhi_cams,dhi_cams,dni_cams,Reliability,estimator_y,kt_cams,latitude,longitude,day_of_year,Month,altitude,dayofyear_sin,dayofyear_cos
2021-02-27,Kalangala HQ,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.486497100000001,7.4566196,5.4550864,2.001533,7.279204099999999,6.938429199999999,4.4686152,2.469814,5.9748203,0.9896,cams,0.93050598960419,0.32208,32.29123,58,2,1230.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kalongo SS,nasa_power,7.34,2.06,6.76,8.71,24.32,67.21,89.06,1.45,0.13,28.08,2.56,14.0,0.04,0.07,0.49,2.54,0.33,1.39,76.42,261.14,1.04,0.15,4.06,0.5,0.7,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4476885,7.568940899999999,5.8056865,1.7632539999999999,7.8868994,7.510300299999999,5.7065811,1.8037193999999999,7.529700699999999,0.9851,cams,0.9922524695628155,1.20684,32.73557,58,2,1062.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kasese S,nasa_power,6.28,2.68,3.93,8.72,22.18,71.5,86.58,1.53,0.33,60.24,2.54,9.83,0.2,0.05,-0.61,2.59,0.28,1.91,76.85,261.83,1.01,0.13,5.16,0.71,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.492127,7.038065899999999,4.4544331,2.5836331,5.8133359,6.606025900000001,3.6333628,2.9726628,4.7293569,0.9844,cams,0.9386138171852015,0.18919,30.10059,58,2,978.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kazwama HC,nasa_power,7.34,2.06,6.76,8.71,26.38,56.11,89.35,1.68,0.13,28.08,2.56,11.38,0.02,0.04,0.39,2.54,0.19,0.25,77.96,260.28,1.03,0.15,2.35,0.44,0.7,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.442058600000001,7.568042999999999,5.8181802,1.7498625,7.9101895,7.534848599999999,5.8009888,1.7338599999999997,7.7907842,0.9847,cams,0.9956138727013046,1.332253,32.65002,58,2,1062.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kibaale CAI,nasa_power,6.32,2.74,4.53,8.49,25.2,59.88,88.18,1.95,0.13,53.35,2.46,14.51,0.16,0.06,-0.21,2.54,0.29,0.46,73.41,260.94,1.03,0.15,3.13,0.56,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4667637,7.240757799999999,4.8762661,2.3644917,6.558981,5.6066728999999995,2.8961354999999998,2.7105376000000003,4.1449009,0.9847,cams,0.7743212872000773,0.77946,31.34539,58,2,1314.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kibanda H,nasa_power,6.32,2.74,4.53,8.49,25.2,59.88,88.18,1.95,0.13,53.35,2.46,14.51,0.16,0.06,-0.21,2.54,0.29,0.46,73.41,260.94,1.03,0.15,3.13,0.56,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.463246100000001,7.259895999999999,4.9146782,2.3452178,6.6254277,6.2652876,3.4096808999999992,2.8556066999999996,4.7399116,0.9847,cams,0.8629996352564832,0.85967,31.36607,58,2,1286.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kisasi PS,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.484180700000001,7.472877899999999,5.528220699999999,1.9446572000000002,7.4289653,6.812079100000001,4.5999629,2.2121162,6.1467451,0.9847,cams,0.9115737191423938,0.376389,32.59785,58,2,1174.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kitgum Met,nasa_power,6.52,2.28,4.91,8.81,24.13,59.12,89.22,1.92,0.18,41.45,2.33,11.67,0.0,0.03,-0.85,2.59,0.16,0.99,78.76,257.81,1.03,0.13,4.46,0.54,0.63,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.346988300000001,7.4050254,5.5616997,1.8433253999999997,7.607873499999999,6.3895776,3.6202463,2.7693311,4.674416,0.9858,cams,0.8628704501135134,3.28747,32.88681,58,2,950.0,0.8406184056344782,0.5416278206559814
2021-02-27,Koboko HQ,nasa_power,7.04,2.25,5.9,8.99,26.34,46.12,90.93,2.15,0.26,40.77,2.64,14.21,0.0,0.04,-0.91,2.68,0.2,0.19,71.99,259.04,1.05,0.15,2.16,0.4,0.68,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.340983399999999,7.5524038000000004,5.704041,1.8483633,7.7868652,7.4750835,5.5822367999999996,1.8928467,7.4160702999999994,0.9858,cams,0.9897621602277145,3.40472,30.9596,58,2,1146.0,0.8406184056344782,0.5416278206559814
2021-02-27,Koome HQ,nasa_power,6.86,2.14,6.24,8.65,24.0,67.06,88.36,1.82,0.13,33.54,2.67,4.03,0.31,0.02,1.45,2.51,0.12,1.31,80.0,262.48,1.03,0.15,4.77,0.67,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.496627,7.5137363,5.8208584,1.6928778,7.859511699999999,7.107073699999999,5.2350674,1.8720061000000001,6.7167266,0.9844,cams,0.9458774458187998,0.08057,32.73332,58,2,1146.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kyambogo,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4850391,7.4903071,5.5650518,1.9252551,7.4876616,6.733729500000001,4.5134165,2.220313,6.0749272,0.9847,cams,0.8989924458504513,0.355103,32.62917,58,2,1174.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kyembogo A,nasa_power,6.28,2.68,3.93,8.72,22.29,72.46,86.6,1.48,0.33,60.24,2.54,10.37,0.25,0.06,-0.31,2.59,0.31,2.04,72.57,260.97,1.01,0.13,5.33,0.69,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4705273,7.2483047,4.8534292,2.3948755,6.484664999999999,7.003492199999998,4.3855469000000005,2.6179452999999997,5.7934531,0.9847,cams,0.9662248608284911,0.69355,30.33222,58,2,1538.0,0.8406184056344782,0.5416278206559814
2021-02-27,Kyenjojo H,nasa_power,6.28,2.68,3.93,8.72,22.29,72.46,86.6,1.48,0.33,60.24,2.54,10.37,0.25,0.06,-0.31,2.59,0.31,2.04,72.57,260.97,1.01,0.13,5.33,0.69,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4738457,7.2008008,4.7692549,2.4315461,6.381564900000002,6.0673931,3.2244888,2.8429043000000003,4.3348979,0.9847,cams,0.8425997702922153,0.61717,30.63842,58,2,1342.0,0.8406184056344782,0.5416278206559814
2021-02-27,Lira M,nasa_power,7.19,2.09,6.5,8.53,24.88,51.44,89.25,1.92,0.18,26.69,2.2,14.47,0.0,0.04,-0.36,2.57,0.19,0.87,76.88,259.89,1.04,0.14,3.17,0.41,0.69,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.396699199999999,7.5370723,5.8015498,1.7355225,7.9902363,7.112144,4.7653521,2.3467919999999998,6.764938,0.9854,cams,0.9436215704073848,2.29519,32.92137,58,2,1118.0,0.8406184056344782,0.5416278206559814
2021-02-27,Lwebitakuli,nasa_power,6.32,2.74,4.53,8.49,22.9,69.29,87.1,1.79,0.13,53.35,2.46,12.84,0.26,0.06,-0.03,2.54,0.3,1.71,76.04,261.35,1.02,0.15,4.68,0.57,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4892891,7.319699699999999,5.0686499000000005,2.2510497999999997,6.727378399999999,6.516592800000001,3.8023247000000002,2.7142681,5.1352611999999995,0.9896,cams,0.8902814414640536,0.25623,31.3525,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Makerere S,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4860059,7.4981338,5.5736636,1.9244701999999998,7.4946948,6.571257800000001,4.2366455,2.3346123,5.7854702,0.9847,cams,0.8763857748177287,0.333542,32.56863,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Masindi HQ,nasa_power,7.18,2.1,7.0,9.16,26.5,54.01,89.17,1.98,0.13,25.44,2.77,15.45,0.09,0.05,-0.29,2.57,0.27,0.03,77.89,260.34,1.03,0.15,2.05,0.43,0.69,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.425751,7.254110399999999,5.0456953,2.208415,6.7543633,7.2073510999999995,4.943396,2.2639553,6.610963899999999,0.9903,cams,0.9935540958957559,1.68575,31.71826,58,2,1146.0,0.8406184056344782,0.5416278206559814
2021-02-27,Masindi Water,nasa_power,7.18,2.1,7.0,9.16,26.5,54.01,89.17,1.98,0.13,25.44,2.77,15.45,0.09,0.05,-0.29,2.57,0.27,0.03,77.89,260.34,1.03,0.15,2.05,0.43,0.69,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4257764,7.2427440999999995,5.0197891,2.2229551,6.717332000000001,7.196064000000001,4.9180308,2.2780332,6.5747598,0.9903,cams,0.9935549151874634,1.685136,31.70617,58,2,1146.0,0.8406184056344782,0.5416278206559814
2021-02-27,Mateete SC,nasa_power,6.32,2.74,4.53,8.49,21.98,74.94,87.32,1.56,0.13,53.35,2.46,10.77,0.41,0.06,-0.03,2.54,0.3,1.98,78.4,262.04,1.02,0.15,5.24,0.65,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4898281,7.4017754,5.2525889,2.1491862999999998,6.9861474999999995,6.3428804,3.4981191,2.844761,4.8043691,0.9896,cams,0.856940403784746,0.2434,31.48119,58,2,1230.0,0.8406184056344782,0.5416278206559814
2021-02-27,Mbarara S,nasa_power,6.28,2.68,3.93,8.72,22.29,72.46,86.6,1.48,0.33,60.24,2.54,10.37,0.25,0.06,-0.31,2.59,0.31,2.04,72.57,260.97,1.01,0.13,5.33,0.69,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4743604,7.1462441,4.6768911,2.469353,6.2456005999999995,5.9413936000000005,3.1193429999999998,2.8220505,4.2435165999999995,0.9847,cams,0.8314008753213454,0.60528,30.67316,58,2,1314.0,0.8406184056344782,0.5416278206559814
2021-02-27,Mengo SS,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.486593800000001,7.5012769,5.5790033999999995,1.9222734000000001,7.5017334,6.411763200000001,4.1711768000000005,2.2405864,5.7230859,0.9847,cams,0.8547562349018207,0.319691,32.56168,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Mityana SS,nasa_power,6.86,2.14,6.24,8.65,23.27,68.57,87.71,1.77,0.13,33.54,2.67,13.43,0.3,0.06,0.21,2.51,0.3,1.13,77.11,261.66,1.02,0.15,3.95,0.62,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.484147499999999,7.479203600000001,5.487896,1.9913077,7.2847021000000005,6.4027876,3.7595525,2.6432349,4.9206641,0.9896,cams,0.8560787942716253,0.377506,32.03904,58,2,1230.0,0.8406184056344782,0.5416278206559814
2021-02-27,Mubende H,nasa_power,6.32,2.74,4.53,8.49,22.9,69.29,87.1,1.79,0.13,53.35,2.46,12.84,0.26,0.06,-0.03,2.54,0.3,1.71,76.04,261.35,1.02,0.15,4.68,0.57,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4761709,7.336764199999999,5.0674263,2.2693379,6.7829102,5.7258413,2.7979387,2.9279023000000004,4.3021426,0.9899,cams,0.7804314196168388,0.56302,31.39055,58,2,1286.0,0.8406184056344782,0.5416278206559814
2021-02-27,Nakabale,nasa_power,7.0,1.95,6.47,8.78,23.9,71.12,89.16,1.46,0.09,31.56,2.8,13.07,0.0,0.05,1.13,2.5,0.27,1.68,76.13,261.12,1.04,0.14,4.66,0.55,0.67,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4679355,7.633104499999999,5.9725757,1.6605286000000001,8.1125933,6.1927886,4.177366200000001,2.0154227000000002,5.638715299999999,0.9847,cams,0.8113066708309837,0.7517,33.26807,58,2,1090.0,0.8406184056344782,0.5416278206559814
2021-02-27,Nakaseke,nasa_power,6.86,2.14,6.24,8.65,24.32,67.21,89.06,1.45,0.13,33.54,2.67,14.0,0.04,0.07,0.49,2.51,0.33,1.39,76.42,261.14,1.04,0.15,4.06,0.5,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.464584,7.3951405999999995,5.352752000000001,2.0423888999999997,7.142683600000001,6.9342563,4.6329775,2.3012786000000003,6.0334634,0.9899,cams,0.9376774121103256,0.82875,32.24802,58,2,1090.0,0.8406184056344782,0.5416278206559814
2021-02-27,Nakivubo,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.487084999999999,7.4628003000000005,5.5108184,1.9519818,7.3962305,6.3787056,4.1198163999999995,2.2588892,5.642939,0.9847,cams,0.8547335240901461,0.308052,32.57536,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Ndejje ss,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4740938,7.4616538,5.4995034,1.9621504,7.372138700000002,6.6396445,4.5205586,2.1190862000000004,5.8678301,0.9851,cams,0.8898355080478272,0.6106,32.47527,58,2,1174.0,0.8406184056344782,0.5416278206559814
2021-02-27,Ngoma SS,nasa_power,7.34,2.06,6.76,8.71,25.23,59.92,88.65,2.05,0.13,28.08,2.56,14.99,0.09,0.06,-0.03,2.54,0.29,0.31,75.28,261.08,1.03,0.15,2.78,0.48,0.7,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4486357,7.3853428,5.3134263,2.0719165,7.127542999999999,6.980897499999999,4.5025713,2.4783264,6.1396431,0.9903,cams,0.9452367600323168,1.18624,32.02033,58,2,1062.0,0.8406184056344782,0.5416278206559814
2021-02-27,Ntusi H,nasa_power,6.32,2.74,4.53,8.49,21.98,74.94,87.32,1.56,0.13,53.35,2.46,10.77,0.41,0.06,-0.03,2.54,0.3,1.98,78.4,262.04,1.02,0.15,5.24,0.65,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4979922,7.3593354,5.124961900000001,2.2343737999999997,6.7974242999999985,6.4592412,3.4732048000000004,2.9860364,4.7392178000000005,0.9844,cams,0.8776935482516532,0.048151,31.21594,58,2,1258.0,0.8406184056344782,0.5416278206559814
2021-02-27,Perfect IP,nasa_power,6.32,2.74,4.53,8.49,22.9,69.29,87.1,1.79,0.13,53.35,2.46,12.84,0.26,0.06,-0.03,2.54,0.3,1.71,76.04,261.35,1.02,0.15,4.68,0.57,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4686982,7.169387700000001,4.7477920000000005,2.4215956999999997,6.3705327,5.3681743,2.9089768,2.4591978,4.2311812,0.9847,cams,0.7487632869959033,0.735174,31.25067,58,2,1258.0,0.8406184056344782,0.5416278206559814
2021-02-27,Rakai HQ,nasa_power,6.32,2.74,4.53,8.49,22.9,69.29,87.1,1.79,0.13,53.35,2.46,12.84,0.26,0.06,-0.03,2.54,0.3,1.71,76.04,261.35,1.02,0.15,4.68,0.57,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.469910200000001,7.3574385,5.0996265,2.257812,6.8663452,5.5521333,3.1416957999999995,2.4104373,4.5383564,0.9847,cams,0.7546285707994705,0.70757,31.40214,58,2,1342.0,0.8406184056344782,0.5416278206559814
2021-02-27,Sembabule,nasa_power,6.32,2.74,4.53,8.49,21.98,74.94,87.32,1.56,0.13,53.35,2.46,10.77,0.41,0.06,-0.03,2.54,0.3,1.98,78.4,262.04,1.02,0.15,5.24,0.65,0.6,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4962881,7.3955186,5.242055199999999,2.1534634,6.9550038999999995,6.388045900000001,3.2091982,3.1788477000000004,4.5957393,0.9896,cams,0.8637725419282971,0.08901,31.45802,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Semuto,nasa_power,6.86,2.14,6.24,8.65,23.2,71.95,88.43,1.29,0.13,33.54,2.67,10.82,0.18,0.17,0.67,2.51,0.88,2.18,80.43,261.85,1.03,0.15,5.21,0.72,0.66,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4736396,7.4272744,5.4215464,2.0057278999999997,7.2420708,6.3678179,4.1504556,2.2173622999999996,5.3410161,0.9851,cams,0.8573559501181215,0.6212,32.36956,58,2,1202.0,0.8406184056344782,0.5416278206559814
2021-02-27,Soroti Meta,nasa_power,7.29,1.77,7.69,8.57,25.38,54.35,89.13,1.01,0.09,14.43,2.31,15.42,0.0,0.04,0.53,2.53,0.21,1.2,73.8,260.45,1.03,0.15,3.78,0.43,0.7,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4238896,7.9103462,6.6565635,1.2537827,9.307834000000001,6.747610399999999,4.3321753,2.4154348,6.3420249,0.9851,cams,0.8530107569754658,1.72469,33.622,58,2,1090.0,0.8406184056344782,0.5416278206559814
2021-02-27,Tororo HQa,nasa_power,7.54,2.0,7.46,7.87,21.69,63.68,86.77,1.51,0.09,22.75,2.0,15.51,0.0,0.11,0.11,2.53,0.58,2.3,72.49,262.54,1.02,0.15,6.35,0.62,0.72,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4702871,7.8477559,6.423622099999999,1.4241339,8.8882861,6.5063838,4.3262666,2.1801172,6.653647000000001,0.9847,cams,0.8290757106754556,0.6978,34.17151,58,2,1230.0,0.8406184056344782,0.5416278206559814
2021-02-27,Wadelai M,nasa_power,7.13,2.07,6.74,9.05,28.11,40.04,90.61,2.08,0.18,37.79,2.65,13.68,0.05,0.06,-1.05,2.6,0.31,0.31,73.87,260.07,1.04,0.13,1.59,0.36,0.69,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.3755615,7.2234658,5.096625,2.1268411,6.8004071999999995,7.0496338,4.7420781,2.3075554,6.400693800000001,0.9854,cams,0.9759350975261765,2.72595,31.39115,58,2,642.0,0.8406184056344782,0.5416278206559814
2021-02-27,Wanyange GS,nasa_power,7.0,1.95,6.47,8.78,23.47,71.94,88.52,1.46,0.09,31.56,2.8,7.26,0.04,0.33,1.09,2.5,1.67,2.36,80.98,262.04,1.03,0.14,5.84,0.76,0.67,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.4795479,7.7227495,6.157038099999999,1.5657113999999996,8.4173838,6.2461918999999995,4.0375725000000005,2.2086191,5.619669399999999,0.9847,cams,0.8088041571204659,0.483497,33.24372,58,2,1174.0,0.8406184056344782,0.5416278206559814
2021-02-27,Yumbe HQ,nasa_power,7.08,1.93,6.73,9.11,26.34,46.12,90.93,2.15,0.18,32.95,2.68,14.21,0.0,0.04,-0.91,2.63,0.2,0.19,71.99,259.04,1.05,0.15,2.16,0.4,0.69,2021-02-27T00:00:00.0/2021-02-28T00:00:00.0,10.3384463,7.4266089000000015,5.5338521,1.8927566999999998,7.514935100000001,7.3906362,5.4749893,1.9156473,7.3934741,0.9858,cams,0.9951562414980543,3.4535,31.25125,58,2,894.0,0.8406184056344782,0.5416278206559814
2021-02-28,Aii-vu,nasa_power,7.36,1.36,8.07,9.15,27.71,43.5,91.44,2.39,0.15,12.72,2.66,16.42,0.0,0.04,-1.88,2.62,0.22,0.16,72.62,258.05,1.05,0.13,2.03,0.37,0.71,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.364375,7.475048799999999,5.5774243,1.8976249000000003,7.703636700000001,7.475048799999999,5.5774243,1.8976249000000003,7.703636700000001,0.9806,cams,1.0,3.159782,31.01098,59,2,950.0,0.8498170915275278,0.5270777086423722
2021-02-28,Arua Ad,nasa_power,7.27,1.81,7.31,9.04,23.32,59.33,88.26,2.17,0.2,31.29,2.72,14.32,0.0,0.05,-1.41,2.67,0.26,1.64,72.42,257.75,1.03,0.12,5.06,0.62,0.7,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.3699727,7.550168900000001,5.705646,1.8445228999999999,7.9027451,7.453227500000001,5.474064500000001,1.979163,7.656611799999999,0.9802,cams,0.9871603667038494,3.04679,30.9135,59,2,1202.0,0.8498170915275278,0.5270777086423722
2021-02-28,Bugema U,nasa_power,6.97,2.27,5.94,8.61,24.2,65.79,88.37,1.41,0.13,20.74,2.45,10.29,0.03,0.17,0.58,2.51,0.88,2.14,79.05,258.9,1.03,0.15,5.21,0.72,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.4816299,7.4097168,5.3333291,2.0763879000000003,7.316431199999999,6.1888696,3.2835845,2.9052854000000004,4.8180708,0.9795,cams,0.8352369958322834,0.5715,32.64165,59,2,1146.0,0.8498170915275278,0.5270777086423722
2021-02-28,Bukalasa AC,nasa_power,6.97,2.27,5.94,8.61,24.2,65.79,88.37,1.41,0.13,20.74,2.45,10.29,0.03,0.17,0.58,2.51,0.88,2.14,79.05,258.9,1.03,0.15,5.21,0.72,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.475770500000001,7.4318506,5.4029297,2.0289206999999996,7.4383696,6.266809100000001,3.5345342,2.7322748999999997,5.0546356999999995,0.9795,cams,0.8432366899302309,0.712526,32.51243,59,2,1146.0,0.8498170915275278,0.5270777086423722
2021-02-28,Bukasa SS,nasa_power,6.97,2.27,5.94,8.61,24.2,65.79,88.37,1.41,0.13,20.74,2.45,10.29,0.03,0.17,0.58,2.51,0.88,2.14,79.05,258.9,1.03,0.15,5.21,0.72,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.4864854,7.3469385,5.181258799999999,2.1656794,7.0720825000000005,6.786207500000001,4.143905800000001,2.6423018000000003,5.6593638,0.9795,cams,0.923678277693491,0.45427,32.49455,59,2,1174.0,0.8498170915275278,0.5270777086423722
2021-02-28,Bulindi,nasa_power,7.21,1.82,7.04,8.96,28.12,48.42,89.9,2.33,0.13,20.29,2.43,13.41,0.0,0.05,-1.32,2.56,0.26,0.16,70.85,258.92,1.03,0.14,1.97,0.38,0.69,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.4420293,7.2042974,4.9401968,2.2641003,6.7105537,6.2962056,3.5604561,2.7357498000000002,4.8229844,0.9799,cams,0.8739513724128047,1.498891,31.49754,59,2,1174.0,0.8498170915275278,0.5270777086423722
2021-02-28,Busitema UN,nasa_power,7.68,1.68,8.04,7.76,24.22,63.76,88.98,1.01,0.11,20.89,1.61,14.89,0.0,0.05,0.65,2.52,0.27,2.41,76.49,258.23,1.03,0.14,6.2,0.61,0.73,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.473902299999999,7.633746100000001,5.8106010999999995,1.8231454,8.0015605,7.633746100000001,5.8106010999999995,1.8231454,8.0015605,0.9795,cams,1.0,0.756919,34.04617,59,2,1146.0,0.8498170915275278,0.5270777086423722
2021-02-28,Busoga C,nasa_power,7.34,1.99,7.46,8.53,24.31,65.78,88.47,1.51,0.11,16.7,2.28,8.53,0.01,0.33,0.84,2.5,1.68,2.46,80.4,258.57,1.03,0.16,6.09,0.75,0.7,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.484623,7.5908037,5.7885522,1.8022517000000002,7.9472446,5.9525684000000005,3.4314607,2.5211077,5.4722402,0.9792,cams,0.7841815748706557,0.499446,33.2634,59,2,1174.0,0.8498170915275278,0.5270777086423722
2021-02-28,Butambala,nasa_power,6.97,2.27,5.94,8.61,22.9,72.91,87.96,1.74,0.13,20.74,2.45,10.92,0.08,0.05,0.8,2.51,0.26,2.05,80.73,259.28,1.02,0.15,5.24,0.62,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.497367200000001,7.3665557,5.186791,2.1797649000000003,7.0129976,6.9109727,4.1882622000000005,2.7227107,5.9271719,0.9847,cams,0.938155222256719,0.18395,32.13239,59,2,1202.0,0.8498170915275278,0.5270777086423722
2021-02-28,Buvuma HQ,nasa_power,7.34,1.99,7.46,8.53,25.55,60.92,88.32,1.88,0.11,16.7,2.28,1.63,0.08,0.54,1.2,2.5,2.77,2.35,80.01,258.4,1.02,0.16,5.53,0.91,0.7,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.4968906,7.5227334,5.6480454,1.8746882,7.6958047,7.3966328,5.3341328,2.0624998,7.361354000000001,0.9792,cams,0.9832373961305075,0.19692,33.27136,59,2,1174.0,0.8498170915275278,0.5270777086423722
2021-02-28,Entebbe AM,nasa_power,6.97,2.27,5.94,8.61,25.25,61.28,88.3,1.85,0.13,20.74,2.45,3.48,0.1,0.02,1.24,2.51,0.12,1.31,79.53,258.85,1.02,0.15,4.63,0.66,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.5026523,7.356760700000001,5.3015107,2.0552498,7.1648677,7.3057886,5.2060239,2.0997646,6.989357900000001,0.9795,cams,0.9930713935006747,0.052465,32.44069,59,2,1146.0,0.8498170915275278,0.5270777086423722
2021-02-28,Entebbe WME,nasa_power,6.97,2.27,5.94,8.61,25.25,61.28,88.3,1.85,0.13,20.74,2.45,3.48,0.1,0.02,1.24,2.51,0.12,1.31,79.53,258.85,1.02,0.15,4.63,0.66,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.5028086,7.3364551,5.3191337999999995,2.0173212000000005,7.1895581,7.1493701000000005,4.9490195,2.2003503,6.670330100000001,0.9795,cams,0.9744992646380403,0.048611,32.4725,59,2,1146.0,0.8498170915275278,0.5270777086423722
2021-02-28,Ggaba PS,nasa_power,6.97,2.27,5.94,8.61,24.2,65.79,88.37,1.41,0.13,20.74,2.45,10.29,0.03,0.17,0.58,2.51,0.88,2.14,79.05,258.9,1.03,0.15,5.21,0.72,0.66,2021-02-28T00:00:00.0/2021-03-01T00:00:00.0,10.4941084,7.3827227,5.2907437,2.0919787999999997,7.1988843,7.2534941,4.9773228,2.2761711,6.8265625,0.9795,cams,0.9824958074072049,0.265062,32.6272,59,2,1146.0,0.8498170915275278,0.5270777086423722
