DIM_SITE_ID,MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
17489857020235903699,2021-12-29,5224.47916667,Kenya,-0.270000,35.850000
6002857824960866008,2023-02-10,5301.158,Ghana,-0.235111,5.632167
6002857824960866008,2023-07-16,4370.148,Ghana,-0.235111,5.632167
14009020961523231008,2021-03-29,16632.1605,Kenya,0.610000,36.830000
14009020961523231008,2021-03-29,16632.1605,Kenya,0.610000,36.830000
14009020961523231008,2018-06-13,0,Kenya,0.610000,36.830000
14009020961523231008,2018-06-13,0,Kenya,0.610000,36.830000
6002857824960866008,2024-06-17,5093.799,Ghana,-0.235111,5.632167
14009020961523231008,2023-08-28,6073.96666667,Kenya,0.610000,36.830000
14009020961523231008,2023-08-28,6073.96666667,Kenya,0.610000,36.830000
14009020961523231008,2023-12-04,6317.8545,Kenya,0.610000,36.830000
14009020961523231008,2023-12-04,6317.8545,Kenya,0.610000,36.830000
10173608244938908903,2022-03-23,5271.79008333,Ghana,5.645759,-0.105223
14009020961523231008,2019-03-01,0,Kenya,0.610000,36.830000
14009020961523231008,2019-03-01,0,Kenya,0.610000,36.830000
17489857020235903699,2021-12-04,4095.0775,Kenya,-0.270000,35.850000
16866539966093067829,2023-12-12,6282.25,Kenya,-1.451111,36.975687
14009020961523231008,2018-12-24,0,Kenya,0.610000,36.830000
14009020961523231008,2018-12-24,0,Kenya,0.610000,36.830000
12518679614139820510,2022-11-02,5582.47157243,Nigeria,9.076439,7.425385
6888740820673076166,2020-05-25,5746.39516667,Kenya,0.610000,36.800000
6888740820673076166,2020-05-25,5746.39516667,Kenya,0.610000,36.800000
13793139158250075579,2024-06-05,3965.156,Madagascar,-25.053564,46.947956
16388039360858303205,2022-02-13,6734.6125,Kenya,-0.220000,35.860000
14677532269409350870,2023-04-18,4130.185,Kenya,-0.400000,35.920000
6002857824960866008,2022-11-20,3804.842,Ghana,-0.235111,5.632167
14747876071952883742,2024-06-27,2443.81216667,Kenya,-1.451111,36.975687
13026966175404302122,2024-03-01,2742.225,Nigeria,6.448858,7.392609
14009020961523231008,2021-10-12,16212.6835,Kenya,0.610000,36.830000
14009020961523231008,2021-10-12,16212.6835,Kenya,0.610000,36.830000
6888740820673076166,2019-08-30,0,Kenya,0.610000,36.800000
6888740820673076166,2019-08-30,0,Kenya,0.610000,36.800000
12518679614139820510,2024-06-07,2549.841,Nigeria,9.076439,7.425385
3412729147397131350,2023-12-22,0,Kenya,-0.224000,35.880000
16388039360858303205,2023-04-09,6858.086,Kenya,-0.220000,35.860000
13026966175404302122,2023-08-22,3956.81,Nigeria,6.448858,7.392609
10173608244938908903,2022-04-13,4288.2125,Ghana,5.645759,-0.105223
6707192699788041462,2019-10-01,6141.975,Kenya,-1.232761,36.878509
4457035132449260732,2023-12-10,3056.87,Egypt,29.887561,32.460447
12518679614139820510,2020-10-04,5529.56021333,Nigeria,9.076439,7.425385
18074720362286236858,2022-12-29,4405.55416667,Ghana,5.645686,0.008678
11347099494983858833,2024-06-29,5023.394,Kenya,-0.220000,35.860000
11347099494983858833,2024-06-29,5023.394,Kenya,-0.220000,35.860000
18074720362286236858,2022-12-16,4593.3525,Ghana,5.645686,0.008678
18074720362286236858,2022-09-09,5360.06,Ghana,5.645686,0.008678
11347099494983858833,2023-11-03,3130.528,Kenya,-0.220000,35.860000
11347099494983858833,2023-11-03,3130.528,Kenya,-0.220000,35.860000
3412729147397131350,2024-05-29,6011.324,Kenya,-0.224000,35.880000
6707192699788041462,2021-07-25,2681.85,Kenya,-1.232761,36.878509
10173608244938908903,2021-02-11,5038.33333333,Ghana,5.645759,-0.105223
6707192699788041462,2019-08-12,3615.25,Kenya,-1.232761,36.878509
14677532269409350870,2023-06-09,5628.498,Kenya,-0.400000,35.920000
6961463658566967421,2021-10-03,6954.765825,Kenya,-0.469974,35.181874
12518679614139820510,2023-11-09,5495.841,Nigeria,9.076439,7.425385
6707192699788041462,2021-10-30,4153.975,Kenya,-1.232761,36.878509
6961463658566967421,2022-11-28,5483.37016667,Kenya,-0.469974,35.181874
12518679614139820510,2023-05-27,3851.953,Nigeria,9.076439,7.425385
6961463658566967421,2019-11-29,4957.37965,Kenya,-0.469974,35.181874
6888740820673076166,2022-01-04,8203.1615,Kenya,0.610000,36.800000
6888740820673076166,2022-01-04,8203.1615,Kenya,0.610000,36.800000
14009020961523231008,2021-01-19,0,Kenya,0.610000,36.830000
14009020961523231008,2021-01-19,0,Kenya,0.610000,36.830000
16866539966093067829,2024-05-20,5708.778,Kenya,-1.451111,36.975687
3714152719648338910,2023-10-01,0,Kenya,-1.491302,37.052862
14009020961523231008,2020-10-25,18885.93733333,Kenya,0.610000,36.830000
14009020961523231008,2020-10-25,18885.93733333,Kenya,0.610000,36.830000
6961463658566967421,2020-11-15,3364.7606,Kenya,-0.469974,35.181874
6961463658566967421,2023-04-17,4700.514,Kenya,-0.469974,35.181874
10173608244938908903,2021-05-12,6185.33333333,Ghana,5.645759,-0.105223
10173608244938908903,2020-11-11,5839,Ghana,5.645759,-0.105223
17489857020235903699,2022-04-12,5825.81583333,Kenya,-0.270000,35.850000
16866539966093067829,2023-11-21,5162.917,Kenya,-1.451111,36.975687
10173608244938908903,2021-10-09,-2.83333333,Ghana,5.645759,-0.105223
10173608244938908903,2020-03-17,5727.16666667,Ghana,5.645759,-0.105223
6002857824960866008,2021-04-01,4369.89016667,Ghana,-0.235111,5.632167
18074720362286236858,2022-08-12,5117.95083333,Ghana,5.645686,0.008678
15180059806776514843,2023-09-19,0,Kenya,-1.494448,37.057094
6707192699788041462,2021-10-13,3326.075,Kenya,-1.232761,36.878509
4457035132449260732,2024-01-27,2788.274,Egypt,29.887561,32.460447
6961463658566967421,2020-12-22,8197.010825,Kenya,-0.469974,35.181874
14677532269409350870,2022-02-03,0,Kenya,-0.400000,35.920000
6961463658566967421,2023-01-29,7947.904,Kenya,-0.469974,35.181874
13026966175404302122,2023-10-17,4135.714,Nigeria,6.448858,7.392609
6707192699788041462,2021-03-25,7250.625,Kenya,-1.232761,36.878509
12518679614139820510,2020-04-19,6402.71188292,Nigeria,9.076439,7.425385
10173608244938908903,2022-11-28,5208.24116667,Ghana,5.645759,-0.105223
18074720362286236858,2021-03-02,5387.60266667,Ghana,5.645686,0.008678
14009020961523231008,2018-11-15,0,Kenya,0.610000,36.830000
14009020961523231008,2018-11-15,0,Kenya,0.610000,36.830000
6961463658566967421,2023-12-01,6743.685,Kenya,-0.469974,35.181874
6888740820673076166,2022-04-05,0,Kenya,0.610000,36.800000
6888740820673076166,2022-04-05,0,Kenya,0.610000,36.800000
16388039360858303205,2024-01-01,5175.873,Kenya,-0.220000,35.860000
6888740820673076166,2022-06-01,0,Kenya,0.610000,36.800000
6888740820673076166,2022-06-01,0,Kenya,0.610000,36.800000
6707192699788041462,2020-07-05,2970.375,Kenya,-1.232761,36.878509
12518679614139820510,2021-07-22,3534.212923,Nigeria,9.076439,7.425385
6707192699788041462,2021-09-10,3068.45,Kenya,-1.232761,36.878509
14677532269409350870,2022-12-03,6721.25833333,Kenya,-0.400000,35.920000
8705757164558664589,2024-06-24,8323.461,Kenya,-0.227185,35.884984
17489857020235903699,2022-11-17,3062.5575,Kenya,-0.270000,35.850000
13026966175404302122,2024-06-25,2120.903,Nigeria,6.448858,7.392609
10173608244938908903,2021-05-23,6383.45833333,Ghana,5.645759,-0.105223
10173608244938908903,2023-06-24,2316.85,Ghana,5.645759,-0.105223
18074720362286236858,2021-12-23,4121.10083333,Ghana,5.645686,0.008678
4457035132449260732,2024-02-15,3419.186,Egypt,29.887561,32.460447
6002857824960866008,2022-06-26,4106.43316667,Ghana,-0.235111,5.632167
6707192699788041462,2021-10-27,6289.975,Kenya,-1.232761,36.878509
14677532269409350870,2021-11-22,5235.165,Kenya,-0.400000,35.920000
4724210986729736007,2023-05-11,5040.671,Kenya,-0.982000,37.053900
3714152719648338910,2023-11-23,0,Kenya,-1.491302,37.052862
