Day,Temperature,Temperature (SAT),Rain
"",Degree Celsius,Degree Celsius,mm
01-November-20,26.33,26.40,0.80
02-November-20,25.67,26.81,3.80
03-November-20,26.09,26.36,0.00
04-November-20,26.27,26.80,0.00
05-November-20,26.47,27.43,0.00
06-November-20,25.24,27.30,0.00
07-November-20,23.69,24.99,4.00
08-November-20,23.72,25.74,3.20
09-November-20,23.31,26.08,2.40
10-November-20,23.33,26.37,2.80
11-November-20,23.49,26.58,2.60
12-November-20,23.58,26.39,1.20
13-November-20,24.23,26.70,4.80
14-November-20,23.73,26.80,29.40
15-November-20,23.22,27.27,0.00
16-November-20,22.71,27.13,0.00
17-November-20,24.27,26.90,0.20
18-November-20,25.14,27.10,0.00
19-November-20,24.93,27.20,9.80
20-November-20,25.46,26.99,0.00
21-November-20,25.02,27.44,0.00
22-November-20,25.19,27.68,0.00
23-November-20,25.20,27.79,0.00
24-November-20,25.20,28.48,0.00
25-November-20,22.75,28.04,0.00
26-November-20,24.56,27.50,0.00
27-November-20,24.50,27.71,20.40
28-November-20,23.12,27.54,32.00
29-November-20,21.52,26.58,3.00
30-November-20,23.77,27.08,0.00
Average,24.39,26.97,
Maximum,26.47,28.48,32.00
Minimum,21.52,24.99,0.00
Total,,,120.40
Day,GHI (1),GHI (2),GHI (SAT),GHI (1) vs (2),GHI (1) vs (SAT)
"",2,2,2,,
"",kWh/m /day,kWh/m /day,kWh/m /day,%,%
01 November '20,7.14,7.08,6.63,0.81,7.20
02 November '20,7.17,7.15,7.05,0.30,1.71
03 November '20,6.88,6.85,6.83,0.35,0.64
04 November '20,6.85,6.82,6.74,0.43,1.61
05 November '20,6.96,6.94,6.89,0.35,1.06
06 November '20,5.91,5.90,5.51,0.12,6.78
07 November '20,4.69,4.69,4.68,0.08,0.38
08 November '20,5.46,5.46,5.28,0.03,3.26
09 November '20,5.75,5.73,6.02,0.34,-4.67
10 November '20,5.19,5.17,5.60,0.39,-7.85
11 November '20,4.92,4.91,4.89,0.26,0.74
12 November '20,5.81,5.78,5.50,0.43,5.34
13 November '20,5.70,5.68,5.91,0.36,-3.80
14 November '20,4.85,4.83,4.44,0.31,8.41
15 November '20,5.27,5.27,5.02,0.14,4.83
16 November '20,3.66,3.66,3.61,0.22,1.58
17 November '20,6.62,6.61,6.58,0.18,0.63
18 November '20,6.20,6.19,6.62,0.25,-6.76
19 November '20,6.47,6.45,6.27,0.33,3.11
20 November '20,6.61,6.59,6.59,0.31,0.29
21 November '20,5.04,5.03,5.94,0.23,-17.93
22 November '20,6.42,6.40,6.50,0.28,-1.20
23 November '20,5.93,5.91,6.12,0.28,-3.15
24 November '20,6.20,6.17,6.46,0.43,-4.20
25 November '20,3.36,3.35,3.41,0.18,-1.40
26 November '20,6.74,6.72,6.46,0.36,4.11
27 November '20,5.15,5.13,4.33,0.37,15.92
28 November '20,5.66,5.65,5.23,0.27,7.64
29 November '20,3.73,3.73,3.63,-0.01,2.54
30 November '20,6.92,6.89,6.98,0.43,-0.85
Average,5.78,5.76,5.72,0.29*,4.32*
Maximum,7.17,7.15,7.05,0.81,-17.93
Minimum,3.36,3.35,3.41,-0.01,0.29
Day,DHI (1),DHI (SAT),DHI (1) vs (SAT)
"",2,2,
"",kWh/m /day,kWh/m /day,%
01 November '20,1.20,2.11,-76.08
02 November '20,1.30,1.57,-20.41
03 November '20,1.81,1.76,2.89
04 November '20,1.71,2.14,-25.39
05 November '20,1.24,2.16,-73.55
06 November '20,3.25,3.33,-2.51
07 November '20,3.22,2.68,16.72
08 November '20,2.52,2.34,7.22
09 November '20,1.73,2.01,-16.14
10 November '20,2.00,2.46,-22.74
11 November '20,3.52,2.99,14.95
12 November '20,1.89,2.39,-26.29
13 November '20,1.84,2.35,-27.46
14 November '20,2.43,2.43,-0.29
15 November '20,2.60,2.58,0.90
16 November '20,2.83,2.54,10.26
17 November '20,1.77,2.08,-17.23
18 November '20,2.22,2.27,-2.29
19 November '20,1.63,2.10,-29.02
20 November '20,1.98,2.09,-5.16
21 November '20,1.98,2.36,-19.00
22 November '20,1.91,2.13,-11.90
23 November '20,1.73,1.96,-12.89
24 November '20,1.78,2.10,-18.11
25 November '20,2.83,2.80,1.00
26 November '20,1.70,2.30,-35.14
27 November '20,2.58,2.19,15.00
28 November '20,1.82,1.87,-2.31
29 November '20,2.84,2.46,13.41
30 November '20,0.92,1.55,-68.42
Average,2.09,2.27,19.82*
Maximum,3.52,3.33,-76.08
Minimum,0.92,1.55,-0.29
Day GTI (Clean),GTI (Soil),GTI (Monthly),GTI (Clean) vs,GTI (Clean) vs
"",,,(Soil),(Monthly)
2,2,2,,
kWh/m /day,kWh/m /day,kWh/m /day,%,%
01 November '20 7.40,7.26,7.40,1.98,-0.02
02 November '20 7.46,7.31,7.46,1.92,-0.06
03 November '20 7.17,7.02,7.17,2.12,0.11
04 November '20 7.13,6.98,7.11,2.10,0.37
05 November '20 7.27,7.09,7.22,2.41,0.71
06 November '20 6.05,5.86,5.95,3.13,1.70
07 November '20 4.83,4.74,4.82,1.91,0.19
08 November '20 5.69,5.58,5.68,1.95,0.21
09 November '20 6.00,5.88,5.99,1.99,0.11
10 November '20 5.37,5.25,5.37,2.18,0.05
11 November '20 5.05,4.95,5.04,2.00,0.25
12 November '20 6.05,5.92,6.05,2.12,0.01
13 November '20 5.95,5.82,5.94,2.21,0.26
14 November '20 5.01,4.91,5.00,2.06,0.27
15 November '20 5.48,5.37,5.46,1.86,0.31
16 November '20 3.75,3.67,3.73,2.03,0.38
17 November '20 6.98,6.81,6.94,2.45,0.55
18 November '20 6.54,6.39,6.50,2.28,0.66
19 November '20 6.82,6.68,6.80,2.12,0.34
20 November '20 6.97,6.79,6.91,2.54,0.92
21 November '20 5.32,5.16,5.25,2.97,1.33
22 November '20 6.76,6.54,6.63,3.30,1.97
23 November '20 6.27,6.06,6.15,3.33,1.97
24 November '20 6.55,6.30,6.40,3.77,2.26
25 November '20 3.44,3.30,3.33,4.19,3.07
26 November '20 7.17,6.85,6.98,4.47,2.59
27 November '20 5.42,5.29,5.38,2.35,0.68
28 November '20 6.03,5.88,5.99,2.50,0.72
29 November '20 3.86,3.79,3.84,2.07,0.69
30 November '20 7.42,7.25,7.38,2.26,0.57
Average 6.04,5.89,5.99,2.49*,0.78*
Maximum 7.46,7.31,7.46,4.47,3.07
Minimum 3.44,3.30,3.33,1.86,0.01
"*Average of absolute values of daily percentage difference, representing data comparison on daily level (will differ from",,,,
