air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,cape,snowfall_rate,wind_gust,period_end,period
26,0.31,-51,0,0,0,0,10.2,23.4,0,0,0,0,33.4,0,87.4,1033.1,0,0,0,0,344,337,4.8,3.3,125,182,0,6.4,2023-09-01T01:00:00+00:00,PT60M
25,0.31,-63,0,0,0,0,6.6,23.2,0,0,0,0,33.6,0,88.4,1033,0,0,0,0,343,335,4.9,3.3,115,182,0,6.4,2023-09-01T02:00:00+00:00,PT60M
25,0.31,-72,0,0,0,0,6.6,23.2,0,0,0,0,33.7,0,89,1033,0,0,0,0,345,336,4.9,3.3,103,186,0,6.6,2023-09-01T03:00:00+00:00,PT60M
25,0.31,-80,10,6,11,10,8.4,23.2,10,6,10,10,33.7,0,87.7,1033.2,0,0,0,0,347,341,4.9,3.5,90,168,0,6.8,2023-09-01T04:00:00+00:00,PT60M
26,0.31,-87,84,194,132,123,4.1,23.1,90,145,127,119,33.5,0,85.1,1033.4,0,0,0,0,351,347,4.7,3.6,77,132,0,7.2,2023-09-01T05:00:00+00:00,PT60M
26,0.31,-95,146,443,342,339,9,23.2,187,281,309,304,33.2,0,82.6,1033.5,0,0,0,0,356,353,4.5,3.7,64,96,0,7.8,2023-09-01T06:00:00+00:00,PT60M
27,0.31,-104,180,596,553,570,1.8,23,191,560,545,560,32.9,0,78.3,1033.6,0,0,0,0,358,356,4.6,3.9,51,60,0,8,2023-09-01T07:00:00+00:00,PT60M
28,0.31,-116,196,687,729,767,0,22.4,196,687,729,767,32.7,0,70,1033.6,0,0,0,0,360,359,4.9,4.2,39,33,0,8.2,2023-09-01T08:00:00+00:00,PT60M
30,0.31,-135,211,726,848,902,0,21.8,211,726,848,902,32.6,0,62.3,1033.4,0,0,0,0,2,1,5.3,4.6,28,16,0,8.7,2023-09-01T09:00:00+00:00,PT60M
32,0.31,-167,233,716,897,956,0,21.3,233,716,897,956,32.9,0,54.5,1033,0,0,0,0,3,2,5.4,4.7,22,6,0,9.1,2023-09-01T10:00:00+00:00,PT60M
33,0.31,155,232,713,886,944,0,20.8,232,713,886,944,33.3,0,48.7,1032.4,0,0,0,0,2,1,5.4,4.7,23,1,0,9.5,2023-09-01T11:00:00+00:00,PT60M
34,0.31,128,216,699,811,859,0,20.7,216,699,811,859,33.6,0,47,1031.7,0,0,0,0,0,359,5.8,5.1,32,0,0,9.8,2023-09-01T12:00:00+00:00,PT60M
34,0.31,111,162,722,691,725,0,20.8,162,722,691,725,34.1,0,46.5,1031.1,0,0,0,0,359,358,6.5,5.6,43,0,0,10.2,2023-09-01T13:00:00+00:00,PT60M
34,0.31,101,136,651,507,520,0,21.1,136,651,507,520,34.6,0,47.4,1030.9,0,0,0,0,359,358,7.2,6,55,0,0,10.5,2023-09-01T14:00:00+00:00,PT60M
33,0.31,92,106,498,293,285,0,21.1,106,498,293,285,34.8,0,48.7,1030.8,0,0,0,0,359,359,8,6.4,68,0,0,10.8,2023-09-01T15:00:00+00:00,PT60M
33,0.31,85,52,195,89,78,0,20.9,52,195,89,78,34.4,0,49.8,1030.9,0,0,0,0,360,360,8.6,6.4,81,0,0,10.9,2023-09-01T16:00:00+00:00,PT60M
31,0.31,78,1,0,1,1,0,20.6,1,0,1,1,33.6,0,53.4,1031.5,0,0,0,0,2,1,8.9,6.3,94,0,0,11,2023-09-01T17:00:00+00:00,PT60M
29,0.31,69,0,0,0,0,0,20.4,0,0,0,0,32.7,0,58.3,1032.2,0,0,0,0,4,2,8.8,6.1,107,0,0,11.1,2023-09-01T18:00:00+00:00,PT60M
29,0.31,59,0,0,0,0,0,20.4,0,0,0,0,31.7,0,61.4,1032.9,0,0,0,0,4,2,8.3,5.6,118,0,0,10.1,2023-09-01T19:00:00+00:00,PT60M
27,0.31,47,0,0,0,0,5.6,20.4,0,0,0,0,30.6,0,65.3,1033.4,0,0,0,0,3,1,7.5,5.1,129,0,0,8.9,2023-09-01T20:00:00+00:00,PT60M
27,0.31,30,0,0,0,0,4.3,20.6,0,0,0,0,29.2,0,69.9,1033.6,0,0,0,0,0,357,6.7,4.5,137,0,0,8.2,2023-09-01T21:00:00+00:00,PT60M
26,0.31,8,0,0,0,0,6.5,20.6,0,0,0,0,28.3,0,72.4,1033.6,0,0,0,0,358,354,6,4.1,141,0,0,7.6,2023-09-01T22:00:00+00:00,PT60M
26,0.31,-15,0,0,0,0,9.5,20.6,0,0,0,0,27.5,0,74.1,1033.4,0,0,0,0,354,350,5.6,3.9,140,0,0,6.8,2023-09-01T23:00:00+00:00,PT60M
25,0.31,-36,0,0,0,0,11.3,20.8,0,0,0,0,26.4,0,76.6,1033.2,0,0,0,0,351,346,5.3,3.6,135,0,0,6.4,2023-09-02T00:00:00+00:00,PT60M
25,0.31,-51,0,0,0,0,17.4,21,0,0,0,0,25.4,0,78.5,1033.1,0,0,0,0,349,343,5.1,3.4,126,0,0,6.2,2023-09-02T01:00:00+00:00,PT60M
25,0.31,-63,0,0,0,0,11.6,21,0,0,0,0,24.8,0,80.2,1033,0,0,0,0,349,343,5.1,3.4,115,0,0,6.1,2023-09-02T02:00:00+00:00,PT60M
24,0.31,-72,0,0,0,0,12.7,21,0,0,0,0,24.4,0,81.6,1032.8,0,0,0,0,348,343,5.1,3.4,103,0,0,6.1,2023-09-02T03:00:00+00:00,PT60M
25,0.31,-80,10,22,12,10,26.5,21.2,10,22,12,10,24.1,0,81.1,1033.1,0,0,0,0,347,342,5.1,3.3,90,2,0,6,2023-09-02T04:00:00+00:00,PT60M
25,0.31,-87,73,334,153,139,12.7,21.1,97,147,132,124,24,0,78.8,1033.5,0,0,0,0,350,346,5.1,3.8,77,4,0,6.6,2023-09-02T05:00:00+00:00,PT60M
25,0.31,-95,113,596,375,374,0,20.8,113,596,375,374,23.9,0,75.9,1033.7,0,0,0,0,354,352,5.1,4.2,64,3,0,7.5,2023-09-02T06:00:00+00:00,PT60M
26,0.31,-104,133,730,589,612,5.1,20.6,177,609,559,578,23.6,0,73.3,1033.7,0,0,0,0,357,356,4.9,4.2,51,1,0,7.9,2023-09-02T07:00:00+00:00,PT60M
27,0.31,-116,143,804,765,811,0,20.4,143,804,765,811,23.3,0,66.9,1033.7,0,0,0,0,358,357,4.7,4,39,0,0,7.9,2023-09-02T08:00:00+00:00,PT60M
29,0.31,-135,151,838,886,948,0,20,151,838,886,948,23.5,0,59.9,1033.4,0,0,0,0,357,356,4.5,3.8,29,0,0,7.9,2023-09-02T09:00:00+00:00,PT60M
30,0.31,-167,159,842,938,1007,0,19.3,159,842,938,1007,25.5,0,52.6,1032.8,0,0,0,0,355,354,4.7,4.1,22,0,0,8.3,2023-09-02T10:00:00+00:00,PT60M
32,0.31,155,159,831,920,988,0,18.8,159,831,920,988,28.1,0,46.8,1032.4,0,0,0,0,353,353,5.6,4.8,24,0,0,9,2023-09-02T11:00:00+00:00,PT60M
32,0.31,128,163,792,835,891,0,18.7,163,792,835,891,30.1,0,44.9,1031.9,0,0,0,0,353,353,6.6,5.6,32,0,0,9.9,2023-09-02T12:00:00+00:00,PT60M
33,0.31,112,177,692,683,718,0,18.8,177,692,683,718,32,0,43.9,1031.4,0,0,0,0,354,354,7.3,6.1,43,0,0,10.4,2023-09-02T13:00:00+00:00,PT60M
33,0.31,101,163,576,489,502,0,19,163,576,489,502,33.5,0,43.5,1030.9,0,0,0,0,355,355,7.9,6.4,56,0,0,10.5,2023-09-02T14:00:00+00:00,PT60M
33,0.31,93,125,392,272,266,0,18.9,125,392,272,266,34.3,0,43.5,1030.6,0,0,0,0,356,357,8.2,6.4,69,0,0,10.4,2023-09-02T15:00:00+00:00,PT60M
33,0.31,85,55,112,77,71,0,18.7,55,112,77,71,34.6,0,43.3,1030.5,0,0,0,0,1,1,8.1,6,81,0,0,9.6,2023-09-02T16:00:00+00:00,PT60M
32,0.31,78,1,0,1,1,0,18.3,1,0,1,1,34.6,0,44.3,1030.8,0,0,0,0,7,7,8,5.4,94,0,0,9,2023-09-02T17:00:00+00:00,PT60M
31,0.31,70,0,0,0,0,0,17.8,0,0,0,0,34.6,0,45.8,1031.4,0,0,0,0,14,14,7.8,5.1,107,0,0,8.9,2023-09-02T18:00:00+00:00,PT60M
30,0.31,60,0,0,0,0,0,17.8,0,0,0,0,34.6,0,48.3,1031.9,0,0,0,0,17,16,6.9,4.5,119,0,0,8.3,2023-09-02T19:00:00+00:00,PT60M
29,0.31,47,0,0,0,0,0,18.4,0,0,0,0,34.3,0,53.9,1032.2,0,0,0,0,15,12,5.5,3.6,129,0,0,6.9,2023-09-02T20:00:00+00:00,PT60M
28,0.31,30,0,0,0,0,0,19,0,0,0,0,33.4,0,59.7,1032.3,0,0,0,0,7,2,4.7,3.1,137,0,0,5.8,2023-09-02T21:00:00+00:00,PT60M
27,0.31,8,0,0,0,0,0,19.7,0,0,0,0,31.5,0,64.6,1032.1,0,0,0,0,3,356,4.5,3,141,0,0,5.9,2023-09-02T22:00:00+00:00,PT60M
26,0.31,-16,0,0,0,0,8.9,20.2,0,0,0,0,29.8,0,69.4,1031.9,0,0,0,0,359,354,4.6,2.9,140,0,0,6,2023-09-02T23:00:00+00:00,PT60M
26,0.31,-36,0,0,0,0,11.3,20.7,0,0,0,0,29.1,0,73.1,1031.8,0,0,0,0,352,348,4.9,3.1,135,0,0,6.1,2023-09-03T00:00:00+00:00,PT60M
26,0.31,-52,0,0,0,0,11.9,21,0,0,0,0,28.4,0,75.5,1031.7,0,0,0,0,344,341,5,3.3,126,0,0,6.2,2023-09-03T01:00:00+00:00,PT60M
25,0.31,-63,0,0,0,0,11.6,21.2,0,0,0,0,27.5,0,78.1,1031.6,0,0,0,0,338,336,5,3.3,115,0,0,6.2,2023-09-03T02:00:00+00:00,PT60M
25,0.31,-73,0,0,0,0,10.1,21.2,0,0,0,0,26.7,0,79.2,1031.5,0,0,0,0,335,333,4.8,3.1,103,1,0,6.1,2023-09-03T03:00:00+00:00,PT60M
25,0.31,-80,10,10,11,10,12.6,21.1,9,8,10,9,25.9,0,78,1031.6,0,0,0,0,334,334,4.3,2.7,90,6,0,5.9,2023-09-03T04:00:00+00:00,PT60M
26,0.31,-88,79,255,142,131,0,20.8,79,255,142,131,25.3,0,75.3,1031.8,0,0,0,0,335,336,4,2.8,77,10,0,6.2,2023-09-03T05:00:00+00:00,PT60M
26,0.31,-96,127,535,363,363,1.6,20.5,138,501,355,354,24.5,0,72.1,1031.9,0,0,0,0,340,340,4.3,3.5,64,6,0,7,2023-09-03T06:00:00+00:00,PT60M
26,0.31,-105,137,717,585,609,5.8,20.4,183,586,553,574,23.7,0,70.2,1031.9,0,0,0,0,344,345,4.6,3.9,52,2,0,7.4,2023-09-03T07:00:00+00:00,PT60M
27,0.31,-117,144,802,764,812,6.8,20,226,630,711,749,22.9,0,64.8,1031.8,0,0,0,0,348,348,4.5,3.9,39,1,0,7.5,2023-09-03T08:00:00+00:00,PT60M
28,0.31,-136,152,840,886,952,0,19.5,152,840,886,952,22.1,0,58.7,1031.5,0,0,0,0,349,349,4.3,3.8,29,0,0,7.6,2023-09-03T09:00:00+00:00,PT60M
30,0.31,-167,183,815,935,1006,0,18.7,183,815,935,1006,21.6,0,52.3,1030.8,0,0,0,0,350,350,4.2,3.7,23,0,0,7.5,2023-09-03T10:00:00+00:00,PT60M
31,0.31,155,187,806,923,991,0,18,187,806,923,991,21.3,0,46.6,1030.1,0,0,0,0,351,352,4.3,3.7,24,0,0,7.6,2023-09-03T11:00:00+00:00,PT60M
31,0.31,128,183,779,842,900,0,17.6,183,779,842,900,21.2,0,43.6,1029.3,0,0,0,0,349,351,4.8,4.1,32,0,0,7.7,2023-09-03T12:00:00+00:00,PT60M
32,0.31,112,168,734,701,740,0,17.4,168,734,701,740,21.6,0,42,1028.7,0,0,0,0,350,351,5.4,4.6,43,0,0,7.9,2023-09-03T13:00:00+00:00,PT60M
32,0.31,101,152,629,506,521,0,17.4,152,629,506,521,22.4,0,41.5,1028.3,0,0,0,0,354,354,5.8,4.9,56,0,0,7.9,2023-09-03T14:00:00+00:00,PT60M
32,0.31,93,119,437,281,276,0,17.6,119,437,281,276,23.5,0,41.5,1028.1,0,0,0,0,359,359,5.9,4.8,69,0,0,7.6,2023-09-03T15:00:00+00:00,PT60M
32,0.31,86,54,133,79,72,0,18,54,133,79,72,24.5,0,42.6,1028,0,0,0,0,5,6,5.7,4.3,82,0,0,6.7,2023-09-03T16:00:00+00:00,PT60M
32,0.31,78,1,0,1,1,0,18.6,1,0,1,1,25.4,0,46.2,1028.1,0,0,0,0,13,14,5.7,4,95,0,0,6,2023-09-03T17:00:00+00:00,PT60M
31,0.31,70,0,0,0,0,4,19.2,0,0,0,0,26.1,0,50.7,1028.4,0,0,0,0,21,21,6.3,4.1,107,0,0,6.4,2023-09-03T18:00:00+00:00,PT60M
30,0.31,60,0,0,0,0,9.8,19.7,0,0,0,0,26.6,0,54.2,1028.9,0,0,0,0,25,23,6.7,4.4,119,0,0,7.4,2023-09-03T19:00:00+00:00,PT60M
29,0.31,47,0,0,0,0,6.4,20.3,0,0,0,0,26.5,0,59.7,1029.2,0,0,0,0,21,18,6.1,4.1,129,0,0,7.4,2023-09-03T20:00:00+00:00,PT60M
28,0.31,30,0,0,0,0,4.9,21,0,0,0,0,26.1,0,65.8,1029.1,0,0,0,0,12,8,5.2,3.5,137,0,0,6.6,2023-09-03T21:00:00+00:00,PT60M
27,0.31,8,0,0,0,0,8.7,20.8,0,0,0,0,25.3,0,68.7,1029,0,0,0,0,3,359,4.4,3,142,0,0,5.9,2023-09-03T22:00:00+00:00,PT60M
26,0.31,-16,0,0,0,0,9.2,20.6,0,0,0,0,24.7,0,70.7,1029,0,0,0,0,1,357,3.9,2.6,141,0,0,5.4,2023-09-03T23:00:00+00:00,PT60M
26,0.31,-36,0,0,0,0,10.5,20.8,0,0,0,0,24.5,0,73.3,1028.6,0,0,0,0,3,359,3.4,2.3,135,0,0,4.6,2023-09-04T00:00:00+00:00,PT60M
26,0.31,-52,0,0,0,0,10.6,20.8,0,0,0,0,24.4,0,75,1028.2,0,0,0,0,3,358,2.8,1.9,126,0,0,4.1,2023-09-04T01:00:00+00:00,PT60M
25,0.31,-64,0,0,0,0,10,20.7,0,0,0,0,24.1,0,76.1,1028.1,0,0,0,0,1,354,2.2,1.5,115,0,0,3.7,2023-09-04T02:00:00+00:00,PT60M
25,0.31,-73,0,0,0,0,11.1,20.7,0,0,0,0,24,0,76.8,1027.9,0,0,0,0,355,348,1.8,1.2,103,0,0,3.5,2023-09-04T03:00:00+00:00,PT60M
25,0.31,-81,9,10,10,9,19,20.8,9,8,9,9,24.1,0,76.8,1027.9,0,0,0,0,349,342,1.6,1.2,90,0,0,3.4,2023-09-04T04:00:00+00:00,PT60M
26,0.31,-88,81,228,136,127,0.7,21,81,220,135,127,24,0,75.5,1028,0,0,0,0,349,342,1.5,1.2,77,0,0,3.4,2023-09-04T05:00:00+00:00,PT60M
26,0.31,-96,141,476,350,351,0,21.2,141,476,350,351,23.7,0,74.2,1027.8,0,0,0,0,350,347,1.7,1.4,64,0,0,3.9,2023-09-04T06:00:00+00:00,PT60M
26,0.31,-105,172,634,566,590,0,21.2,172,634,566,590,23.4,0,73.1,1028,0,0,0,0,353,352,2,1.8,52,0,0,4.5,2023-09-04T07:00:00+00:00,PT60M
27,0.31,-117,186,727,746,793,0,20.8,186,727,746,793,22.9,0,67.3,1028.1,0,0,0,0,354,354,2.2,2,40,0,0,4.8,2023-09-04T08:00:00+00:00,PT60M
28,0.31,-136,196,771,869,933,0,19.9,196,771,869,933,22.4,0,59.9,1027.9,0,0,0,0,348,350,2.4,2.2,29,0,0,5.2,2023-09-04T09:00:00+00:00,PT60M
30,0.31,-168,220,760,919,989,0,18.5,220,760,919,989,22.1,0,50.7,1027.6,0,0,0,0,346,347,2.8,2.5,23,0,0,5.8,2023-09-04T10:00:00+00:00,PT60M
31,0.31,155,222,752,906,973,0,17.3,222,752,906,973,22,0,43.1,1027.2,0,0,0,0,346,348,3,2.7,24,0,0,6,2023-09-04T11:00:00+00:00,PT60M
32,0.31,129,215,723,825,881,0,16.7,215,723,825,881,21.8,0,40.1,1026.6,0,0,0,0,344,347,3,2.7,33,0,0,6,2023-09-04T12:00:00+00:00,PT60M
33,0.31,113,208,648,677,714,0,16.4,208,648,677,714,21.8,0,38,1026,0,0,0,0,344,348,3,2.6,44,0,0,5.6,2023-09-04T13:00:00+00:00,PT60M
33,0.31,102,178,548,485,499,0,16.2,178,548,485,499,22.1,0,37.4,1025.6,0,0,0,0,349,352,2.8,2.4,56,0,0,5.3,2023-09-04T14:00:00+00:00,PT60M
33,0.31,93,126,388,269,265,0,16.2,126,388,269,265,22.6,0,37.4,1025.2,0,0,0,0,357,360,2.6,2.3,69,0,0,4.7,2023-09-04T15:00:00+00:00,PT60M
33,0.31,86,52,124,75,69,0,16.2,52,124,75,69,23.1,0,37.4,1025.3,0,0,0,0,8,13,2.4,2.1,82,0,0,4,2023-09-04T16:00:00+00:00,PT60M
32,0.31,78,0,0,0,0,0,16.6,0,0,0,0,23.3,0,39.9,1025.5,0,0,0,0,22,29,2.3,1.8,95,0,0,3.3,2023-09-04T17:00:00+00:00,PT60M
31,0.31,70,0,0,0,0,1.7,17,0,0,0,0,23.2,0,43.2,1025.8,0,0,0,0,35,44,2,1.4,107,0,0,2.8,2023-09-04T18:00:00+00:00,PT60M
31,0.31,60,0,0,0,0,3.4,17.2,0,0,0,0,23.1,0,43.4,1026.3,0,0,0,0,46,57,1.6,0.9,119,0,0,2,2023-09-04T19:00:00+00:00,PT60M
31,0.31,47,0,0,0,0,2.8,17.7,0,0,0,0,23.1,0,45.6,1026.5,0,0,0,0,45,47,1.2,0.5,130,0,0,1.5,2023-09-04T20:00:00+00:00,PT60M
30,0.31,30,0,0,0,0,12.7,18.6,0,0,0,0,23.4,0,50.5,1026.4,0,0,0,0,22,353,1.1,0.6,138,0,0,1.6,2023-09-04T21:00:00+00:00,PT60M
29,0.31,8,0,0,0,0,12.6,18.7,0,0,0,0,23.9,0,54.3,1026.6,0,0,0,0,8,344,1.1,0.9,142,0,0,2.2,2023-09-04T22:00:00+00:00,PT60M
28,0.31,-16,0,0,0,0,13.8,18.5,0,0,0,0,24,0,57.7,1026.6,0,0,0,0,10,354,1.2,1,141,0,0,2.9,2023-09-04T23:00:00+00:00,PT60M
27,0.31,-37,0,0,0,0,19.1,18.7,0,0,0,0,23.6,0,59.9,1026.5,0,0,0,0,12,0,1.5,1.2,135,0,0,3.2,2023-09-05T00:00:00+00:00,PT60M
27,0.31,-52,0,0,0,0,13,18.9,0,0,0,0,23.3,0,62.3,1026.6,0,0,0,0,16,3,1.5,1.2,126,14,0,3.4,2023-09-05T01:00:00+00:00,PT60M
26,0.31,-64,0,0,0,0,15.1,19.3,0,0,0,0,23.1,0,66,1026.8,0,0,0,0,25,6,1.2,1,115,48,0,3.5,2023-09-05T02:00:00+00:00,PT60M
26,0.31,-73,0,0,0,0,12.6,19.7,0,0,0,0,22.9,0,69.7,1027,0,0,0,0,36,15,0.9,0.6,103,91,0,3.2,2023-09-05T03:00:00+00:00,PT60M
26,0.31,-81,9,18,11,9,13.8,20.1,9,15,10,9,22.6,0,71.7,1027.3,0,0,0,0,60,27,0.6,0.3,90,145,0,2.9,2023-09-05T04:00:00+00:00,PT60M
26,0.31,-89,72,320,148,138,0,21,72,320,148,138,22.3,0,71.8,1027.6,0,0,0,0,101,86,0.5,0.2,77,210,0,2.8,2023-09-05T05:00:00+00:00,PT60M
27,0.31,-96,118,576,368,372,0,21.7,118,576,368,372,21.9,0,71.1,1028.1,0,0,0,0,132,141,0.7,0.6,65,145,0,2.9,2023-09-05T06:00:00+00:00,PT60M
28,0.31,-105,145,706,582,611,0,21.1,145,706,582,611,21.5,0,67,1028.5,0,0,0,0,137,137,1.2,1.1,52,22,0,3.6,2023-09-05T07:00:00+00:00,PT60M
29,0.31,-118,158,782,760,812,0,19.8,158,782,760,812,20.9,0,57.6,1028.6,0,0,0,0,131,129,1.6,1.4,40,0,0,4.5,2023-09-05T08:00:00+00:00,PT60M
31,0.31,-137,165,825,883,953,0,18.6,165,825,883,953,20.2,0,48.7,1028.6,0,0,0,0,126,122,1.4,1.3,29,0,0,4.8,2023-09-05T09:00:00+00:00,PT60M
32,0.31,-168,156,859,945,1023,0,16.8,156,859,945,1023,20,0,39.5,1028.6,0,0,0,0,109,104,0.9,1,23,0,0,4.7,2023-09-05T10:00:00+00:00,PT60M
34,0.31,155,154,858,932,1009,0,15.4,154,858,932,1009,19.8,0,33.2,1028.5,0,0,0,0,79,83,0.8,0.9,25,0,0,4.6,2023-09-05T11:00:00+00:00,PT60M
34,0.31,129,150,836,852,918,0,14.9,150,836,852,918,19.4,0,31.4,1028.1,0,0,0,0,68,72,0.8,0.8,33,0,0,4.5,2023-09-05T12:00:00+00:00,PT60M
35,0.31,113,145,782,707,753,0,14.6,145,782,707,753,19.1,0,30.2,1027.8,0,0,0,0,72,76,0.8,0.8,44,0,0,4.4,2023-09-05T13:00:00+00:00,PT60M
35,0.31,102,132,687,513,534,0,14.6,132,687,513,534,19.1,0,29.9,1027.6,0,0,0,0,81,87,1,1.1,56,0,0,4.4,2023-09-05T14:00:00+00:00,PT60M
34,0.31,94,104,515,290,287,0,14.4,104,515,290,287,19.2,0,30,1027.5,0,0,0,0,94,98,1.5,1.4,69,0,0,4.2,2023-09-05T15:00:00+00:00,PT60M
34,0.31,86,48,186,81,73,0,14,48,186,81,73,19.3,0,29.9,1027.7,0,0,0,0,104,107,1.8,1.7,82,0,0,4.1,2023-09-05T16:00:00+00:00,PT60M
33,0.31,79,0,0,0,0,0,15,0,0,0,0,19.4,0,34.2,1028,0,0,0,0,114,117,2,1.6,95,0,0,3.6,2023-09-05T17:00:00+00:00,PT60M
32,0.31,70,0,0,0,0,0.8,16.7,0,0,0,0,19.3,0,40.8,1028.5,0,0,0,0,127,134,2,1.5,108,0,0,2.8,2023-09-05T18:00:00+00:00,PT60M
32,0.31,60,0,0,0,0,0,17.5,0,0,0,0,19.2,0,42.6,1029.1,0,0,0,0,144,153,1.9,1.4,119,0,0,2.6,2023-09-05T19:00:00+00:00,PT60M
32,0.31,48,0,0,0,0,4.4,17.6,0,0,0,0,19.2,0,43.3,1029.5,0,0,0,0,157,170,1.5,1.1,130,0,0,2.4,2023-09-05T20:00:00+00:00,PT60M
31,0.31,30,0,0,0,0,6,17.6,0,0,0,0,19.3,0,45,1029.8,0,0,0,0,164,186,0.9,0.6,138,0,0,2,2023-09-05T21:00:00+00:00,PT60M
30,0.31,8,0,0,0,0,0.8,17.3,0,0,0,0,19.4,0,45.5,1030,0,0,0,0,151,270,0.3,0.2,142,0,0,1.8,2023-09-05T22:00:00+00:00,PT60M
30,0.31,-16,0,0,0,0,11,17.2,0,0,0,0,19.3,0,47,1030.2,0,0,0,0,60,5,0.4,0.4,141,0,0,1.9,2023-09-05T23:00:00+00:00,PT60M
29,0.31,-37,0,0,0,0,8.3,17.8,0,0,0,0,19,0,51.8,1030.3,0,0,0,0,60,24,0.7,0.5,136,0,0,2,2023-09-06T00:00:00+00:00,PT60M
28,0.31,-53,0,0,0,0,5.2,19,0,0,0,0,18.8,0,58.1,1030.4,0,0,0,0,82,34,0.7,0.4,126,6,0,1.8,2023-09-06T01:00:00+00:00,PT60M
28,0.31,-64,0,0,0,0,8.3,19.9,0,0,0,0,18.5,0,62.4,1030.4,0,0,0,0,106,60,0.7,0.2,115,54,0,1.7,2023-09-06T02:00:00+00:00,PT60M
28,0.31,-74,0,0,0,0,2.5,20,0,0,0,0,18.2,0,62.2,1030.5,0,0,0,0,129,153,0.8,0.2,103,138,0,1.7,2023-09-06T03:00:00+00:00,PT60M
28,0.31,-82,9,18,10,9,2.9,19.8,9,18,10,9,18.2,0,60.9,1030.6,0,0,0,0,152,189,0.9,0.3,91,232,0,1.6,2023-09-06T04:00:00+00:00,PT60M
29,0.31,-89,73,326,149,140,0,20.5,73,326,149,140,18.3,0,62.1,1030.9,0,0,0,0,163,196,0.8,0.4,78,356,0,1.6,2023-09-06T05:00:00+00:00,PT60M
29,0.31,-97,120,578,370,376,0,21.3,120,578,370,376,18.6,0,63.4,1031.6,0,0,0,0,164,173,0.7,0.4,65,370,0,1.9,2023-09-06T06:00:00+00:00,PT60M
29,0.31,-106,147,707,583,614,0,20.3,147,707,583,614,18.7,0,58.8,1031.9,0,0,0,0,150,147,0.7,0.5,52,156,0,2.7,2023-09-06T07:00:00+00:00,PT60M
31,0.31,-118,163,778,760,814,0,19.3,163,778,760,814,18.8,0,50.2,1032,0,0,0,0,128,128,0.8,0.8,40,0,0,3.5,2023-09-06T08:00:00+00:00,PT60M
33,0.31,-138,168,823,883,954,0,17.9,168,823,883,954,18.8,0,41.7,1032,0,0,0,0,104,104,0.8,0.8,30,0,0,3.8,2023-09-06T09:00:00+00:00,PT60M
34,0.31,-168,166,846,941,1021,0,16.4,166,846,941,1021,18.9,0,34.9,1031.9,0,0,0,0,55,64,0.5,0.5,24,0,0,4,2023-09-06T10:00:00+00:00,PT60M
35,0.31,156,165,842,927,1005,0,15.7,165,842,927,1005,19.1,0,31.1,1031.7,0,0,0,0,0,16,0.6,0.6,25,0,0,4.1,2023-09-06T11:00:00+00:00,PT60M
36,0.31,129,169,804,842,908,0,15.3,169,804,842,908,19.2,0,29.3,1031.2,0,0,0,0,4,13,1.3,1.1,33,0,0,4.2,2023-09-06T12:00:00+00:00,PT60M
37,0.31,113,185,697,685,728,0,15.2,185,697,685,728,19.5,0,28.1,1030.7,0,0,0,0,7,14,1.9,1.7,44,0,0,4.4,2023-09-06T13:00:00+00:00,PT60M
37,0.31,102,163,592,489,509,0,15.3,163,592,489,509,19.8,0,28.2,1030.4,0,0,0,0,8,15,2.4,2.2,57,0,0,4.6,2023-09-06T14:00:00+00:00,PT60M
36,0.31,94,118,426,271,269,0,15,118,426,271,269,20.2,0,28,1030,0,0,0,0,11,15,2.9,2.5,70,0,0,4.6,2023-09-06T15:00:00+00:00,PT60M
36,0.31,86,49,133,73,67,0,14.3,49,133,73,67,20.4,0,26.7,1029.9,0,0,0,0,15,19,3.2,2.4,83,0,0,3.8,2023-09-06T16:00:00+00:00,PT60M
36,0.31,79,0,0,0,0,11.1,13.6,0,0,0,0,20.4,0,26.3,1030,0,0,0,0,19,21,3.4,2.1,95,0,0,3,2023-09-06T17:00:00+00:00,PT60M
34,0.31,71,0,0,0,0,11.9,14.7,0,0,0,0,20.2,0,31,1030.4,0,0,0,0,24,21,4,2.2,108,0,0,3.4,2023-09-06T18:00:00+00:00,PT60M
33,0.31,61,0,0,0,0,10.7,17,0,0,0,0,19.9,0,38.5,1031,0,0,0,0,31,24,4.4,2.4,120,0,0,4.3,2023-09-06T19:00:00+00:00,PT60M
32,0.31,48,0,0,0,0,7.6,18,0,0,0,0,19.7,0,44.3,1031.3,0,0,0,0,37,26,4.1,2.3,130,0,0,4.2,2023-09-06T20:00:00+00:00,PT60M
31,0.31,30,0,0,0,0,7,18.2,0,0,0,0,19.6,0,47.7,1031.3,0,0,0,0,43,27,3.3,1.9,139,0,0,3.4,2023-09-06T21:00:00+00:00,PT60M
30,0.31,8,0,0,0,0,4.1,18,0,0,0,0,20.1,0,48.2,1031.2,0,0,0,0,53,30,2.5,1.4,143,0,0,2.7,2023-09-06T22:00:00+00:00,PT60M
