air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,cape,snowfall_rate,wind_gust,period_end,period
21,0.31,129,89,440,208,326,0,12.5,89,440,208,326,19.1,0,57.8,1040.1,0,0,0,0,3,2,6.7,5.2,75,0,0,8.6,2023-12-29T14:00:00+00:00,PT60M
20,0.31,120,31,112,46,73,0,12.2,31,112,46,73,18.7,0,59.1,1040.5,0,0,0,0,7,5,6.8,4.8,85,0,0,8,2023-12-29T15:00:00+00:00,PT60M
20,0.31,113,0,0,0,0,6.6,12.1,0,0,0,0,18.3,0,60.4,1040.9,0,0,0,0,13,10,6.7,4.3,97,0,0,7.5,2023-12-29T16:00:00+00:00,PT60M
19,0.31,106,0,0,0,0,13,11.6,0,0,0,0,17.7,0,62,1041.3,0,0,0,0,18,13,6.5,4,109,1,0,7.2,2023-12-29T17:00:00+00:00,PT60M
18,0.31,100,0,0,0,0,14.1,11.4,0,0,0,0,16.9,0,65.8,1041.4,0,0,0,0,18,11,6,3.6,122,0,0,6.7,2023-12-29T18:00:00+00:00,PT60M
17,0.31,94,0,0,0,0,15.9,11.6,0,0,0,0,16.6,0,70.1,1041.5,0,0,0,0,14,5,5.2,3.1,135,0,0,5.9,2023-12-29T19:00:00+00:00,PT60M
16,0.31,87,0,0,0,0,12.9,11.6,0,0,0,0,16.9,0,74.5,1041.7,0,0,0,0,8,356,4.4,2.7,148,0,0,5.2,2023-12-29T20:00:00+00:00,PT60M
15,0.31,74,0,0,0,0,13.6,11.5,0,0,0,0,17.7,0,77.8,1041.9,0,0,0,0,4,350,3.9,2.5,161,0,0,4.8,2023-12-29T21:00:00+00:00,PT60M
15,0.31,32,0,0,0,0,14.6,11.6,0,0,0,0,18.4,0,82,1041.6,0,0,0,0,5,347,3.5,2.3,171,0,0,4.6,2023-12-29T22:00:00+00:00,PT60M
14,0.32,-51,0,0,0,0,14,11.9,0,0,0,0,18.7,0,86,1041.3,0,0,0,0,4,342,3.1,2.1,169,0,0,4.6,2023-12-29T23:00:00+00:00,PT60M
14,0.32,-79,0,0,0,0,12.1,11.9,0,0,0,0,18.8,0,87.7,1041,0,0,0,0,354,332,3.1,2.2,157,0,0,4.6,2023-12-30T00:00:00+00:00,PT60M
14,0.32,-89,0,0,0,0,12.2,12,0,0,0,0,18.8,0,88.9,1040.7,0,0,0,0,341,323,3.5,2.6,144,0,0,5.1,2023-12-30T01:00:00+00:00,PT60M
14,0.32,-96,0,0,0,0,14.6,12.2,0,0,0,0,18.7,0,89.8,1040.6,0,0,0,0,333,318,4.1,2.9,131,0,0,5.4,2023-12-30T02:00:00+00:00,PT60M
14,0.32,-102,0,0,0,0,13.2,12.2,0,0,0,0,18.5,0,89.8,1040.6,0,0,0,0,332,318,4.3,2.9,118,0,0,5.3,2023-12-30T03:00:00+00:00,PT60M
14,0.32,-108,0,0,0,0,12,12.2,0,0,0,0,18,0,90.4,1040.7,0,0,0,0,337,323,4.1,2.6,106,0,0,5.1,2023-12-30T04:00:00+00:00,PT60M
14,0.32,-115,1,1,1,1,13.1,12.3,1,0,1,1,17.5,0,91,1041.1,0,0,0,0,343,328,4,2.6,94,0,0,5,2023-12-30T05:00:00+00:00,PT60M
14,0.32,-123,47,268,90,156,0.8,12.3,47,265,90,155,17.3,0,91.3,1041.6,0,0,0,0,341,328,3.9,2.7,82,0,0,5.2,2023-12-30T06:00:00+00:00,PT60M
14,0.32,-132,87,581,269,425,0,12.5,87,581,269,425,17.2,0,93.1,1042.1,0,0,0,0,336,326,3.8,2.8,72,0,0,5.7,2023-12-30T07:00:00+00:00,PT60M
15,0.32,-143,108,718,432,638,0,13.4,108,718,432,638,17.2,0,89.9,1042.6,0,0,0,0,335,329,3.6,2.9,63,0,0,6.1,2023-12-30T08:00:00+00:00,PT60M
17,0.32,-157,123,776,548,781,0,13.8,123,776,548,781,17.2,0,82.5,1042.5,0,0,0,0,337,334,3.6,3.1,57,0,0,6.4,2023-12-30T09:00:00+00:00,PT60M
18,0.32,-174,128,802,605,852,0,13.2,128,802,605,852,16.9,0,71.6,1042.2,0,0,0,0,339,338,3.8,3.3,54,0,0,6.9,2023-12-30T10:00:00+00:00,PT60M
20,0.32,169,128,800,597,843,0,12.5,128,800,597,843,16.4,0,61.8,1041.6,0,0,0,0,345,344,4,3.5,54,0,0,7.1,2023-12-30T11:00:00+00:00,PT60M
21,0.32,153,121,766,524,753,0,11.9,121,766,524,753,16.2,0,56.9,1040.8,0,0,0,0,354,353,4.1,3.6,58,0,0,7,2023-12-30T12:00:00+00:00,PT60M
21,0.32,140,104,693,395,590,0,11.4,104,693,395,590,16,0,53.4,1040.4,0,0,0,0,359,358,4.2,3.6,65,0,0,6.7,2023-12-30T13:00:00+00:00,PT60M
21,0.32,129,80,519,221,358,0,11.1,80,519,221,358,16,0,53,1040.4,0,0,0,0,360,358,4.1,3.4,75,0,0,6.1,2023-12-30T14:00:00+00:00,PT60M
20,0.32,120,30,159,51,90,0,11.4,30,159,51,90,16.1,0,56.6,1040.6,0,0,0,0,356,352,4.1,3,85,0,0,5.3,2023-12-30T15:00:00+00:00,PT60M
20,0.32,113,0,0,0,0,5.8,12,0,0,0,0,16.1,0,61.1,1040.7,0,0,0,0,357,349,4.2,2.6,97,0,0,4.9,2023-12-30T16:00:00+00:00,PT60M
19,0.32,106,0,0,0,0,3.2,11.6,0,0,0,0,16,0,63.2,1040.8,0,0,0,0,5,355,4.2,2.4,109,0,0,4.9,2023-12-30T17:00:00+00:00,PT60M
18,0.32,100,0,0,0,0,7.1,11.1,0,0,0,0,15.8,0,65.1,1040.9,0,0,0,0,14,4,4.2,2.2,122,0,0,4.8,2023-12-30T18:00:00+00:00,PT60M
17,0.32,94,0,0,0,0,12.1,11.1,0,0,0,0,15.5,0,67.6,1040.8,0,0,0,0,23,10,3.8,2,135,0,0,4.2,2023-12-30T19:00:00+00:00,PT60M
16,0.32,87,0,0,0,0,16.5,11.1,0,0,0,0,15.3,0,70.7,1040.9,0,0,0,0,33,12,3.1,1.6,148,0,0,3.5,2023-12-30T20:00:00+00:00,PT60M
16,0.32,74,0,0,0,0,7.9,11.2,0,0,0,0,15.2,0,74.1,1040.8,0,0,0,0,35,4,2.3,1.4,160,0,0,3.1,2023-12-30T21:00:00+00:00,PT60M
15,0.32,33,0,0,0,0,8.6,11.2,0,0,0,0,15.3,0,77.5,1040.6,0,0,0,0,17,342,1.6,1.4,171,0,0,3,2023-12-30T22:00:00+00:00,PT60M
15,0.32,-50,0,0,0,0,4.2,11.3,0,0,0,0,15.5,0,81.1,1040.6,0,0,0,0,346,323,1.6,1.6,169,0,0,3.2,2023-12-30T23:00:00+00:00,PT60M
14,0.32,-78,0,0,0,0,2.5,11.4,0,0,0,0,15.9,0,84.1,1040.6,0,0,0,0,327,316,2.3,2,157,0,0,4,2023-12-31T00:00:00+00:00,PT60M
14,0.32,-89,0,0,0,0,2.4,11.6,0,0,0,0,16.2,0,86.3,1040.5,0,0,0,0,323,316,3.2,2.4,144,0,0,4.7,2023-12-31T01:00:00+00:00,PT60M
14,0.32,-96,0,0,0,0,4.1,11.5,0,0,0,0,16.4,0,87.1,1040.4,0,0,0,0,325,318,3.8,2.5,131,0,0,5.1,2023-12-31T02:00:00+00:00,PT60M
13,0.32,-102,0,0,0,0,7.4,11.2,0,0,0,0,16.5,0,87.1,1040.3,0,0,0,0,328,318,3.8,2.4,119,0,0,5.2,2023-12-31T03:00:00+00:00,PT60M
13,0.32,-108,0,0,0,0,4.8,11.2,0,0,0,0,16.7,0,88,1040.6,0,0,0,0,325,313,3.8,2.3,106,0,0,5.1,2023-12-31T04:00:00+00:00,PT60M
13,0.32,-115,1,1,1,1,8.2,11.2,1,0,1,1,16.8,0,88.8,1041,0,0,0,0,319,307,3.7,2.3,94,0,0,4.9,2023-12-31T05:00:00+00:00,PT60M
13,0.32,-122,47,249,87,149,0.8,11.5,47,246,87,149,16.9,0,90,1041.5,0,0,0,0,314,303,3.3,2.2,82,0,0,4.6,2023-12-31T06:00:00+00:00,PT60M
14,0.32,-132,90,561,266,417,0,12,90,561,266,417,16.9,0,89.2,1041.9,0,0,0,0,308,303,2.9,2.1,72,0,0,4.6,2023-12-31T07:00:00+00:00,PT60M
16,0.32,-143,110,711,431,635,0,13,110,711,431,635,17.1,0,83.7,1042.2,0,0,0,0,309,308,2.8,2.3,63,0,0,4.9,2023-12-31T08:00:00+00:00,PT60M
17,0.32,-157,124,774,548,781,0,13.8,124,774,548,781,17.2,0,78.9,1042.1,0,0,0,0,318,318,3,2.6,57,0,0,5.4,2023-12-31T09:00:00+00:00,PT60M
18,0.32,-174,157,731,592,822,1.1,13.2,167,703,585,808,17.5,0,71.3,1041.6,0,0,0,0,326,328,3.3,2.9,53,0,0,6.1,2023-12-31T10:00:00+00:00,PT60M
20,0.32,169,160,715,581,806,16.3,12.3,270,369,485,601,17.9,0,63.3,1040.9,0,0,0,0,335,337,3.4,3,54,0,0,6.4,2023-12-31T11:00:00+00:00,PT60M
20,0.32,154,147,686,510,720,0,11.7,147,686,510,720,17.9,0,58.8,1040.3,0,0,0,0,344,346,3.4,2.9,58,0,0,6.3,2023-12-31T12:00:00+00:00,PT60M
21,0.32,140,119,631,385,566,7.4,11.2,155,476,358,499,18.1,0,55.2,1039.9,0,0,0,0,350,351,3.1,2.6,65,0,0,5.9,2023-12-31T13:00:00+00:00,PT60M
20,0.32,129,88,458,214,336,29.4,10.6,142,24,148,150,18.4,0,53.5,1040,0,0,0,0,354,355,2.8,2.4,74,0,0,5.4,2023-12-31T14:00:00+00:00,PT60M
20,0.32,120,32,130,49,81,25.4,10.7,36,26,41,46,18.8,0,55.1,1040.1,0,0,0,0,2,3,2.6,2.1,85,0,0,4.6,2023-12-31T15:00:00+00:00,PT60M
20,0.32,113,0,0,0,0,14.2,11.2,0,0,0,0,19.2,0,58.7,1040.3,0,0,0,0,16,17,2.3,1.6,97,0,0,3.9,2023-12-31T16:00:00+00:00,PT60M
19,0.32,106,0,0,0,0,20.4,11.4,0,0,0,0,19.4,0,63.1,1040.5,0,0,0,0,25,27,2.2,1.3,109,0,0,3.7,2023-12-31T17:00:00+00:00,PT60M
17,0.32,100,0,0,0,0,27.1,11.3,0,0,0,0,19.7,0,67.2,1040.9,0,0,0,0,23,21,2.4,1.4,122,0,0,3.8,2023-12-31T18:00:00+00:00,PT60M
17,0.32,94,0,0,0,0,15.9,11.5,0,0,0,0,19.9,0,71.2,1041,0,0,0,0,19,13,2.8,1.6,135,0,0,3.7,2023-12-31T19:00:00+00:00,PT60M
16,0.32,86,0,0,0,0,14.5,11.5,0,0,0,0,20.1,0,76.6,1041.3,0,0,0,0,17,8,3,1.8,148,0,0,3.4,2023-12-31T20:00:00+00:00,PT60M
15,0.32,74,0,0,0,0,13.2,11.3,0,0,0,0,20.1,0,80.9,1041.5,0,0,0,0,16,5,3,1.8,160,0,0,3.4,2023-12-31T21:00:00+00:00,PT60M
14,0.32,33,0,0,0,0,11.7,11,0,0,0,0,19.7,0,82.4,1041.6,0,0,0,0,18,4,2.6,1.6,171,0,0,3.4,2023-12-31T22:00:00+00:00,PT60M
14,0.32,-50,0,0,0,0,13.5,10.9,0,0,0,0,19.2,0,83.5,1041.8,0,0,0,0,20,360,2.2,1.4,169,0,0,3.2,2023-12-31T23:00:00+00:00,PT60M
14,0.32,-78,0,0,0,0,14.3,11.1,0,0,0,0,18.8,0,85.1,1041.8,0,0,0,0,13,352,2.1,1.5,157,0,0,3.2,2024-01-01T00:00:00+00:00,PT60M
13,0.32,-88,0,0,0,0,13.6,11.1,0,0,0,0,18.6,0,87.1,1041.6,0,0,0,0,3,345,2,1.5,144,0,0,3.2,2024-01-01T01:00:00+00:00,PT60M
13,0.32,-96,0,0,0,0,13.9,10.8,0,0,0,0,18.2,0,88.2,1041.5,0,0,0,0,356,338,2.1,1.6,131,0,0,3.4,2024-01-01T02:00:00+00:00,PT60M
13,0.32,-102,0,0,0,0,11.8,11.1,0,0,0,0,17.9,0,88.8,1041.4,0,0,0,0,355,333,2.2,1.7,119,0,0,3.8,2024-01-01T03:00:00+00:00,PT60M
13,0.32,-108,0,0,0,0,10.9,11.8,0,0,0,0,17.9,0,89.7,1041.6,0,0,0,0,350,328,2,1.8,106,0,0,4.1,2024-01-01T04:00:00+00:00,PT60M
14,0.32,-115,1,1,1,1,5.7,12,1,1,1,1,18,0,90.1,1042.1,0,0,0,0,340,319,1.9,1.8,94,0,0,4.3,2024-01-01T05:00:00+00:00,PT60M
14,0.32,-122,43,298,90,163,0.8,12.1,44,290,90,161,18.2,0,91.3,1042.4,0,0,0,0,332,315,1.9,1.8,82,0,0,4.4,2024-01-01T06:00:00+00:00,PT60M
14,0.32,-132,80,611,271,432,1.3,12.7,86,582,267,422,18.2,0,93.7,1042.6,0,0,0,0,330,318,2.1,1.9,72,0,0,4.6,2024-01-01T07:00:00+00:00,PT60M
15,0.32,-143,96,753,436,648,1.8,13.8,110,707,427,629,18.3,0,91.7,1042.8,0,0,0,0,332,327,2.2,2,63,0,0,4.6,2024-01-01T08:00:00+00:00,PT60M
17,0.32,-157,104,823,554,796,0,14.5,104,823,554,796,18.4,0,85.2,1042.5,0,0,0,0,334,333,2.4,2.2,57,0,0,5,2024-01-01T09:00:00+00:00,PT60M
18,0.32,-173,110,844,612,867,0,13.5,110,844,612,867,18,0,73.7,1041.7,0,0,0,0,340,338,2.7,2.4,53,0,0,5.7,2024-01-01T10:00:00+00:00,PT60M
20,0.32,170,107,848,607,861,0,12.4,107,848,607,861,17.5,0,63.6,1040.8,0,0,0,0,350,348,3,2.7,54,0,0,6.2,2024-01-01T11:00:00+00:00,PT60M
20,0.32,154,102,815,534,771,0,12,102,815,534,771,17.6,0,60.4,1040,0,0,0,0,1,360,3.4,3,58,0,0,6.4,2024-01-01T12:00:00+00:00,PT60M
20,0.32,140,96,724,401,603,0,11.7,96,724,401,603,17.8,0,58.1,1039.4,0,0,0,0,7,7,3.7,3.2,65,0,0,6.5,2024-01-01T13:00:00+00:00,PT60M
20,0.32,129,75,554,228,372,0,11.2,75,554,228,372,18.2,0,56.6,1039.1,0,0,0,0,9,8,3.9,3.3,74,0,0,6.4,2024-01-01T14:00:00+00:00,PT60M
20,0.32,120,30,188,55,100,0,11.2,30,188,55,100,18.6,0,57.5,1039.2,0,0,0,0,4,1,4.1,3.1,85,0,0,5.9,2024-01-01T15:00:00+00:00,PT60M
20,0.32,113,0,0,0,0,10.7,11.5,0,0,0,0,19.2,0,59.7,1039.7,0,0,0,0,353,347,4.4,2.9,97,0,0,5.7,2024-01-01T16:00:00+00:00,PT60M
19,0.32,106,0,0,0,0,15.3,11.6,0,0,0,0,19.9,0,64,1040.1,0,0,0,0,348,340,4.6,2.8,109,0,0,5.6,2024-01-01T17:00:00+00:00,PT60M
17,0.32,100,0,0,0,0,15.5,11.5,0,0,0,0,20.5,0,69.2,1040.4,0,0,0,0,354,346,4.2,2.4,122,0,0,5,2024-01-01T18:00:00+00:00,PT60M
16,0.32,94,0,0,0,0,16.5,11.6,0,0,0,0,20.7,0,73.3,1040.6,0,0,0,0,4,353,3.5,2.1,134,0,0,4.2,2024-01-01T19:00:00+00:00,PT60M
16,0.32,86,0,0,0,0,17.2,11.6,0,0,0,0,20.8,0,76.1,1040.8,0,0,0,0,7,349,2.9,1.8,147,2,0,3.6,2024-01-01T20:00:00+00:00,PT60M
15,0.32,74,0,0,0,0,20.9,11.4,0,0,0,0,20.9,0,77.8,1040.8,0,0,0,0,3,344,2.5,1.6,160,11,0,3.5,2024-01-01T21:00:00+00:00,PT60M
15,0.32,34,0,0,0,0,15.2,11.6,0,0,0,0,20.7,0,81.4,1040.9,0,0,0,0,354,337,2.1,1.4,171,18,0,3.3,2024-01-01T22:00:00+00:00,PT60M
14,0.32,-49,0,0,0,0,11.9,11.9,0,0,0,0,20.6,0,85.2,1041,0,0,0,0,332,318,2.1,1.4,169,24,0,3.3,2024-01-01T23:00:00+00:00,PT60M
14,0.32,-78,0,0,0,0,13.7,11.7,0,0,0,0,20.6,0,86.3,1040.9,0,0,0,0,312,304,2.6,1.7,157,35,0,3.8,2024-01-02T00:00:00+00:00,PT60M
14,0.32,-88,0,0,0,0,15.1,11.4,0,0,0,0,20.6,0,86.6,1040.8,0,0,0,0,306,302,3.3,2,144,40,0,4.3,2024-01-02T01:00:00+00:00,PT60M
13,0.32,-95,0,0,0,0,14.5,11,0,0,0,0,20.6,0,86.5,1040.8,0,0,0,0,305,302,3.9,2.3,132,39,0,4.7,2024-01-02T02:00:00+00:00,PT60M
13,0.32,-102,0,0,0,0,12.9,10.6,0,0,0,0,20.5,0,85.1,1040.8,0,0,0,0,303,300,4.2,2.5,119,31,0,5.1,2024-01-02T03:00:00+00:00,PT60M
13,0.32,-108,0,0,0,0,12.9,10.4,0,0,0,0,20.5,0,83.7,1040.9,0,0,0,0,302,298,4.2,2.4,106,19,0,5.2,2024-01-02T04:00:00+00:00,PT60M
13,0.32,-114,1,2,1,1,5.7,10.5,1,2,1,1,20.6,0,84.2,1041.4,0,0,0,0,302,298,4,2.3,94,11,0,5,2024-01-02T05:00:00+00:00,PT60M
14,0.32,-122,40,337,92,173,0,11,40,337,92,173,21,0,84.6,1041.9,0,0,0,0,306,302,3.8,2.2,83,5,0,4.6,2024-01-02T06:00:00+00:00,PT60M
14,0.32,-131,71,647,272,440,0,11.4,71,647,272,440,21.3,0,83.3,1042.4,0,0,0,0,312,310,3.6,2.4,72,1,0,5,2024-01-02T07:00:00+00:00,PT60M
16,0.32,-143,84,782,436,652,0.5,12.1,88,770,434,648,21.3,0,78.7,1042.9,0,0,0,0,318,318,3.4,2.8,63,0,0,5.6,2024-01-02T08:00:00+00:00,PT60M
18,0.32,-157,93,839,554,797,28.6,12.6,240,286,391,477,21.1,0,72.8,1042.7,0,0,0,0,324,325,3.7,3.2,57,0,0,6.4,2024-01-02T09:00:00+00:00,PT60M
19,0.32,-173,120,810,604,850,34,12.4,331,113,399,432,20.9,0,65.8,1042.3,0,0,0,0,335,336,4.3,3.7,53,0,0,7.2,2024-01-02T10:00:00+00:00,PT60M
20,0.32,170,117,813,598,843,33.7,12,328,116,397,430,20.7,0,60,1041.8,0,0,0,0,342,343,4.8,4,54,0,0,7.6,2024-01-02T11:00:00+00:00,PT60M
20,0.32,154,108,791,528,759,19,11.6,238,354,429,542,20.6,0,57.2,1041.3,0,0,0,0,343,344,4.9,4.1,58,0,0,7.4,2024-01-02T12:00:00+00:00,PT60M
21,0.32,140,93,726,401,602,6.1,11.4,131,584,373,538,20.6,0,55.6,1041,0,0,0,0,349,350,4.8,4,65,2,0,7.2,2024-01-02T13:00:00+00:00,PT60M
21,0.32,129,70,586,232,382,0,11.5,70,586,232,382,20.8,0,55.8,1041.1,0,0,0,0,357,358,4.4,3.6,74,5,0,6.4,2024-01-02T14:00:00+00:00,PT60M
21,0.32,120,29,230,59,113,5.8,11.4,29,209,58,108,21,0,56.3,1041.5,0,0,0,0,4,6,3.8,2.8,85,9,0,5.1,2024-01-02T15:00:00+00:00,PT60M
20,0.32,113,0,0,0,0,19.6,11.8,0,0,0,0,20.8,0,58.7,1041.7,0,0,0,0,14,18,3,1.9,97,10,0,3.9,2024-01-02T16:00:00+00:00,PT60M
19,0.32,106,0,0,0,0,17,12,0,0,0,0,20.5,0,63.1,1041.7,0,0,0,0,22,27,2.5,1.5,109,4,0,3.3,2024-01-02T17:00:00+00:00,PT60M
18,0.32,100,0,0,0,0,16.3,12.1,0,0,0,0,20.1,0,66.9,1042,0,0,0,0,24,24,2.5,1.4,121,1,0,3.3,2024-01-02T18:00:00+00:00,PT60M
18,0.32,94,0,0,0,0,14.5,12.4,0,0,0,0,19.8,0,70.2,1042.2,0,0,0,0,25,19,2.5,1.4,134,0,0,3.2,2024-01-02T19:00:00+00:00,PT60M
17,0.32,86,0,0,0,0,15.9,12.2,0,0,0,0,19.8,0,73.6,1042.3,0,0,0,0,27,18,2.5,1.3,147,0,0,2.8,2024-01-02T20:00:00+00:00,PT60M
16,0.32,74,0,0,0,0,14.8,12,0,0,0,0,19.7,0,76.9,1042.4,0,0,0,0,28,15,2.2,1.2,160,0,0,2.7,2024-01-02T21:00:00+00:00,PT60M
16,0.32,34,0,0,0,0,12.7,12.1,0,0,0,0,19.2,0,79.7,1042.5,0,0,0,0,22,5,1.8,1.1,171,0,0,2.7,2024-01-02T22:00:00+00:00,PT60M
15,0.32,-48,0,0,0,0,14.4,12.2,0,0,0,0,18.6,0,82.8,1042.4,0,0,0,0,10,355,1.7,1.2,169,0,0,2.8,2024-01-02T23:00:00+00:00,PT60M
15,0.32,-77,0,0,0,0,11,12.2,0,0,0,0,18.4,0,85.8,1042.1,0,0,0,0,359,344,1.8,1.3,157,0,0,3,2024-01-03T00:00:00+00:00,PT60M
14,0.32,-88,0,0,0,0,10.4,12,0,0,0,0,18.3,0,87.8,1041.9,0,0,0,0,346,331,1.9,1.3,145,0,0,3.2,2024-01-03T01:00:00+00:00,PT60M
14,0.32,-95,0,0,0,0,10.9,12,0,0,0,0,18.4,0,88.9,1041.9,0,0,0,0,340,324,1.9,1.3,132,0,0,3.2,2024-01-03T02:00:00+00:00,PT60M
14,0.32,-101,0,0,0,0,11.2,12.1,0,0,0,0,18.4,0,89.5,1041.8,0,0,0,0,340,326,1.9,1.2,119,0,0,3.2,2024-01-03T03:00:00+00:00,PT60M
14,0.32,-108,0,0,0,0,11.9,12.2,0,0,0,0,18.3,0,89.5,1041.8,0,0,0,0,335,317,1.5,1,106,0,0,3.3,2024-01-03T04:00:00+00:00,PT60M
14,0.32,-114,1,3,1,2,5.9,12.4,1,3,1,2,18,0,89.8,1042.2,0,0,0,0,322,304,1.2,0.9,94,0,0,3.2,2024-01-03T05:00:00+00:00,PT60M
14,0.32,-122,35,407,97,192,0,12.7,35,407,97,192,17.7,0,91,1042.4,0,0,0,0,313,303,1,0.8,83,0,0,3.1,2024-01-03T06:00:00+00:00,PT60M
15,0.32,-131,61,709,281,460,0,12.9,61,709,281,460,17.3,0,88.7,1042.8,0,0,0,0,303,302,1,0.8,72,0,0,3,2024-01-03T07:00:00+00:00,PT60M
17,0.32,-143,73,827,446,671,0,13,73,827,446,671,17.2,0,79.4,1043.2,0,0,0,0,303,304,1.2,1,63,0,0,3.2,2024-01-03T08:00:00+00:00,PT60M
18,0.32,-157,77,891,566,820,0,13.2,77,891,566,820,16.9,0,72.8,1042.9,0,0,0,0,324,324,1.7,1.5,57,0,0,4,2024-01-03T09:00:00+00:00,PT60M
19,0.32,-173,79,914,625,891,0,12.9,79,914,625,891,17.2,0,67.8,1042.1,0,0,0,0,345,345,2.4,2.1,53,0,0,5.2,2024-01-03T10:00:00+00:00,PT60M
20,0.32,170,79,910,618,882,0,12.4,79,910,618,882,17.4,0,62,1041.2,0,0,0,0,358,358,3.2,2.8,54,0,0,6.1,2024-01-03T11:00:00+00:00,PT60M
20,0.32,154,82,867,545,791,0.7,12,87,850,541,784,17.3,0,58.9,1040.4,0,0,0,0,6,6,3.5,3,58,0,0,6.4,2024-01-03T12:00:00+00:00,PT60M
21,0.32,140,88,752,409,616,1.3,11.6,98,720,403,603,17.3,0,56.3,1040,0,0,0,0,11,10,3.3,2.8,65,0,0,6.1,2024-01-03T13:00:00+00:00,PT60M
21,0.32,129,71,594,237,389,0,11.3,71,594,237,389,17.2,0,55.4,1039.9,0,0,0,0,11,9,3.2,2.8,74,0,0,5.7,2024-01-03T14:00:00+00:00,PT60M
20,0.32,120,30,228,61,115,0,11.4,30,228,61,115,16.8,0,57.3,1040,0,0,0,0,7,4,3.4,2.7,85,0,0,4.9,2024-01-03T15:00:00+00:00,PT60M
20,0.32,113,0,0,0,0,6.1,11.9,0,0,0,0,16.5,0,61.3,1040.2,0,0,0,0,1,355,3.7,2.4,96,0,0,4,2024-01-03T16:00:00+00:00,PT60M
19,0.32,106,0,0,0,0,11.2,11.9,0,0,0,0,16.4,0,62.6,1040.5,0,0,0,0,0,351,3.7,2.2,109,0,0,3.2,2024-01-03T17:00:00+00:00,PT60M
19,0.32,100,0,0,0,0,15.4,11.6,0,0,0,0,16.3,0,61.8,1040.8,0,0,0,0,4,353,3.3,1.9,121,0,0,2.7,2024-01-03T18:00:00+00:00,PT60M
19,0.32,94,0,0,0,0,15,11.8,0,0,0,0,16.4,0,64.4,1040.9,0,0,0,0,9,355,2.8,1.6,134,0,0,2.8,2024-01-03T19:00:00+00:00,PT60M
18,0.32,86,0,0,0,0,13.3,12.1,0,0,0,0,16.7,0,70.2,1041,0,0,0,0,18,358,2.5,1.4,147,0,0,3.1,2024-01-03T20:00:00+00:00,PT60M
16,0.32,74,0,0,0,0,13.4,12.1,0,0,0,0,16.9,0,76,1041,0,0,0,0,25,2,2.1,1.3,160,0,0,3,2024-01-03T21:00:00+00:00,PT60M
16,0.32,34,0,0,0,0,16.5,12.1,0,0,0,0,17.2,0,80.2,1041.1,0,0,0,0,28,2,1.7,1.2,171,0,0,2.8,2024-01-03T22:00:00+00:00,PT60M
15,0.32,-48,0,0,0,0,15.2,12.3,0,0,0,0,17.3,0,83.1,1041.3,0,0,0,0,22,355,1.5,1.1,169,1,0,2.9,2024-01-03T23:00:00+00:00,PT60M
15,0.32,-77,0,0,0,0,18.5,12.2,0,0,0,0,17.3,0,85.8,1041.1,0,0,0,0,10,347,1.7,1.3,157,2,0,3.1,2024-01-04T00:00:00+00:00,PT60M
14,0.32,-88,0,0,0,0,15.9,12,0,0,0,0,17.3,0,88,1040.9,0,0,0,0,359,337,2.1,1.5,145,2,0,3.3,2024-01-04T01:00:00+00:00,PT60M
13,0.32,-95,0,0,0,0,21.4,11.5,0,0,0,0,17.2,0,89.4,1040.7,0,0,0,0,349,327,2.3,1.7,132,3,0,3.5,2024-01-04T02:00:00+00:00,PT60M
13,0.32,-101,0,0,0,0,13,11.4,0,0,0,0,16.9,0,89.7,1040.3,0,0,0,0,346,325,2.3,1.7,119,3,0,3.6,2024-01-04T03:00:00+00:00,PT60M
13,0.32,-107,0,0,0,0,16.8,11.7,0,0,0,0,16.7,0,89.7,1040.4,0,0,0,0,349,324,2.1,1.5,106,2,0,3.4,2024-01-04T04:00:00+00:00,PT60M
13,0.32,-114,1,3,1,2,8.3,11.5,1,3,1,2,16.7,0,90.3,1040.7,0,0,0,0,349,322,2.1,1.6,94,1,0,3.3,2024-01-04T05:00:00+00:00,PT60M
13,0.32,-122,38,377,95,184,0,12,38,377,95,184,17,0,91.8,1041,0,0,0,0,342,323,2.3,1.9,83,0,0,3.7,2024-01-04T06:00:00+00:00,PT60M
14,0.32,-131,79,618,271,432,0,12.8,79,618,271,432,17.3,0,92.8,1041.4,0,0,0,0,338,326,2.6,2.1,72,0,0,4.3,2024-01-04T07:00:00+00:00,PT60M
16,0.32,-143,95,757,437,648,0,13.6,95,757,437,648,17.4,0,87.1,1041.7,0,0,0,0,337,331,2.7,2.2,63,0,0,4.9,2024-01-04T08:00:00+00:00,PT60M
18,0.32,-157,102,827,557,799,0,13.8,102,827,557,799,17.4,0,78.2,1041.5,0,0,0,0,338,337,3,2.6,57,0,0,5.6,2024-01-04T09:00:00+00:00,PT60M
19,0.32,-173,96,877,621,880,0,13.2,96,877,621,880,17.5,0,70.9,1040.8,0,0,0,0,343,342,3.7,3.2,53,0,0,6.5,2024-01-04T10:00:00+00:00,PT60M
