datetime,ghi,location,latitude,longitude
2024-07-31,5564.025,somalia_location1,3.107191,43.637153
2024-08-01,2880.105,somalia_location1,3.107191,43.637153
2024-08-02,4355.723,somalia_location1,3.107191,43.637153
2024-08-03,3117.924,somalia_location1,3.107191,43.637153
2024-08-04,4837.309,somalia_location1,3.107191,43.637153
2024-08-05,5620.677,somalia_location1,3.107191,43.637153
2024-08-06,5412.731,somalia_location1,3.107191,43.637153
2024-08-07,267.142,somalia_location1,3.107191,43.637153
2024-08-08,4711.805,somalia_location1,3.107191,43.637153
2024-08-09,1760.847,somalia_location1,3.107191,43.637153
2024-08-10,5617.182,somalia_location1,3.107191,43.637153
2024-08-11,4194.562,somalia_location1,3.107191,43.637153
2024-08-12,5823.009,somalia_location1,3.107191,43.637153
2024-08-13,4746.386,somalia_location1,3.107191,43.637153
2024-08-14,3960.194,somalia_location1,3.107191,43.637153
2024-08-15,5266.918,somalia_location1,3.107191,43.637153
2024-08-16,6536.369,somalia_location1,3.107191,43.637153
2024-08-17,4191.973,somalia_location1,3.107191,43.637153
2024-08-18,4552.407,somalia_location1,3.107191,43.637153
2024-08-19,6019.737,somalia_location1,3.107191,43.637153
2024-08-20,3094.98,somalia_location1,3.107191,43.637153
2024-08-21,2181.232,somalia_location1,3.107191,43.637153
2024-08-22,3338.234,somalia_location1,3.107191,43.637153
2024-08-23,4523.874,somalia_location1,3.107191,43.637153
2024-08-24,4783.331,somalia_location1,3.107191,43.637153
2024-08-25,4326.483,somalia_location1,3.107191,43.637153
2024-08-26,5096.357,somalia_location1,3.107191,43.637153
2024-08-27,3798.755,somalia_location1,3.107191,43.637153
2024-08-28,5327.938,somalia_location1,3.107191,43.637153
2024-08-29,4310.79,somalia_location1,3.107191,43.637153
2024-08-30,6531.657,somalia_location1,3.107191,43.637153
2024-08-31,5279.436,somalia_location1,3.107191,43.637153
2024-09-01,6063.466,somalia_location1,3.107191,43.637153
2024-09-02,6639.607,somalia_location1,3.107191,43.637153
2024-09-03,6029.111,somalia_location1,3.107191,43.637153
2024-09-04,6039.494,somalia_location1,3.107191,43.637153
