Day,Temperature,Temperature (SAT),Rain
"",Degree Celsius,Degree Celsius,mm
01-August-21,23.62,22.50,0.00
02-August-21,21.99,22.11,0.00
03-August-21,24.06,24.45,1.20
04-August-21,25.32,24.92,0.00
05-August-21,25.49,25.73,0.00
06-August-21,24.92,24.62,0.00
07-August-21,25.37,24.82,0.00
08-August-21,23.74,24.69,1.20
09-August-21,21.67,25.22,7.60
10-August-21,21.94,22.88,25.60
11-August-21,23.32,23.75,3.20
12-August-21,23.42,24.34,14.80
13-August-21,24.25,24.35,17.00
14-August-21,21.72,23.53,5.20
15-August-21,21.47,23.25,4.60
16-August-21,23.44,23.78,0.00
17-August-21,23.94,23.56,0.40
18-August-21,24.51,22.95,0.00
19-August-21,23.85,23.93,0.00
20-August-21,22.24,24.55,19.00
21-August-21,22.53,24.25,6.80
22-August-21,22.12,23.42,4.40
23-August-21,23.44,24.75,0.00
24-August-21,22.86,23.60,20.20
25-August-21,23.48,24.65,0.00
26-August-21,24.15,24.57,0.20
27-August-21,24.46,25.19,0.00
28-August-21,24.81,25.57,0.00
29-August-21,24.23,24.62,0.00
30-August-21,23.80,23.48,0.00
31-August-21,24.59,24.31,1.00
Average,23.57,24.14,
Maximum,25.49,25.73,25.60
Minimum,21.47,22.11,0.00
Total,,,132.40
Day,GHI (1) GHI (2),GHI (SAT),,GHI (1) vs (2),GHI (1) vs (SAT)
"",2kWh/m 2 /day kWh/m 2 /day,kWh/m /day,,%,%
01 August '21,5.28 5.29,5.20,,-0.25,1.50
02 August '21,4.12 4.14,3.20,,-0.34,22.53
03 August '21,6.72 6.74,6.89,,-0.34,-2.46
04 August '21,6.67 6.68,6.75,,-0.23,-1.28
05 August '21,7.20 7.23,7.02,,-0.32,2.61
06 August '21,6.50 6.52,6.39,,-0.29,1.80
07 August '21,5.93 5.96,6.54,,-0.42,-10.14
08 August '21,5.42 5.44,5.45,,-0.30,-0.46
09 August '21,3.04 3.05,3.85,,-0.32,-26.65
10 August '21,6.07 6.09,5.83,,-0.32,3.92
11 August '21,6.74 6.78,6.70,,-0.56,0.61
12 August '21,7.08 7.11,6.73,,-0.42,4.89
13 August '21,7.20 7.22,7.06,,-0.37,1.85
14 August '21,6.17 6.19,6.31,,-0.34,-2.27
15 August '21,5.35 5.37,5.24,,-0.37,1.96
16 August '21,6.43 6.44,6.17,,-0.16,4.06
17 August '21,7.20 7.22,6.89,,-0.24,4.41
18 August '21,7.42 7.44,7.16,,-0.34,3.42
19 August '21,6.62 6.64,6.35,,-0.34,4.17
20 August '21,6.10 6.12,5.91,,-0.25,3.06
21 August '21,7.36 7.39,7.01,,-0.35,4.74
22 August '21,6.13 6.13,6.16,,-0.05,-0.56
23 August '21,6.92 6.95,7.16,,-0.50,-3.51
24 August '21,6.68 6.70,6.49,,-0.32,2.84
25 August '21,7.30 7.33,7.41,,-0.43,-1.44
26 August '21,7.72 7.75,7.51,,-0.37,2.72
