Day,Temperature,Temperature (SAT),Rain
"",Degree Celsius,Degree Celsius,mm
01-April-20,26.15,24.00,0.00
02-April-20,26.30,24.27,0.00
03-April-20,26.24,24.30,0.00
04-April-20,26.11,24.28,0.00
05-April-20,25.84,24.72,0.00
06-April-20,25.65,24.65,0.00
07-April-20,26.64,24.55,0.00
08-April-20,26.78,24.50,0.00
09-April-20,26.85,24.20,0.00
10-April-20,26.30,23.78,0.00
11-April-20,26.27,23.23,0.00
12-April-20,24.43,23.32,8.40
13-April-20,22.81,22.53,5.60
14-April-20,23.01,23.34,0.00
15-April-20,24.36,23.01,0.00
16-April-20,24.93,23.43,15.20
17-April-20,23.96,21.22,7.00
18-April-20,22.48,20.75,2.60
19-April-20,22.66,22.29,17.20
20-April-20,20.81,21.58,5.60
21-April-20,22.32,20.94,0.20
22-April-20,22.69,21.90,6.80
23-April-20,22.33,22.66,0.20
24-April-20,23.37,21.89,0.00
25-April-20,24.03,22.37,0.00
26-April-20,24.00,22.11,0.00
27-April-20,24.39,22.68,10.40
28-April-20,22.54,23.56,9.80
29-April-20,23.52,22.29,6.40
30-April-20,22.87,23.03,4.60
Average,24.36,23.05,
Maximum,26.85,24.72,17.20
Minimum,20.81,20.75,0.00
Total,,,100.00
Day,GHI (1) GHI (2),GHI (SAT),,GHI (1) vs (2),GHI (1) vs (SAT)
"",2kWh/m 2 /day kWh/m 2 /day,kWh/m /day,,%,%
01 April '20,7.34 7.37,7.24,,-0.47,1.33
02 April '20,7.57 7.60,7.65,,-0.30,-1.03
03 April '20,6.82 6.85,7.25,,-0.40,-6.25
04 April '20,6.82 6.84,7.00,,-0.37,-2.67
05 April '20,6.74 6.77,6.66,,-0.49,1.15
06 April '20,6.82 6.85,7.04,,-0.42,-3.18
07 April '20,7.42 7.45,7.60,,-0.44,-2.36
08 April '20,7.43 7.46,7.51,,-0.39,-1.11
09 April '20,6.70 6.73,6.62,,-0.43,1.23
10 April '20,6.53 6.55,6.42,,-0.39,1.58
11 April '20,6.25 6.28,6.43,,-0.42,-2.74
12 April '20,5.19 5.21,5.43,,-0.44,-4.70
13 April '20,5.19 5.21,5.23,,-0.45,-0.87
14 April '20,5.92 5.95,5.85,,-0.43,1.33
15 April '20,7.25 7.27,6.68,,-0.24,7.84
16 April '20,6.10 6.12,6.14,,-0.32,-0.71
17 April '20,6.70 6.72,6.71,,-0.29,-0.18
18 April '20,4.70 4.72,4.02,,-0.37,14.35
19 April '20,5.11 5.13,5.63,,-0.49,-10.18
20 April '20,2.18 2.19,1.78,,-0.23,18.67
21 April '20,4.18 4.20,2.84,,-0.32,32.21
22 April '20,5.46 5.48,4.63,,-0.27,15.25
