time,G(i),H_sun,T2m,WS10m,Int
20061106:0309,0.0,0.0,7.01,2.21,0.0
20061106:0409,16.6,2.64,6.72,2.07,0.0
20061106:0509,98.67,13.48,7.41,1.66,0.0
20061106:0609,78.99,23.16,9.58,1.72,0.0
20061106:0709,680.89,31.04,10.73,1.93,0.0
20061106:0809,722.66,36.29,11.59,2.0,0.0
20061106:0909,892.16,38.08,12.43,2.55,0.0
20061106:1009,821.24,36.07,12.9,2.9,0.0
20061106:1109,583.42,30.63,13.06,2.83,0.0
20061106:1209,306.12,22.62,13.19,2.83,0.0
20061106:1309,227.33,12.85,13.19,2.69,0.0
20061106:1409,0.0,0.0,12.8,1.66,0.0
20061106:1509,0.0,0.0,12.3,1.59,0.0
20061106:1609,0.0,0.0,11.76,1.66,0.0
20061106:1709,0.0,0.0,11.19,1.45,0.0
20061106:1809,0.0,0.0,10.81,1.31,0.0
20061106:1909,0.0,0.0,10.44,1.17,0.0
20061106:2009,0.0,0.0,9.67,1.66,0.0
20061106:2109,0.0,0.0,8.9,1.86,0.0
20061106:2209,0.0,0.0,8.46,1.72,0.0
20061106:2309,0.0,0.0,8.0,1.66,0.0
20061107:0009,0.0,0.0,7.82,1.66,0.0
20061107:0109,0.0,0.0,7.69,1.72,0.0
20061107:0209,0.0,0.0,7.64,1.72,0.0
20061107:0309,0.0,0.0,7.78,1.72,0.0
20061107:0409,22.76,2.44,7.68,1.86,0.0
20061107:0509,323.99,13.26,8.32,1.59,0.0
20061107:0609,596.69,22.91,10.56,1.72,0.0
20061107:0709,798.78,30.77,12.21,2.14,0.0
20061107:0809,921.33,36.0,13.47,3.03,0.0
20061107:0909,976.82,37.79,14.26,3.38,0.0
20061107:1009,866.33,35.78,14.41,3.52,0.0
20061107:1109,501.95,30.38,14.74,3.86,0.0
20061107:1209,575.52,22.4,14.86,4.0,0.0
20061107:1309,325.4,12.66,14.5,3.52,0.0
20061107:1409,0.0,0.0,13.96,2.41,0.0
20061107:1509,0.0,0.0,12.88,1.79,0.0
20061107:1609,0.0,0.0,11.59,1.59,0.0
20061107:1709,0.0,0.0,10.59,1.66,0.0
20061107:1809,0.0,0.0,10.07,2.0,0.0
20061107:1909,0.0,0.0,9.48,2.21,0.0
20061107:2009,0.0,0.0,9.1,2.41,0.0
20061107:2109,0.0,0.0,8.85,2.62,0.0
20061107:2209,0.0,0.0,8.67,2.83,0.0
20061107:2309,0.0,0.0,8.41,2.9,0.0
20061108:0009,0.0,0.0,8.17,2.97,0.0
20061108:0109,0.0,0.0,7.9,2.97,0.0
20061108:0209,0.0,0.0,7.59,2.83,0.0
20061108:0309,0.0,0.0,7.26,2.76,0.0
20061108:0409,8.46,2.23,6.9,2.55,0.0
20061108:0509,338.72,13.03,7.49,2.14,0.0
20061108:0609,604.23,22.66,9.65,2.48,0.0
20061108:0709,794.74,30.5,11.35,3.03,0.0
20061108:0809,932.35,35.71,13.01,2.97,0.0
20061108:0909,960.17,37.49,14.34,2.9,0.0
20061108:1009,935.07,35.51,15.16,2.83,0.0
20061108:1109,793.66,30.13,15.54,2.76,0.0
20061108:1209,546.5,22.18,15.6,2.69,0.0
20061108:1309,300.24,12.48,15.28,2.34,0.0
20061108:1409,0.0,0.0,14.32,1.72,0.0
20061108:1509,0.0,0.0,12.65,1.93,0.0
20061108:1609,0.0,0.0,11.12,2.21,0.0
20061108:1709,0.0,0.0,9.96,2.41,0.0
20061108:1809,0.0,0.0,8.99,2.34,0.0
20061108:1909,0.0,0.0,8.21,2.28,0.0
20061108:2009,0.0,0.0,7.7,2.34,0.0
20061108:2109,0.0,0.0,7.28,2.41,0.0
20061108:2209,0.0,0.0,6.86,2.34,0.0
20061108:2309,0.0,0.0,6.43,2.28,0.0
20061109:0009,0.0,0.0,6.0,2.14,0.0
20061109:0109,0.0,0.0,5.55,2.0,0.0
20061109:0209,0.0,0.0,5.19,1.93,0.0
20061109:0309,0.0,0.0,4.83,1.86,0.0
20061109:0409,0.0,0.0,4.56,1.93,0.0
20061109:0509,355.41,12.81,5.47,1.52,0.0
20061109:0609,605.16,22.42,8.84,1.66,0.0
20061109:0709,790.98,30.23,10.97,2.07,0.0
20061109:0809,928.95,35.42,12.86,2.14,0.0
20061109:0909,963.35,37.2,14.35,2.28,0.0
20061109:1009,918.28,35.23,15.41,2.55,0.0
20061109:1109,791.16,29.89,16.01,2.97,0.0
20061109:1209,564.11,21.97,16.16,3.17,0.0
20061109:1309,306.06,12.29,15.87,2.83,0.0
20061109:1409,0.0,0.0,14.67,2.21,0.0
20061109:1509,0.0,0.0,13.04,2.48,0.0
20061109:1609,0.0,0.0,11.61,2.62,0.0
20061109:1709,0.0,0.0,10.56,2.69,0.0
20061109:1809,0.0,0.0,9.77,2.69,0.0
20061109:1909,0.0,0.0,8.96,2.69,0.0
20061109:2009,0.0,0.0,8.38,2.62,0.0
20061109:2109,0.0,0.0,7.87,2.55,0.0
20061109:2209,0.0,0.0,7.42,2.55,0.0
20061109:2309,0.0,0.0,6.99,2.41,0.0
20061110:0009,0.0,0.0,6.5,2.21,0.0
20061110:0109,0.0,0.0,5.96,2.0,0.0
20061110:0209,0.0,0.0,5.48,1.86,0.0
20061110:0309,0.0,0.0,5.09,1.93,0.0
20061110:0409,0.0,0.0,4.79,2.0,0.0
20061110:0509,341.68,12.59,5.56,1.66,0.0
20061110:0609,592.01,22.18,9.03,1.52,0.0
20061110:0709,800.47,29.96,11.2,1.52,0.0
20061110:0809,919.77,35.14,13.14,1.52,0.0
20061110:0909,960.94,36.92,14.57,1.52,0.0
20061110:1009,916.02,34.97,15.47,1.45,0.0
20061110:1109,794.2,29.65,15.87,1.17,0.0
20061110:1209,566.58,21.77,15.94,0.83,0.0
20061110:1309,310.59,12.12,15.75,0.62,0.0
20061110:1409,0.0,0.0,15.25,0.62,0.0
20061110:1509,0.0,0.0,13.7,0.83,0.0
20061110:1609,0.0,0.0,12.25,1.17,0.0
20061110:1709,0.0,0.0,11.01,1.38,0.0
20061110:1809,0.0,0.0,9.9,1.45,0.0
20061110:1909,0.0,0.0,7.97,1.86,0.0
20061110:2009,0.0,0.0,7.03,1.86,0.0
20061110:2109,0.0,0.0,6.48,1.59,0.0
20061110:2209,0.0,0.0,6.13,1.38,0.0
20061110:2309,0.0,0.0,6.05,1.1,0.0
20061111:0009,0.0,0.0,6.11,0.97,0.0
20061111:0109,0.0,0.0,5.22,1.24,0.0
20061111:0209,0.0,0.0,4.5,1.45,0.0
20061111:0309,0.0,0.0,4.09,1.59,0.0
20061111:0409,0.0,0.0,3.72,1.72,0.0
20061111:0509,316.77,12.37,4.61,1.38,0.0
20061111:0609,578.34,21.94,8.37,1.38,0.0
20061111:0709,779.13,29.7,11.37,1.72,0.0
20061111:0809,909.22,34.86,13.58,2.21,0.0
20061111:0909,950.59,36.64,15.01,2.55,0.0
20061111:1009,926.99,34.71,15.9,2.55,0.0
20061111:1109,784.84,29.42,16.44,2.62,0.0
20061111:1209,579.57,21.57,16.55,2.69,0.0
20061111:1309,307.95,11.95,16.2,2.69,0.0
20061111:1409,0.0,0.0,14.7,2.62,0.0
20061111:1509,0.0,0.0,12.75,2.9,0.0
20061111:1609,0.0,0.0,11.42,2.83,0.0
20061111:1709,0.0,0.0,10.46,2.69,0.0
20061111:1809,0.0,0.0,9.66,2.62,0.0
20061111:1909,0.0,0.0,8.96,2.41,0.0
20061111:2009,0.0,0.0,8.42,2.48,0.0
20061111:2109,0.0,0.0,7.93,2.41,0.0
20061111:2209,0.0,0.0,7.47,2.28,0.0
20061111:2309,0.0,0.0,7.08,2.34,0.0
20061112:0009,0.0,0.0,6.76,2.41,0.0
20061112:0109,0.0,0.0,6.49,2.41,0.0
20061112:0209,0.0,0.0,6.27,2.41,0.0
20061112:0309,0.0,0.0,6.04,2.48,0.0
20061112:0409,0.0,0.0,5.88,2.62,0.0
20061112:0509,285.28,12.16,6.6,2.41,0.0
20061112:0609,483.39,21.7,8.89,2.76,0.0
20061112:0709,721.71,29.44,11.46,3.31,0.0
20061112:0809,891.55,34.58,13.32,3.66,0.0
20061112:0909,917.35,36.36,14.94,3.79,0.0
20061112:1009,888.92,34.45,16.13,3.86,0.0
20061112:1109,769.63,29.19,16.83,3.86,0.0
20061112:1209,611.26,21.37,17.14,3.72,0.0
20061112:1309,308.85,11.78,16.89,3.38,0.0
20061112:1409,0.0,0.0,15.27,3.03,0.0
20061112:1509,0.0,0.0,13.3,3.31,0.0
20061112:1609,0.0,0.0,12.09,3.31,0.0
20061112:1709,0.0,0.0,11.2,3.24,0.0
20061112:1809,0.0,0.0,10.52,3.1,0.0
20061112:1909,0.0,0.0,10.35,2.69,0.0
20061112:2009,0.0,0.0,9.78,2.41,0.0
20061112:2109,0.0,0.0,9.3,2.28,0.0
20061112:2209,0.0,0.0,8.89,2.28,0.0
20061112:2309,0.0,0.0,8.66,2.48,0.0
20061113:0009,0.0,0.0,8.5,2.62,0.0
20061113:0109,0.0,0.0,7.96,2.62,0.0
20061113:0209,0.0,0.0,7.47,2.55,0.0
20061113:0309,0.0,0.0,7.28,2.41,0.0
20061113:0409,0.0,0.0,6.93,2.41,0.0
20061113:0509,281.21,11.94,7.5,2.14,0.0
20061113:0609,555.23,21.46,10.3,2.21,0.0
20061113:0709,758.16,29.18,13.19,2.55,0.0
20061113:0809,895.83,34.31,15.52,2.97,0.0
20061113:0909,929.02,36.09,17.23,3.17,0.0
20061113:1009,900.25,34.2,18.45,3.1,0.0
20061113:1109,793.1,28.97,19.05,2.9,0.0
20061113:1209,609.34,21.19,19.24,2.48,0.0
20061113:1309,288.33,11.62,18.92,1.72,0.0
20061113:1409,0.0,0.0,17.44,0.97,0.0
20061113:1509,0.0,0.0,16.12,0.69,0.0
20061113:1609,0.0,0.0,14.7,0.83,0.0
20061113:1709,0.0,0.0,13.38,1.03,0.0
20061113:1809,0.0,0.0,11.78,1.31,0.0
20061113:1909,0.0,0.0,9.95,2.14,0.0
20061113:2009,0.0,0.0,9.77,2.55,0.0
20061113:2109,0.0,0.0,9.59,2.62,0.0
20061113:2209,0.0,0.0,9.17,2.41,0.0
20061113:2309,0.0,0.0,8.96,2.14,0.0
20061114:0009,0.0,0.0,8.71,2.0,0.0
20061114:0109,0.0,0.0,8.53,2.0,0.0
20061114:0209,0.0,0.0,8.4,1.86,0.0
20061114:0309,0.0,0.0,8.27,1.86,0.0
20061114:0409,0.0,0.0,8.08,1.86,0.0
20061114:0509,45.14,11.73,8.55,1.52,0.0
20061114:0609,271.97,21.23,11.6,1.38,0.0
20061114:0709,313.14,28.93,14.51,2.14,0.0
20061114:0809,870.78,34.05,16.41,2.9,0.0
20061114:0909,365.21,35.83,17.69,3.59,0.0
20061114:1009,747.42,33.95,18.65,4.07,0.0
20061114:1109,765.2,28.76,19.29,4.21,0.0
20061114:1209,28.21,21.0,19.18,3.86,0.0
20061114:1309,30.09,11.47,19.09,3.45,0.0
20061114:1409,0.0,0.0,17.62,3.1,0.0
20061114:1509,0.0,0.0,16.1,2.76,0.0
20061114:1609,0.0,0.0,15.19,2.0,0.0
20061114:1709,0.0,0.0,14.43,2.41,0.0
20061114:1809,0.0,0.0,13.82,3.03,0.0
20061114:1909,0.0,0.0,13.47,3.1,0.0
20061114:2009,0.0,0.0,13.01,3.17,0.0
20061114:2109,0.0,0.0,12.59,3.31,0.0
20061114:2209,0.0,0.0,12.31,3.31,0.0
20061114:2309,0.0,0.0,12.12,3.17,0.0
20061115:0009,0.0,0.0,12.11,3.1,0.0
20061115:0109,0.0,0.0,11.88,2.97,0.0
20061115:0209,0.0,0.0,11.59,2.76,0.0
20061115:0309,0.0,0.0,11.75,2.41,0.0
20061115:0409,0.0,0.0,11.69,2.28,0.0
20061115:0509,182.69,11.51,12.02,2.07,0.0
20061115:0609,248.38,20.99,13.03,2.62,0.0
20061115:0709,438.06,28.67,14.21,3.72,0.0
20061115:0809,774.77,33.78,14.94,3.72,0.0
20061115:0909,774.59,35.57,15.73,3.86,0.0
20061115:1009,650.78,33.71,16.56,3.93,0.0
20061115:1109,749.76,28.55,17.0,3.93,0.0
20061115:1209,565.24,20.83,17.03,4.0,0.0
20061115:1309,272.3,11.32,16.5,3.72,0.0
20061115:1409,0.0,0.0,14.9,3.03,0.0
20061115:1509,0.0,0.0,12.96,3.17,0.0
20061115:1609,0.0,0.0,11.67,3.24,0.0
20061115:1709,0.0,0.0,10.69,3.1,0.0
20061115:1809,0.0,0.0,9.87,2.9,0.0
20061115:1909,0.0,0.0,9.13,2.97,0.0
20061115:2009,0.0,0.0,8.57,2.9,0.0
20061115:2109,0.0,0.0,8.04,2.83,0.0
20061115:2209,0.0,0.0,7.59,2.9,0.0
20061115:2309,0.0,0.0,7.22,2.9,0.0
20061116:0009,0.0,0.0,6.8,2.83,0.0
20061116:0109,0.0,0.0,6.37,2.69,0.0
20061116:0209,0.0,0.0,5.95,2.62,0.0
20061116:0309,0.0,0.0,5.55,2.48,0.0
20061116:0409,0.0,0.0,5.11,2.28,0.0
20061116:0509,328.19,11.3,5.45,2.0,0.0
20061116:0609,575.0,20.76,8.48,1.86,0.0
20061116:0709,767.76,28.43,10.92,2.21,0.0
20061116:0809,899.13,33.53,12.92,2.69,0.0
20061116:0909,920.73,35.32,14.4,3.03,0.0
20061116:1009,878.13,33.48,15.41,3.17,0.0
20061116:1109,753.54,28.35,16.02,3.24,0.0
20061116:1209,525.82,20.66,16.22,3.24,0.0
20061116:1309,279.3,11.17,15.9,2.97,0.0
20061116:1409,0.0,0.0,14.48,2.48,0.0
20061116:1509,0.0,0.0,12.7,2.69,0.0
20061116:1609,0.0,0.0,11.28,2.69,0.0
20061116:1709,0.0,0.0,10.16,2.62,0.0
20061116:1809,0.0,0.0,9.19,2.55,0.0
20061116:1909,0.0,0.0,8.23,2.48,0.0
20061116:2009,0.0,0.0,7.5,2.34,0.0
20061116:2109,0.0,0.0,6.81,2.14,0.0
20061116:2209,0.0,0.0,6.17,2.0,0.0
20061116:2309,0.0,0.0,5.57,1.86,0.0
20061117:0009,0.0,0.0,5.11,1.86,0.0
20061117:0109,0.0,0.0,4.73,1.93,0.0
20061117:0209,0.0,0.0,4.46,2.07,0.0
20061117:0309,0.0,0.0,4.29,2.14,0.0
20061117:0409,0.0,0.0,4.13,2.14,0.0
20061117:0509,319.73,11.09,4.67,1.79,0.0
20061117:0609,562.11,20.53,8.25,1.72,0.0
20061117:0709,770.41,28.18,10.76,2.0,0.0
20061117:0809,889.39,33.27,13.05,2.41,0.0
20061117:0909,939.37,35.07,14.75,2.9,0.0
20061117:1009,875.0,33.25,15.92,3.17,0.0
20061117:1109,757.7,28.15,16.62,3.31,0.0
20061117:1209,566.44,20.49,16.88,3.31,0.0
20061117:1309,280.95,11.04,16.64,2.97,0.0
20061117:1409,0.0,0.0,15.26,2.55,0.0
20061117:1509,0.0,0.0,13.5,2.76,0.0
20061117:1609,0.0,0.0,12.14,2.76,0.0
20061117:1709,0.0,0.0,11.1,2.76,0.0
20061117:1809,0.0,0.0,10.34,2.83,0.0
20061117:1909,0.0,0.0,10.02,2.97,0.0
20061117:2009,0.0,0.0,9.62,3.1,0.0
20061117:2109,0.0,0.0,9.27,3.17,0.0
20061117:2209,0.0,0.0,9.0,3.31,0.0
20061117:2309,0.0,0.0,8.78,3.38,0.0
20061118:0009,0.0,0.0,8.66,3.52,0.0
20061118:0109,0.0,0.0,8.51,3.66,0.0
20061118:0209,0.0,0.0,8.35,3.66,0.0
20061118:0309,0.0,0.0,8.15,3.59,0.0
20061118:0409,0.0,0.0,7.9,3.45,0.0
20061118:0509,300.48,10.88,8.37,3.24,0.0
20061118:0609,558.78,20.31,10.64,3.31,0.0
20061118:0709,754.64,27.94,13.18,4.21,0.0
20061118:0809,886.44,33.02,15.37,4.41,0.0
20061118:0909,915.07,34.83,17.12,4.34,0.0
20061118:1009,879.3,33.03,18.4,4.28,0.0
20061118:1109,781.37,27.96,19.18,4.14,0.0
20061118:1209,563.94,20.33,19.49,3.93,0.0
20061118:1309,277.04,10.91,19.16,3.38,0.0
20061118:1409,0.0,0.0,17.6,2.83,0.0
20061118:1509,0.0,0.0,15.64,2.97,0.0
20061118:1609,0.0,0.0,14.18,3.03,0.0
20061118:1709,0.0,0.0,13.07,3.03,0.0
20061118:1809,0.0,0.0,12.19,3.1,0.0
20061118:1909,0.0,0.0,11.97,3.31,0.0
20061118:2009,0.0,0.0,11.52,3.45,0.0
20061118:2109,0.0,0.0,10.98,3.52,0.0
20061118:2209,0.0,0.0,10.42,3.31,0.0
20061118:2309,0.0,0.0,9.76,3.03,0.0
20061119:0009,0.0,0.0,9.04,2.97,0.0
20061119:0109,0.0,0.0,8.37,3.03,0.0
20061119:0209,0.0,0.0,7.82,3.1,0.0
20061119:0309,0.0,0.0,7.36,3.1,0.0
20061119:0409,0.0,0.0,6.99,3.24,0.0
20061119:0509,299.19,10.68,7.45,3.38,0.0
20061119:0609,543.72,20.09,9.84,3.86,0.0
20061119:0709,738.24,27.71,12.9,5.72,0.0
20061119:0809,847.28,32.78,13.78,7.45,0.0
20061119:0909,888.54,34.59,14.31,6.9,0.0
20061119:1009,847.04,32.82,14.82,6.48,0.0
20061119:1109,733.9,27.77,15.1,6.41,0.0
20061119:1209,540.78,20.18,14.99,6.55,0.0
20061119:1309,264.51,10.78,14.41,6.0,0.0
20061119:1409,0.0,0.0,13.01,4.48,0.0
20061119:1509,0.0,0.0,11.26,3.72,0.0
20061119:1609,0.0,0.0,9.98,3.45,0.0
20061119:1709,0.0,0.0,8.96,3.31,0.0
20061119:1809,0.0,0.0,8.18,3.24,0.0
20061119:1909,0.0,0.0,7.63,3.03,0.0
20061119:2009,0.0,0.0,7.05,3.1,0.0
20061119:2109,0.0,0.0,6.48,3.03,0.0
20061119:2209,0.0,0.0,5.77,2.83,0.0
20061119:2309,0.0,0.0,4.92,2.48,0.0
20061120:0009,0.0,0.0,4.1,2.28,0.0
20061120:0109,0.0,0.0,3.41,2.34,0.0
20061120:0209,0.0,0.0,2.74,2.07,0.0
20061120:0309,0.0,0.0,2.68,1.59,0.0
20061120:0409,0.0,0.0,3.61,1.03,0.0
20061120:0509,301.99,10.47,4.13,0.69,0.0
20061120:0609,551.17,19.87,5.6,0.34,0.0
20061120:0709,735.14,27.47,8.26,0.97,0.0
20061120:0809,858.37,32.54,10.77,1.17,0.0
20061120:0909,870.6,34.36,12.8,1.45,0.0
20061120:1009,830.35,32.61,14.22,1.72,0.0
20061120:1109,718.68,27.6,15.04,1.72,0.0
20061120:1209,498.91,20.03,15.3,1.52,0.0
20061120:1309,257.14,10.66,15.09,1.17,0.0
20061120:1409,0.0,0.0,14.27,0.76,0.0
20061120:1509,0.0,0.0,13.59,0.76,0.0
20061120:1609,0.0,0.0,12.33,1.03,0.0
20061120:1709,0.0,0.0,10.54,1.31,0.0
20061120:1809,0.0,0.0,9.01,1.45,0.0
20061120:1909,0.0,0.0,7.17,1.52,0.0
20061120:2009,0.0,0.0,6.0,1.59,0.0
20061120:2109,0.0,0.0,5.14,1.52,0.0
20061120:2209,0.0,0.0,4.5,1.38,0.0
20061120:2309,0.0,0.0,3.82,1.31,0.0
20061121:0009,0.0,0.0,2.71,1.59,0.0
20061121:0109,0.0,0.0,2.11,1.79,0.0
20061121:0209,0.0,0.0,1.79,1.86,0.0
20061121:0309,0.0,0.0,1.67,1.86,0.0
20061121:0409,0.0,0.0,1.58,1.93,0.0
20061121:0509,143.17,10.27,2.07,1.59,0.0
20061121:0609,536.31,19.65,5.47,1.31,0.0
20061121:0709,718.4,27.25,8.41,1.72,0.0
20061121:0809,847.84,32.31,10.78,1.86,0.0
20061121:0909,817.84,34.13,12.65,2.14,0.0
20061121:1009,176.78,32.41,13.7,2.48,0.0
20061121:1109,150.53,27.42,14.28,2.97,0.0
20061121:1209,211.62,19.89,14.36,3.38,0.0
20061121:1309,324.09,10.55,13.84,3.38,0.0
20061121:1409,0.0,0.0,12.57,2.9,0.0
20061121:1509,0.0,0.0,11.03,2.97,0.0
20061121:1609,0.0,0.0,9.8,2.97,0.0
20061121:1709,0.0,0.0,8.74,2.9,0.0
20061121:1809,0.0,0.0,7.74,2.76,0.0
20061121:1909,0.0,0.0,6.62,2.34,0.0
20061121:2009,0.0,0.0,5.71,2.21,0.0
20061121:2109,0.0,0.0,4.8,2.28,0.0
20061121:2209,0.0,0.0,4.01,2.28,0.0
20061121:2309,0.0,0.0,3.33,2.34,0.0
20061122:0009,0.0,0.0,2.74,2.34,0.0
20061122:0109,0.0,0.0,2.29,2.34,0.0
20061122:0209,0.0,0.0,1.94,2.41,0.0
20061122:0309,0.0,0.0,1.67,2.41,0.0
20061122:0409,0.0,0.0,1.52,2.55,0.0
20061122:0509,274.88,10.07,2.1,2.34,0.0
20061122:0609,522.36,19.44,5.09,2.34,0.0
20061122:0709,735.32,27.02,8.27,2.9,0.0
20061122:0809,844.66,32.08,10.8,3.38,0.0
20061122:0909,687.26,33.91,12.55,3.59,0.0
20061122:1009,825.2,32.21,13.75,3.52,0.0
20061122:1109,683.25,27.26,14.44,3.59,0.0
20061122:1209,555.91,19.75,14.59,3.72,0.0
20061122:1309,227.91,10.44,14.17,3.66,0.0
20061122:1409,0.0,0.0,12.72,3.17,0.0
20061122:1509,0.0,0.0,10.92,3.31,0.0
20061122:1609,0.0,0.0,9.72,3.24,0.0
20061122:1709,0.0,0.0,8.75,3.1,0.0
20061122:1809,0.0,0.0,7.95,2.97,0.0
20061122:1909,0.0,0.0,7.25,2.55,0.0
20061122:2009,0.0,0.0,6.51,2.41,0.0
20061122:2109,0.0,0.0,5.84,2.41,0.0
20061122:2209,0.0,0.0,5.23,2.48,0.0
20061122:2309,0.0,0.0,4.9,2.48,0.0
20061123:0009,0.0,0.0,4.55,2.55,0.0
20061123:0109,0.0,0.0,4.48,2.48,0.0
20061123:0209,0.0,0.0,4.5,2.48,0.0
20061123:0309,0.0,0.0,4.21,2.62,0.0
20061123:0409,0.0,0.0,4.27,2.48,0.0
20061123:0509,23.51,9.87,4.53,2.34,0.0
20061123:0609,184.9,19.23,6.77,2.14,0.0
20061123:0709,711.49,26.8,9.51,2.28,0.0
20061123:0809,793.1,31.86,11.59,2.69,0.0
20061123:0909,907.9,33.7,13.26,2.76,0.0
20061123:1009,688.28,32.02,14.34,2.69,0.0
20061123:1109,599.06,27.1,14.9,2.62,0.0
20061123:1209,589.16,19.62,15.06,2.69,0.0
20061123:1309,295.35,10.34,14.71,2.69,0.0
20061123:1409,0.0,0.0,13.58,2.41,0.0
20061123:1509,0.0,0.0,11.92,2.48,0.0
20061123:1609,0.0,0.0,10.68,2.14,0.0
20061123:1709,0.0,0.0,9.35,2.0,0.0
20061123:1809,0.0,0.0,8.02,1.79,0.0
20061123:1909,0.0,0.0,8.03,1.17,0.0
20061123:2009,0.0,0.0,8.42,0.83,0.0
20061123:2109,0.0,0.0,7.8,0.34,0.0
20061123:2209,0.0,0.0,7.16,0.21,0.0
20061123:2309,0.0,0.0,6.24,0.83,0.0
20061124:0009,0.0,0.0,4.6,1.17,0.0
20061124:0109,0.0,0.0,4.07,1.17,0.0
20061124:0209,0.0,0.0,4.5,0.83,0.0
20061124:0309,0.0,0.0,4.39,0.41,0.0
20061124:0409,0.0,0.0,4.21,0.21,0.0
20061124:0509,233.86,9.68,4.19,0.34,0.0
20061124:0609,494.5,19.02,5.7,0.41,0.0
20061124:0709,714.75,26.59,8.86,0.48,0.0
20061124:0809,846.59,31.64,11.38,0.55,0.0
20061124:0909,906.01,33.49,13.43,0.62,0.0
20061124:1009,858.19,31.84,14.9,0.62,0.0
20061124:1109,743.62,26.94,15.8,0.62,0.0
20061124:1209,573.54,19.5,16.22,0.69,0.0
20061124:1309,300.89,10.24,16.11,0.83,0.0
20061124:1409,0.0,0.0,15.44,1.24,0.0
20061124:1509,0.0,0.0,13.19,1.45,0.0
20061124:1609,0.0,0.0,11.6,1.38,0.0
20061124:1709,0.0,0.0,11.21,1.24,0.0
20061124:1809,0.0,0.0,11.49,0.9,0.0
20061124:1909,0.0,0.0,10.84,0.55,0.0
20061124:2009,0.0,0.0,10.1,0.48,0.0
20061124:2109,0.0,0.0,9.27,0.41,0.0
20061124:2209,0.0,0.0,8.53,0.62,0.0
20061124:2309,0.0,0.0,7.82,0.9,0.0
20061125:0009,0.0,0.0,6.11,1.24,0.0
20061125:0109,0.0,0.0,4.62,1.38,0.0
20061125:0209,0.0,0.0,4.05,1.31,0.0
20061125:0309,0.0,0.0,3.83,1.17,0.0
20061125:0409,0.0,0.0,3.79,1.03,0.0
20061125:0509,248.96,9.49,3.94,0.83,0.0
20061125:0609,517.11,18.82,5.8,0.69,0.0
20061125:0709,718.49,26.37,9.19,0.9,0.0
20061125:0809,850.34,31.43,11.81,1.03,0.0
20061125:0909,895.27,33.29,14.03,1.17,0.0
20061125:1009,863.04,31.66,15.7,1.45,0.0
20061125:1109,747.22,26.8,16.72,1.59,0.0
20061125:1209,547.22,19.39,17.13,1.59,0.0
20061125:1309,272.63,10.15,16.94,1.52,0.0
20061125:1409,0.0,0.0,16.09,1.31,0.0
20061125:1509,0.0,0.0,14.21,1.03,0.0
20061125:1609,0.0,0.0,14.23,0.83,0.0
20061125:1709,0.0,0.0,13.32,0.83,0.0
20061125:1809,0.0,0.0,12.07,0.97,0.0
20061125:1909,0.0,0.0,9.48,1.31,0.0
20061125:2009,0.0,0.0,8.4,1.24,0.0
20061125:2109,0.0,0.0,7.0,1.45,0.0
20061125:2209,0.0,0.0,5.6,1.66,0.0
20061125:2309,0.0,0.0,4.58,1.86,0.0
20061126:0009,0.0,0.0,3.92,1.93,0.0
20061126:0109,0.0,0.0,3.49,1.86,0.0
20061126:0209,0.0,0.0,3.23,1.72,0.0
20061126:0309,0.0,0.0,3.31,1.45,0.0
20061126:0409,0.0,0.0,3.5,1.24,0.0
20061126:0509,254.65,9.3,3.84,1.03,0.0
20061126:0609,508.11,18.62,5.77,0.76,0.0
20061126:0709,714.76,26.17,9.08,1.17,0.0
20061126:0809,833.19,31.22,11.71,1.59,0.0
20061126:0909,878.09,33.1,14.06,1.93,0.0
20061126:1009,846.32,31.49,15.87,2.28,0.0
20061126:1109,719.48,26.66,17.03,2.28,0.0
20061126:1209,524.49,19.28,17.53,2.21,0.0
20061126:1309,245.69,10.07,17.37,1.86,0.0
20061126:1409,0.0,0.0,16.39,1.31,0.0
20061126:1509,0.0,0.0,14.69,1.03,0.0
20061126:1609,0.0,0.0,12.76,1.45,0.0
20061126:1709,0.0,0.0,10.77,1.79,0.0
20061126:1809,0.0,0.0,9.17,1.93,0.0
20061126:1909,0.0,0.0,7.7,2.28,0.0
20061126:2009,0.0,0.0,6.76,2.21,0.0
20061126:2109,0.0,0.0,5.91,2.14,0.0
20061126:2209,0.0,0.0,5.14,1.93,0.0
20061126:2309,0.0,0.0,4.69,1.72,0.0
20061127:0009,0.0,0.0,4.35,1.66,0.0
20061127:0109,0.0,0.0,3.95,1.59,0.0
20061127:0209,0.0,0.0,3.72,1.45,0.0
20061127:0309,0.0,0.0,3.43,1.38,0.0
20061127:0409,0.0,0.0,3.14,1.31,0.0
20061127:0509,253.89,9.11,3.11,1.31,0.0
20061127:0609,514.26,18.43,5.59,1.1,0.0
20061127:0709,712.32,25.97,8.76,1.31,0.0
20061127:0809,844.59,31.02,11.34,1.45,0.0
20061127:0909,875.71,32.91,13.58,1.66,0.0
20061127:1009,830.41,31.32,15.32,1.79,0.0
20061127:1109,705.25,26.52,16.5,1.93,0.0
20061127:1209,498.96,19.17,17.1,1.93,0.0
20061127:1309,238.33,9.99,17.03,1.79,0.0
20061127:1409,0.0,0.0,16.13,1.17,0.0
20061127:1509,0.0,0.0,14.63,0.97,0.0
