time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050120:2206,0,0,0,0,0,21.13,1.93,0
20050120:2306,0,0,0,0,0,20.79,1.59,0
20050121:0006,0,0,0,0,0,21.46,1.1,0
20050121:0106,0,0,0,0,0,22.17,0.62,0
20050121:0206,0,0,0,0,0,22.08,0.28,0
20050121:0306,0,0,0,0,0,21.57,0.41,0
20050121:0406,0,0,0,0,0,18.95,1.72,0
20050121:0506,43.06,0,69,0,15.2,20.24,1.79,0
20050121:0606,90.81,0,129,0,29.13,22.05,1.72,0
20050121:0706,204.41,0,271,0,42.69,23.57,0.83,0
20050121:0806,140.81,0,193,0,55.37,24.93,0.9,0
20050121:0906,131.69,0,182,0,65.72,25.67,1.31,0
20050121:1006,119.79,0,167,0,69.71,25.87,2.14,0
20050121:1106,135.07,0,186,0,64.2,26.39,2.9,0
20050121:1206,168.81,0,227,0,53.24,25.81,3.17,0
20050121:1306,122.82,0,170,0,40.34,24.81,2,0
20050121:1406,99.8,0,142,0,26.69,25.1,1.31,0
20050121:1506,75.04,0,111,0,12.73,24.9,1.45,0
20050121:1606,0,0,0,0,-1.36,24.1,1.72,0
20050121:1706,0,0,0,0,0,23.39,1.86,0
20050121:1806,0,0,0,0,0,22.7,1.86,0
20050121:1906,0,0,0,0,0,22.17,2.21,0
20050121:2006,0,0,0,0,0,21.5,1.93,0
20050121:2106,0,0,0,0,0,22.29,0.97,0
20050121:2206,0,0,0,0,0,22.46,0.21,0
20050121:2306,0,0,0,0,0,21.94,0.76,0
20050122:0006,0,0,0,0,0,19.44,1.38,0
20050122:0106,0,0,0,0,0,18.54,1.59,0
20050122:0206,0,0,0,0,0,18.6,1.38,0
20050122:0306,0,0,0,0,0,19.91,0.41,0
20050122:0406,0,0,0,0,0,18.44,0.21,0
20050122:0506,43.97,0,70,0,15.16,19.3,0.48,0
20050122:0606,58.64,0,89,0,29.11,21.01,0.62,0
20050122:0706,80.03,0,117,0,42.7,24.27,1.1,0
20050122:0806,77.26,0,114,0,55.44,25.36,1.45,0
20050122:0906,67.48,0,102,0,65.87,26.14,1.72,0
20050122:1006,48.58,0,78,0,69.94,26.63,1.93,0
20050122:1106,83.88,0,123,0,64.42,27.05,2.21,0
20050122:1206,92.94,0,134,0,53.41,26.5,2.34,0
20050122:1306,88,0,128,0,40.47,26.74,2.21,0
20050122:1406,89.69,0,130,0,26.8,26.46,2,0
20050122:1506,62.05,0,95,0,12.82,25.86,1.72,0
20050122:1606,0,0,0,0,-1.29,24.65,1.93,0
20050122:1706,0,0,0,0,0,23.45,2.07,0
20050122:1806,0,0,0,0,0,22.55,2.07,0
20050122:1906,0,0,0,0,0,22.56,2.83,0
20050122:2006,0,0,0,0,0,22.22,2.9,0
20050122:2106,0,0,0,0,0,21.85,2.62,0
20050122:2206,0,0,0,0,0,21.08,1.93,0
20050122:2306,0,0,0,0,0,21.88,0.76,0
20050123:0006,0,0,0,0,0,19.7,1.38,0
20050123:0106,0,0,0,0,0,18.86,1.66,0
20050123:0206,0,0,0,0,0,18.84,1.52,0
20050123:0306,0,0,0,0,0,20.05,0.9,0
20050123:0406,0,0,0,0,0,20.88,0.28,0
20050123:0506,42.18,0,68,0,15.12,20.55,1.45,0
20050123:0606,81.79,0,119,0,29.09,24.3,2,0
20050123:0706,118.34,0,165,0,42.72,25.53,2,0
20050123:0806,109.68,0,155,0,55.51,26.57,2,0
20050123:0906,100.6,0,144,0,66.02,27.25,2.41,0
20050123:1006,195.16,0,261,0,70.18,27.28,3.66,0
20050123:1106,220.82,0,290,0,64.63,25.52,4.48,0
20050123:1206,343.71,0,443,0,53.58,24.91,4.55,0
20050123:1306,281.88,0,366,0,40.61,25.24,4.14,0
20050123:1406,90.57,0,130,0,26.91,25.07,3.52,0
20050123:1506,68.85,0,103,0,12.9,24.75,2.55,0
20050123:1606,0,0,0,0,-1.23,23.98,2.07,0
20050123:1706,0,0,0,0,0,23.22,1.93,0
20050123:1806,0,0,0,0,0,22.33,1.66,0
20050123:1906,0,0,0,0,0,21.84,1.86,0
20050123:2006,0,0,0,0,0,21.98,1.86,0
20050123:2106,0,0,0,0,0,22.01,2.21,0
20050123:2206,0,0,0,0,0,21.7,2.34,0
20050123:2306,0,0,0,0,0,21.77,2.07,0
20050124:0006,0,0,0,0,0,21.24,1.31,0
20050124:0106,0,0,0,0,0,21.38,3.72,0
20050124:0206,0,0,0,0,0,20.3,3.17,0
20050124:0306,0,0,0,0,0,20.47,1.38,0
20050124:0406,0,0,0,0,0,20.12,0.83,0
20050124:0506,3.26,0,13,0,15.08,20.79,0.48,0
20050124:0606,15.79,0,33,0,29.08,22.19,0.69,0
20050124:0706,229.79,0,300,0,42.74,23.04,2.21,0
20050124:0806,113.55,0,158,0,55.58,24.13,2.28,0
20050124:0906,271.75,0,356,0,66.17,25.32,2.41,0
20050124:1006,144.84,0,198,0,70.42,25.94,2.28,0
20050124:1106,355.88,0,469,0,64.86,26.37,1.93,0
20050124:1206,131.01,0,182,0,53.75,26.8,1.45,0
20050124:1306,275.77,0,367,0,40.74,26.95,1.1,0
20050124:1406,152.47,0,209,0,27.01,26.5,0.9,0
20050124:1506,98.34,0,140,0,12.98,24.17,0.34,0
20050124:1606,0,0,0,0,-1.16,22.7,1.24,0
20050124:1706,0,0,0,0,0,22.13,1.24,0
20050124:1806,0,0,0,0,0,22.41,0.28,0
20050124:1906,0,0,0,0,0,21.73,2.07,0
20050124:2006,0,0,0,0,0,21.4,2.14,0
20050124:2106,0,0,0,0,0,21.03,1.93,0
20050124:2206,0,0,0,0,0,20.6,1.79,0
20050124:2306,0,0,0,0,0,20.8,1.52,0
20050125:0006,0,0,0,0,0,22.12,0.9,0
20050125:0106,0,0,0,0,0,20.02,1.31,0
20050125:0206,0,0,0,0,0,19.26,1.59,0
20050125:0306,0,0,0,0,0,18.98,1.31,0
20050125:0406,0,0,0,0,0,19.07,1.24,0
20050125:0506,38.31,0,63,0,15.05,20.35,1.1,0
20050125:0606,134.59,0,183,0,29.07,22.64,1.52,0
20050125:0706,225.77,0,295,0,42.76,23.46,2.69,0
20050125:0806,271.02,0,353,0,55.65,24.38,2.69,0
20050125:0906,282.39,0,368,0,66.33,24.73,2.69,0
20050125:1006,336.26,0,438,0,70.67,25.55,3.03,0
20050125:1106,270.88,0,355,0,65.08,25.53,2.55,0
20050125:1206,339.76,0,444,0,53.92,25.54,2.48,0
20050125:1306,88.17,0,127,0,40.87,24.72,2.69,0
20050125:1406,136.77,0,186,0,27.12,23.72,2.62,0
20050125:1506,93.63,0,133,0,13.06,23.37,2.55,0
20050125:1606,0,0,0,0,-1.11,22.9,2.34,0
20050125:1706,0,0,0,0,0,22.35,2.55,0
20050125:1806,0,0,0,0,0,22.18,2.62,0
20050125:1906,0,0,0,0,0,21.95,2.83,0
20050125:2006,0,0,0,0,0,21.77,2.55,0
20050125:2106,0,0,0,0,0,21.62,2.07,0
20050125:2206,0,0,0,0,0,20.85,1.45,0
20050125:2306,0,0,0,0,0,20.34,0.83,0
20050126:0006,0,0,0,0,0,19.96,1.38,0
20050126:0106,0,0,0,0,0,19.56,1.45,0
20050126:0206,0,0,0,0,0,19.57,1.86,0
20050126:0306,0,0,0,0,0,19.22,2.55,0
20050126:0406,0,0,0,0,0,19.67,1.86,0
20050126:0506,2.25,0,11,0,15.02,19.75,2,0
20050126:0606,16.01,0,33,0,29.07,19.98,2.97,0
20050126:0706,31.98,0,55,0,42.79,21.51,1.93,0
20050126:0806,85.64,0,123,0,55.73,22.67,1.66,0
20050126:0906,240.89,0,316,0,66.5,23.23,1.1,0
20050126:1006,376.56,0,494,0,70.92,24.01,1.24,0
20050126:1106,221.2,0,292,0,65.3,24.07,1.31,0
20050126:1206,305.19,0,400,0,54.09,24.27,1.24,0
20050126:1306,280.93,0,366,0,41,23.52,1.72,0
20050126:1406,192.87,0,255,0,27.22,22.02,0.62,0
20050126:1506,44.19,0,71,0,13.14,21.83,0.62,0
20050126:1606,0,0,0,0,-1.05,21.42,0.21,0
20050126:1706,0,0,0,0,0,20.61,0.62,0
20050126:1806,0,0,0,0,0,20.71,0.62,0
20050126:1906,0,0,0,0,0,20.15,1.1,0
20050126:2006,0,0,0,0,0,19.42,1.86,0
20050126:2106,0,0,0,0,0,19.47,1.72,0
20050126:2206,0,0,0,0,0,19.34,1.79,0
20050126:2306,0,0,0,0,0,19.3,1.72,0
20050127:0006,0,0,0,0,0,19.23,1.59,0
20050127:0106,0,0,0,0,0,18.99,1.24,0
20050127:0206,0,0,0,0,0,19.21,1.59,0
20050127:0306,0,0,0,0,0,19.27,1.72,0
20050127:0406,0,0,0,0,0,19.33,1.72,0
20050127:0506,39.99,0,65,0,14.99,19.83,1.45,0
20050127:0606,75.63,0,110,0,29.06,21.1,1.17,0
20050127:0706,79.76,0,116,0,42.82,23,1.24,0
20050127:0806,97.96,0,139,0,55.81,23.82,1.1,0
20050127:0906,93.52,0,134,0,66.67,24.45,0.76,0
20050127:1006,85.13,0,124,0,71.18,25.03,0.34,0
20050127:1106,165.66,0,225,0,65.53,25.57,0.55,0
20050127:1206,335.16,0,442,0,54.26,24.4,0.69,0
20050127:1306,135.36,0,185,0,41.13,23.83,1.38,0
20050127:1406,167.2,0,224,0,27.32,23.3,1.1,0
20050127:1506,90.01,0,129,0,13.22,23.19,0.55,0
20050127:1606,0,0,0,0,-0.99,22.88,1.59,0
20050127:1706,0,0,0,0,0,22.17,2.48,0
20050127:1806,0,0,0,0,0,21.95,2.07,0
20050127:1906,0,0,0,0,0,22.66,0.34,0
20050127:2006,0,0,0,0,0,22.43,0.28,0
20050127:2106,0,0,0,0,0,22.1,0.28,0
20050127:2206,0,0,0,0,0,21.96,0,0
20050127:2306,0,0,0,0,0,21.81,0,0
20050128:0006,0,0,0,0,0,21.51,0.14,0
20050128:0106,0,0,0,0,0,21.32,0.55,0
20050128:0206,0,0,0,0,0,21.27,0.48,0
20050128:0306,0,0,0,0,0,21.17,0.28,0
20050128:0406,0,0,0,0,0,20.75,0.41,0
20050128:0506,10.53,0,25,0,14.96,20.17,1.52,0
20050128:0606,136.58,0,185,0,29.06,22.56,2.21,0
20050128:0706,160.46,0,214,0,42.86,22.95,3.03,0
20050128:0806,206.54,0,269,0,55.9,21.76,2.83,0
20050128:0906,211.14,0,274,0,66.84,21.22,2.76,0
20050128:1006,221.65,0,287,0,71.44,21.66,3.17,0
20050128:1106,211.8,0,276,0,65.76,22.42,3.1,0
20050128:1206,240.48,0,312,0,54.43,22.65,2.76,0
20050128:1306,45.89,0,73,0,41.26,22.04,4,0
20050128:1406,76.44,0,111,0,27.41,22.16,4.62,0
20050128:1506,83.7,0,120,0,13.29,22.17,3.66,0
20050128:1606,0,0,0,0,-0.94,21.98,2.69,0
20050128:1706,0,0,0,0,0,21.47,2.21,0
20050128:1806,0,0,0,0,0,20.88,2.28,0
20050128:1906,0,0,0,0,0,19.95,0.69,0
20050128:2006,0,0,0,0,0,19.82,2.14,0
20050128:2106,0,0,0,0,0,19.75,2.62,0
20050128:2206,0,0,0,0,0,19.8,2.14,0
20050128:2306,0,0,0,0,0,19.78,2.55,0
20050129:0006,0,0,0,0,0,19.91,2.62,0
20050129:0106,0,0,0,0,0,19.69,2.9,0
20050129:0206,0,0,0,0,0,19.25,2.97,0
20050129:0306,0,0,0,0,0,18.83,2.48,0
20050129:0406,0,0,0,0,0,19.09,2.69,0
20050129:0506,2.26,0,11,0,14.94,19.41,3.45,0
20050129:0606,23.19,0,43,0,29.07,20.32,3.93,0
20050129:0706,53.22,0,82,0,42.89,21.13,3.1,0
20050129:0806,314.29,0,401,0,55.99,21.98,3.93,0
20050129:0906,179.26,0,235,0,67.02,21.83,4.28,0
20050129:1006,329.14,0,417,0,71.71,21.09,4.41,0
20050129:1106,208.33,0,268,0,65.99,20.62,5.38,0
20050129:1206,148.17,0,197,0,54.6,21.48,5.1,0
20050129:1306,96.9,0,136,0,41.38,22.3,4.55,0
20050129:1406,77.08,0,112,0,27.51,22.47,3.93,0
20050129:1506,103.36,0,144,0,13.36,22.21,3.38,0
20050129:1606,0,0,0,0,-0.9,21.81,3.03,0
20050129:1706,0,0,0,0,0,21.43,2.48,0
20050129:1806,0,0,0,0,0,21,1.52,0
20050129:1906,0,0,0,0,0,20.64,2.07,0
20050129:2006,0,0,0,0,0,20,1.66,0
20050129:2106,0,0,0,0,0,19.2,1.45,0
20050129:2206,0,0,0,0,0,18.53,1.52,0
20050129:2306,0,0,0,0,0,18.01,1.72,0
20050130:0006,0,0,0,0,0,18.02,1.66,0
20050130:0106,0,0,0,0,0,18.37,1.38,0
20050130:0206,0,0,0,0,0,18.26,1.24,0
20050130:0306,0,0,0,0,0,17.86,1.38,0
20050130:0406,0,0,0,0,0,17.4,1.72,0
20050130:0506,40.93,0,66,0,14.92,19.03,1.31,0
20050130:0606,107.01,0,149,0,29.07,22.04,1.17,0
20050130:0706,166.85,0,222,0,42.93,23.36,3.38,0
20050130:0806,63.58,0,96,0,56.08,23.92,2.97,0
20050130:0906,45.24,0,73,0,67.2,24.51,2.34,0
20050130:1006,41.31,0,68,0,71.98,24.76,2.07,0
20050130:1106,84.58,0,123,0,66.22,25.36,2.14,0
20050130:1206,76.56,0,113,0,54.76,25.46,2.34,0
20050130:1306,41.2,0,68,0,41.5,25.36,2.48,0
20050130:1406,55.23,0,86,0,27.6,25.17,2.34,0
20050130:1506,52.95,0,83,0,13.43,24.62,1.45,0
20050130:1606,0,0,0,0,-0.85,23.79,1.38,0
20050130:1706,0,0,0,0,0,22.45,0.9,0
20050130:1806,0,0,0,0,0,22.96,0,0
20050130:1906,0,0,0,0,0,22.87,0.62,0
20050130:2006,0,0,0,0,0,22.63,0.55,0
20050130:2106,0,0,0,0,0,22.31,0.21,0
20050130:2206,0,0,0,0,0,21.98,0.62,0
20050130:2306,0,0,0,0,0,20.52,1.1,0
20050131:0006,0,0,0,0,0,20.05,1.17,0
20050131:0106,0,0,0,0,0,19.34,1.38,0
20050131:0206,0,0,0,0,0,18.99,1.52,0
20050131:0306,0,0,0,0,0,19.25,1.45,0
20050131:0406,0,0,0,0,0,19.02,1.45,0
20050131:0506,38.36,0,63,0,14.9,20.08,1.17,0
20050131:0606,53.22,0,83,0,29.08,23.59,1.31,0
20050131:0706,69.57,0,104,0,42.98,24.39,0.97,0
20050131:0806,97.42,0,139,0,56.18,24.99,1.24,0
20050131:0906,132.88,0,183,0,67.39,25.27,1.59,0
20050131:1006,137.04,0,188,0,72.26,25.45,2.14,0
20050131:1106,364.84,0,473,0,66.45,23.95,2.55,0
20050131:1206,287.87,0,376,0,54.93,24.24,1.79,0
20050131:1306,190.26,0,254,0,41.62,25.17,1.79,0
20050131:1406,116.01,0,162,0,27.69,25.13,1.59,0
20050131:1506,79.74,0,117,0,13.49,24.87,0.9,0
20050131:1606,0,0,0,0,-0.81,23.98,0.07,0
20050131:1706,0,0,0,0,0,23.71,0.07,0
20050131:1806,0,0,0,0,0,22.59,0.76,0
20050131:1906,0,0,0,0,0,21.52,1.31,0
20050131:2006,0,0,0,0,0,21.41,1.79,0
20050131:2106,0,0,0,0,0,21.35,2.21,0
20050131:2206,0,0,0,0,0,21.47,2.41,0
20050131:2306,0,0,0,0,0,21.48,2.55,0
20050201:0006,0,0,0,0,0,21.58,2.48,0
20050201:0106,0,0,0,0,0,21.66,2.41,0
20050201:0206,0,0,0,0,0,21.1,2.07,0
20050201:0306,0,0,0,0,0,20.03,2.62,0
20050201:0406,0,0,0,0,0,20.6,2.55,0
20050201:0506,39.76,0,65,0,14.89,21.09,2.21,0
20050201:0606,132,0,179,0,29.09,21.95,2.07,0
20050201:0706,31.98,0,55,0,43.02,21.72,3.17,0
20050201:0806,46.73,0,74,0,56.28,21.51,2.34,0
20050201:0906,347.2,0,447,0,67.58,22.31,2.34,0
20050201:1006,257.5,0,334,0,72.54,23.33,2.9,0
20050201:1106,377.95,0,487,0,66.69,24.17,3.79,0
20050201:1206,323.26,0,416,0,55.09,22.92,2.97,0
20050201:1306,154,0,207,0,41.74,23.3,2.07,0
20050201:1406,158.46,0,213,0,27.78,23.61,1.72,0
20050201:1506,91.5,0,131,0,13.55,23.47,0.55,0
20050201:1606,0,0,0,0,-0.77,22.86,0.28,0
20050201:1706,0,0,0,0,0,21.91,0.76,0
20050201:1806,0,0,0,0,0,20.94,1.17,0
20050201:1906,0,0,0,0,0,20.77,1.52,0
20050201:2006,0,0,0,0,0,20.75,1.17,0
20050201:2106,0,0,0,0,0,20.46,1.24,0
20050201:2206,0,0,0,0,0,19.77,1.45,0
20050201:2306,0,0,0,0,0,19.58,1.52,0
20050202:0006,0,0,0,0,0,19.6,1.52,0
20050202:0106,0,0,0,0,0,19.76,1.86,0
20050202:0206,0,0,0,0,0,20.22,2.76,0
20050202:0306,0,0,0,0,0,20.31,3.03,0
20050202:0406,0,0,0,0,0,20.57,2.34,0
20050202:0506,40.71,0,66,0,14.88,20.13,1.52,0
20050202:0606,108.73,0,150,0,29.11,20.69,1.72,0
20050202:0706,122.44,0,168,0,43.07,22.58,1.72,0
20050202:0806,138.41,0,188,0,56.38,23.18,1.72,0
20050202:0906,191.35,0,253,0,67.77,23.55,2.28,0
20050202:1006,328.21,0,425,0,72.83,24.23,2.97,0
20050202:1106,335.22,0,434,0,66.92,24.53,3.24,0
20050202:1206,198.63,0,262,0,55.25,24.04,2.9,0
20050202:1306,272.24,0,355,0,41.86,24.14,2.21,0
20050202:1406,204.29,0,271,0,27.86,24.17,1.24,0
20050202:1506,68.96,0,103,0,13.61,23.76,0.76,0
20050202:1606,0,0,0,0,-0.73,23.07,0.14,0
20050202:1706,0,0,0,0,0,21.97,1.03,0
20050202:1806,0,0,0,0,0,21.24,2,0
20050202:1906,0,0,0,0,0,21.38,2.83,0
20050202:2006,0,0,0,0,0,21.29,2.9,0
20050202:2106,0,0,0,0,0,21.15,2.55,0
20050202:2206,0,0,0,0,0,20.81,2.21,0
20050202:2306,0,0,0,0,0,20.14,1.79,0
20050203:0006,0,0,0,0,0,19.7,1.59,0
20050203:0106,0,0,0,0,0,19.03,1.86,0
20050203:0206,0,0,0,0,0,18.94,2,0
20050203:0306,0,0,0,0,0,19.24,1.45,0
20050203:0406,0,0,0,0,0,18.46,1.59,0
20050203:0506,35.41,0,59,0,14.87,19.47,1.93,0
20050203:0606,101.92,0,142,0,29.13,21.68,3.03,0
20050203:0706,105.69,0,147,0,43.13,22.57,3.66,0
20050203:0806,203.49,0,266,0,56.49,23.11,4,0
20050203:0906,265.97,0,344,0,67.97,23.93,4.07,0
20050203:1006,258.17,0,335,0,73.13,24.37,4.07,0
20050203:1106,352.53,0,455,0,67.16,24.73,4,0
20050203:1206,222.6,0,292,0,55.41,24.81,3.59,0
20050203:1306,132.95,0,182,0,41.97,24.83,3.17,0
20050203:1406,157.9,0,213,0,27.94,24.8,2.41,0
20050203:1506,85.78,0,124,0,13.67,24.07,1.31,0
20050203:1606,0,0,0,0,-0.7,23.19,0,0
20050203:1706,0,0,0,0,0,21.98,1.17,0
20050203:1806,0,0,0,0,0,21.08,1.72,0
20050203:1906,0,0,0,0,0,21.26,2.9,0
20050203:2006,0,0,0,0,0,21.29,3.03,0
20050203:2106,0,0,0,0,0,21.4,2.97,0
20050203:2206,0,0,0,0,0,21.32,2.9,0
20050203:2306,0,0,0,0,0,21.23,2.9,0
20050204:0006,0,0,0,0,0,21.22,2.9,0
20050204:0106,0,0,0,0,0,21.19,2.83,0
20050204:0206,0,0,0,0,0,21.19,2.9,0
20050204:0306,0,0,0,0,0,21.19,2.9,0
20050204:0406,0,0,0,0,0,21.22,2.76,0
20050204:0506,35.01,0,59,0,14.86,21.7,2.21,0
20050204:0606,81.17,0,118,0,29.15,23.83,2,0
20050204:0706,153.46,0,208,0,43.18,24.73,1.59,0
20050204:0806,190.04,0,254,0,56.6,25.4,1.79,0
20050204:0906,141.44,0,194,0,68.17,25.92,1.86,0
20050204:1006,119.67,0,167,0,73.42,25.96,1.93,0
20050204:1106,135.71,0,187,0,67.39,26.22,2.14,0
20050204:1206,101.01,0,144,0,55.57,26.38,2.28,0
20050204:1306,85.15,0,124,0,42.08,25.93,2.21,0
20050204:1406,90.25,0,130,0,28.02,25.34,2.28,0
20050204:1506,67.97,0,102,0,13.72,25,2.62,0
20050204:1606,0,0,0,0,-0.66,24.07,2.83,0
20050204:1706,0,0,0,0,0,23.31,2.76,0
20050204:1806,0,0,0,0,0,22.88,2.62,0
20050204:1906,0,0,0,0,0,22.59,2.69,0
20050204:2006,0,0,0,0,0,22.32,2.76,0
20050204:2106,0,0,0,0,0,22.1,2.69,0
20050204:2206,0,0,0,0,0,21.98,2.41,0
20050204:2306,0,0,0,0,0,21.6,2.21,0
20050205:0006,0,0,0,0,0,21.27,2.14,0
20050205:0106,0,0,0,0,0,20.94,2,0
20050205:0206,0,0,0,0,0,20.61,1.86,0
20050205:0306,0,0,0,0,0,20.3,1.66,0
20050205:0406,0,0,0,0,0,20.02,1.66,0
20050205:0506,36.66,0,61,0,14.86,20.99,1.59,0
20050205:0606,138.34,0,189,0,29.17,24.69,2.07,0
20050205:0706,90.96,0,131,0,43.24,25.73,2.76,0
20050205:0806,112.81,0,158,0,56.71,25.94,3.45,0
20050205:0906,118.38,0,165,0,68.38,26.29,3.86,0
20050205:1006,121.11,0,168,0,73.73,25.82,3.93,0
20050205:1106,128.93,0,178,0,67.62,26.27,3.79,0
20050205:1206,116.69,0,163,0,55.73,26.28,3.52,0
20050205:1306,109.31,0,154,0,42.19,26.29,3.1,0
20050205:1406,108.46,0,153,0,28.09,26.07,2.41,0
20050205:1506,74.88,0,111,0,13.77,25.36,1.52,0
20050205:1606,0,0,0,0,-0.64,24.55,1.66,0
20050205:1706,0,0,0,0,0,23.41,1.93,0
20050205:1806,0,0,0,0,0,22.88,2.48,0
20050205:1906,0,0,0,0,0,22.69,3.59,0
20050205:2006,0,0,0,0,0,22.69,3.79,0
20050205:2106,0,0,0,0,0,22.71,3.66,0
20050205:2206,0,0,0,0,0,22.65,3.31,0
20050205:2306,0,0,0,0,0,22.46,2.83,0
20050206:0006,0,0,0,0,0,22.12,2.48,0
20050206:0106,0,0,0,0,0,21.9,2.48,0
20050206:0206,0,0,0,0,0,21.99,3.24,0
20050206:0306,0,0,0,0,0,21.57,3.45,0
20050206:0406,0,0,0,0,0,21.8,3.45,0
20050206:0506,37.22,0,62,0,14.86,22.37,3.24,0
20050206:0606,112.32,0,156,0,29.2,23.86,3.31,0
20050206:0706,151.96,0,205,0,43.3,24.8,3.79,0
20050206:0806,138.26,0,189,0,56.82,25.41,3.17,0
20050206:0906,149.22,0,203,0,68.59,25.76,2.76,0
20050206:1006,145.87,0,199,0,74.03,26.03,2.97,0
20050206:1106,161.05,0,218,0,67.86,26.36,3.1,0
20050206:1206,197.13,0,263,0,55.88,26.36,2.83,0
20050206:1306,273.89,0,361,0,42.29,26.33,2.14,0
20050206:1406,58.96,0,91,0,28.17,25.87,2.41,0
20050206:1506,107.84,0,152,0,13.82,25.42,1.79,0
20050206:1606,0,0,0,0,-0.61,24.66,1.93,0
20050206:1706,0,0,0,0,0,23.79,2.07,0
20050206:1806,0,0,0,0,0,23.26,2.69,0
20050206:1906,0,0,0,0,0,23.28,3.31,0
20050206:2006,0,0,0,0,0,23.13,3.31,0
20050206:2106,0,0,0,0,0,23,2.97,0
20050206:2206,0,0,0,0,0,22.81,2.28,0
20050206:2306,0,0,0,0,0,22.1,1.31,0
20050207:0006,0,0,0,0,0,22.78,0.83,0
20050207:0106,0,0,0,0,0,20.4,1.59,0
20050207:0206,0,0,0,0,0,19.73,1.59,0
20050207:0306,0,0,0,0,0,21.05,0.69,0
20050207:0406,0,0,0,0,0,19.22,1.31,0
20050207:0506,39.96,0,65,0,14.86,20.22,2.76,0
20050207:0606,122.39,0,167,0,29.23,21.86,2.76,0
20050207:0706,130.11,0,178,0,43.36,23.75,2.34,0
20050207:0806,234.55,0,309,0,56.94,24.89,1.93,0
20050207:0906,351.92,0,462,0,68.8,25.41,1.79,0
20050207:1006,66.86,0,101,0,74.34,25.78,2.14,0
20050207:1106,140.06,0,190,0,68.09,23.69,2.62,0
20050207:1206,345.41,0,448,0,56.03,23.91,2.41,0
20050207:1306,251.31,0,330,0,42.39,24.61,1.79,0
20050207:1406,180.07,0,241,0,28.24,25.01,1.93,0
20050207:1506,104.16,0,147,0,13.86,24.8,1.93,0
20050207:1606,0,0,0,0,-0.59,23.94,2.14,0
20050207:1706,0,0,0,0,0,23.09,2.76,0
20050207:1806,0,0,0,0,0,22.83,3.31,0
20050207:1906,0,0,0,0,0,23.09,4,0
20050207:2006,0,0,0,0,0,22.98,3.59,0
20050207:2106,0,0,0,0,0,22.91,3.03,0
20050207:2206,0,0,0,0,0,22.65,2.62,0
20050207:2306,0,0,0,0,0,22.26,2.28,0
20050208:0006,0,0,0,0,0,21.8,2.34,0
20050208:0106,0,0,0,0,0,21.29,2.34,0
20050208:0206,0,0,0,0,0,20.75,2.62,0
20050208:0306,0,0,0,0,0,19.67,0.55,0
20050208:0406,0,0,0,0,0,19.07,1.1,0
20050208:0506,15.36,0,32,0,14.87,19.16,1.1,0
20050208:0606,50.24,0,78,0,29.26,19.99,1.72,0
20050208:0706,170.23,0,225,0,43.43,20.75,1.24,0
20050208:0806,240.81,0,313,0,57.05,22.61,2.28,0
20050208:0906,179.17,0,238,0,69.01,23.7,2.48,0
20050208:1006,240.33,0,315,0,74.66,24.57,2.48,0
20050208:1106,271.38,0,355,0,68.32,25.08,2.48,0
20050208:1206,329.52,0,429,0,56.17,25.42,3.03,0
20050208:1306,252.02,0,330,0,42.49,25.34,3.1,0
20050208:1406,157.32,0,212,0,28.3,24.83,2.97,0
20050208:1506,109.33,0,153,0,13.91,24.53,2.55,0
20050208:1606,0,0,0,0,-0.57,23.71,2.69,0
20050208:1706,0,0,0,0,0,23.05,3.03,0
20050208:1806,0,0,0,0,0,22.71,3.1,0
20050208:1906,0,0,0,0,0,22.35,3.03,0
20050208:2006,0,0,0,0,0,22.22,2.97,0
20050208:2106,0,0,0,0,0,22.17,2.9,0
20050208:2206,0,0,0,0,0,22.02,2.83,0
20050208:2306,0,0,0,0,0,21.85,2.76,0
20050209:0006,0,0,0,0,0,21.59,2.41,0
20050209:0106,0,0,0,0,0,20.67,2.62,0
20050209:0206,0,0,0,0,0,19.61,1.86,0
20050209:0306,0,0,0,0,0,19.34,0.34,0
20050209:0406,0,0,0,0,0,19.02,0.14,0
20050209:0506,19.61,0,38,0,14.88,19.29,0.55,0
20050209:0606,126.08,0,171,0,29.29,20.58,1.59,0
20050209:0706,154.24,0,205,0,43.5,21.03,2.41,0
20050209:0806,280.81,0,361,0,57.18,22.18,3.03,0
20050209:0906,356.93,0,456,0,69.23,22.22,3.59,0
20050209:1006,374.16,0,475,0,74.98,21.49,4.14,0
20050209:1106,237.78,0,305,0,68.55,21.26,4.41,0
20050209:1206,209.09,0,271,0,56.32,22.24,5.17,0
20050209:1306,129.75,0,176,0,42.59,22.81,4.9,0
20050209:1406,145.86,0,196,0,28.36,23.24,4.28,0
20050209:1506,100.52,0,141,0,13.94,23.04,3.66,0
20050209:1606,0,0,0,0,-0.55,22.35,2.76,0
20050209:1706,0,0,0,0,0,21.72,2.28,0
20050209:1806,0,0,0,0,0,21.26,2.41,0
20050209:1906,0,0,0,0,0,20.77,2.9,0
20050209:2006,0,0,0,0,0,20.6,2.69,0
20050209:2106,0,0,0,0,0,20.29,2.28,0
20050209:2206,0,0,0,0,0,19.74,1.86,0
20050209:2306,0,0,0,0,0,19.25,1.86,0
20050210:0006,0,0,0,0,0,18.85,1.79,0
20050210:0106,0,0,0,0,0,18.85,1.52,0
