nohup: ignoring input
Number of coordinates within Uganda boundary: 1962
Fetching data for the period: 2024-01-01 to 2024-12-31
Found existing CSV file with 1953 unique coordinate pairs already downloaded.
Existing coordinates:
  (-0.2821, 31.2715)
  (-0.2821, 31.3715)
  (-0.2821, 31.4715)
  (-0.2821, 31.5715)
  (-0.2821, 31.6715)
  (-0.2821, 31.7715)
  (-0.2821, 31.8715)
  (-0.2821, 31.9715)
  (-0.2821, 32.0715)
  (-0.2821, 32.1715)
  (-0.2821, 32.2715)
  (-0.2821, 32.3715)
  (-0.2821, 32.4715)
  (-0.2821, 32.5715)
  (-0.2821, 32.6715)
  (-0.2821, 32.7715)
  (-0.2821, 32.8715)
  (-0.2821, 32.9715)
  (-0.2821, 33.0715)
  (-0.2821, 33.1715)
  (-0.2821, 33.2715)
  (-0.2821, 33.3715)
  (-0.2821, 33.4715)
  (-0.2821, 33.5715)
  (-0.2821, 33.6715)
  (-0.2821, 33.7715)
  (-0.2821, 33.8715)
  (-0.1821, 29.7715)
  (-0.1821, 29.8715)
  (-0.1821, 29.9715)
  (-0.1821, 30.0715)
  (-0.1821, 30.1715)
  (-0.1821, 30.2715)
  (-0.1821, 30.3715)
  (-0.1821, 30.4715)
  (-0.1821, 30.5715)
  (-0.1821, 30.6715)
  (-0.1821, 30.7715)
  (-0.1821, 30.8715)
  (-0.1821, 30.9715)
  (-0.1821, 31.0715)
  (-0.1821, 31.1715)
  (-0.1821, 31.2715)
  (-0.1821, 31.3715)
  (-0.1821, 31.4715)
  (-0.1821, 31.5715)
  (-0.1821, 31.6715)
  (-0.1821, 31.7715)
  (-0.1821, 31.8715)
  (-0.1821, 31.9715)
  (-0.1821, 32.0715)
  (-0.1821, 32.1715)
  (-0.1821, 32.2715)
  (-0.1821, 32.3715)
  (-0.1821, 32.4715)
  (-0.1821, 32.5715)
  (-0.1821, 32.6715)
  (-0.1821, 32.7715)
  (-0.1821, 32.8715)
  (-0.1821, 32.9715)
  (-0.1821, 33.0715)
  (-0.1821, 33.1715)
  (-0.1821, 33.2715)
  (-0.1821, 33.3715)
  (-0.1821, 33.4715)
  (-0.1821, 33.5715)
  (-0.1821, 33.6715)
  (-0.1821, 33.7715)
  (-0.1821, 33.8715)
  (-0.1821, 33.9715)
  (-0.0821, 29.7715)
  (-0.0821, 29.8715)
  (-0.0821, 29.9715)
  (-0.0821, 30.0715)
  (-0.0821, 30.1715)
  (-0.0821, 30.2715)
  (-0.0821, 30.3715)
  (-0.0821, 30.4715)
  (-0.0821, 30.5715)
  (-0.0821, 30.6715)
  (-0.0821, 30.7715)
  (-0.0821, 30.8715)
  (-0.0821, 30.9715)
  (-0.0821, 31.0715)
  (-0.0821, 31.1715)
  (-0.0821, 31.2715)
  (-0.0821, 31.3715)
  (-0.0821, 31.4715)
  (-0.0821, 31.5715)
  (-0.0821, 31.6715)
  (-0.0821, 31.7715)
  (-0.0821, 31.8715)
  (-0.0821, 31.9715)
  (-0.0821, 32.0715)
  (-0.0821, 32.1715)
  (-0.0821, 32.2715)
  (-0.0821, 32.3715)
  (-0.0821, 32.4715)
  (-0.0821, 32.5715)
  (-0.0821, 32.6715)
  (-0.0821, 32.7715)
  (-0.0821, 32.8715)
  (-0.0821, 32.9715)
  (-0.0821, 33.0715)
  (-0.0821, 33.1715)
  (-0.0821, 33.2715)
  (-0.0821, 33.3715)
  (-0.0821, 33.4715)
  (-0.0821, 33.5715)
  (-0.0821, 33.6715)
  (-0.0821, 33.7715)
  (-0.0821, 33.8715)
  (0.0179, 29.7715)
  (0.0179, 29.8715)
  (0.0179, 29.9715)
  (0.0179, 30.0715)
  (0.0179, 30.1715)
  (0.0179, 30.2715)
  (0.0179, 30.3715)
  (0.0179, 30.4715)
  (0.0179, 30.5715)
  (0.0179, 30.6715)
  (0.0179, 30.7715)
  (0.0179, 30.8715)
  (0.0179, 30.9715)
  (0.0179, 31.0715)
  (0.0179, 31.1715)
  (0.0179, 31.2715)
  (0.0179, 31.3715)
  (0.0179, 31.4715)
  (0.0179, 31.5715)
  (0.0179, 31.6715)
  (0.0179, 31.7715)
  (0.0179, 31.8715)
  (0.0179, 31.9715)
  (0.0179, 32.0715)
  (0.0179, 32.1715)
  (0.0179, 32.2715)
  (0.0179, 32.3715)
  (0.0179, 32.4715)
  (0.0179, 32.5715)
  (0.0179, 32.6715)
  (0.0179, 32.7715)
  (0.0179, 32.8715)
  (0.0179, 32.9715)
  (0.0179, 33.0715)
  (0.0179, 33.1715)
  (0.0179, 33.2715)
  (0.0179, 33.3715)
  (0.0179, 33.4715)
  (0.0179, 33.5715)
  (0.0179, 33.6715)
  (0.0179, 33.7715)
  (0.0179, 33.8715)
  (0.1179, 29.7715)
  (0.1179, 29.8715)
  (0.1179, 29.9715)
  (0.1179, 30.0715)
  (0.1179, 30.1715)
  (0.1179, 30.2715)
  (0.1179, 30.3715)
  (0.1179, 30.4715)
  (0.1179, 30.5715)
  (0.1179, 30.6715)
  (0.1179, 30.7715)
  (0.1179, 30.8715)
  (0.1179, 30.9715)
  (0.1179, 31.0715)
  (0.1179, 31.1715)
  (0.1179, 31.2715)
  (0.1179, 31.4715)
  (0.1179, 31.5715)
  (0.1179, 31.6715)
  (0.1179, 31.7715)
  (0.1179, 31.8715)
  (0.1179, 31.9715)
  (0.1179, 32.0715)
  (0.1179, 32.1715)
  (0.1179, 32.2715)
  (0.1179, 32.3715)
  (0.1179, 32.4715)
  (0.1179, 32.5715)
  (0.1179, 32.6715)
  (0.1179, 32.7715)
  (0.1179, 32.8715)
  (0.1179, 32.9715)
  (0.1179, 33.0715)
  (0.1179, 33.1715)
  (0.1179, 33.2715)
  (0.1179, 33.3715)
  (0.1179, 33.4715)
  (0.1179, 33.5715)
  (0.1179, 33.6715)
  (0.1179, 33.7715)
  (0.1179, 33.8715)
  (0.2179, 29.8715)
  (0.2179, 29.9715)
  (0.2179, 30.0715)
  (0.2179, 30.1715)
  (0.2179, 30.2715)
  (0.2179, 30.3715)
  (0.2179, 30.4715)
  (0.2179, 30.5715)
  (0.2179, 30.6715)
  (0.2179, 30.7715)
  (0.2179, 30.8715)
  (0.2179, 30.9715)
  (0.2179, 31.0715)
  (0.2179, 31.1715)
  (0.2179, 31.2715)
  (0.2179, 31.3715)
  (0.2179, 31.4715)
  (0.2179, 31.5715)
  (0.2179, 31.6715)
  (0.2179, 31.7715)
  (0.2179, 31.8715)
  (0.2179, 31.9715)
  (0.2179, 32.0715)
  (0.2179, 32.1715)
  (0.2179, 32.2715)
  (0.2179, 32.3715)
  (0.2179, 32.4715)
  (0.2179, 32.5715)
  (0.2179, 32.6715)
  (0.2179, 32.7715)
  (0.2179, 32.8715)
  (0.2179, 32.9715)
  (0.2179, 33.0715)
  (0.2179, 33.1715)
  (0.2179, 33.2715)
  (0.2179, 33.3715)
  (0.2179, 33.4715)
  (0.2179, 33.5715)
  (0.2179, 33.6715)
  (0.2179, 33.7715)
  (0.2179, 33.8715)
  (0.2179, 33.9715)
  (0.3179, 29.8715)
  (0.3179, 29.9715)
  (0.3179, 30.0715)
  (0.3179, 30.1715)
  (0.3179, 30.2715)
  (0.3179, 30.3715)
  (0.3179, 30.4715)
  (0.3179, 30.5715)
  (0.3179, 30.6715)
  (0.3179, 30.7715)
  (0.3179, 30.8715)
  (0.3179, 30.9715)
  (0.3179, 31.0715)
  (0.3179, 31.1715)
  (0.3179, 31.2715)
  (0.3179, 31.3715)
  (0.3179, 31.4715)
  (0.3179, 31.5715)
  (0.3179, 31.6715)
  (0.3179, 31.7715)
  (0.3179, 31.8715)
  (0.3179, 31.9715)
  (0.3179, 32.0715)
  (0.3179, 32.1715)
  (0.3179, 32.2715)
  (0.3179, 32.3715)
  (0.3179, 32.4715)
  (0.3179, 32.5715)
  (0.3179, 32.6715)
  (0.3179, 32.7715)
  (0.3179, 32.8715)
  (0.3179, 32.9715)
  (0.3179, 33.0715)
  (0.3179, 33.1715)
  (0.3179, 33.2715)
  (0.3179, 33.3715)
  (0.3179, 33.4715)
  (0.3179, 33.5715)
  (0.3179, 33.6715)
  (0.3179, 33.7715)
  (0.3179, 33.8715)
  (0.3179, 33.9715)
  (0.4179, 29.9715)
  (0.4179, 30.0715)
  (0.4179, 30.1715)
  (0.4179, 30.2715)
  (0.4179, 30.3715)
  (0.4179, 30.4715)
  (0.4179, 30.5715)
  (0.4179, 30.6715)
  (0.4179, 30.7715)
  (0.4179, 30.8715)
  (0.4179, 30.9715)
  (0.4179, 31.0715)
  (0.4179, 31.1715)
  (0.4179, 31.2715)
  (0.4179, 31.3715)
  (0.4179, 31.4715)
  (0.4179, 31.5715)
  (0.4179, 31.6715)
  (0.4179, 31.7715)
  (0.4179, 31.8715)
  (0.4179, 31.9715)
  (0.4179, 32.0715)
  (0.4179, 32.1715)
  (0.4179, 32.2715)
  (0.4179, 32.3715)
  (0.4179, 32.4715)
  (0.4179, 32.5715)
  (0.4179, 32.6715)
  (0.4179, 32.7715)
  (0.4179, 32.8715)
  (0.4179, 32.9715)
  (0.4179, 33.0715)
  (0.4179, 33.1715)
  (0.4179, 33.2715)
  (0.4179, 33.3715)
  (0.4179, 33.4715)
  (0.4179, 33.5715)
  (0.4179, 33.6715)
  (0.4179, 33.7715)
  (0.4179, 33.8715)
  (0.4179, 33.9715)
  (0.4179, 34.0715)
  (0.5179, 30.0715)
  (0.5179, 30.1715)
  (0.5179, 30.2715)
  (0.5179, 30.3715)
  (0.5179, 30.4715)
  (0.5179, 30.5715)
  (0.5179, 30.6715)
  (0.5179, 30.7715)
  (0.5179, 30.8715)
  (0.5179, 30.9715)
  (0.5179, 31.0715)
  (0.5179, 31.1715)
  (0.5179, 31.2715)
  (0.5179, 31.3715)
  (0.5179, 31.4715)
  (0.5179, 31.5715)
  (0.5179, 31.6715)
  (0.5179, 31.7715)
  (0.5179, 31.8715)
  (0.5179, 31.9715)
  (0.5179, 32.0715)
  (0.5179, 32.1715)
  (0.5179, 32.2715)
  (0.5179, 32.3715)
  (0.5179, 32.4715)
  (0.5179, 32.5715)
  (0.5179, 32.6715)
  (0.5179, 32.7715)
  (0.5179, 32.8715)
  (0.5179, 32.9715)
  (0.5179, 33.3715)
  (0.5179, 33.4715)
  (0.5179, 33.5715)
  (0.5179, 33.6715)
  (0.5179, 33.7715)
  (0.5179, 33.8715)
  (0.5179, 33.9715)
  (0.5179, 34.0715)
  (0.6179, 30.0715)
  (0.6179, 30.1715)
  (0.6179, 30.2715)
  (0.6179, 30.3715)
  (0.6179, 30.4715)
  (0.6179, 30.5715)
  (0.6179, 30.6715)
  (0.6179, 30.7715)
  (0.6179, 30.8715)
  (0.6179, 30.9715)
  (0.6179, 31.0715)
  (0.6179, 31.1715)
  (0.6179, 31.2715)
  (0.6179, 31.3715)
  (0.6179, 31.4715)
  (0.6179, 31.5715)
  (0.6179, 31.6715)
  (0.6179, 31.7715)
  (0.6179, 31.8715)
  (0.6179, 31.9715)
  (0.6179, 32.0715)
  (0.6179, 32.1715)
  (0.6179, 32.2715)
  (0.6179, 32.3715)
  (0.6179, 32.4715)
  (0.6179, 32.5715)
  (0.6179, 32.6715)
  (0.6179, 32.7715)
  (0.6179, 32.8715)
  (0.6179, 32.9715)
  (0.6179, 33.0715)
  (0.6179, 33.1715)
  (0.6179, 33.2715)
  (0.6179, 33.3715)
  (0.6179, 33.4715)
  (0.6179, 33.5715)
  (0.6179, 33.6715)
  (0.6179, 33.7715)
  (0.6179, 33.8715)
  (0.6179, 33.9715)
  (0.6179, 34.0715)
  (0.6179, 34.1715)
  (0.7179, 29.9715)
  (0.7179, 30.0715)
  (0.7179, 30.1715)
  (0.7179, 30.2715)
  (0.7179, 30.3715)
  (0.7179, 30.4715)
  (0.7179, 30.5715)
  (0.7179, 30.6715)
  (0.7179, 30.7715)
  (0.7179, 30.8715)
  (0.7179, 30.9715)
  (0.7179, 31.0715)
  (0.7179, 31.1715)
  (0.7179, 31.2715)
  (0.7179, 31.3715)
  (0.7179, 31.4715)
  (0.7179, 31.5715)
  (0.7179, 31.6715)
  (0.7179, 31.7715)
  (0.7179, 31.8715)
  (0.7179, 31.9715)
  (0.7179, 32.0715)
  (0.7179, 32.1715)
  (0.7179, 32.2715)
  (0.7179, 32.3715)
  (0.7179, 32.4715)
  (0.7179, 32.5715)
  (0.7179, 32.6715)
  (0.7179, 32.7715)
  (0.7179, 32.8715)
  (0.7179, 32.9715)
  (0.7179, 33.0715)
  (0.7179, 33.1715)
  (0.7179, 33.2715)
  (0.7179, 33.3715)
  (0.7179, 33.4715)
  (0.7179, 33.5715)
  (0.7179, 33.6715)
  (0.7179, 33.7715)
  (0.7179, 33.8715)
  (0.7179, 33.9715)
  (0.7179, 34.0715)
  (0.7179, 34.1715)
  (0.7179, 34.2715)
  (0.8179, 29.9715)
  (0.8179, 30.0715)
  (0.8179, 30.1715)
  (0.8179, 30.2715)
  (0.8179, 30.3715)
  (0.8179, 30.4715)
  (0.8179, 30.5715)
  (0.8179, 30.6715)
  (0.8179, 30.7715)
  (0.8179, 30.8715)
  (0.8179, 30.9715)
  (0.8179, 31.0715)
  (0.8179, 31.1715)
  (0.8179, 31.2715)
  (0.8179, 31.3715)
  (0.8179, 31.4715)
  (0.8179, 31.5715)
  (0.8179, 31.6715)
  (0.8179, 31.7715)
  (0.8179, 31.8715)
  (0.8179, 31.9715)
  (0.8179, 32.0715)
  (0.8179, 32.1715)
  (0.8179, 32.2715)
  (0.8179, 32.3715)
  (0.8179, 32.4715)
  (0.8179, 32.5715)
  (0.8179, 32.6715)
  (0.8179, 32.7715)
  (0.8179, 32.8715)
  (0.8179, 32.9715)
  (0.8179, 33.0715)
  (0.8179, 33.1715)
  (0.8179, 33.2715)
  (0.8179, 33.3715)
  (0.8179, 33.4715)
  (0.8179, 33.5715)
  (0.8179, 33.6715)
  (0.8179, 33.7715)
  (0.8179, 33.8715)
  (0.8179, 33.9715)
  (0.8179, 34.0715)
  (0.8179, 34.1715)
  (0.8179, 34.2715)
  (0.8179, 34.3715)
  (0.9179, 30.2715)
  (0.9179, 30.3715)
  (0.9179, 30.4715)
  (0.9179, 30.5715)
  (0.9179, 30.6715)
  (0.9179, 30.7715)
  (0.9179, 30.8715)
  (0.9179, 30.9715)
  (0.9179, 31.0715)
  (0.9179, 31.1715)
  (0.9179, 31.2715)
  (0.9179, 31.3715)
  (0.9179, 31.4715)
  (0.9179, 31.5715)
  (0.9179, 31.6715)
  (0.9179, 31.7715)
  (0.9179, 31.8715)
  (0.9179, 31.9715)
  (0.9179, 32.0715)
  (0.9179, 32.1715)
  (0.9179, 32.2715)
  (0.9179, 32.3715)
  (0.9179, 32.4715)
  (0.9179, 32.5715)
  (0.9179, 32.6715)
  (0.9179, 32.7715)
  (0.9179, 32.8715)
  (0.9179, 32.9715)
  (0.9179, 33.0715)
  (0.9179, 33.1715)
  (0.9179, 33.2715)
  (0.9179, 33.3715)
  (0.9179, 33.4715)
  (0.9179, 33.5715)
  (0.9179, 33.6715)
  (0.9179, 33.7715)
  (0.9179, 33.8715)
  (0.9179, 33.9715)
  (0.9179, 34.0715)
  (0.9179, 34.1715)
  (0.9179, 34.2715)
  (0.9179, 34.3715)
  (1.0179, 30.2715)
  (1.0179, 30.3715)
  (1.0179, 30.4715)
  (1.0179, 30.5715)
  (1.0179, 30.6715)
  (1.0179, 30.7715)
  (1.0179, 30.8715)
  (1.0179, 30.9715)
  (1.0179, 31.0715)
  (1.0179, 31.1715)
  (1.0179, 31.2715)
  (1.0179, 31.3715)
  (1.0179, 31.4715)
  (1.0179, 31.5715)
  (1.0179, 31.6715)
  (1.0179, 31.7715)
  (1.0179, 31.8715)
  (1.0179, 31.9715)
  (1.0179, 32.0715)
  (1.0179, 32.1715)
  (1.0179, 32.2715)
  (1.0179, 32.3715)
  (1.0179, 32.4715)
  (1.0179, 32.5715)
  (1.0179, 32.6715)
  (1.0179, 32.7715)
  (1.0179, 32.8715)
  (1.0179, 32.9715)
  (1.0179, 33.0715)
  (1.0179, 33.1715)
  (1.0179, 33.2715)
  (1.0179, 33.3715)
  (1.0179, 33.4715)
  (1.0179, 33.5715)
  (1.0179, 33.6715)
  (1.0179, 33.7715)
  (1.0179, 33.8715)
  (1.0179, 33.9715)
  (1.0179, 34.0715)
  (1.0179, 34.1715)
  (1.0179, 34.2715)
  (1.0179, 34.3715)
  (1.0179, 34.4715)
  (1.1179, 30.2715)
  (1.1179, 30.3715)
  (1.1179, 30.4715)
  (1.1179, 30.5715)
  (1.1179, 30.6715)
  (1.1179, 30.7715)
  (1.1179, 30.8715)
  (1.1179, 30.9715)
  (1.1179, 31.0715)
  (1.1179, 31.1715)
  (1.1179, 31.2715)
  (1.1179, 31.3715)
  (1.1179, 31.4715)
  (1.1179, 31.5715)
  (1.1179, 31.6715)
  (1.1179, 31.7715)
  (1.1179, 31.8715)
  (1.1179, 31.9715)
  (1.1179, 32.0715)
  (1.1179, 32.1715)
  (1.1179, 32.2715)
  (1.1179, 32.3715)
  (1.1179, 32.4715)
  (1.1179, 32.5715)
  (1.1179, 32.6715)
  (1.1179, 32.7715)
  (1.1179, 32.8715)
  (1.1179, 32.9715)
  (1.1179, 33.0715)
  (1.1179, 33.1715)
  (1.1179, 33.2715)
  (1.1179, 33.3715)
  (1.1179, 33.4715)
  (1.1179, 33.5715)
  (1.1179, 33.6715)
  (1.1179, 33.7715)
  (1.1179, 33.8715)
  (1.1179, 33.9715)
  (1.1179, 34.0715)
  (1.1179, 34.1715)
  (1.1179, 34.2715)
  (1.1179, 34.3715)
  (1.1179, 34.4715)
  (1.1179, 34.5715)
  (1.2179, 30.5715)
