Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,561791,-,-,-,9.09,7.42,0,464,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2013,1,1,0,30,160.64000000000001,0.18,2.1,0,0,0,0,10.3,72.8,961,0,0,0,0,15.100000000000001,42,2.6
2013,1,1,1,30,148.91,0.18,2.1,0,0,0,0,9,69.2,960,0,0,0,0,14.600000000000001,45,2.8000000000000003
2013,1,1,2,30,135.65,0.18,2.1,0,0,0,0,7.9,65.62,960,0,0,0,0,14.200000000000001,46,3
2013,1,1,3,30,121.96000000000001,0.18,2.1,0,0,0,0,6.9,63.47,961,0,0,0,0,13.700000000000001,46,3.1
2013,1,1,4,30,108.16,0.18,2.1,0,0,0,0,6.2,61.83,961,0,0,0,0,13.4,45,3.2
2013,1,1,5,30,94.42,0.18,2.1,0,0,0,0,5.800000000000001,58.07,961,0,0,0,0,13.9,45,3.5
2013,1,1,6,30,80.78,0.18,2.1,67,152,91,0,5.6000000000000005,50.42,962,67,152,0,91,15.9,47,4
2013,1,1,7,30,67.67,0.18,2.1,144,437,311,0,6.2,43.42,962,144,437,0,311,18.900000000000002,51,3.9000000000000004
2013,1,1,8,30,55.22,0.18,2.1,186,602,530,0,8.700000000000001,40.43,962,186,602,0,530,22.900000000000002,68,3
2013,1,1,9,30,44.12,0.18,2.2,216,680,704,0,9.3,34.35,962,216,680,0,704,26.3,96,2.2
2013,1,1,10,30,35.660000000000004,0.18,2.3000000000000003,229,725,819,0,10.700000000000001,33.980000000000004,961,229,725,0,819,28,116,1.9000000000000001
2013,1,1,11,30,32.06,0.18,2.3000000000000003,230,743,860,0,11.4,33.84,960,230,743,0,860,28.900000000000002,125,1.8
2013,1,1,12,30,34.85,0.18,2.4000000000000004,249,688,814,0,11.9,34.17,960,249,688,0,814,29.3,136,1.6
