timestamp,latitude,longitude,GHI,DNI,DHI
2024-05-14,0.0,31.0,6.44,6.35,2.89
2024-05-15,0.0,31.0,5.94,5.5,3.36
2024-05-16,0.0,31.0,4.93,3.12,2.4
2024-05-17,0.0,31.0,6.1,6.19,1.88
2024-05-18,0.0,31.0,4.18,2.83,2.01
2024-05-19,0.0,31.0,5.63,4.23,2.47
2024-05-20,0.0,31.0,4.97,2.26,3.12
2024-05-21,0.0,31.0,4.84,1.84,2.85
2024-05-22,0.0,31.0,4.39,2.33,2.35
2024-05-23,0.0,31.0,5.31,3.51,2.53
2024-05-24,0.0,31.0,4.72,3.05,2.33
2024-05-25,0.0,31.0,5.86,4.86,2.04
2024-05-26,0.0,31.0,5.91,4.7,2.29
2024-05-27,0.0,31.0,6.34,5.67,2.2
2024-05-28,0.0,31.0,6.05,5.28,2.27
2024-05-29,0.0,31.0,5.73,3.87,2.51
2024-05-30,0.0,31.0,5.47,2.59,2.9
2024-05-31,0.0,31.0,5.57,3.14,2.62
2024-06-01,0.0,31.0,6.01,4.92,2.65
2024-06-02,0.0,31.0,5.74,5.34,2.86
2024-06-03,0.0,31.0,5.67,3.52,2.62
2024-06-04,0.0,31.0,4.75,2.47,2.41
2024-06-05,0.0,31.0,5.67,3.46,2.7
2024-06-06,0.0,31.0,5.31,3.05,2.51
2024-06-07,0.0,31.0,4.92,2.42,2.46
2024-06-08,0.0,31.0,5.9,4.88,2.56
2024-06-09,0.0,31.0,3.88,1.13,2.44
2024-06-10,0.0,31.0,5.49,3.58,2.55
2024-06-11,0.0,31.0,5.36,4.03,2.17
2024-06-12,0.0,31.0,4.94,3.22,2.26
2024-06-13,0.0,31.0,6.04,4.8,2.34
2024-06-14,0.0,31.0,5.8,4.05,2.54
2024-06-15,0.0,31.0,5.44,3.69,2.35
2024-06-16,0.0,31.0,4.46,1.31,2.83
2024-06-17,0.0,31.0,2.94,0.84,1.85
2024-06-18,0.0,31.0,5.75,4.42,2.47
2024-06-19,0.0,31.0,5.96,4.81,2.19
2024-06-20,0.0,31.0,5.3,3.6,2.26
2024-06-21,0.0,31.0,5.08,3.64,2.3
2024-06-22,0.0,31.0,5.71,4.67,2.26
2024-06-23,0.0,31.0,5.68,5.17,2.37
2024-06-24,0.0,31.0,5.64,4.17,2.53
2024-06-25,0.0,31.0,6.07,4.88,2.33
2024-06-26,0.0,31.0,6.11,4.77,2.41
2024-06-27,0.0,31.0,5.48,3.7,2.83
2024-06-28,0.0,31.0,4.3,1.76,2.61
2024-06-29,0.0,31.0,4.95,2.35,2.79
2024-06-30,0.0,31.0,5.88,4.51,2.44
2024-07-01,0.0,31.0,5.72,4.25,2.74
2024-07-02,0.0,31.0,6.1,4.67,2.44
2024-07-03,0.0,31.0,5.51,3.8,2.38
2024-07-04,0.0,31.0,5.83,4.38,2.28
2024-07-05,0.0,31.0,4.32,0.9,2.68
2024-07-06,0.0,31.0,2.95,0.48,2.07
2024-07-07,0.0,31.0,3.5,0.63,2.29
2024-07-08,0.0,31.0,5.15,3.48,2.18
2024-07-09,0.0,31.0,4.22,2.0,2.31
2024-07-10,0.0,31.0,3.0,0.38,2.13
2024-07-11,0.0,31.0,4.23,1.04,2.78
2024-07-12,0.0,31.0,5.79,4.59,2.29
2024-07-13,0.0,31.0,5.11,3.37,2.38
2024-07-14,0.0,31.0,5.59,4.04,2.39
2024-07-15,0.0,31.0,5.51,3.14,2.63
2024-07-16,0.0,31.0,5.25,2.53,2.88
2024-07-17,0.0,31.0,3.54,0.9,2.35
2024-07-18,0.0,31.0,4.68,1.83,2.58
2024-07-19,0.0,31.0,2.85,0.31,2.09
2024-07-20,0.0,31.0,3.31,0.57,2.16
2024-07-21,0.0,31.0,4.18,1.05,2.53
2024-07-22,0.0,31.0,2.03,0.31,1.5
2024-07-23,0.0,31.0,5.58,3.48,2.6
2024-07-24,0.0,31.0,5.12,2.09,2.96
2024-07-25,0.0,31.0,6.45,5.84,1.85
2024-07-26,0.0,31.0,6.11,4.54,2.41
2024-07-27,0.0,31.0,4.0,1.23,2.34
2024-07-28,0.0,31.0,5.09,2.37,2.68
2024-07-29,0.0,31.0,3.53,0.2,2.62
2024-07-30,0.0,31.0,3.86,0.7,2.53
2024-07-31,0.0,31.0,1.64,-999.0,-999.0
2024-08-01,0.0,31.0,4.92,-999.0,-999.0
2024-08-02,0.0,31.0,4.92,-999.0,-999.0
2024-08-03,0.0,31.0,5.12,-999.0,-999.0
2024-08-04,0.0,31.0,5.73,-999.0,-999.0
2024-08-05,0.0,31.0,4.33,-999.0,-999.0
2024-08-06,0.0,31.0,3.49,-999.0,-999.0
2024-08-07,0.0,31.0,6.22,-999.0,-999.0
2024-08-08,0.0,31.0,5.76,-999.0,-999.0
2024-08-09,0.0,31.0,4.25,-999.0,-999.0
2024-08-10,0.0,31.0,5.25,-999.0,-999.0
2024-08-11,0.0,31.0,5.76,-999.0,-999.0
2024-08-12,0.0,31.0,2.96,-999.0,-999.0
2024-08-13,0.0,31.0,5.72,-999.0,-999.0
2024-08-14,0.0,31.0,4.97,-999.0,-999.0
2024-08-15,0.0,31.0,4.4,-999.0,-999.0
2024-08-16,0.0,31.0,5.27,-999.0,-999.0
2024-08-17,0.0,31.0,4.41,-999.0,-999.0
2024-08-18,0.0,31.0,4.1,-999.0,-999.0
2024-08-19,0.0,31.0,4.5,-999.0,-999.0
2024-08-20,0.0,31.0,3.51,-999.0,-999.0
2024-08-21,0.0,31.0,4.25,-999.0,-999.0
2024-08-22,0.0,31.0,2.17,-999.0,-999.0
2024-08-23,0.0,31.0,6.28,-999.0,-999.0
2024-08-24,0.0,31.0,5.64,-999.0,-999.0
2024-08-25,0.0,31.0,3.4,-999.0,-999.0
2024-08-26,0.0,31.0,3.99,-999.0,-999.0
2024-08-27,0.0,31.0,5.31,-999.0,-999.0
2024-08-28,0.0,31.0,4.93,-999.0,-999.0
2024-08-29,0.0,31.0,3.02,-999.0,-999.0
2024-08-30,0.0,31.0,2.34,-999.0,-999.0
2024-08-31,0.0,31.0,4.33,-999.0,-999.0
2024-09-01,0.0,31.0,3.64,-999.0,-999.0
2024-09-02,0.0,31.0,4.45,-999.0,-999.0
2024-09-03,0.0,31.0,6.2,-999.0,-999.0
2024-09-04,0.0,31.0,2.25,-999.0,-999.0
2024-09-05,0.0,31.0,4.41,-999.0,-999.0
2024-09-06,0.0,31.0,4.56,-999.0,-999.0
2024-09-07,0.0,31.0,3.04,-999.0,-999.0
2024-09-08,0.0,31.0,6.34,-999.0,-999.0
2024-09-09,0.0,31.0,3.39,-999.0,-999.0
2024-09-10,0.0,31.0,5.48,-999.0,-999.0
2024-09-11,0.0,31.0,6.07,-999.0,-999.0
2024-09-12,0.0,31.0,3.64,-999.0,-999.0
2024-09-13,0.0,31.0,4.9,-999.0,-999.0
2024-09-14,0.0,31.0,4.49,-999.0,-999.0
2024-09-15,0.0,31.0,5.26,-999.0,-999.0
2024-09-16,0.0,31.0,6.15,-999.0,-999.0
2024-09-17,0.0,31.0,5.8,-999.0,-999.0
2024-09-18,0.0,31.0,6.15,-999.0,-999.0
2024-09-19,0.0,31.0,5.37,-999.0,-999.0
2024-09-20,0.0,31.0,3.43,-999.0,-999.0
2024-09-21,0.0,31.0,4.85,-999.0,-999.0
2024-09-22,0.0,31.0,3.39,-999.0,-999.0
2024-09-23,0.0,31.0,4.35,-999.0,-999.0
2024-09-24,0.0,31.0,4.55,-999.0,-999.0
2024-09-25,0.0,31.0,5.34,-999.0,-999.0
2024-09-26,0.0,31.0,4.46,-999.0,-999.0
2024-09-27,0.0,31.0,5.47,-999.0,-999.0
2024-09-28,0.0,31.0,5.72,-999.0,-999.0
2024-09-29,0.0,31.0,4.84,-999.0,-999.0
2024-09-30,0.0,31.0,5.0,-999.0,-999.0
2024-10-01,0.0,31.0,5.92,-999.0,-999.0
2024-10-02,0.0,31.0,3.45,-999.0,-999.0
2024-10-03,0.0,31.0,3.73,-999.0,-999.0
2024-10-04,0.0,31.0,5.96,-999.0,-999.0
2024-10-05,0.0,31.0,5.48,-999.0,-999.0
2024-10-06,0.0,31.0,1.91,-999.0,-999.0
2024-10-07,0.0,31.0,4.12,-999.0,-999.0
2024-10-08,0.0,31.0,3.9,-999.0,-999.0
2024-10-09,0.0,31.0,5.34,-999.0,-999.0
2024-10-10,0.0,31.0,3.54,-999.0,-999.0
2024-10-11,0.0,31.0,2.32,-999.0,-999.0
2024-10-12,0.0,31.0,4.94,-999.0,-999.0
2024-10-13,0.0,31.0,5.91,-999.0,-999.0
2024-10-14,0.0,31.0,5.7,-999.0,-999.0
2024-10-15,0.0,31.0,5.61,-999.0,-999.0
2024-10-16,0.0,31.0,2.24,-999.0,-999.0
2024-10-17,0.0,31.0,6.04,-999.0,-999.0
2024-10-18,0.0,31.0,3.57,-999.0,-999.0
2024-10-19,0.0,31.0,6.12,-999.0,-999.0
2024-10-20,0.0,31.0,4.99,-999.0,-999.0
2024-10-21,0.0,31.0,3.83,-999.0,-999.0
2024-10-22,0.0,31.0,4.8,-999.0,-999.0
2024-10-23,0.0,31.0,4.92,-999.0,-999.0
2024-10-24,0.0,31.0,4.57,-999.0,-999.0
2024-10-25,0.0,31.0,4.94,-999.0,-999.0
2024-10-26,0.0,31.0,3.86,-999.0,-999.0
2024-10-27,0.0,31.0,5.04,-999.0,-999.0
2024-10-28,0.0,31.0,2.29,-999.0,-999.0
2024-10-29,0.0,31.0,5.79,-999.0,-999.0
2024-10-30,0.0,31.0,6.5,-999.0,-999.0
2024-10-31,0.0,31.0,2.91,-999.0,-999.0
2024-11-01,0.0,31.0,2.54,-999.0,-999.0
2024-11-02,0.0,31.0,3.36,-999.0,-999.0
2024-11-03,0.0,31.0,5.1,-999.0,-999.0
2024-11-04,0.0,31.0,1.77,-999.0,-999.0
2024-11-05,0.0,31.0,5.26,-999.0,-999.0
2024-11-06,0.0,31.0,5.6,-999.0,-999.0
2024-11-07,0.0,31.0,0.96,-999.0,-999.0
2024-11-08,0.0,31.0,4.7,-999.0,-999.0
2024-11-09,0.0,31.0,6.1,-999.0,-999.0
2024-11-10,0.0,31.0,4.28,-999.0,-999.0
2024-11-11,0.0,31.0,4.75,-999.0,-999.0
2024-11-12,0.0,31.0,4.41,-999.0,-999.0
2024-11-13,0.0,31.0,5.95,-999.0,-999.0
2024-11-14,0.0,31.0,4.06,-999.0,-999.0
2024-11-15,0.0,31.0,4.08,-999.0,-999.0
2024-11-16,0.0,31.0,4.05,-999.0,-999.0
2024-11-17,0.0,31.0,5.33,-999.0,-999.0
2024-11-18,0.0,31.0,4.58,-999.0,-999.0
2024-11-19,0.0,31.0,5.85,-999.0,-999.0
2024-11-20,0.0,31.0,5.15,-999.0,-999.0
2024-11-21,0.0,31.0,2.87,-999.0,-999.0
2024-11-22,0.0,31.0,5.31,-999.0,-999.0
2024-11-23,0.0,31.0,5.13,-999.0,-999.0
2024-11-24,0.0,31.0,3.34,-999.0,-999.0
2024-11-25,0.0,31.0,4.27,-999.0,-999.0
2024-11-26,0.0,31.0,5.35,-999.0,-999.0
2024-11-27,0.0,31.0,3.28,-999.0,-999.0
2024-11-28,0.0,31.0,4.32,-999.0,-999.0
2024-11-29,0.0,31.0,5.57,-999.0,-999.0
2024-11-30,0.0,31.0,5.27,-999.0,-999.0
2024-12-01,0.0,31.0,4.89,-999.0,-999.0
2024-12-02,0.0,31.0,4.29,-999.0,-999.0
2024-12-03,0.0,31.0,5.24,-999.0,-999.0
2024-12-04,0.0,31.0,-999.0,-999.0,-999.0
2024-12-05,0.0,31.0,6.07,-999.0,-999.0
2024-12-06,0.0,31.0,4.09,-999.0,-999.0
2024-12-07,0.0,31.0,6.58,-999.0,-999.0
2024-12-08,0.0,31.0,6.72,-999.0,-999.0
2024-12-09,0.0,31.0,5.54,-999.0,-999.0
2024-12-10,0.0,31.0,6.0,-999.0,-999.0
2024-12-11,0.0,31.0,5.84,-999.0,-999.0
2024-12-12,0.0,31.0,5.18,-999.0,-999.0
2024-12-13,0.0,31.0,3.81,-999.0,-999.0
2024-12-14,0.0,31.0,6.5,-999.0,-999.0
2024-12-15,0.0,31.0,3.78,-999.0,-999.0
2024-12-16,0.0,31.0,2.51,-999.0,-999.0
2024-12-17,0.0,31.0,5.45,-999.0,-999.0
2024-12-18,0.0,31.0,5.44,-999.0,-999.0
2024-12-19,0.0,31.0,3.28,-999.0,-999.0
2024-12-20,0.0,31.0,5.69,-999.0,-999.0
2024-12-21,0.0,31.0,4.47,-999.0,-999.0
2024-12-22,0.0,31.0,2.39,-999.0,-999.0
2024-12-23,0.0,31.0,2.83,-999.0,-999.0
2024-12-24,0.0,31.0,3.56,-999.0,-999.0
2024-12-25,0.0,31.0,2.33,-999.0,-999.0
2024-12-26,0.0,31.0,5.48,-999.0,-999.0
2024-12-27,0.0,31.0,5.73,-999.0,-999.0
2024-12-28,0.0,31.0,6.29,-999.0,-999.0
2024-12-29,0.0,31.0,6.55,-999.0,-999.0
2024-12-30,0.0,31.0,6.87,-999.0,-999.0
2024-12-31,0.0,31.0,5.62,-999.0,-999.0
2024-01-01,0.0,32.0,4.06,0.95,2.56
2024-01-02,0.0,32.0,4.51,2.46,2.3
2024-01-03,0.0,32.0,4.09,0.57,2.8
2024-01-04,0.0,32.0,5.97,4.33,2.49
2024-01-05,0.0,32.0,3.48,0.75,2.25
2024-01-06,0.0,32.0,6.1,4.57,2.6
2024-01-07,0.0,32.0,5.21,2.21,2.86
2024-01-08,0.0,32.0,5.19,3.3,2.39
2024-01-09,0.0,32.0,2.39,0.72,1.58
2024-01-10,0.0,32.0,3.73,0.73,2.4
2024-01-11,0.0,32.0,3.93,0.77,2.72
2024-01-12,0.0,32.0,3.14,0.7,2.08
2024-01-13,0.0,32.0,2.98,0.65,1.96
2024-01-14,0.0,32.0,3.54,0.79,2.16
2024-01-15,0.0,32.0,4.89,1.54,2.99
2024-01-16,0.0,32.0,6.24,3.97,2.87
2024-01-17,0.0,32.0,5.05,1.78,2.98
2024-01-18,0.0,32.0,3.68,0.74,2.34
2024-01-19,0.0,32.0,6.56,5.03,2.76
2024-01-20,0.0,32.0,6.33,4.46,2.86
2024-01-21,0.0,32.0,3.95,1.11,2.43
2024-01-22,0.0,32.0,5.46,2.37,2.91
2024-01-23,0.0,32.0,5.07,3.26,2.41
2024-01-24,0.0,32.0,5.64,4.13,2.37
2024-01-25,0.0,32.0,5.73,3.85,2.34
2024-01-26,0.0,32.0,4.18,1.97,2.31
2024-01-27,0.0,32.0,4.12,1.68,2.45
2024-01-28,0.0,32.0,7.05,7.49,1.91
2024-01-29,0.0,32.0,5.92,3.24,3.15
2024-01-30,0.0,32.0,4.74,1.27,3.11
2024-01-31,0.0,32.0,5.91,3.06,3.0
2024-02-01,0.0,32.0,3.93,0.22,2.83
2024-02-02,0.0,32.0,3.69,0.34,2.66
2024-02-03,0.0,32.0,5.18,2.69,2.73
2024-02-04,0.0,32.0,5.59,3.65,2.48
2024-02-05,0.0,32.0,5.52,3.32,2.97
2024-02-06,0.0,32.0,5.19,2.95,2.56
2024-02-07,0.0,32.0,7.07,6.63,1.99
2024-02-08,0.0,32.0,4.7,2.52,2.41
2024-02-09,0.0,32.0,6.14,4.21,2.64
2024-02-10,0.0,32.0,4.9,3.38,2.02
2024-02-11,0.0,32.0,6.43,4.7,2.59
2024-02-12,0.0,32.0,4.46,1.97,2.48
2024-02-13,0.0,32.0,5.26,2.85,2.53
2024-02-14,0.0,32.0,4.71,2.65,2.15
2024-02-15,0.0,32.0,3.17,0.43,2.26
2024-02-16,0.0,32.0,6.14,3.95,2.84
2024-02-17,0.0,32.0,3.91,1.6,2.3
2024-02-18,0.0,32.0,5.47,2.12,3.65
2024-02-19,0.0,32.0,5.53,2.29,3.07
2024-02-20,0.0,32.0,6.6,4.65,2.53
2024-02-21,0.0,32.0,6.17,4.51,2.61
2024-02-22,0.0,32.0,6.85,6.36,3.23
2024-02-23,0.0,32.0,6.43,4.17,3.14
2024-02-24,0.0,32.0,5.88,2.81,3.54
2024-02-25,0.0,32.0,5.94,3.77,3.58
2024-02-26,0.0,32.0,5.1,2.24,3.09
2024-02-27,0.0,32.0,2.58,0.3,1.8
2024-02-28,0.0,32.0,5.5,3.09,2.94
2024-02-29,0.0,32.0,6.19,4.11,2.5
2024-03-01,0.0,32.0,6.22,3.4,3.29
2024-03-02,0.0,32.0,6.02,3.57,2.89
2024-03-03,0.0,32.0,5.22,3.52,2.42
2024-03-04,0.0,32.0,5.13,3.25,2.65
2024-03-05,0.0,32.0,5.74,3.68,2.45
2024-03-06,0.0,32.0,6.79,5.66,2.13
2024-03-07,0.0,32.0,6.43,4.91,2.33
2024-03-08,0.0,32.0,5.09,3.52,2.29
2024-03-09,0.0,32.0,5.8,3.05,3.24
2024-03-10,0.0,32.0,6.44,4.28,2.59
2024-03-11,0.0,32.0,7.17,6.46,2.43
2024-03-12,0.0,32.0,6.93,5.87,2.71
2024-03-13,0.0,32.0,7.7,8.08,1.7
2024-03-14,0.0,32.0,7.19,6.95,1.97
2024-03-15,0.0,32.0,7.23,7.43,2.47
2024-03-16,0.0,32.0,7.5,7.12,2.12
2024-03-17,0.0,32.0,7.5,7.82,1.64
2024-03-18,0.0,32.0,6.97,6.72,2.07
2024-03-19,0.0,32.0,6.69,5.36,2.66
2024-03-20,0.0,32.0,5.97,4.82,3.06
2024-03-21,0.0,32.0,6.69,4.37,3.05
2024-03-22,0.0,32.0,6.47,5.89,2.01
2024-03-23,0.0,32.0,4.33,1.03,2.77
2024-03-24,0.0,32.0,3.24,0.38,2.23
2024-03-25,0.0,32.0,5.52,3.46,2.54
2024-03-26,0.0,32.0,5.23,1.81,3.25
2024-03-27,0.0,32.0,5.38,2.77,2.69
2024-03-28,0.0,32.0,6.77,5.62,2.74
2024-03-29,0.0,32.0,5.6,2.98,2.85
2024-03-30,0.0,32.0,4.36,1.61,2.46
2024-03-31,0.0,32.0,5.68,2.31,3.31
2024-04-01,0.0,32.0,4.92,2.09,2.72
2024-04-02,0.0,32.0,4.56,1.75,2.67
2024-04-03,0.0,32.0,4.32,0.52,3.0
2024-04-04,0.0,32.0,5.74,2.58,2.92
2024-04-05,0.0,32.0,5.0,2.07,2.62
2024-04-06,0.0,32.0,3.41,0.45,2.4
2024-04-07,0.0,32.0,5.27,2.11,2.95
2024-04-08,0.0,32.0,4.69,1.7,2.67
2024-04-09,0.0,32.0,4.84,2.01,2.61
2024-04-10,0.0,32.0,6.72,5.77,2.23
2024-04-11,0.0,32.0,6.64,5.89,2.32
2024-04-12,0.0,32.0,5.64,2.85,3.01
2024-04-13,0.0,32.0,5.66,4.09,3.58
2024-04-14,0.0,32.0,4.93,1.96,3.16
2024-04-15,0.0,32.0,6.28,4.65,2.64
2024-04-16,0.0,32.0,5.92,3.63,2.83
2024-04-17,0.0,32.0,6.52,6.06,2.18
2024-04-18,0.0,32.0,6.19,4.65,2.61
2024-04-19,0.0,32.0,6.29,5.56,2.13
2024-04-20,0.0,32.0,6.4,5.89,2.6
2024-04-21,0.0,32.0,2.82,0.7,2.0
2024-04-22,0.0,32.0,6.86,6.15,2.02
2024-04-23,0.0,32.0,5.59,4.03,2.36
2024-04-24,0.0,32.0,5.08,2.4,2.65
2024-04-25,0.0,32.0,4.36,0.84,3.12
2024-04-26,0.0,32.0,3.09,0.49,2.16
2024-04-27,0.0,32.0,5.64,3.7,2.28
2024-04-28,0.0,32.0,4.38,0.75,3.15
2024-04-29,0.0,32.0,4.88,2.37,2.51
2024-04-30,0.0,32.0,5.91,5.11,2.1
2024-05-01,0.0,32.0,3.81,1.88,2.04
2024-05-02,0.0,32.0,3.83,0.77,2.59
2024-05-03,0.0,32.0,4.0,1.35,2.61
2024-05-04,0.0,32.0,1.94,0.29,1.39
2024-05-05,0.0,32.0,5.68,3.91,2.43
2024-05-06,0.0,32.0,6.45,6.06,2.01
2024-05-07,0.0,32.0,6.05,4.88,2.25
2024-05-08,0.0,32.0,5.6,3.78,2.49
2024-05-09,0.0,32.0,5.32,3.43,2.44
2024-05-10,0.0,32.0,5.77,4.25,2.61
2024-05-11,0.0,32.0,6.71,6.69,1.85
2024-05-12,0.0,32.0,6.29,5.37,2.32
2024-05-13,0.0,32.0,6.62,6.75,1.76
2024-05-14,0.0,32.0,6.07,7.17,2.89
2024-05-15,0.0,32.0,5.75,4.19,3.43
2024-05-16,0.0,32.0,4.99,3.18,2.89
2024-05-17,0.0,32.0,5.93,5.26,1.85
2024-05-18,0.0,32.0,4.17,3.0,1.79
2024-05-19,0.0,32.0,5.7,3.9,2.72
2024-05-20,0.0,32.0,5.74,4.39,2.59
2024-05-21,0.0,32.0,5.08,2.73,2.56
2024-05-22,0.0,32.0,4.22,2.23,2.14
2024-05-23,0.0,32.0,5.27,3.1,2.59
2024-05-24,0.0,32.0,4.39,2.5,2.33
2024-05-25,0.0,32.0,5.68,5.01,2.21
2024-05-26,0.0,32.0,5.77,4.85,2.07
2024-05-27,0.0,32.0,6.36,6.08,1.99
2024-05-28,0.0,32.0,5.98,5.04,2.22
2024-05-29,0.0,32.0,5.46,4.09,2.2
2024-05-30,0.0,32.0,4.91,2.29,2.69
2024-05-31,0.0,32.0,5.66,3.89,2.49
2024-06-01,0.0,32.0,5.48,3.71,2.53
2024-06-02,0.0,32.0,5.53,5.05,2.9
2024-06-03,0.0,32.0,6.26,5.12,2.27
2024-06-04,0.0,32.0,4.05,1.65,2.24
2024-06-05,0.0,32.0,5.43,3.71,2.23
2024-06-06,0.0,32.0,5.46,3.7,2.42
2024-06-07,0.0,32.0,5.7,4.51,2.09
2024-06-08,0.0,32.0,5.49,3.84,2.41
2024-06-09,0.0,32.0,3.06,1.05,1.94
2024-06-10,0.0,32.0,5.06,2.78,2.67
2024-06-11,0.0,32.0,5.66,4.33,2.3
2024-06-12,0.0,32.0,4.21,1.85,2.3
2024-06-13,0.0,32.0,5.58,3.76,2.36
2024-06-14,0.0,32.0,5.67,4.18,2.33
2024-06-15,0.0,32.0,5.28,3.82,2.33
2024-06-16,0.0,32.0,3.89,0.98,2.51
2024-06-17,0.0,32.0,2.93,0.68,1.9
2024-06-18,0.0,32.0,5.72,4.57,2.43
2024-06-19,0.0,32.0,5.89,4.78,2.24
2024-06-20,0.0,32.0,4.86,3.54,2.0
2024-06-21,0.0,32.0,5.97,5.41,2.12
2024-06-22,0.0,32.0,5.84,4.75,2.44
2024-06-23,0.0,32.0,5.87,4.81,2.3
2024-06-24,0.0,32.0,5.45,4.17,2.53
2024-06-25,0.0,32.0,6.08,4.91,2.4
2024-06-26,0.0,32.0,5.85,4.11,2.64
2024-06-27,0.0,32.0,5.15,3.01,2.94
2024-06-28,0.0,32.0,4.39,1.85,2.39
2024-06-29,0.0,32.0,4.5,1.74,2.76
2024-06-30,0.0,32.0,5.54,4.51,2.25
2024-07-01,0.0,32.0,5.57,3.72,2.54
2024-07-02,0.0,32.0,5.69,4.11,2.38
2024-07-03,0.0,32.0,5.43,3.53,2.39
2024-07-04,0.0,32.0,6.01,4.98,2.2
2024-07-05,0.0,32.0,3.52,0.76,2.31
2024-07-06,0.0,32.0,2.77,0.75,1.79
2024-07-07,0.0,32.0,3.95,1.06,2.48
2024-07-08,0.0,32.0,4.87,2.65,2.44
2024-07-09,0.0,32.0,4.48,2.26,2.14
2024-07-10,0.0,32.0,3.14,0.35,2.22
2024-07-11,0.0,32.0,4.36,1.38,2.57
2024-07-12,0.0,32.0,4.63,2.6,2.25
2024-07-13,0.0,32.0,5.59,4.29,2.36
2024-07-14,0.0,32.0,4.99,2.97,2.42
2024-07-15,0.0,32.0,4.97,2.47,2.54
2024-07-16,0.0,32.0,4.76,2.15,2.54
2024-07-17,0.0,32.0,2.97,0.61,2.13
2024-07-18,0.0,32.0,4.79,1.88,2.71
2024-07-19,0.0,32.0,2.96,0.48,2.05
2024-07-20,0.0,32.0,4.06,1.4,2.34
2024-07-21,0.0,32.0,3.31,0.75,2.04
2024-07-22,0.0,32.0,2.05,0.27,1.49
2024-07-23,0.0,32.0,5.29,3.37,2.41
2024-07-24,0.0,32.0,3.99,1.63,2.22
2024-07-25,0.0,32.0,6.53,6.02,1.91
2024-07-26,0.0,32.0,5.88,4.21,2.33
2024-07-27,0.0,32.0,4.11,1.71,2.5
2024-07-28,0.0,32.0,4.68,2.21,2.62
2024-07-29,0.0,32.0,3.43,0.36,2.52
2024-07-30,0.0,32.0,3.07,0.45,2.11
2024-07-31,0.0,32.0,2.0,-999.0,-999.0
2024-08-01,0.0,32.0,5.5,-999.0,-999.0
2024-08-02,0.0,32.0,4.87,-999.0,-999.0
2024-08-03,0.0,32.0,5.86,-999.0,-999.0
2024-08-04,0.0,32.0,5.18,-999.0,-999.0
2024-08-05,0.0,32.0,5.5,-999.0,-999.0
2024-08-06,0.0,32.0,5.78,-999.0,-999.0
2024-08-07,0.0,32.0,6.19,-999.0,-999.0
2024-08-08,0.0,32.0,5.69,-999.0,-999.0
2024-08-09,0.0,32.0,4.35,-999.0,-999.0
2024-08-10,0.0,32.0,3.99,-999.0,-999.0
2024-08-11,0.0,32.0,5.88,-999.0,-999.0
2024-08-12,0.0,32.0,1.5,-999.0,-999.0
2024-08-13,0.0,32.0,6.31,-999.0,-999.0
2024-08-14,0.0,32.0,5.84,-999.0,-999.0
2024-08-15,0.0,32.0,4.12,-999.0,-999.0
2024-08-16,0.0,32.0,5.32,-999.0,-999.0
2024-08-17,0.0,32.0,4.29,-999.0,-999.0
2024-08-18,0.0,32.0,4.29,-999.0,-999.0
2024-08-19,0.0,32.0,5.36,-999.0,-999.0
2024-08-20,0.0,32.0,4.02,-999.0,-999.0
2024-08-21,0.0,32.0,3.24,-999.0,-999.0
2024-08-22,0.0,32.0,3.33,-999.0,-999.0
2024-08-23,0.0,32.0,6.04,-999.0,-999.0
2024-08-24,0.0,32.0,5.53,-999.0,-999.0
2024-08-25,0.0,32.0,3.17,-999.0,-999.0
2024-08-26,0.0,32.0,5.25,-999.0,-999.0
2024-08-27,0.0,32.0,6.36,-999.0,-999.0
2024-08-28,0.0,32.0,5.93,-999.0,-999.0
2024-08-29,0.0,32.0,4.79,-999.0,-999.0
2024-08-30,0.0,32.0,2.51,-999.0,-999.0
2024-08-31,0.0,32.0,3.91,-999.0,-999.0
2024-09-01,0.0,32.0,3.36,-999.0,-999.0
2024-09-02,0.0,32.0,4.39,-999.0,-999.0
2024-09-03,0.0,32.0,6.19,-999.0,-999.0
2024-09-04,0.0,32.0,2.74,-999.0,-999.0
2024-09-05,0.0,32.0,3.87,-999.0,-999.0
2024-09-06,0.0,32.0,4.95,-999.0,-999.0
2024-09-07,0.0,32.0,4.35,-999.0,-999.0
2024-09-08,0.0,32.0,6.2,-999.0,-999.0
2024-09-09,0.0,32.0,5.48,-999.0,-999.0
2024-09-10,0.0,32.0,4.92,-999.0,-999.0
2024-09-11,0.0,32.0,6.02,-999.0,-999.0
2024-09-12,0.0,32.0,5.37,-999.0,-999.0
2024-09-13,0.0,32.0,5.1,-999.0,-999.0
2024-09-14,0.0,32.0,5.37,-999.0,-999.0
2024-09-15,0.0,32.0,4.87,-999.0,-999.0
2024-09-16,0.0,32.0,6.41,-999.0,-999.0
2024-09-17,0.0,32.0,4.49,-999.0,-999.0
2024-09-18,0.0,32.0,6.68,-999.0,-999.0
2024-09-19,0.0,32.0,5.94,-999.0,-999.0
2024-09-20,0.0,32.0,4.77,-999.0,-999.0
2024-09-21,0.0,32.0,3.68,-999.0,-999.0
2024-09-22,0.0,32.0,4.41,-999.0,-999.0
2024-09-23,0.0,32.0,3.55,-999.0,-999.0
2024-09-24,0.0,32.0,5.31,-999.0,-999.0
2024-09-25,0.0,32.0,4.53,-999.0,-999.0
