Day,Temperature (C),Temperature (SAT) (C),Rain (mm),GHI_1 (kWh/m2/day),GHI_2 (kWh/m2/day),GHI_SAT (kWh/m2/day),GHI (1) vs (2) (%),GHI (1) vs (SAT) (%),DHI (1) (kWh/m2/day),DHI (SAT) (kWh/m2/day),DHI (1) vs (SAT) (%)
2020-10-20,23.52,24.98,21.0,5.49,5.47,5.47,0.33,0.39,3.31,2.5,24.38
2020-10-21,23.69,25.88,4.6,6.14,6.13,5.92,0.24,3.72,2.66,1.96,26.31
2020-10-22,23.62,26.65,4.4,4.98,4.96,5.12,0.42,-2.75,2.42,2.37,1.75
2020-10-23,24.06,26.68,13.0,5.63,5.62,5.37,0.02,4.51,2.39,2.36,1.36
2020-10-24,23.42,27.23,0.0,5.57,5.54,5.44,0.51,2.34,1.28,1.63,-27.62
2020-10-25,25.45,27.15,0.0,6.36,6.34,6.68,0.35,-4.97,2.49,2.34,6.37
2020-10-26,23.41,25.87,17.4,4.82,4.82,5.05,0.01,-4.73,3.02,2.86,5.41
2020-10-27,24.28,23.97,0.2,4.48,4.48,4.8,0.02,-7.16,3.08,3.03,1.47
2020-10-28,24.42,25.89,2.0,6.72,6.69,6.09,0.36,9.31,1.57,2.57,-64.22
2020-10-29,24.25,26.71,9.2,6.37,6.35,6.53,0.33,-2.49,2.12,2.42,-13.98
2020-10-30,22.98,26.32,27.2,4.33,4.33,3.92,0.06,9.6,3.16,2.75,12.72
2020-10-31,25.1,26.01,0.0,6.67,6.66,6.42,0.19,3.89,3.26,2.44,25.33
2020-11-01,26.33,26.4,0.8,7.14,7.08,6.63,0.81,7.2,1.2,2.11,-76.08
2020-11-02,25.67,26.81,3.8,7.17,7.15,7.05,0.3,1.71,1.3,1.57,-20.41
2020-11-03,26.09,26.36,0.0,6.88,6.85,6.83,0.35,0.64,1.81,1.76,2.89
2020-11-04,26.27,26.8,0.0,6.85,6.82,6.74,0.43,1.61,1.71,2.14,-25.39
2020-11-05,26.47,27.43,0.0,6.96,6.94,6.89,0.35,1.06,1.24,2.16,-73.55
2020-11-06,25.24,27.3,0.0,5.91,5.9,5.51,0.12,6.78,3.25,3.33,-2.51
2020-11-07,23.69,24.99,4.0,4.69,4.69,4.68,0.08,0.38,3.22,2.68,16.72
2020-11-08,23.72,25.74,3.2,5.46,5.46,5.28,0.03,3.26,2.52,2.34,7.22
2020-11-09,23.31,26.08,2.4,5.75,5.73,6.02,0.34,-4.67,1.73,2.01,-16.14
2020-11-10,23.33,26.37,2.8,5.19,5.17,5.6,0.39,-7.85,2.0,2.46,-22.74
2020-11-11,23.49,26.58,2.6,4.92,4.91,4.89,0.26,0.74,3.52,2.99,14.95
2020-11-12,23.58,26.39,1.2,5.81,5.78,5.5,0.43,5.34,1.89,2.39,-26.29
2020-11-13,24.23,26.7,4.8,5.7,5.68,5.91,0.36,-3.8,1.84,2.35,-27.46
2020-11-14,23.73,26.8,29.4,4.85,4.83,4.44,0.31,8.41,2.43,2.43,-0.29
2020-11-15,23.22,27.27,0.0,5.27,5.27,5.02,0.14,4.83,2.6,2.58,0.9
2020-11-16,22.71,27.13,0.0,3.66,3.66,3.61,0.22,1.58,2.83,2.54,10.26
2020-11-17,24.27,26.9,0.2,6.62,6.61,6.58,0.18,0.63,1.77,2.08,-17.23
2020-11-18,25.14,27.1,0.0,6.2,6.19,6.62,0.25,-6.76,2.22,2.27,-2.29
2020-11-19,24.93,27.2,9.8,6.47,6.45,6.27,0.33,3.11,1.63,2.1,-29.02
2020-11-20,25.46,26.99,0.0,6.61,6.59,6.59,0.31,0.29,1.98,2.09,-5.16
2020-11-21,25.02,27.44,0.0,5.04,5.03,5.94,0.23,-17.93,1.98,2.36,-19.0
2020-11-22,25.19,27.68,0.0,6.42,6.4,6.5,0.28,-1.2,1.91,2.13,-11.9
2020-11-23,25.2,27.79,0.0,5.93,5.91,6.12,0.28,-3.15,1.73,1.96,-12.89
2020-11-24,25.2,28.48,0.0,6.2,6.17,6.46,0.43,-4.2,1.78,2.1,-18.11
2020-11-25,22.75,28.04,0.0,3.36,3.35,3.41,0.18,-1.4,2.83,2.8,1.0
2020-11-26,24.56,27.5,0.0,6.74,6.72,6.46,0.36,4.11,1.7,2.3,-35.14
2020-11-27,24.5,27.71,20.4,5.15,5.13,4.33,0.37,15.92,2.58,2.19,15.0
2020-11-28,23.12,27.54,32.0,5.66,5.65,5.23,0.27,7.64,1.82,1.87,-2.31
2020-11-29,21.52,26.58,3.0,3.73,3.73,3.63,-0.01,2.54,2.84,2.46,13.41
2020-11-30,23.77,27.08,0.0,6.92,6.89,6.98,0.43,-0.85,0.92,1.55,-68.42
2020-12-01,24.8,27.88,0.0,6.91,6.89,6.83,0.36,1.12,1.33,1.5,-13.28
2020-12-02,24.65,28.97,0.0,6.02,6.0,6.18,0.21,-2.72,2.09,2.09,0.24
2020-12-03,23.07,28.82,13.4,5.12,5.1,5.67,0.41,-10.71,2.33,1.98,14.89
2020-12-04,24.28,28.08,0.2,6.06,6.04,6.25,0.36,-3.16,1.77,1.9,-7.53
2020-12-05,23.9,28.31,0.0,5.43,5.41,5.35,0.42,1.48,2.22,2.26,-2.02
2020-12-06,25.41,28.99,0.4,6.69,6.67,6.8,0.22,-1.68,1.33,1.7,-27.69
2020-12-07,24.87,29.24,27.4,6.66,6.63,6.61,0.43,0.66,1.25,1.74,-39.45
2020-12-08,21.98,28.33,6.4,3.67,3.65,3.63,0.53,1.19,1.51,1.69,-11.4
2020-12-09,24.91,28.5,0.2,6.8,6.78,6.68,0.21,1.82,1.47,1.68,-14.44
2020-12-10,25.01,28.9,0.0,6.67,6.65,6.9,0.3,-3.44,1.37,1.4,-1.73
2020-12-11,24.62,28.18,0.0,6.13,6.11,6.57,0.37,-7.23,1.99,1.89,5.05
2020-12-12,24.64,28.35,0.0,6.23,6.22,6.74,0.17,-8.17,1.73,1.95,-12.56
2020-12-13,24.5,28.46,0.0,6.51,6.49,6.81,0.4,-4.57,1.41,1.78,-26.24
2020-12-14,24.31,28.75,0.0,6.23,6.21,6.17,0.23,0.91,2.21,2.54,-14.67
2020-12-15,24.4,28.54,0.0,6.24,6.22,6.79,0.35,-8.77,1.77,1.95,-10.59
2020-12-16,23.64,28.06,0.0,6.38,6.36,6.84,0.25,-7.19,1.44,2.01,-39.45
2020-12-17,23.85,28.2,0.0,6.14,6.12,6.56,0.31,-6.88,1.73,2.5,-44.16
2020-12-18,23.72,27.91,0.0,6.03,6.02,6.45,0.21,-6.96,1.79,2.6,-45.24
2020-12-19,23.56,28.62,0.0,6.31,6.28,6.42,0.4,-1.69,1.57,2.72,-73.07
2020-12-20,24.21,30.11,0.0,6.17,6.17,6.52,0.09,-5.61,1.54,2.5,-62.56
2020-12-21,25.4,29.45,2.0,6.13,6.12,6.63,0.16,-8.24,1.73,2.02,-16.81
2020-12-22,24.69,29.69,1.2,6.44,6.42,6.49,0.29,-0.69,1.54,1.94,-25.91
2020-12-23,25.2,30.12,0.0,6.35,6.33,6.69,0.28,-5.41,1.47,1.85,-26.41
2020-12-24,24.72,30.5,3.4,5.46,5.44,5.54,0.42,-1.42,1.76,1.93,-9.94
2020-12-25,25.44,30.22,0.0,6.03,6.01,6.49,0.31,-7.62,1.7,2.09,-22.79
2020-12-26,24.56,29.69,3.2,5.8,5.78,5.8,0.3,0.1,1.56,1.97,-26.79
2020-12-27,25.44,29.5,0.0,6.35,6.33,6.92,0.4,-8.93,1.57,1.71,-9.49
2020-12-28,24.41,28.83,0.0,6.26,6.24,6.92,0.34,-10.59,1.53,1.69,-10.68
2020-12-29,24.1,29.13,0.0,6.2,6.17,6.78,0.35,-9.38,1.53,1.93,-25.99
2020-12-30,25.2,30.17,0.0,6.01,6.01,6.41,0.08,-6.64,1.87,2.36,-26.27
2020-12-31,24.13,29.78,0.0,3.67,3.65,4.02,0.48,-9.61,2.57,2.65,-2.9
