TAO (Wh/m2/day),Clear sky GHI (Wh/m2/day),Clear sky BHI (Wh/m2/day),Clear sky DHI (Wh/m2/day),Clear sky DNI (Wh/m2/day),GHI (Wh/m2/day),BHI (Wh/m2/day),DHI (Wh/m2/day),DNI (Wh/m2/day),Reliability,Time
9699.1562,7331.0845,6334.4102,996.6746,9667.6328,7331.0845,6334.4102,996.6746,9667.6328,0.9865,2020-01-01
9706.1738,7274.8804,6143.7466,1131.1338,9320.6133,7140.4941,5840.6284,1299.8656,8913.0938,0.9865,2020-01-02
9713.6855,7270.6318,6295.7139,974.9179,9631.1201,6998.165,5363.7163,1634.4491,8324.0645,0.9865,2020-01-03
9721.7324,7184.0562,5942.0752,1241.9811,8932.4854,6153.708,4306.4048,1847.3035,6437.6226,0.9861,2020-01-04
9730.168,7244.6416,6240.5664,1004.0753,9501.7539,6680.6758,4899.8359,1780.8398,6718.1606,0.9865,2020-01-05
9739.1611,6922.937,5180.2129,1742.7241,7573.3633,6179.2173,3752.9436,2426.2734,5748.2969,0.9861,2020-01-06
9748.5137,7060.6396,5580.979,1479.6609,8205.0664,6080.8071,3777.3396,2303.4678,6046.0068,0.9865,2020-01-07
9758.4033,6975.6719,5267.252,1708.4199,7700.938,6746.7729,4752.6289,1994.144,6984.7822,0.9861,2020-01-08
9768.6182,7131.73,5905.2446,1226.4858,8887.2793,7101.3647,5845.6318,1255.7329,8788.2871,0.9865,2020-01-09
9779.3496,6992.1348,5481.8296,1510.3051,8077.2705,6976.709,5463.1865,1513.5225,7954.5,0.9861,2020-01-10
9790.4297,7184.063,5903.3042,1280.7588,8756.6553,6479.3325,4453.5591,2025.7738,7033.1226,0.9861,2020-01-11
9801.8379,6132.5249,3560.158,2572.3669,4927.5039,5908.0742,3312.2261,2595.8481,4414.4404,0.9865,2020-01-12
9813.7266,6388.9746,3970.5652,2418.4092,5562.6519,5555.7007,2585.5898,2970.1108,3610.291,0.9865,2020-01-13
9825.8955,6799.4316,4976.4053,1823.0262,7120.6504,6747.6763,4820.9629,1926.7136,6935.4609,0.9865,2020-01-14
9838.415,7378.3276,6265.0322,1113.2955,9315.8945,7378.3276,6265.0322,1113.2955,9315.8945,0.9861,2020-01-15
9851.25,7317.498,6084.8818,1232.6166,8994.957,6746.5098,5010.0649,1736.4447,7405.2651,0.9861,2020-01-16
9864.3652,7270.2788,5932.3354,1337.9432,8714.5293,7067.1147,5397.6846,1669.4303,7890.1011,0.9861,2020-01-17
9877.7852,7088.3413,5525.6753,1562.6658,7951.8369,7041.0039,5417.5713,1623.4326,7810.6299,0.9861,2020-01-18
9891.4648,6270.4951,3847.0271,2423.468,5305.1729,6270.4951,3847.0271,2423.468,5305.1729,0.9861,2020-01-19
9905.3682,6575.4214,4408.0337,2167.3877,6184.6567,6575.4214,4408.0337,2167.3877,6184.6567,0.9861,2020-01-20
9919.5068,7129.7124,5625.6011,1504.1115,8122.2573,7129.7124,5625.6011,1504.1115,8122.2573,0.9861,2020-01-21
9933.8604,7108.0112,5464.2959,1643.7157,7813.3364,7048.4805,5324.7808,1723.6995,7623.1626,0.9861,2020-01-22
9948.3818,6937.4824,5074.7529,1862.7295,7188.1729,6900.4507,5004.8271,1895.6235,7006.6982,0.9861,2020-01-23
9963.1123,6615.606,4292.3506,2323.2554,5969.895,6375.228,3814.7812,2560.447,5208.1855,0.9858,2020-01-24
9977.8955,6817.9419,4718.063,2099.8789,6651.3496,5639.373,2495.5017,3143.8711,3554.551,0.9861,2020-01-25
9992.8555,7170.8154,5695.5757,1475.2396,8249.9092,4261.7236,1176.5033,3085.2202,1509.2527,0.9861,2020-01-26
10007.9062,7080.4302,5314.8257,1765.6042,7531.5039,3717.0706,1249.7695,2467.301,1765.444,0.9861,2020-01-27
10023.0889,7215.2471,5743.624,1471.6233,8187.3081,4434.7476,1205.4429,3229.3047,1574.1034,0.9858,2020-01-28
10038.2852,7303.8809,6010.0425,1293.8384,8683.9707,4835.2671,2406.1443,2429.1228,2949.6851,0.9858,2020-01-29
10053.5137,7451.3164,6524.269,927.0474,9628.3867,5505.583,3227.3442,2278.2385,4796.0996,0.9858,2020-01-30
10068.7061,7226.6987,5642.7373,1583.9615,8001.729,4808.1191,2233.0422,2575.0769,2736.0942,0.9861,2020-01-31
10083.9512,7464.2241,6379.7529,1084.4712,9317.4248,2421.3127,309.805,2111.5078,598.7863,0.9861,2020-02-01
10099.2256,7318.9775,5752.5747,1566.4027,8144.4272,6273.2861,3615.2991,2657.9871,4698.7358,0.9858,2020-02-02
10114.4111,7189.5391,5358.0029,1831.536,7450.6343,4786.0259,2882.8804,1903.1456,3573.709,0.9858,2020-02-03
10129.5293,7467.6865,6133.9561,1333.73,8806.7646,7247.583,5693.9521,1553.6307,7733.1172,0.9806,2020-02-04
10144.5615,7432.5483,5925.8823,1506.6659,8401.2637,7097.7856,5193.4819,1904.3037,7177.3477,0.9858,2020-02-05
10159.4893,7340.0308,5642.0386,1697.9922,7920.8945,5248.4326,2110.571,3137.8616,2711.262,0.9858,2020-02-06
10174.293,7724.2505,6698.854,1025.3966,9737.2275,7528.5005,6130.6318,1397.8685,9111.6562,0.9858,2020-02-07
10188.9541,7544.1738,6287.2744,1256.8997,9079.1709,7544.1738,6287.2744,1256.8997,9079.1709,0.9858,2020-02-08
