index,Date,Solar Zenith Angle (Degrees),Surface Albedo,Precipitable Water (cm),Clearsky DHI (W/m2),Clearsky DNI (W/m2),Clearsky GHI (W/m2),Cloud Type,Dew Point (C),Relative Humidity (%),Pressure (mbar),DHI (W/m2),DNI (W/m2),Fill Flag,GHI (W/m2),Temperature (C),Wind Direction (Degrees),Wind Speed (m/s)
4652,2021-07-13 20:30:00,149.28,0.18,3.8,0,0,0,4,17.5,83.3,890,0,0,0,0,20.4,183,0.7000000000000001
4653,2021-07-13 21:30:00,156.01,0.18,3.8,0,0,0,4,17.6,85.98,890,0,0,0,0,20.0,183,0.6000000000000001
4654,2021-07-13 22:30:00,154.76,0.18,3.8,0,0,0,4,17.6,87.85000000000001,889,0,0,0,0,19.700000000000003,181,0.5
4655,2021-07-13 23:30:00,146.41,0.18,3.8,0,0,0,4,17.6,89.62,889,0,0,0,0,19.4,178,0.6000000000000001
4656,2021-07-14 00:30:00,134.75,0.18,3.8,0,0,0,4,17.6,91.28,889,0,0,0,0,19.1,172,0.6000000000000001
4657,2021-07-14 01:30:00,121.76,0.18,3.8,0,0,0,5,17.6,92.41,890,0,0,0,0,18.9,166,0.6000000000000001
4658,2021-07-14 02:30:00,108.18,0.18,3.9,0,0,0,7,17.6,93.47,890,0,0,0,0,18.7,160,0.6000000000000001
4659,2021-07-14 03:30:00,94.33,0.18,3.9,0,0,0,5,17.6,90.72,891,0,0,0,0,19.200000000000003,155,0.8
4660,2021-07-14 04:30:00,80.32000000000001,0.18,3.9,64,162,91,5,17.900000000000002,83.98,891,14,0,0,14,20.700000000000003,161,1.1
4661,2021-07-14 05:30:00,66.48,0.18,3.9,147,391,303,8,17.7,74.38,891,154,13,0,159,22.5,177,1.3
4662,2021-07-14 06:30:00,52.83,0.18,3.9,200,522,515,8,17.5,66.66,891,284,341,0,490,24.1,195,1.5
4663,2021-07-14 07:30:00,39.73,0.18,3.9,234,605,699,7,17.2,59.78,891,347,394,0,650,25.6,206,1.7000000000000002
4664,2021-07-14 08:30:00,28.07,0.18,3.9,244,659,826,7,16.8,55.07,890,391,413,0,755,26.6,211,2.0
4665,2021-07-14 09:30:00,20.55,0.18,3.9,251,682,889,8,16.5,51.81,890,465,273,0,721,27.3,214,2.2
4666,2021-07-14 10:30:00,21.98,0.18,3.9,229,705,883,7,16.3,49.95,889,414,36,0,448,27.700000000000003,215,2.2
4667,2021-07-14 11:30:00,31.14,0.18,3.9,201,710,809,7,16.2,49.16,888,413,125,0,521,27.8,216,2.2
4668,2021-07-14 12:30:00,43.37,0.18,3.9,138,748,682,7,16.1,49.44,888,280,414,0,581,27.6,215,2.1
4669,2021-07-14 13:30:00,56.68,0.18,3.9,115,677,487,8,16.0,51.34,888,244,76,7,286,26.9,212,1.9
4670,2021-07-14 14:30:00,70.42,0.18,4.0,85,528,262,7,16.2,56.19,888,21,0,0,21,25.6,208,1.4
4671,2021-07-14 15:30:00,84.26,0.18,4.0,32,195,52,6,17.6,67.21000000000001,889,3,0,7,3,24.1,203,1.1
4672,2021-07-14 16:30:00,98.31,0.18,4.0,0,0,0,6,17.5,70.84,889,0,0,0,0,23.1,199,1.1
4673,2021-07-14 17:30:00,112.11,0.18,4.0,0,0,0,6,17.6,73.76,890,0,0,0,0,22.5,197,1.3
4674,2021-07-14 18:30:00,125.59,0.18,4.0,0,0,0,6,17.7,76.9,890,0,0,0,0,21.9,196,1.4
4675,2021-07-14 19:30:00,138.33,0.18,3.9,0,0,0,8,17.8,80.47,890,0,0,0,0,21.3,195,1.4
4676,2021-07-14 20:30:00,149.37,0.18,3.9,0,0,0,8,18.0,84.51,889,0,0,0,0,20.700000000000003,194,1.3
4677,2021-07-14 21:30:00,156.15,0.18,3.9,0,0,0,4,18.1,87.9,889,0,0,0,0,20.200000000000003,190,1.3
4678,2021-07-14 22:30:00,154.91,0.18,3.9,0,0,0,4,18.3,90.34,889,0,0,0,0,19.9,180,1.2000000000000002
4679,2021-07-14 23:30:00,146.53,0.18,3.9,0,0,0,7,18.4,92.67,889,0,0,0,0,19.6,169,1.1
4680,2021-07-15 00:30:00,134.84,0.18,3.9,0,0,0,4,18.4,94.15,889,0,0,0,0,19.4,159,1.1
4681,2021-07-15 01:30:00,121.82,0.18,3.8,0,0,0,8,18.3,95.93,889,0,0,0,0,19.0,151,1.0
4682,2021-07-15 02:30:00,108.23,0.18,3.8,0,0,0,7,18.1,96.2,889,0,0,0,0,18.7,146,1.0
4683,2021-07-15 03:30:00,94.37,0.18,3.8,0,0,0,7,17.900000000000002,91.95,889,0,0,0,0,19.200000000000003,143,1.2000000000000002
4684,2021-07-15 04:30:00,80.34,0.18,3.8,55,278,101,8,18.3,86.35000000000001,890,72,13,7,74,20.700000000000003,149,1.6
4685,2021-07-15 05:30:00,66.48,0.18,3.8,107,535,321,5,18.2,75.33,890,191,15,0,197,22.8,162,2.1
4686,2021-07-15 06:30:00,52.81,0.18,3.8,136,673,543,8,17.5,63.93,890,281,262,0,440,24.8,170,2.6
4687,2021-07-15 07:30:00,39.69,0.18,3.8,156,743,727,3,17.0,56.47,890,313,3,0,316,26.3,172,2.7
4688,2021-07-15 08:30:00,27.98,0.18,3.8,162,790,860,3,16.6,52.120000000000005,889,490,226,0,689,27.3,174,2.8000000000000003
4689,2021-07-15 09:30:00,20.41,0.18,3.8,154,826,928,3,16.3,49.45,889,515,175,0,679,27.9,176,2.9000000000000004
4690,2021-07-15 10:30:00,21.83,0.18,3.8,144,837,920,3,16.2,48.01,888,492,146,0,627,28.200000000000003,179,2.9000000000000004
4691,2021-07-15 11:30:00,31.03,0.18,3.9,132,826,840,7,16.1,47.71,888,383,253,0,599,28.200000000000003,182,2.8000000000000003
4692,2021-07-15 12:30:00,43.29,0.18,3.9,121,785,693,7,15.9,48.21,887,259,442,0,581,27.9,182,2.6
4693,2021-07-15 13:30:00,56.620000000000005,0.18,3.9,103,712,495,7,15.9,50.26,887,256,131,0,328,27.1,183,2.3000000000000003
4694,2021-07-15 14:30:00,70.38,0.18,3.9,79,557,267,7,16.0,54.79,888,82,3,0,83,25.8,185,1.6
4695,2021-07-15 15:30:00,84.23,0.18,4.0,32,208,53,7,17.3,64.57000000000001,889,4,0,7,4,24.4,196,1.0
4696,2021-07-15 16:30:00,98.3,0.18,4.0,0,0,0,6,17.8,70.78,889,0,0,0,0,23.4,210,1.0
4697,2021-07-15 17:30:00,112.12,0.18,3.9,0,0,0,6,17.6,72.04,890,0,0,0,0,22.9,215,1.1
4698,2021-07-15 18:30:00,125.62,0.18,3.9,0,0,0,6,17.5,73.87,890,0,0,0,0,22.4,213,1.2000000000000002
4699,2021-07-15 19:30:00,138.39,0.18,3.9,0,0,0,6,17.5,76.77,890,0,0,0,0,21.8,210,1.3
4700,2021-07-15 20:30:00,149.47,0.18,3.8,0,0,0,6,17.6,80.09,890,0,0,0,0,21.200000000000003,207,1.3
4701,2021-07-15 21:30:00,156.3,0.18,3.8,0,0,0,7,17.8,83.39,890,0,0,0,0,20.700000000000003,204,1.2000000000000002
4702,2021-07-15 22:30:00,155.07,0.18,3.9,0,0,0,6,18.0,86.54,889,0,0,0,0,20.3,202,1.0
4703,2021-07-15 23:30:00,146.66,0.18,3.9,0,0,0,6,18.2,88.78,889,0,0,0,0,20.1,203,0.8
4704,2021-07-16 00:30:00,134.93,0.18,3.8,0,0,0,6,18.2,90.7,889,0,0,0,0,19.8,207,0.7000000000000001
4705,2021-07-16 01:30:00,121.89,0.18,3.8,0,0,0,7,18.0,91.32,889,0,0,0,0,19.5,205,0.7000000000000001
4706,2021-07-16 02:30:00,108.27,0.18,3.7,0,0,0,7,17.8,90.73,889,0,0,0,0,19.4,188,0.6000000000000001
4707,2021-07-16 03:30:00,94.4,0.18,3.8,0,0,0,7,17.8,87.45,890,0,0,0,0,19.9,162,0.6000000000000001
4708,2021-07-16 04:30:00,80.35000000000001,0.18,3.8,54,292,103,4,18.5,83.3,890,4,0,0,4,21.4,160,0.9
4709,2021-07-16 05:30:00,66.48,0.18,3.8,105,548,324,8,18.3,74.19,891,193,82,0,226,23.1,171,1.4
4710,2021-07-16 06:30:00,52.79,0.18,3.8,130,688,546,0,17.8,65.43,891,130,688,0,546,24.700000000000003,173,1.8
4711,2021-07-16 07:30:00,39.64,0.18,3.8,143,767,734,3,17.400000000000002,58.09,890,305,3,0,307,26.3,176,1.9
4712,2021-07-16 08:30:00,27.89,0.18,3.8,148,813,867,3,17.1,52.99,890,217,0,0,217,27.5,182,2.0
4713,2021-07-16 09:30:00,20.26,0.18,3.9,146,837,931,4,16.7,50.03,889,341,1,0,342,28.1,188,2.2
4714,2021-07-16 10:30:00,21.67,0.18,3.9,143,838,922,3,16.400000000000002,48.9,888,502,251,0,736,28.200000000000003,192,2.3000000000000003
4715,2021-07-16 11:30:00,30.91,0.18,3.9,133,825,840,7,16.3,49.54,888,288,495,0,713,27.8,192,2.3000000000000003
4716,2021-07-16 12:30:00,43.21,0.18,3.9,140,746,684,7,16.2,50.89,888,307,341,0,556,27.3,191,2.2
4717,2021-07-16 13:30:00,56.57,0.18,3.9,121,662,486,6,16.2,53.03,888,191,13,0,198,26.6,190,2.1
4718,2021-07-16 14:30:00,70.34,0.18,3.9,91,499,259,7,16.400000000000002,57.26,888,48,0,0,48,25.5,191,1.7000000000000002
4719,2021-07-16 15:30:00,84.21000000000001,0.18,3.9,33,172,51,7,17.400000000000002,65.9,888,25,0,7,25,24.200000000000003,195,1.4
4720,2021-07-16 16:30:00,98.29,0.18,3.9,0,0,0,3,17.6,70.7,889,0,0,0,0,23.200000000000003,200,1.5
4721,2021-07-16 17:30:00,112.13,0.18,3.8,0,0,0,0,17.400000000000002,73.12,889,0,0,1,0,22.5,202,1.7000000000000002
4722,2021-07-16 18:30:00,125.65,0.18,3.8,0,0,0,0,17.400000000000002,75.89,890,0,0,0,0,21.8,203,1.8
4723,2021-07-16 19:30:00,138.46,0.18,3.8,0,0,0,0,17.3,78.77,890,0,0,0,0,21.1,204,1.7000000000000002
4724,2021-07-16 20:30:00,149.58,0.18,3.7,0,0,0,0,17.2,81.74,890,0,0,0,0,20.4,206,1.5
4725,2021-07-16 21:30:00,156.46,0.18,3.7,0,0,0,0,17.1,83.68,889,0,0,0,0,19.9,207,1.3
4726,2021-07-16 22:30:00,155.23,0.18,3.7,0,0,0,3,17.0,85.05,889,0,0,0,0,19.6,206,1.2000000000000002
4727,2021-07-16 23:30:00,146.78,0.18,3.7,0,0,0,3,17.1,85.22,889,0,0,0,0,19.6,207,1.0
4728,2021-07-17 00:30:00,135.03,0.18,3.6,0,0,0,1,17.1,86.03,889,0,0,0,0,19.5,208,0.9
4729,2021-07-17 01:30:00,121.96,0.18,3.6,0,0,0,3,17.1,86.76,889,0,0,0,0,19.4,210,0.8
4730,2021-07-17 02:30:00,108.32,0.18,3.5,0,0,0,3,17.2,87.43,890,0,0,0,0,19.3,209,0.8
4731,2021-07-17 03:30:00,94.43,0.18,3.5,0,0,0,1,17.2,85.41,890,0,0,0,0,19.700000000000003,205,0.8
4732,2021-07-17 04:30:00,80.37,0.18,3.4000000000000004,55,284,102,3,17.400000000000002,78.89,890,4,0,0,4,21.200000000000003,212,1.5
4733,2021-07-17 05:30:00,66.48,0.18,3.4000000000000004,99,571,327,3,16.900000000000002,67.52,891,221,85,0,254,23.3,218,2.9000000000000004
4734,2021-07-17 06:30:00,52.77,0.18,3.4000000000000004,119,718,553,3,16.1,56.5,891,327,74,0,372,25.4,214,4.1000000000000005
4735,2021-07-17 07:30:00,39.58,0.18,3.4000000000000004,126,801,743,0,15.3,48.66,890,126,801,0,743,27.0,211,4.5
4736,2021-07-17 08:30:00,27.79,0.18,3.4000000000000004,133,841,877,0,14.7,43.76,890,133,841,0,877,28.200000000000003,209,4.6000000000000005
4737,2021-07-17 09:30:00,20.1,0.18,3.4000000000000004,139,852,940,0,14.4,41.1,889,139,852,0,940,28.9,207,4.6000000000000005
4738,2021-07-17 10:30:00,21.51,0.18,3.4000000000000004,144,843,929,3,14.2,40.44,888,336,1,0,337,29.0,204,4.5
4739,2021-07-17 11:30:00,30.8,0.18,3.5,142,816,843,0,14.2,41.5,888,142,816,0,843,28.5,202,4.4
4740,2021-07-17 12:30:00,43.13,0.18,3.5,143,747,688,8,14.1,43.45,888,339,260,0,529,27.700000000000003,200,4.1000000000000005
4741,2021-07-17 13:30:00,56.51,0.18,3.5,124,661,489,7,14.1,46.05,888,246,281,0,401,26.700000000000003,200,3.8
4742,2021-07-17 14:30:00,70.3,0.18,3.5,90,509,262,6,14.3,50.74,889,94,7,0,96,25.200000000000003,199,3.2
4743,2021-07-17 15:30:00,84.19,0.18,3.5,32,192,52,7,14.9,58.17,889,34,1,7,34,23.6,200,2.5
4744,2021-07-17 16:30:00,98.29,0.18,3.4000000000000004,0,0,0,6,15.2,63.78,890,0,0,0,0,22.4,201,2.4000000000000004
4745,2021-07-17 17:30:00,112.14,0.18,3.4000000000000004,0,0,0,6,15.2,66.98,890,0,0,0,0,21.6,201,2.3000000000000003
4746,2021-07-17 18:30:00,125.68,0.18,3.3000000000000003,0,0,0,7,15.2,70.04,890,0,0,0,0,20.9,200,2.1
4747,2021-07-17 19:30:00,138.52,0.18,3.2,0,0,0,8,15.2,73.15,890,0,0,0,0,20.200000000000003,197,1.9
4748,2021-07-17 20:30:00,149.69,0.18,3.2,0,0,0,7,15.2,76.86,890,0,0,0,0,19.4,190,1.6
4749,2021-07-17 21:30:00,156.62,0.18,3.2,0,0,0,7,15.3,80.89,890,0,0,0,0,18.6,183,1.4
4750,2021-07-17 22:30:00,155.39,0.18,3.1,0,0,0,7,15.3,83.65,889,0,0,0,0,18.1,181,1.3
4751,2021-07-17 23:30:00,146.91,0.18,3.1,0,0,0,8,15.3,85.0,889,0,0,0,0,17.900000000000002,183,1.2000000000000002
4752,2021-07-18 00:30:00,135.12,0.18,3.0,0,0,0,7,15.4,84.65,889,0,0,0,0,18.0,180,1.1
4753,2021-07-18 01:30:00,122.02,0.18,3.0,0,0,0,8,15.4,85.45,889,0,0,0,0,17.900000000000002,169,1.0
4754,2021-07-18 02:30:00,108.37,0.18,3.0,0,0,0,8,15.4,86.46000000000001,890,0,0,0,0,17.7,154,1.1
4755,2021-07-18 03:30:00,94.46,0.18,3.0,0,0,0,7,15.4,82.45,890,0,0,0,0,18.4,145,1.6
4756,2021-07-18 04:30:00,80.38,0.18,3.1,52,313,104,8,15.5,71.26,890,55,4,7,56,20.9,160,2.5
4757,2021-07-18 05:30:00,66.48,0.18,3.1,95,590,330,8,14.9,57.52,891,171,34,0,185,23.8,186,3.8
4758,2021-07-18 06:30:00,52.74,0.18,3.1,116,729,557,0,14.5,49.07,891,116,729,0,557,26.0,198,4.800000000000001
4759,2021-07-18 07:30:00,39.53,0.18,3.1,126,807,749,0,14.1,43.96,890,126,807,0,749,27.5,198,5.0
4760,2021-07-18 08:30:00,27.69,0.18,3.1,131,849,883,0,13.9,40.31,889,131,849,0,883,28.700000000000003,197,5.0
4761,2021-07-18 09:30:00,19.94,0.18,3.2,160,825,935,8,13.8,38.22,889,392,350,0,721,29.5,196,5.0
4762,2021-07-18 10:30:00,21.35,0.18,3.2,160,821,924,3,13.8,37.76,888,472,77,0,544,29.700000000000003,198,4.9
4763,2021-07-18 11:30:00,30.68,0.18,3.3000000000000003,155,795,839,8,13.8,38.42,887,403,81,0,473,29.4,201,4.7
4764,2021-07-18 12:30:00,43.05,0.18,3.3000000000000003,170,693,677,8,13.8,40.18,887,325,47,0,360,28.6,203,4.4
4765,2021-07-18 13:30:00,56.46,0.18,3.4000000000000004,146,599,477,7,13.8,42.86,888,172,9,0,177,27.5,204,4.1000000000000005
4766,2021-07-18 14:30:00,70.27,0.18,3.4000000000000004,104,440,253,7,13.9,47.19,888,52,0,0,53,26.0,205,3.5
4767,2021-07-18 15:30:00,84.17,0.18,3.4000000000000004,33,145,48,7,14.4,54.32,889,33,1,7,33,24.200000000000003,206,3.0
4768,2021-07-18 16:30:00,98.29,0.18,3.4000000000000004,0,0,0,7,14.7,59.94,889,0,0,0,0,22.9,207,3.0
4769,2021-07-18 17:30:00,112.16,0.18,3.4000000000000004,0,0,0,8,14.9,64.33,890,0,0,0,0,21.9,208,2.8000000000000003
4770,2021-07-18 18:30:00,125.72,0.18,3.4000000000000004,0,0,0,0,15.0,68.08,890,0,0,0,0,21.1,208,2.4000000000000004
4771,2021-07-18 19:30:00,138.59,0.18,3.4000000000000004,0,0,0,1,15.1,70.83,891,0,0,0,0,20.6,208,2.0
4772,2021-07-18 20:30:00,149.81,0.18,3.4000000000000004,0,0,0,3,15.3,72.88,891,0,0,0,0,20.3,209,1.8
4773,2021-07-18 21:30:00,156.79,0.18,3.4000000000000004,0,0,0,4,15.4,74.04,890,0,0,0,0,20.200000000000003,209,1.6
4774,2021-07-18 22:30:00,155.56,0.18,3.4000000000000004,0,0,0,4,15.6,76.03,890,0,0,0,0,19.9,207,1.3
4775,2021-07-18 23:30:00,147.03,0.18,3.5,0,0,0,4,15.6,77.16,890,0,0,0,0,19.700000000000003,201,1.1
4776,2021-07-19 00:30:00,135.21,0.18,3.5,0,0,0,4,15.7,78.98,890,0,0,0,0,19.4,188,0.9
4777,2021-07-19 01:30:00,122.09,0.18,3.5,0,0,0,4,15.8,80.94,890,0,0,0,0,19.1,166,0.7000000000000001
4778,2021-07-19 02:30:00,108.41,0.18,3.5,0,0,0,4,15.8,82.34,891,0,0,0,0,18.9,138,0.6000000000000001
4779,2021-07-19 03:30:00,94.49,0.18,3.4000000000000004,0,0,0,3,15.7,79.28,891,0,0,0,0,19.4,119,0.9
4780,2021-07-19 04:30:00,80.39,0.18,3.3000000000000003,55,271,100,3,15.9,71.15,891,4,0,0,4,21.3,146,1.4
4781,2021-07-19 05:30:00,66.47,0.18,3.3000000000000003,105,549,324,0,14.6,55.870000000000005,891,105,549,0,324,23.9,187,2.2
4782,2021-07-19 06:30:00,52.71,0.18,3.2,131,692,550,0,13.6,46.21,891,131,692,0,550,26.0,200,2.8000000000000003
4783,2021-07-19 07:30:00,39.47,0.18,3.1,147,772,742,0,13.3,41.55,891,147,772,0,742,27.5,206,2.9000000000000004
4784,2021-07-19 08:30:00,27.58,0.18,3.1,156,811,875,3,13.1,38.63,890,499,175,0,654,28.6,211,3.0
4785,2021-07-19 09:30:00,19.77,0.18,3.2,154,838,942,3,13.1,37.24,890,502,148,0,641,29.200000000000003,215,3.1
4786,2021-07-19 10:30:00,21.18,0.18,3.2,150,840,934,3,13.1,36.73,889,520,225,0,730,29.4,217,3.2
4787,2021-07-19 11:30:00,30.56,0.18,3.3000000000000003,138,827,850,0,13.0,37.01,888,138,827,0,850,29.200000000000003,217,3.3000000000000003
4788,2021-07-19 12:30:00,42.97,0.18,3.3000000000000003,120,798,704,0,13.0,37.78,888,120,798,0,704,28.8,215,3.4000000000000004
4789,2021-07-19 13:30:00,56.4,0.18,3.4000000000000004,102,724,503,0,13.0,39.5,888,102,724,0,503,28.0,213,3.3000000000000003
4790,2021-07-19 14:30:00,70.23,0.18,3.4000000000000004,77,578,272,3,13.1,43.45,888,57,0,0,57,26.5,209,2.7
4791,2021-07-19 15:30:00,84.15,0.18,3.5,31,240,56,3,14.2,52.64,889,40,1,7,40,24.5,205,2.4000000000000004
4792,2021-07-19 16:30:00,98.29,0.18,3.5,0,0,0,0,14.7,58.73,889,0,0,0,0,23.200000000000003,202,2.7
4793,2021-07-19 17:30:00,112.18,0.18,3.5,0,0,0,0,14.9,62.65,890,0,0,0,0,22.4,200,2.7
4794,2021-07-19 18:30:00,125.77,0.18,3.5,0,0,0,3,15.1,66.71000000000001,891,0,0,0,0,21.6,199,2.4000000000000004
4795,2021-07-19 19:30:00,138.67000000000002,0.18,3.5,0,0,0,3,15.2,69.95,891,0,0,0,0,20.9,198,2.0
4796,2021-07-19 20:30:00,149.93,0.18,3.5,0,0,0,3,15.3,72.93,891,0,0,0,0,20.3,195,1.5
4797,2021-07-19 21:30:00,156.96,0.18,3.4000000000000004,0,0,0,4,15.4,75.54,890,0,0,0,0,19.8,191,1.2000000000000002
4798,2021-07-19 22:30:00,155.74,0.18,3.4000000000000004,0,0,0,4,15.5,77.10000000000001,890,0,0,0,0,19.6,186,1.0
4799,2021-07-19 23:30:00,147.16,0.18,3.4000000000000004,0,0,0,4,15.6,78.2,890,0,0,0,0,19.5,182,0.9
4800,2021-07-20 00:30:00,135.3,0.18,3.4000000000000004,0,0,0,4,15.7,79.25,890,0,0,0,0,19.4,181,0.9
4801,2021-07-20 01:30:00,122.15,0.18,3.4000000000000004,0,0,0,4,15.8,80.55,891,0,0,0,0,19.200000000000003,181,1.0
4802,2021-07-20 02:30:00,108.46,0.18,3.4000000000000004,0,0,0,4,15.7,81.29,891,0,0,0,0,19.0,181,1.1
4803,2021-07-20 03:30:00,94.51,0.18,3.4000000000000004,0,0,0,4,15.6,78.84,891,0,0,0,0,19.4,176,1.2000000000000002
4804,2021-07-20 04:30:00,80.4,0.18,3.4000000000000004,50,331,105,3,15.7,71.56,892,12,0,0,12,21.0,176,1.4
4805,2021-07-20 05:30:00,66.46000000000001,0.18,3.4000000000000004,95,589,330,5,14.2,57.0,892,142,2,0,142,23.200000000000003,194,1.5
4806,2021-07-20 06:30:00,52.68,0.18,3.3000000000000003,121,715,555,5,13.2,46.36,892,165,0,0,165,25.5,212,1.9
4807,2021-07-20 07:30:00,39.41,0.18,3.3000000000000003,137,785,743,0,13.0,40.92,892,137,785,0,743,27.4,217,2.5
4808,2021-07-20 08:30:00,27.47,0.18,3.3000000000000003,145,825,877,3,12.8,37.43,891,493,214,0,683,28.8,216,3.0
4809,2021-07-20 09:30:00,19.59,0.18,3.3000000000000003,169,809,931,7,12.8,35.38,891,348,460,0,781,29.700000000000003,216,3.2
4810,2021-07-20 10:30:00,21.01,0.18,3.4000000000000004,169,805,921,5,12.8,34.43,890,480,89,0,563,30.200000000000003,215,3.4000000000000004
4811,2021-07-20 11:30:00,30.45,0.18,3.4000000000000004,164,782,838,7,12.9,34.800000000000004,889,394,305,0,657,30.1,215,3.4000000000000004
4812,2021-07-20 12:30:00,42.89,0.18,3.5,174,686,677,3,13.0,36.29,889,352,32,0,375,29.5,214,3.4000000000000004
4813,2021-07-20 13:30:00,56.35,0.18,3.5,153,590,479,3,13.2,39.18,889,41,0,0,41,28.4,211,3.4000000000000004
4814,2021-07-20 14:30:00,70.2,0.18,3.6,110,423,254,8,13.6,44.27,889,5,0,0,5,26.8,206,3.0
4815,2021-07-20 15:30:00,84.14,0.18,3.6,34,135,48,7,14.9,53.18,890,30,1,7,30,25.1,202,2.8000000000000003
4816,2021-07-20 16:30:00,98.29,0.18,3.6,0,0,0,4,15.3,59.45,890,0,0,0,0,23.700000000000003,200,2.8000000000000003
4817,2021-07-20 17:30:00,112.2,0.18,3.5,0,0,0,4,15.5,63.71,891,0,0,0,0,22.700000000000003,201,2.6
4818,2021-07-20 18:30:00,125.81,0.18,3.5,0,0,0,4,15.5,67.55,891,0,0,0,0,21.8,201,2.2
4819,2021-07-20 19:30:00,138.75,0.18,3.4000000000000004,0,0,0,4,15.6,71.74,891,0,0,0,0,20.9,201,1.6
4820,2021-07-20 20:30:00,150.06,0.18,3.4000000000000004,0,0,0,5,15.7,75.42,891,0,0,0,0,20.200000000000003,197,1.2000000000000002
4821,2021-07-20 21:30:00,157.14,0.18,3.4000000000000004,0,0,0,5,15.9,77.83,891,0,0,0,0,19.9,187,0.8
4822,2021-07-20 22:30:00,155.92000000000002,0.18,3.3000000000000003,0,0,0,4,16.1,78.85000000000001,891,0,0,0,0,19.9,168,0.6000000000000001
4823,2021-07-20 23:30:00,147.3,0.18,3.3000000000000003,0,0,0,4,16.2,79.42,891,0,0,0,0,19.9,140,0.5
4824,2021-07-21 00:30:00,135.39,0.18,3.3000000000000003,0,0,0,4,16.2,79.0,891,0,0,0,0,20.0,112,0.4
4825,2021-07-21 01:30:00,122.22,0.18,3.2,0,0,0,4,16.2,78.92,892,0,0,0,0,20.0,85,0.3
4826,2021-07-21 02:30:00,108.5,0.18,3.2,0,0,0,4,16.2,79.09,892,0,0,0,0,19.9,50,0.3
4827,2021-07-21 03:30:00,94.54,0.18,3.2,0,0,0,4,16.2,77.59,893,0,0,0,0,20.200000000000003,172,0.3
4828,2021-07-21 04:30:00,80.41,0.18,3.2,58,241,98,4,16.400000000000002,71.83,893,4,0,0,4,21.700000000000003,286,0.7000000000000001
4829,2021-07-21 05:30:00,66.44,0.18,3.2,119,500,319,5,15.5,59.35,894,104,0,0,104,23.9,249,1.5
4830,2021-07-21 06:30:00,52.64,0.18,3.3000000000000003,143,660,544,3,14.3,48.27,894,340,80,0,389,26.1,233,2.3000000000000003
4831,2021-07-21 07:30:00,39.34,0.18,3.3000000000000003,157,747,735,0,13.6,41.04,893,157,747,0,735,28.1,225,3.1
4832,2021-07-21 08:30:00,27.36,0.18,3.3000000000000003,166,791,868,0,13.4,37.59,893,166,791,0,868,29.4,220,3.5
4833,2021-07-21 09:30:00,19.41,0.18,3.3000000000000003,166,815,934,0,13.4,36.06,892,166,815,0,934,30.1,215,3.6
4834,2021-07-21 10:30:00,20.83,0.18,3.4000000000000004,162,815,924,0,13.5,35.64,891,162,815,0,924,30.4,210,3.7
4835,2021-07-21 11:30:00,30.33,0.18,3.4000000000000004,151,802,844,3,13.7,36.09,890,436,104,0,526,30.4,206,3.7
4836,2021-07-21 12:30:00,42.81,0.18,3.4000000000000004,151,733,689,0,13.9,37.68,890,151,733,0,689,29.9,201,3.7
4837,2021-07-21 13:30:00,56.3,0.18,3.5,127,649,487,0,14.1,40.52,890,127,649,0,487,28.9,196,3.6
4838,2021-07-21 14:30:00,70.17,0.18,3.5,92,498,261,7,14.5,45.48,890,109,7,0,111,27.3,192,2.9000000000000004
4839,2021-07-21 15:30:00,84.13,0.18,3.6,33,181,51,7,15.4,54.07,891,37,1,7,37,25.4,189,2.2
4840,2021-07-21 16:30:00,98.3,0.18,3.6,0,0,0,6,16.2,61.34,891,0,0,0,0,24.1,188,2.2
4841,2021-07-21 17:30:00,112.23,0.18,3.6,0,0,0,7,16.7,66.03,892,0,0,0,0,23.4,190,2.4000000000000004
4842,2021-07-21 18:30:00,125.86,0.18,3.5,0,0,0,3,17.2,70.94,893,0,0,0,0,22.700000000000003,192,2.4000000000000004
4843,2021-07-21 19:30:00,138.83,0.18,3.5,0,0,0,3,17.5,76.06,893,0,0,0,0,21.9,193,2.2
4844,2021-07-21 20:30:00,150.19,0.18,3.5,0,0,0,3,17.7,80.95,892,0,0,0,0,21.1,192,1.8
4845,2021-07-21 21:30:00,157.33,0.18,3.4000000000000004,0,0,0,3,17.900000000000002,85.4,892,0,0,0,0,20.4,190,1.5
4846,2021-07-21 22:30:00,156.1,0.18,3.4000000000000004,0,0,0,3,18.0,89.17,892,0,0,0,0,19.8,183,1.3
4847,2021-07-21 23:30:00,147.43,0.18,3.4000000000000004,0,0,0,0,17.900000000000002,91.27,891,0,0,0,0,19.4,173,1.1
4848,2021-07-22 00:30:00,135.48,0.18,3.4000000000000004,0,0,0,3,17.900000000000002,92.53,891,0,0,0,0,19.1,160,1.0
4849,2021-07-22 01:30:00,122.28,0.18,3.3000000000000003,0,0,0,0,17.7,92.38,892,0,0,0,0,19.0,148,1.0
4850,2021-07-22 02:30:00,108.54,0.18,3.2,0,0,0,0,17.6,92.5,892,0,0,0,0,18.8,138,1.0
4851,2021-07-22 03:30:00,94.56,0.18,3.2,0,0,0,0,17.400000000000002,87.53,892,0,0,0,0,19.5,128,1.2000000000000002
4852,2021-07-22 04:30:00,80.41,0.18,3.1,57,248,98,0,17.3,76.12,893,57,248,0,98,21.700000000000003,129,1.3
