index,Date,Solar Zenith Angle (Degrees),Surface Albedo,Precipitable Water (cm),Clearsky DHI (W/m2),Clearsky DNI (W/m2),Clearsky GHI (W/m2),Cloud Type,Dew Point (C),Relative Humidity (%),Pressure (mbar),DHI (W/m2),DNI (W/m2),Fill Flag,GHI (W/m2),Temperature (C),Wind Direction (Degrees),Wind Speed (m/s)
613,2021-01-26 13:30:00,55.86,0.2,2.5,110,801,560,7,12.4,32.96,884,246,379,0,458,30.5,63,3.9
614,2021-01-26 14:30:00,69.73,0.2,2.5,86,639,308,1,13.2,39.71,885,86,639,0,308,28.200000000000003,58,3.1
615,2021-01-26 15:30:00,83.78,0.2,2.5,40,250,67,0,14.8,50.94,886,40,250,0,67,25.700000000000003,51,2.9000000000000004
616,2021-01-26 16:30:00,98.1,0.2,2.4000000000000004,0,0,0,0,13.9,52.58,887,0,0,0,0,24.200000000000003,45,3.8
617,2021-01-26 17:30:00,112.3,0.2,2.3000000000000003,0,0,0,0,13.3,53.95,887,0,0,0,0,23.1,44,4.4
618,2021-01-26 18:30:00,126.34,0.2,2.3000000000000003,0,0,0,1,13.2,57.63,888,0,0,0,0,21.9,46,4.3
619,2021-01-26 19:30:00,140.01,0.2,2.2,0,0,0,3,13.4,62.03,888,0,0,0,0,20.9,49,3.8
620,2021-01-26 20:30:00,152.65,0.2,2.1,0,0,0,1,13.6,66.7,887,0,0,0,0,20.0,54,3.3000000000000003
621,2021-01-26 21:30:00,161.88,0.2,2.0,0,0,0,0,13.8,70.83,887,0,0,0,0,19.200000000000003,61,2.9000000000000004
622,2021-01-26 22:30:00,161.53,0.2,1.9,0,0,0,0,13.7,73.79,887,0,0,0,0,18.5,69,2.6
623,2021-01-26 23:30:00,151.96,0.2,1.8,0,0,0,0,13.5,76.16,886,0,0,0,0,17.8,78,2.4000000000000004
624,2021-01-27 00:30:00,139.22,0.2,1.7000000000000002,0,0,0,0,13.3,78.09,886,0,0,0,0,17.2,87,2.3000000000000003
625,2021-01-27 01:30:00,125.52,0.2,1.7000000000000002,0,0,0,0,13.2,80.08,887,0,0,0,0,16.6,96,2.2
626,2021-01-27 02:30:00,111.45,0.2,1.6,0,0,0,0,13.0,82.33,887,0,0,0,0,16.0,104,2.1
627,2021-01-27 03:30:00,97.25,0.2,1.6,0,0,0,0,12.9,79.47,888,0,0,0,0,16.5,111,2.5
628,2021-01-27 04:30:00,82.92,0.2,1.7000000000000002,38,397,87,0,13.2,69.97,888,38,397,0,87,18.8,114,2.8000000000000003
629,2021-01-27 05:30:00,68.86,0.2,1.7000000000000002,72,750,343,0,13.5,57.02,889,72,750,0,343,22.4,105,3.3000000000000003
630,2021-01-27 06:30:00,54.98,0.2,1.7000000000000002,89,889,599,0,12.1,41.26,889,89,889,0,599,26.3,91,4.0
631,2021-01-27 07:30:00,41.62,0.2,1.7000000000000002,100,958,816,0,10.0,30.67,888,100,958,0,816,29.0,87,4.2
632,2021-01-27 08:30:00,29.58,0.2,1.7000000000000002,108,993,971,0,9.5,27.02,887,108,993,0,971,30.6,89,4.0
633,2021-01-27 09:30:00,21.25,0.2,1.8,115,999,1046,0,9.3,25.28,886,115,999,0,1046,31.6,90,3.8
634,2021-01-27 10:30:00,21.53,0.2,1.9,118,991,1039,0,9.4,24.7,885,118,991,0,1039,32.1,89,3.5
635,2021-01-27 11:30:00,30.18,0.2,2.0,117,965,951,0,9.5,24.68,884,117,965,0,951,32.2,87,3.3000000000000003
636,2021-01-27 12:30:00,42.34,0.2,2.1,112,918,790,0,9.5,25.3,884,112,918,0,790,31.8,84,3.0
637,2021-01-27 13:30:00,55.74,0.2,2.1,101,836,571,3,9.9,27.39,884,338,91,0,389,30.8,80,2.7
638,2021-01-27 14:30:00,69.65,0.2,2.1,81,674,315,3,10.2,32.09,884,133,2,0,134,28.5,72,2.0
639,2021-01-27 15:30:00,83.71000000000001,0.2,2.1,38,286,69,0,13.1,45.37,885,38,286,0,69,25.8,59,1.7000000000000002
640,2021-01-27 16:30:00,98.06,0.2,2.1,0,0,0,0,12.4,48.01,886,0,0,0,0,24.1,47,2.1
641,2021-01-27 17:30:00,112.27,0.2,2.1,0,0,0,0,12.4,52.32,887,0,0,0,0,22.700000000000003,43,2.4000000000000004
642,2021-01-27 18:30:00,126.35,0.2,2.1,0,0,0,0,12.7,57.94,888,0,0,0,0,21.3,44,2.3000000000000003
643,2021-01-27 19:30:00,140.06,0.2,2.2,0,0,0,0,12.8,62.99,888,0,0,0,0,20.1,49,2.0
644,2021-01-27 20:30:00,152.76,0.2,2.2,0,0,0,0,12.9,66.96000000000001,888,0,0,0,0,19.200000000000003,56,1.8
645,2021-01-27 21:30:00,162.1,0.2,2.2,0,0,0,0,12.9,69.36,887,0,0,0,0,18.6,65,1.7000000000000002
646,2021-01-27 22:30:00,161.79,0.2,2.2,0,0,0,0,12.8,71.85000000000001,887,0,0,0,0,18.0,73,1.6
647,2021-01-27 23:30:00,152.15,0.2,2.1,0,0,0,0,12.8,73.95,887,0,0,0,0,17.5,83,1.5
648,2021-01-28 00:30:00,139.36,0.2,2.0,0,0,0,0,12.8,76.08,887,0,0,0,0,17.0,94,1.4
649,2021-01-28 01:30:00,125.61,0.2,1.9,0,0,0,0,12.7,78.28,887,0,0,0,0,16.5,105,1.4
650,2021-01-28 02:30:00,111.52,0.2,1.9,0,0,0,0,12.7,80.28,888,0,0,0,0,16.1,112,1.5
651,2021-01-28 03:30:00,97.29,0.2,1.9,0,0,0,0,12.8,77.06,889,0,0,0,0,16.8,113,1.9
652,2021-01-28 04:30:00,82.95,0.2,1.9,38,391,86,0,13.3,67.41,889,38,391,0,86,19.5,109,2.6
653,2021-01-28 05:30:00,68.86,0.2,1.9,72,741,339,0,13.6,54.75,890,72,741,0,339,23.200000000000003,100,3.4000000000000004
654,2021-01-28 06:30:00,54.95,0.2,1.9,89,882,596,0,12.5,41.06,889,89,882,0,596,26.8,91,4.1000000000000005
655,2021-01-28 07:30:00,41.56,0.2,2.0,99,950,810,0,11.1,32.79,889,99,950,0,810,29.1,91,4.0
656,2021-01-28 08:30:00,29.44,0.2,2.1,106,984,962,0,10.6,29.03,888,106,984,0,962,30.700000000000003,95,3.7
657,2021-01-28 09:30:00,21.02,0.2,2.1,97,1017,1047,0,10.5,27.19,887,97,1017,0,1047,31.700000000000003,99,3.3000000000000003
658,2021-01-28 10:30:00,21.27,0.2,2.2,98,1014,1042,0,10.6,26.41,886,98,1014,1,1042,32.300000000000004,102,3.0
659,2021-01-28 11:30:00,29.98,0.2,2.3000000000000003,97,992,956,0,10.6,26.31,885,97,992,0,956,32.4,104,2.7
660,2021-01-28 12:30:00,42.19,0.2,2.3000000000000003,109,919,790,0,10.7,26.89,885,109,919,0,790,32.1,105,2.4000000000000004
661,2021-01-28 13:30:00,55.63,0.2,2.4000000000000004,101,830,569,0,10.8,28.56,885,101,830,0,569,31.200000000000003,97,2.2
662,2021-01-28 14:30:00,69.56,0.2,2.4000000000000004,83,665,315,0,11.3,33.26,885,83,665,0,315,29.1,73,1.7000000000000002
663,2021-01-28 15:30:00,83.65,0.2,2.4000000000000004,39,280,70,0,13.9,45.59,886,39,280,0,70,26.6,44,1.6
664,2021-01-28 16:30:00,98.02,0.2,2.4000000000000004,0,0,0,1,14.0,50.18,887,0,0,0,0,25.1,34,2.2
665,2021-01-28 17:30:00,112.26,0.2,2.4000000000000004,0,0,0,0,14.1,54.45,888,0,0,0,0,23.8,34,2.7
666,2021-01-28 18:30:00,126.36,0.2,2.4000000000000004,0,0,0,0,14.2,59.73,888,0,0,0,0,22.4,38,2.8000000000000003
667,2021-01-28 19:30:00,140.11,0.2,2.4000000000000004,0,0,0,0,14.2,63.86,889,0,0,0,0,21.3,45,2.7
668,2021-01-28 20:30:00,152.88,0.2,2.4000000000000004,0,0,0,0,14.1,68.07000000000001,888,0,0,0,0,20.200000000000003,54,2.4000000000000004
669,2021-01-28 21:30:00,162.33,0.2,2.3000000000000003,0,0,0,0,14.1,71.64,888,0,0,0,0,19.4,62,2.0
670,2021-01-28 22:30:00,162.04,0.2,2.3000000000000003,0,0,0,8,14.1,74.72,888,0,0,0,0,18.7,69,1.7000000000000002
671,2021-01-28 23:30:00,152.33,0.2,2.2,0,0,0,0,14.1,76.87,888,0,0,0,0,18.2,73,1.6
672,2021-01-29 00:30:00,139.48,0.2,2.1,0,0,0,0,14.0,78.96000000000001,888,0,0,0,0,17.7,77,1.6
673,2021-01-29 01:30:00,125.71,0.2,2.1,0,0,0,0,13.9,80.53,888,0,0,0,0,17.3,80,1.6
674,2021-01-29 02:30:00,111.59,0.2,2.0,0,0,0,3,13.9,81.73,889,0,0,0,0,17.0,83,1.7000000000000002
675,2021-01-29 03:30:00,97.34,0.2,2.0,0,0,0,3,13.8,77.05,889,0,0,0,0,17.900000000000002,84,2.2
676,2021-01-29 04:30:00,82.97,0.2,2.1,35,432,88,0,14.3,67.05,890,35,432,0,88,20.6,82,3.0
677,2021-01-29 05:30:00,68.86,0.2,2.2,65,768,342,0,14.7,55.17,890,65,768,0,342,24.3,77,4.0
678,2021-01-29 06:30:00,54.92,0.2,2.2,81,898,597,0,14.2,43.59,890,81,898,0,597,27.700000000000003,71,4.800000000000001
679,2021-01-29 07:30:00,41.48,0.2,2.3000000000000003,91,959,810,0,13.3,36.2,889,91,959,0,810,29.9,67,4.7
680,2021-01-29 08:30:00,29.3,0.2,2.3000000000000003,99,991,963,0,13.2,33.15,889,99,991,0,963,31.3,67,4.4
681,2021-01-29 09:30:00,20.78,0.2,2.4000000000000004,113,987,1036,0,13.2,31.28,888,113,987,0,1036,32.300000000000004,68,4.1000000000000005
682,2021-01-29 10:30:00,21.0,0.2,2.5,114,982,1031,0,13.0,30.19,887,114,982,0,1031,32.800000000000004,69,3.9
683,2021-01-29 11:30:00,29.78,0.2,2.5,114,959,946,0,12.8,29.55,886,114,959,0,946,32.9,70,3.7
684,2021-01-29 12:30:00,42.05,0.2,2.6,114,904,785,3,12.5,30.04,885,441,140,0,546,32.300000000000004,71,3.6
685,2021-01-29 13:30:00,55.52,0.2,2.6,106,814,567,1,12.6,32.21,885,106,814,0,567,31.1,71,3.3000000000000003
686,2021-01-29 14:30:00,69.48,0.2,2.6,87,647,314,1,13.0,37.48,886,87,647,0,314,29.0,69,2.8000000000000003
687,2021-01-29 15:30:00,83.60000000000001,0.2,2.7,41,262,70,0,15.4,48.69,887,41,262,0,70,27.1,63,2.5
688,2021-01-29 16:30:00,97.98,0.2,2.7,0,0,0,0,15.0,51.370000000000005,887,0,0,0,0,25.8,55,3.0
689,2021-01-29 17:30:00,112.24,0.2,2.7,0,0,0,0,14.7,54.04,888,0,0,0,0,24.6,49,3.2
690,2021-01-29 18:30:00,126.38,0.2,2.7,0,0,0,0,14.4,57.11,889,0,0,0,0,23.4,46,3.0
691,2021-01-29 19:30:00,140.16,0.2,2.6,0,0,0,3,14.3,60.94,889,0,0,0,0,22.200000000000003,47,2.7
692,2021-01-29 20:30:00,152.99,0.2,2.6,0,0,0,3,14.2,64.53,888,0,0,0,0,21.200000000000003,49,2.4000000000000004
693,2021-01-29 21:30:00,162.56,0.2,2.5,0,0,0,3,14.1,67.21000000000001,888,0,0,0,0,20.4,53,2.2
694,2021-01-29 22:30:00,162.31,0.2,2.5,0,0,0,3,13.9,68.76,887,0,0,0,0,19.8,57,2.1
695,2021-01-29 23:30:00,152.51,0.2,2.5,0,0,0,0,13.6,69.78,887,0,0,0,0,19.3,63,2.1
696,2021-01-30 00:30:00,139.61,0.2,2.5,0,0,0,0,13.5,71.35000000000001,887,0,0,0,0,18.8,70,2.0
697,2021-01-30 01:30:00,125.8,0.2,2.5,0,0,0,0,13.4,72.71000000000001,888,0,0,0,0,18.4,77,2.0
698,2021-01-30 02:30:00,111.65,0.2,2.5,0,0,0,0,13.4,73.8,888,0,0,0,0,18.1,82,1.9
699,2021-01-30 03:30:00,97.38,0.2,2.5,0,0,0,0,13.4,71.10000000000001,889,0,0,0,0,18.7,84,2.4000000000000004
700,2021-01-30 04:30:00,82.99,0.2,2.6,38,368,83,0,13.6,62.13,889,38,368,0,83,21.1,83,3.2
701,2021-01-30 05:30:00,68.86,0.2,2.6,73,719,333,0,13.8,51.14,889,73,719,0,333,24.6,82,4.1000000000000005
702,2021-01-30 06:30:00,54.89,0.2,2.6,93,857,586,0,13.5,41.2,889,93,857,0,586,27.9,80,4.7
703,2021-01-30 07:30:00,41.41,0.2,2.7,105,924,798,3,13.3,36.29,889,438,134,0,538,29.9,79,4.4
704,2021-01-30 08:30:00,29.16,0.2,2.7,114,960,951,3,13.6,33.92,888,513,242,0,724,31.4,81,4.1000000000000005
705,2021-01-30 09:30:00,20.54,0.2,2.7,125,964,1028,3,13.8,32.56,887,554,211,0,751,32.300000000000004,86,3.8
706,2021-01-30 10:30:00,20.74,0.2,2.8000000000000003,121,967,1026,8,13.7,31.51,886,452,303,0,735,32.800000000000004,90,3.6
707,2021-01-30 11:30:00,29.58,0.2,2.8000000000000003,116,952,943,1,13.5,31.14,885,116,952,0,943,32.800000000000004,95,3.4000000000000004
708,2021-01-30 12:30:00,41.9,0.2,2.8000000000000003,146,836,768,3,13.3,31.79,884,448,127,0,542,32.2,101,3.0
709,2021-01-30 13:30:00,55.41,0.2,2.9000000000000004,134,735,551,1,13.4,33.96,884,134,735,0,551,31.1,105,2.5
710,2021-01-30 14:30:00,69.4,0.2,2.9000000000000004,105,554,301,7,13.8,38.52,885,183,210,0,256,29.4,104,1.8
711,2021-01-30 15:30:00,83.54,0.2,2.9000000000000004,45,188,66,0,15.8,48.13,886,45,188,0,66,27.8,78,1.6
712,2021-01-30 16:30:00,97.95,0.2,2.8000000000000003,0,0,0,0,15.8,52.11,886,0,0,0,0,26.4,48,1.9
713,2021-01-30 17:30:00,112.23,0.2,2.7,0,0,0,0,15.8,56.28,887,0,0,0,0,25.1,38,2.1
714,2021-01-30 18:30:00,126.39,0.2,2.6,0,0,0,0,15.1,58.31,888,0,0,0,0,23.8,39,2.0
715,2021-01-30 19:30:00,140.22,0.2,2.5,0,0,0,0,14.7,61.64,888,0,0,0,0,22.4,46,1.8
716,2021-01-30 20:30:00,153.12,0.2,2.4000000000000004,0,0,0,0,14.1,64.38,887,0,0,0,0,21.1,57,1.6
717,2021-01-30 21:30:00,162.79,0.2,2.3000000000000003,0,0,0,0,13.6,66.63,887,0,0,1,0,20.0,67,1.5
718,2021-01-30 22:30:00,162.57,0.2,2.2,0,0,0,0,13.2,68.27,886,0,0,0,0,19.200000000000003,75,1.5
719,2021-01-30 23:30:00,152.69,0.2,2.1,0,0,0,3,12.9,69.99,886,0,0,0,0,18.5,83,1.5
720,2021-01-31 00:30:00,139.74,0.2,2.0,0,0,0,0,12.7,71.71000000000001,887,0,0,0,0,17.900000000000002,89,1.5
721,2021-01-31 01:30:00,125.89,0.2,1.8,0,0,0,0,12.5,73.58,887,0,0,0,0,17.3,94,1.6
722,2021-01-31 02:30:00,111.71,0.2,1.7000000000000002,0,0,0,0,12.4,75.7,887,0,0,0,0,16.7,96,1.7000000000000002
723,2021-01-31 03:30:00,97.42,0.2,1.6,0,0,0,0,12.3,72.02,888,0,0,0,0,17.400000000000002,96,2.4000000000000004
724,2021-01-31 04:30:00,83.01,0.2,1.5,37,415,88,0,12.5,62.190000000000005,888,37,415,0,88,20.0,93,3.3000000000000003
725,2021-01-31 05:30:00,68.85000000000001,0.2,1.5,71,764,346,0,12.5,49.29,889,71,764,0,346,23.8,88,4.3
726,2021-01-31 06:30:00,54.85,0.2,1.5,89,898,606,0,10.7,35.39,889,89,898,0,606,27.3,83,5.0
727,2021-01-31 07:30:00,41.33,0.2,1.5,101,963,825,0,8.700000000000001,27.12,888,101,963,0,825,29.6,80,5.1000000000000005
728,2021-01-31 08:30:00,29.01,0.2,1.5,108,998,981,0,8.0,23.78,887,108,998,0,981,31.1,78,5.0
729,2021-01-31 09:30:00,20.29,0.2,1.5,127,990,1055,0,7.9,22.27,886,127,990,0,1055,32.1,77,5.0
730,2021-01-31 10:30:00,20.47,0.2,1.6,122,992,1052,0,7.800000000000001,21.35,885,122,992,0,1052,32.7,76,4.9
731,2021-01-31 11:30:00,29.38,0.2,1.6,116,978,968,0,7.7,21.21,884,116,978,0,968,32.7,75,4.9
732,2021-01-31 12:30:00,41.76,0.2,1.6,126,903,799,0,7.4,21.48,884,126,903,0,799,32.2,72,4.800000000000001
733,2021-01-31 13:30:00,55.31,0.2,1.6,105,838,582,0,7.5,23.11,884,105,838,0,582,31.0,69,4.5
734,2021-01-31 14:30:00,69.32000000000001,0.2,1.6,79,700,326,0,9.0,30.06,884,79,700,0,326,28.200000000000003,63,3.7
735,2021-01-31 15:30:00,83.49,0.2,1.5,37,340,76,1,10.3,39.17,885,37,340,0,76,25.200000000000003,55,3.2
736,2021-01-31 16:30:00,97.92,0.2,1.6,0,0,0,1,9.7,41.73,886,0,0,0,0,23.4,50,3.7
737,2021-01-31 17:30:00,112.22,0.2,1.6,0,0,0,0,9.3,43.19,887,0,0,0,0,22.4,48,4.1000000000000005
738,2021-01-31 18:30:00,126.41,0.2,1.6,0,0,0,0,9.5,46.56,887,0,0,0,0,21.4,49,4.1000000000000005
739,2021-01-31 19:30:00,140.28,0.2,1.6,0,0,0,0,10.2,51.97,888,0,0,0,0,20.4,51,3.6
740,2021-01-31 20:30:00,153.24,0.2,1.5,0,0,0,0,10.9,57.41,888,0,0,0,0,19.5,55,3.3000000000000003
741,2021-01-31 21:30:00,163.03,0.2,1.4,0,0,0,3,11.1,61.41,887,0,0,0,0,18.7,60,3.0
742,2021-01-31 22:30:00,162.84,0.2,1.3,0,0,0,3,11.2,64.26,887,0,0,0,0,18.0,65,2.8000000000000003
743,2021-01-31 23:30:00,152.87,0.2,1.3,0,0,0,3,11.0,65.93,887,0,0,0,0,17.400000000000002,69,2.7
744,2021-02-01 00:30:00,139.86,0.2,1.2000000000000002,0,0,0,3,10.7,66.33,887,0,0,0,0,17.0,72,2.7
745,2021-02-01 01:30:00,125.97,0.2,1.2000000000000002,0,0,0,3,10.4,66.92,888,0,0,0,0,16.6,75,2.8000000000000003
746,2021-02-01 02:30:00,111.77,0.2,1.2000000000000002,0,0,0,3,10.3,67.55,888,0,0,0,0,16.3,76,2.9000000000000004
747,2021-02-01 03:30:00,97.46,0.2,1.2000000000000002,0,0,0,8,10.3,64.71000000000001,889,0,0,0,0,17.0,75,3.4000000000000004
748,2021-02-01 04:30:00,83.02,0.2,1.2000000000000002,35,451,90,3,10.7,56.08,889,63,9,7,64,19.700000000000003,72,4.0
749,2021-02-01 05:30:00,68.84,0.2,1.2000000000000002,67,791,352,0,11.4,46.3,889,67,791,0,352,23.6,71,5.5
750,2021-02-01 06:30:00,54.81,0.2,1.2000000000000002,84,920,614,0,11.0,36.77,889,84,920,0,614,27.0,74,6.800000000000001
751,2021-02-01 07:30:00,41.24,0.2,1.2000000000000002,95,983,835,0,10.0,30.38,888,95,983,0,835,29.200000000000003,77,6.6000000000000005
752,2021-02-01 08:30:00,28.86,0.2,1.3,105,1007,988,0,9.4,26.53,888,105,1007,0,988,30.8,82,6.1000000000000005
753,2021-02-01 09:30:00,20.04,0.2,1.5,110,1013,1062,0,9.1,24.45,887,110,1013,0,1062,31.9,88,5.6000000000000005
754,2021-02-01 10:30:00,20.19,0.2,1.6,116,999,1054,0,9.1,23.58,886,116,999,0,1054,32.5,95,5.0
755,2021-02-01 11:30:00,29.18,0.2,1.8,119,965,961,8,9.0,23.41,885,420,358,0,732,32.6,102,4.4
756,2021-02-01 12:30:00,41.62,0.2,1.9,120,904,795,0,9.0,23.93,885,120,904,0,795,32.2,108,3.9
757,2021-02-01 13:30:00,55.21,0.2,2.0,109,815,573,0,9.3,25.77,885,109,815,0,573,31.200000000000003,112,3.3000000000000003
758,2021-02-01 14:30:00,69.25,0.2,2.1,86,650,316,0,9.7,30.14,886,86,650,0,316,28.9,113,2.3000000000000003
759,2021-02-01 15:30:00,83.44,0.2,2.1,38,286,71,0,12.3,42.68,887,38,286,0,71,26.0,95,1.6
760,2021-02-01 16:30:00,97.89,0.2,2.2,0,0,0,7,12.1,46.9,887,0,0,0,0,24.200000000000003,63,1.8
761,2021-02-01 17:30:00,112.22,0.2,2.3000000000000003,0,0,0,8,12.4,50.870000000000005,888,0,0,0,0,23.1,48,2.1
762,2021-02-01 18:30:00,126.43,0.2,2.3000000000000003,0,0,0,1,12.5,54.45,889,0,0,0,0,22.1,46,2.1
763,2021-02-01 19:30:00,140.34,0.2,2.3000000000000003,0,0,0,0,12.5,57.99,890,0,0,0,0,21.1,50,1.8
764,2021-02-01 20:30:00,153.37,0.2,2.3000000000000003,0,0,0,1,12.5,61.34,890,0,0,0,0,20.200000000000003,56,1.6
765,2021-02-01 21:30:00,163.27,0.2,2.3000000000000003,0,0,0,0,12.5,64.89,889,0,0,0,0,19.3,65,1.5
766,2021-02-01 22:30:00,163.1,0.2,2.3000000000000003,0,0,0,0,12.4,67.09,889,0,0,0,0,18.6,82,1.5
767,2021-02-01 23:30:00,153.05,0.2,2.2,0,0,0,0,12.2,68.31,889,0,0,0,0,18.1,101,1.7000000000000002
768,2021-02-02 00:30:00,139.98,0.2,2.2,0,0,0,0,12.0,70.34,889,0,0,0,0,17.5,110,1.9
769,2021-02-02 01:30:00,126.05,0.2,2.1,0,0,0,0,12.0,72.09,889,0,0,0,0,17.1,106,2.0
770,2021-02-02 02:30:00,111.83,0.2,2.0,0,0,0,0,12.1,74.31,890,0,0,0,0,16.7,100,2.2
771,2021-02-02 03:30:00,97.49,0.2,1.9,0,0,0,0,12.2,71.23,890,0,0,0,0,17.5,95,2.7
772,2021-02-02 04:30:00,83.03,0.2,1.9,36,399,84,0,12.7,62.370000000000005,891,36,399,0,84,20.1,91,3.6
773,2021-02-02 05:30:00,68.82000000000001,0.2,1.8,68,756,342,0,13.2,51.24,891,68,756,0,342,23.9,89,4.6000000000000005
774,2021-02-02 06:30:00,54.77,0.2,1.8,84,897,601,0,12.6,39.83,891,84,897,0,601,27.5,88,4.800000000000001
775,2021-02-02 07:30:00,41.16,0.2,1.8,92,969,821,0,11.4,32.09,890,92,969,0,821,29.8,87,4.2
776,2021-02-02 08:30:00,28.71,0.2,1.8,96,1006,979,0,10.8,28.21,889,96,1006,0,979,31.4,89,3.6
777,2021-02-02 09:30:00,19.78,0.2,1.8,94,1029,1062,0,10.4,25.8,888,94,1029,0,1062,32.5,96,3.2
778,2021-02-02 10:30:00,19.91,0.2,1.9,94,1026,1059,0,10.0,24.32,887,94,1026,0,1059,33.1,106,2.9000000000000004
779,2021-02-02 11:30:00,28.98,0.2,1.9,93,1008,975,0,9.7,23.69,886,93,1008,0,975,33.2,116,2.7
780,2021-02-02 12:30:00,41.48,0.2,2.0,85,975,816,0,9.6,23.95,886,85,975,0,816,32.800000000000004,120,2.6
781,2021-02-02 13:30:00,55.11,0.2,2.0,78,905,596,0,9.5,25.17,886,78,905,0,596,31.8,118,2.4000000000000004
782,2021-02-02 14:30:00,69.18,0.2,2.0,64,766,336,7,10.0,29.63,886,172,215,0,248,29.6,110,1.9
783,2021-02-02 15:30:00,83.39,0.2,2.1,34,405,80,8,12.2,39.99,887,62,69,7,70,26.9,85,1.6
784,2021-02-02 16:30:00,97.86,0.2,2.1,0,0,0,7,12.2,44.49,888,0,0,0,0,25.1,59,2.1
785,2021-02-02 17:30:00,112.22,0.2,2.1,0,0,0,8,12.6,49.57,889,0,0,0,0,23.8,51,2.5
786,2021-02-02 18:30:00,126.46,0.2,2.2,0,0,0,3,12.9,54.43,889,0,0,0,0,22.5,51,2.6
787,2021-02-02 19:30:00,140.4,0.2,2.2,0,0,0,0,12.8,58.38,889,0,0,0,0,21.3,58,2.4000000000000004
788,2021-02-02 20:30:00,153.5,0.2,2.3000000000000003,0,0,0,0,12.8,61.96,889,0,0,0,0,20.3,66,2.1
789,2021-02-02 21:30:00,163.52,0.2,2.3000000000000003,0,0,0,0,12.8,65.31,889,0,0,0,0,19.5,73,1.8
790,2021-02-02 22:30:00,163.37,0.2,2.4000000000000004,0,0,0,0,12.8,67.48,888,0,0,0,0,19.0,78,1.7000000000000002
791,2021-02-02 23:30:00,153.22,0.2,2.4000000000000004,0,0,0,0,12.8,69.55,888,0,0,0,0,18.5,83,1.6
792,2021-02-03 00:30:00,140.09,0.2,2.4000000000000004,0,0,0,0,12.8,71.05,888,0,0,0,0,18.1,87,1.6
793,2021-02-03 01:30:00,126.13,0.2,2.4000000000000004,0,0,0,0,12.7,72.61,889,0,0,0,0,17.7,91,1.7000000000000002
794,2021-02-03 02:30:00,111.88,0.2,2.4000000000000004,0,0,0,0,12.7,73.68,889,0,0,0,0,17.400000000000002,93,1.7000000000000002
795,2021-02-03 03:30:00,97.52,0.2,2.4000000000000004,0,0,0,0,12.6,69.44,890,0,0,0,0,18.3,93,2.2
796,2021-02-03 04:30:00,83.04,0.2,2.3000000000000003,37,400,85,0,13.0,59.77,890,37,400,0,85,21.1,89,3.1
797,2021-02-03 05:30:00,68.81,0.2,2.3000000000000003,68,751,340,0,13.3,48.43,890,68,751,0,340,24.9,84,4.0
798,2021-02-03 06:30:00,54.72,0.2,2.2,83,891,598,0,13.4,40.25,890,83,891,0,598,28.200000000000003,82,4.2
799,2021-02-03 07:30:00,41.07,0.2,2.2,93,959,816,0,13.1,34.97,889,93,959,0,816,30.3,80,3.7
800,2021-02-03 08:30:00,28.55,0.2,2.2,99,993,971,0,12.7,31.24,888,99,993,0,971,31.8,83,3.3000000000000003
801,2021-02-03 09:30:00,19.52,0.2,2.2,103,1006,1051,0,12.1,28.41,887,103,1006,0,1051,32.800000000000004,91,2.9000000000000004
802,2021-02-03 10:30:00,19.63,0.2,2.2,106,1002,1049,0,11.5,26.56,886,106,1002,0,1049,33.300000000000004,104,2.7
803,2021-02-03 11:30:00,28.78,0.2,2.2,107,978,964,0,11.1,25.75,885,107,978,0,964,33.300000000000004,120,2.5
804,2021-02-03 12:30:00,41.34,0.2,2.2,106,926,802,0,10.8,25.89,885,106,926,0,802,32.9,137,2.4000000000000004
805,2021-02-03 13:30:00,55.01,0.2,2.3000000000000003,97,843,580,0,10.7,27.27,885,97,843,0,580,31.9,152,2.3000000000000003
806,2021-02-03 14:30:00,69.11,0.2,2.3000000000000003,79,685,323,0,11.3,32.22,885,79,685,0,323,29.6,171,1.9
807,2021-02-03 15:30:00,83.35000000000001,0.2,2.4000000000000004,38,309,74,0,14.3,45.85,886,38,309,0,74,26.9,184,1.6
808,2021-02-03 16:30:00,97.84,0.2,2.5,0,0,0,0,14.5,51.0,887,0,0,0,0,25.4,164,1.7000000000000002
809,2021-02-03 17:30:00,112.22,0.2,2.5,0,0,0,3,14.4,53.76,888,0,0,0,0,24.4,109,1.8
810,2021-02-03 18:30:00,126.49,0.2,2.6,0,0,0,3,14.6,58.27,889,0,0,0,0,23.3,69,1.9
811,2021-02-03 19:30:00,140.47,0.2,2.5,0,0,0,3,14.8,63.21,889,0,0,1,0,22.1,63,1.9
812,2021-02-03 20:30:00,153.63,0.2,2.5,0,0,0,0,14.4,66.08,889,0,0,0,0,21.0,65,1.7000000000000002
813,2021-02-03 21:30:00,163.78,0.2,2.5,0,0,0,0,14.1,68.06,889,0,0,0,0,20.200000000000003,71,1.5
814,2021-02-03 22:30:00,163.65,0.2,2.5,0,0,0,0,13.9,69.56,888,0,0,0,0,19.6,78,1.4
815,2021-02-03 23:30:00,153.4,0.2,2.4000000000000004,0,0,0,0,13.7,70.71000000000001,888,0,0,0,0,19.1,85,1.3
816,2021-02-04 00:30:00,140.20000000000002,0.2,2.4000000000000004,0,0,0,0,13.5,72.02,888,0,0,0,0,18.6,90,1.3
