Temperature (C),Albedo,Clearsky DHI (W/m2),Clearsky DNI (W/m2),Clearsky GHI (W/m2),Clearsky GTI (W/m2),DHI (W/m2),DNI (W/m2),GHI (W/m2),GTI (W/m2),Date,Period
19,0.19,0,0,0,0,0,0,0,0,2023-09-28 01:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-09-28 02:00:00+00:00,PT60M
18,0.19,2,9,3,2,2,5,2,2,2023-09-28 03:00:00+00:00,PT60M
19,0.19,43,482,134,137,43,478,134,137,2023-09-28 04:00:00+00:00,PT60M
22,0.19,73,763,377,402,73,763,377,402,2023-09-28 05:00:00+00:00,PT60M
25,0.19,91,870,610,657,91,870,610,657,2023-09-28 06:00:00+00:00,PT60M
27,0.19,111,907,798,863,111,907,798,863,2023-09-28 07:00:00+00:00,PT60M
28,0.19,119,933,927,1006,119,933,927,1006,2023-09-28 08:00:00+00:00,PT60M
29,0.19,122,942,987,1070,122,942,987,1070,2023-09-28 09:00:00+00:00,PT60M
31,0.19,121,937,971,1054,121,937,971,1054,2023-09-28 10:00:00+00:00,PT60M
33,0.19,118,915,883,956,118,915,883,956,2023-09-28 11:00:00+00:00,PT60M
32,0.19,113,866,727,784,113,866,727,784,2023-09-28 12:00:00+00:00,PT60M
32,0.19,99,784,519,556,99,784,519,556,2023-09-28 13:00:00+00:00,PT60M
31,0.19,77,615,280,295,77,615,280,295,2023-09-28 14:00:00+00:00,PT60M
30,0.19,29,215,61,60,29,215,61,60,2023-09-28 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-09-28 16:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-09-28 17:00:00+00:00,PT60M
27,0.19,0,0,0,0,0,0,0,0,2023-09-28 18:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-09-28 19:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-09-28 20:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-09-28 21:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-09-28 22:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-09-28 23:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-09-29 00:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-09-29 01:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-09-29 02:00:00+00:00,PT60M
19,0.19,2,8,3,2,2,8,3,2,2023-09-29 03:00:00+00:00,PT60M
20,0.19,47,419,128,130,47,419,128,130,2023-09-29 04:00:00+00:00,PT60M
23,0.19,80,710,365,387,80,710,365,387,2023-09-29 05:00:00+00:00,PT60M
26,0.19,97,831,596,639,97,831,596,639,2023-09-29 06:00:00+00:00,PT60M
27,0.19,104,898,786,848,104,898,786,848,2023-09-29 07:00:00+00:00,PT60M
29,0.19,110,929,917,992,110,929,917,992,2023-09-29 08:00:00+00:00,PT60M
31,0.19,116,936,977,1057,116,936,977,1057,2023-09-29 09:00:00+00:00,PT60M
32,0.19,117,930,963,1042,117,930,963,1042,2023-09-29 10:00:00+00:00,PT60M
32,0.19,117,903,874,944,117,903,874,944,2023-09-29 11:00:00+00:00,PT60M
32,0.19,115,847,718,772,222,579,643,680,2023-09-29 12:00:00+00:00,PT60M
32,0.19,116,722,505,538,294,99,348,345,2023-09-29 13:00:00+00:00,PT60M
32,0.19,91,527,266,277,159,153,207,206,2023-09-29 14:00:00+00:00,PT60M
30,0.19,32,158,56,55,37,2,38,36,2023-09-29 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-09-29 16:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-09-29 17:00:00+00:00,PT60M
25,0.19,0,0,0,0,0,0,0,0,2023-09-29 18:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-09-29 19:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-09-29 20:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-09-29 21:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-09-29 22:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-09-29 23:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-09-30 00:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-09-30 01:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-09-30 02:00:00+00:00,PT60M
19,0.19,2,4,3,3,2,4,3,3,2023-09-30 03:00:00+00:00,PT60M
20,0.19,58,305,119,120,73,170,107,105,2023-09-30 04:00:00+00:00,PT60M
23,0.19,107,593,349,366,115,555,344,360,2023-09-30 05:00:00+00:00,PT60M
26,0.19,135,734,578,615,135,734,578,615,2023-09-30 06:00:00+00:00,PT60M
27,0.19,160,792,764,818,162,786,762,816,2023-09-30 07:00:00+00:00,PT60M
29,0.19,174,824,893,959,174,824,893,959,2023-09-30 08:00:00+00:00,PT60M
31,0.19,180,839,954,1025,180,839,954,1025,2023-09-30 09:00:00+00:00,PT60M
33,0.19,182,830,939,1009,182,830,939,1009,2023-09-30 10:00:00+00:00,PT60M
33,0.19,179,800,851,912,181,794,849,910,2023-09-30 11:00:00+00:00,PT60M
33,0.19,167,742,696,742,180,713,688,732,2023-09-30 12:00:00+00:00,PT60M
33,0.19,141,650,491,519,151,621,485,510,2023-09-30 13:00:00+00:00,PT60M
33,0.19,101,466,257,265,102,453,256,263,2023-09-30 14:00:00+00:00,PT60M
31,0.19,34,129,53,52,35,88,50,48,2023-09-30 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-09-30 16:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-09-30 17:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-09-30 18:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-09-30 19:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-09-30 20:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-09-30 21:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-09-30 22:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-09-30 23:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-01 00:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-01 01:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-01 02:00:00+00:00,PT60M
20,0.19,3,6,3,3,3,6,3,3,2023-10-01 03:00:00+00:00,PT60M
21,0.19,56,337,125,124,70,220,114,113,2023-10-01 04:00:00+00:00,PT60M
25,0.19,102,616,355,370,107,591,352,367,2023-10-01 05:00:00+00:00,PT60M
28,0.19,125,755,584,619,125,755,584,619,2023-10-01 06:00:00+00:00,PT60M
29,0.19,135,834,774,827,135,834,774,827,2023-10-01 07:00:00+00:00,PT60M
30,0.19,150,858,901,967,150,858,901,967,2023-10-01 08:00:00+00:00,PT60M
32,0.19,166,858,959,1030,166,858,959,1030,2023-10-01 09:00:00+00:00,PT60M
33,0.19,167,852,946,1015,167,852,946,1015,2023-10-01 10:00:00+00:00,PT60M
33,0.19,164,824,858,918,171,810,854,913,2023-10-01 11:00:00+00:00,PT60M
34,0.19,155,765,703,747,331,321,567,583,2023-10-01 12:00:00+00:00,PT60M
33,0.19,150,620,486,510,307,74,346,341,2023-10-01 13:00:00+00:00,PT60M
33,0.19,108,419,250,255,103,43,120,119,2023-10-01 14:00:00+00:00,PT60M
31,0.19,35,107,52,50,22,11,23,22,2023-10-01 15:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-10-01 16:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-01 17:00:00+00:00,PT60M
25,0.19,0,0,0,0,0,0,0,0,2023-10-01 18:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-10-01 19:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-01 20:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-01 21:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-01 22:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-01 23:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-02 00:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-02 01:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-02 02:00:00+00:00,PT60M
19,0.19,3,8,4,3,3,8,4,3,2023-10-02 03:00:00+00:00,PT60M
20,0.19,61,302,123,121,83,114,103,100,2023-10-02 04:00:00+00:00,PT60M
21,0.19,127,504,336,346,161,5,163,157,2023-10-02 05:00:00+00:00,PT60M
22,0.19,182,596,546,572,208,0,208,201,2023-10-02 06:00:00+00:00,PT60M
22,0.19,227,640,720,760,316,0,316,306,2023-10-02 07:00:00+00:00,PT60M
22,0.19,244,689,849,901,373,0,373,360,2023-10-02 08:00:00+00:00,PT60M
22,0.19,245,721,914,973,342,0,342,331,2023-10-02 09:00:00+00:00,PT60M
21,0.19,236,733,908,966,377,0,377,365,2023-10-02 10:00:00+00:00,PT60M
21,0.19,212,735,833,885,362,0,362,350,2023-10-02 11:00:00+00:00,PT60M
20,0.19,174,728,695,735,251,0,251,242,2023-10-02 12:00:00+00:00,PT60M
20,0.19,139,662,498,521,82,0,82,79,2023-10-02 13:00:00+00:00,PT60M
19,0.19,97,511,269,274,52,0,52,50,2023-10-02 14:00:00+00:00,PT60M
19,0.19,34,167,60,57,38,0,38,36,2023-10-02 15:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-02 16:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-02 17:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-02 18:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-02 19:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-02 20:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-02 21:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-02 22:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-02 23:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-03 00:00:00+00:00,PT60M
14,0.19,0,0,0,0,0,0,0,0,2023-10-03 01:00:00+00:00,PT60M
14,0.19,0,0,0,0,0,0,0,0,2023-10-03 02:00:00+00:00,PT60M
15,0.19,3,24,6,4,3,24,6,4,2023-10-03 03:00:00+00:00,PT60M
17,0.19,44,562,158,154,44,562,158,154,2023-10-03 04:00:00+00:00,PT60M
18,0.19,67,816,407,422,67,816,407,422,2023-10-03 05:00:00+00:00,PT60M
20,0.19,79,916,641,678,79,916,641,678,2023-10-03 06:00:00+00:00,PT60M
21,0.19,90,960,831,886,90,960,831,886,2023-10-03 07:00:00+00:00,PT60M
22,0.19,90,990,962,1030,90,990,962,1030,2023-10-03 08:00:00+00:00,PT60M
24,0.19,90,1001,1022,1095,90,1001,1022,1095,2023-10-03 09:00:00+00:00,PT60M
26,0.19,85,1004,1008,1079,85,1004,1008,1079,2023-10-03 10:00:00+00:00,PT60M
26,0.19,82,989,918,981,82,989,918,981,2023-10-03 11:00:00+00:00,PT60M
27,0.19,76,953,760,807,76,953,760,807,2023-10-03 12:00:00+00:00,PT60M
27,0.19,68,887,549,576,68,887,549,576,2023-10-03 13:00:00+00:00,PT60M
27,0.19,54,753,306,312,54,753,306,312,2023-10-03 14:00:00+00:00,PT60M
25,0.19,25,331,73,67,25,331,73,67,2023-10-03 15:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-03 16:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-03 17:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-03 18:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-03 19:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-03 20:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-03 21:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-03 22:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-03 23:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-04 00:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-04 01:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-04 02:00:00+00:00,PT60M
15,0.19,4,35,7,5,4,34,7,5,2023-10-04 03:00:00+00:00,PT60M
18,0.19,42,602,165,159,42,602,165,159,2023-10-04 04:00:00+00:00,PT60M
21,0.19,65,837,416,429,65,837,416,429,2023-10-04 05:00:00+00:00,PT60M
24,0.19,80,928,653,687,80,928,653,687,2023-10-04 06:00:00+00:00,PT60M
26,0.19,84,983,847,900,84,983,847,900,2023-10-04 07:00:00+00:00,PT60M
28,0.19,88,1009,979,1045,88,1009,979,1045,2023-10-04 08:00:00+00:00,PT60M
30,0.19,90,1017,1038,1110,90,1017,1038,1110,2023-10-04 09:00:00+00:00,PT60M
31,0.19,89,1012,1022,1091,89,1012,1022,1091,2023-10-04 10:00:00+00:00,PT60M
32,0.19,87,993,929,990,87,993,929,990,2023-10-04 11:00:00+00:00,PT60M
32,0.19,85,949,768,813,85,949,768,813,2023-10-04 12:00:00+00:00,PT60M
32,0.19,76,878,554,579,76,878,554,579,2023-10-04 13:00:00+00:00,PT60M
32,0.19,60,740,309,312,60,740,309,312,2023-10-04 14:00:00+00:00,PT60M
29,0.19,26,329,75,68,26,329,75,68,2023-10-04 15:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-04 16:00:00+00:00,PT60M
25,0.19,0,0,0,0,0,0,0,0,2023-10-04 17:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-04 18:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-04 19:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-04 20:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-04 21:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-04 22:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-04 23:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-05 00:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-05 01:00:00+00:00,PT60M
15,0.19,0,0,0,0,0,0,0,0,2023-10-05 02:00:00+00:00,PT60M
16,0.19,4,36,7,5,4,36,7,5,2023-10-05 03:00:00+00:00,PT60M
18,0.19,42,587,164,157,42,587,164,157,2023-10-05 04:00:00+00:00,PT60M
23,0.19,64,823,413,424,64,823,413,424,2023-10-05 05:00:00+00:00,PT60M
27,0.19,78,920,649,680,78,920,649,680,2023-10-05 06:00:00+00:00,PT60M
28,0.19,94,958,840,889,94,958,840,889,2023-10-05 07:00:00+00:00,PT60M
30,0.19,100,984,972,1034,100,984,972,1034,2023-10-05 08:00:00+00:00,PT60M
32,0.19,102,995,1033,1101,102,995,1033,1101,2023-10-05 09:00:00+00:00,PT60M
32,0.19,101,992,1017,1083,101,992,1017,1083,2023-10-05 10:00:00+00:00,PT60M
32,0.19,98,974,926,983,98,974,926,983,2023-10-05 11:00:00+00:00,PT60M
33,0.19,92,935,766,808,92,935,766,808,2023-10-05 12:00:00+00:00,PT60M
33,0.19,85,856,552,574,85,856,552,574,2023-10-05 13:00:00+00:00,PT60M
32,0.19,67,709,307,308,67,709,307,308,2023-10-05 14:00:00+00:00,PT60M
31,0.19,29,302,74,66,29,296,74,66,2023-10-05 15:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-10-05 16:00:00+00:00,PT60M
27,0.19,0,0,0,0,0,0,0,0,2023-10-05 17:00:00+00:00,PT60M
25,0.19,0,0,0,0,0,0,0,0,2023-10-05 18:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-05 19:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-05 20:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-05 21:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-05 22:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-05 23:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-06 00:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-06 01:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-06 02:00:00+00:00,PT60M
17,0.19,5,38,8,6,5,38,8,6,2023-10-06 03:00:00+00:00,PT60M
20,0.19,47,563,166,157,47,563,166,157,2023-10-06 04:00:00+00:00,PT60M
24,0.19,72,802,415,423,72,802,415,423,2023-10-06 05:00:00+00:00,PT60M
27,0.19,85,907,651,680,85,907,651,680,2023-10-06 06:00:00+00:00,PT60M
29,0.19,89,966,845,892,89,966,845,892,2023-10-06 07:00:00+00:00,PT60M
30,0.19,93,994,977,1036,93,994,977,1036,2023-10-06 08:00:00+00:00,PT60M
33,0.19,95,1004,1036,1102,95,1004,1036,1102,2023-10-06 09:00:00+00:00,PT60M
34,0.19,95,1001,1020,1084,95,1001,1020,1084,2023-10-06 10:00:00+00:00,PT60M
33,0.19,92,982,928,983,92,982,928,983,2023-10-06 11:00:00+00:00,PT60M
33,0.19,91,935,767,806,91,935,767,806,2023-10-06 12:00:00+00:00,PT60M
33,0.19,87,847,551,570,87,847,551,570,2023-10-06 13:00:00+00:00,PT60M
33,0.19,69,697,306,305,69,697,306,305,2023-10-06 14:00:00+00:00,PT60M
31,0.19,29,297,74,66,30,293,74,66,2023-10-06 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-10-06 16:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-06 17:00:00+00:00,PT60M
25,0.19,0,0,0,0,0,0,0,0,2023-10-06 18:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-06 19:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-06 20:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-06 21:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-06 22:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-06 23:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-07 00:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-07 01:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-07 02:00:00+00:00,PT60M
19,0.19,5,42,9,6,5,42,9,6,2023-10-07 03:00:00+00:00,PT60M
22,0.19,49,562,170,160,49,562,170,160,2023-10-07 04:00:00+00:00,PT60M
24,0.19,72,810,422,428,72,810,422,428,2023-10-07 05:00:00+00:00,PT60M
27,0.19,87,912,659,686,87,912,659,686,2023-10-07 06:00:00+00:00,PT60M
29,0.19,103,953,851,895,103,953,851,895,2023-10-07 07:00:00+00:00,PT60M
30,0.19,109,980,983,1039,109,980,983,1039,2023-10-07 08:00:00+00:00,PT60M
33,0.19,107,995,1043,1105,107,995,1043,1105,2023-10-07 09:00:00+00:00,PT60M
35,0.19,106,994,1028,1088,106,994,1028,1088,2023-10-07 10:00:00+00:00,PT60M
36,0.19,103,977,936,988,103,977,936,988,2023-10-07 11:00:00+00:00,PT60M
36,0.19,96,937,775,811,96,937,775,811,2023-10-07 12:00:00+00:00,PT60M
36,0.19,85,865,560,576,85,865,560,576,2023-10-07 13:00:00+00:00,PT60M
35,0.19,67,721,312,309,67,721,312,309,2023-10-07 14:00:00+00:00,PT60M
32,0.19,29,318,77,67,29,311,77,67,2023-10-07 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-10-07 16:00:00+00:00,PT60M
27,0.19,0,0,0,0,0,0,0,0,2023-10-07 17:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-07 18:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-10-07 19:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-07 20:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-07 21:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-07 22:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-07 23:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-08 00:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-08 01:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-08 02:00:00+00:00,PT60M
19,0.19,6,34,9,7,6,34,9,7,2023-10-08 03:00:00+00:00,PT60M
21,0.19,57,489,165,154,57,480,165,154,2023-10-08 04:00:00+00:00,PT60M
25,0.19,92,731,410,413,92,731,410,413,2023-10-08 05:00:00+00:00,PT60M
27,0.19,112,843,644,666,112,843,644,666,2023-10-08 06:00:00+00:00,PT60M
29,0.19,127,897,834,873,127,897,834,873,2023-10-08 07:00:00+00:00,PT60M
31,0.19,135,926,963,1015,135,926,963,1015,2023-10-08 08:00:00+00:00,PT60M
33,0.19,142,932,1021,1077,142,932,1021,1077,2023-10-08 09:00:00+00:00,PT60M
35,0.19,146,920,1001,1055,146,920,1001,1055,2023-10-08 10:00:00+00:00,PT60M
35,0.19,146,889,906,951,146,889,906,951,2023-10-08 11:00:00+00:00,PT60M
35,0.19,144,824,743,773,144,824,743,773,2023-10-08 12:00:00+00:00,PT60M
35,0.19,137,700,523,534,137,700,523,534,2023-10-08 13:00:00+00:00,PT60M
34,0.19,102,511,278,273,118,379,258,254,2023-10-08 14:00:00+00:00,PT60M
32,0.19,37,165,63,57,40,133,61,55,2023-10-08 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-10-08 16:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-10-08 17:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-08 18:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-10-08 19:00:00+00:00,PT60M
23,0.19,0,0,0,0,0,0,0,0,2023-10-08 20:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-08 21:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-08 22:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-08 23:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-09 00:00:00+00:00,PT60M
17,0.19,0,0,0,0,0,0,0,0,2023-10-09 01:00:00+00:00,PT60M
16,0.19,0,0,0,0,0,0,0,0,2023-10-09 02:00:00+00:00,PT60M
18,0.19,6,33,9,7,6,33,9,7,2023-10-09 03:00:00+00:00,PT60M
21,0.19,62,452,164,152,68,395,159,148,2023-10-09 04:00:00+00:00,PT60M
25,0.19,100,701,408,409,100,701,408,409,2023-10-09 05:00:00+00:00,PT60M
27,0.19,123,817,641,660,123,817,641,660,2023-10-09 06:00:00+00:00,PT60M
28,0.19,140,874,831,867,140,874,831,867,2023-10-09 07:00:00+00:00,PT60M
29,0.19,148,906,961,1008,148,906,961,1008,2023-10-09 08:00:00+00:00,PT60M
32,0.19,151,919,1019,1072,151,919,1019,1072,2023-10-09 09:00:00+00:00,PT60M
32,0.19,150,914,1001,1053,150,914,1001,1053,2023-10-09 10:00:00+00:00,PT60M
32,0.19,145,892,909,951,145,892,909,951,2023-10-09 11:00:00+00:00,PT60M
32,0.19,135,844,749,777,135,844,749,777,2023-10-09 12:00:00+00:00,PT60M
32,0.19,120,753,535,545,120,753,535,545,2023-10-09 13:00:00+00:00,PT60M
32,0.19,90,588,293,286,90,588,293,286,2023-10-09 14:00:00+00:00,PT60M
31,0.19,35,226,70,61,35,226,70,61,2023-10-09 15:00:00+00:00,PT60M
28,0.19,0,0,0,0,0,0,0,0,2023-10-09 16:00:00+00:00,PT60M
26,0.19,0,0,0,0,0,0,0,0,2023-10-09 17:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-10-09 18:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-09 19:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-09 20:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-09 21:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-09 22:00:00+00:00,PT60M
19,0.19,0,0,0,0,0,0,0,0,2023-10-09 23:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-10 00:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-10 01:00:00+00:00,PT60M
18,0.19,0,0,0,0,0,0,0,0,2023-10-10 02:00:00+00:00,PT60M
20,0.19,7,28,10,8,6,0,6,6,2023-10-10 03:00:00+00:00,PT60M
22,0.19,68,393,158,147,98,110,129,124,2023-10-10 04:00:00+00:00,PT60M
24,0.19,118,627,395,393,133,560,384,383,2023-10-10 05:00:00+00:00,PT60M
26,0.19,154,733,621,636,157,726,620,635,2023-10-10 06:00:00+00:00,PT60M
28,0.19,191,770,802,831,191,770,802,831,2023-10-10 07:00:00+00:00,PT60M
29,0.19,216,787,924,964,216,787,924,964,2023-10-10 08:00:00+00:00,PT60M
31,0.19,234,784,976,1020,234,784,976,1020,2023-10-10 09:00:00+00:00,PT60M
32,0.19,229,783,959,1002,229,783,959,1002,2023-10-10 10:00:00+00:00,PT60M
32,0.19,208,772,871,906,208,772,871,906,2023-10-10 11:00:00+00:00,PT60M
32,0.19,188,721,714,736,188,721,714,736,2023-10-10 12:00:00+00:00,PT60M
32,0.19,157,630,506,511,157,630,506,511,2023-10-10 13:00:00+00:00,PT60M
32,0.19,109,463,270,262,112,439,267,260,2023-10-10 14:00:00+00:00,PT60M
31,0.19,39,152,63,56,38,107,58,53,2023-10-10 15:00:00+00:00,PT60M
29,0.19,0,0,0,0,0,0,0,0,2023-10-10 16:00:00+00:00,PT60M
27,0.19,0,0,0,0,0,0,0,0,2023-10-10 17:00:00+00:00,PT60M
24,0.19,0,0,0,0,0,0,0,0,2023-10-10 18:00:00+00:00,PT60M
22,0.19,0,0,0,0,0,0,0,0,2023-10-10 19:00:00+00:00,PT60M
21,0.19,0,0,0,0,0,0,0,0,2023-10-10 20:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-10 21:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-10 22:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-10 23:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-11 00:00:00+00:00,PT60M
20,0.19,0,0,0,0,0,0,0,0,2023-10-11 01:00:00+00:00,PT60M
