Day,Temperature (C),Temperature (SAT) (C),Rain (mm),GHI_1 (kWh/m2/day),GHI_2 (kWh/m2/day),GHI_SAT (kWh/m2/day),GHI (1) vs (2) (%),GHI (1) vs (SAT) (%),DHI (1) (kWh/m2/day),DHI (SAT) (kWh/m2/day),DHI (1) vs (SAT) (%)
2020-10-03,22.52,23.7,25.6,6.63,6.65,6.48,-0.35,2.23,1.76,1.82,-2.98
2020-10-04,23.28,23.21,0.4,7.48,7.52,7.22,-0.49,3.55,1.82,2.11,-16.07
2020-10-05,24.34,23.78,0.0,7.53,7.56,7.3,-0.45,3.04,1.48,1.76,-19.41
2020-10-06,24.48,23.52,0.0,7.44,7.48,7.55,-0.46,-1.46,1.25,1.41,-13.06
2020-10-07,23.59,23.2,0.0,6.36,6.38,6.61,-0.42,-3.93,1.67,2.14,-28.33
2020-10-08,24.29,24.04,0.0,7.41,7.43,7.35,-0.3,0.83,1.45,1.73,-19.17
2020-10-09,23.74,24.26,3.8,6.63,6.66,6.99,-0.49,-5.4,2.36,2.25,4.42
2020-10-10,21.97,23.6,4.2,5.63,5.65,5.15,-0.38,8.53,3.14,2.69,14.11
2020-10-11,23.29,23.55,0.0,7.19,7.22,7.52,-0.33,-4.56,1.33,1.4,-5.07
2020-10-12,22.48,23.39,4.2,5.2,5.22,4.89,-0.35,5.95,3.28,2.63,19.92
2020-10-13,22.11,23.91,0.4,4.99,5.01,4.98,-0.39,0.34,3.68,3.16,14.33
2020-10-14,21.14,23.55,6.6,3.93,3.94,3.79,-0.33,3.59,1.98,1.92,3.16
2020-10-15,22.38,23.33,25.4,6.02,6.05,6.33,-0.41,-5.07,2.02,2.21,-9.33
2020-10-16,23.99,23.95,0.0,7.78,7.81,7.52,-0.46,3.3,0.9,1.57,-74.14
2020-10-17,21.44,23.38,14.0,3.47,3.47,3.48,0.08,-0.26,2.78,2.41,13.28
2020-10-18,21.44,22.07,1.0,4.46,4.47,5.35,-0.25,-19.91,2.24,2.62,-16.84
2020-10-19,23.33,22.32,0.0,6.86,6.9,5.79,-0.66,15.57,2.48,2.91,-17.4
2020-10-20,21.87,23.93,3.4,4.65,4.66,4.27,-0.27,8.1,2.33,1.97,15.2
2020-10-21,23.12,23.0,13.2,5.46,5.48,5.32,-0.4,2.6,2.82,2.68,5.07
2020-10-22,23.57,23.39,6.2,6.61,6.66,6.87,-0.69,-3.81,2.09,2.41,-15.55
2020-10-23,21.94,23.26,8.8,5.67,5.71,6.0,-0.73,-5.9,2.61,2.64,-1.11
2020-10-24,23.77,23.9,0.0,7.37,7.41,7.16,-0.49,2.86,1.51,1.97,-30.58
2020-10-25,24.48,24.14,0.4,7.55,7.58,7.4,-0.32,2.08,1.19,1.56,-31.18
2020-10-26,22.22,23.2,0.2,3.41,3.42,2.39,-0.44,30.01,3.23,2.27,29.71
2020-10-27,22.19,22.87,30.8,5.78,5.8,4.64,-0.48,19.75,3.61,2.89,19.97
2020-10-28,24.04,23.18,0.6,6.66,6.7,6.35,-0.47,4.72,2.83,3.05,-7.49
2020-10-29,23.14,22.97,0.2,6.29,6.32,5.72,-0.53,9.06,2.04,2.13,-4.44
2020-10-30,21.74,23.35,8.0,5.32,5.34,4.87,-0.45,8.37,2.63,2.72,-3.4
2020-10-31,23.18,23.06,0.0,6.46,6.48,5.97,-0.46,7.58,2.64,2.56,3.2
2020-11-01,24.53,23.77,0.0,7.33,7.37,7.26,-0.62,0.92,0.97,1.72,-76.23
2020-11-02,24.52,23.19,0.0,7.16,7.19,7.25,-0.5,-1.25,1.69,1.54,9.28
2020-11-03,24.42,23.17,0.0,7.03,7.08,7.07,-0.67,-0.53,1.44,1.44,0.23
2020-11-04,25.14,23.44,0.0,7.14,7.18,7.12,-0.54,0.22,1.32,1.54,-16.19
2020-11-05,24.63,23.43,0.0,6.94,6.98,6.97,-0.49,-0.44,1.14,1.9,-66.79
2020-11-06,23.02,23.93,28.6,5.67,5.7,5.51,-0.49,2.95,2.02,2.56,-26.86
2020-11-07,22.09,22.59,11.6,5.58,5.61,5.3,-0.62,4.97,2.93,2.47,15.77
2020-11-08,22.16,23.1,6.0,5.38,5.41,5.72,-0.5,-6.23,2.89,2.92,-0.85
2020-11-09,22.56,23.53,0.2,6.21,6.25,5.71,-0.65,8.05,2.71,2.67,1.67
2020-11-10,23.92,22.97,0.0,7.15,7.19,6.58,-0.56,8.0,1.45,2.12,-46.57
2020-11-11,22.08,23.48,1.4,4.46,4.48,4.01,-0.5,10.18,3.34,2.78,16.69
2020-11-12,23.4,23.62,0.0,6.6,6.64,6.95,-0.53,-5.2,2.12,1.95,7.86
2020-11-13,23.56,23.8,15.0,7.3,7.33,6.72,-0.47,7.98,1.56,1.94,-24.72
2020-11-14,21.67,23.33,9.0,5.44,5.47,5.55,-0.54,-2.04,2.73,2.67,2.11
2020-11-15,22.44,23.28,1.2,6.78,6.82,6.24,-0.64,7.94,1.9,2.26,-18.87
2020-11-16,22.08,23.39,0.0,4.32,4.35,4.17,-0.53,3.64,3.6,3.09,14.16
2020-11-17,23.81,23.53,0.0,6.79,6.83,6.62,-0.59,2.56,2.17,2.55,-17.36
2020-11-18,23.72,23.37,0.0,6.3,6.33,6.48,-0.4,-2.86,2.73,2.26,17.26
2020-11-19,24.16,24.01,0.0,6.99,7.03,6.62,-0.62,5.29,1.97,2.42,-22.81
2020-11-20,24.57,24.43,0.0,6.42,6.46,6.38,-0.54,0.75,2.0,2.43,-21.56
2020-11-21,24.47,24.41,0.0,6.23,6.26,6.71,-0.53,-7.61,1.79,1.91,-7.17
2020-11-22,24.22,24.48,0.0,6.77,6.82,7.13,-0.68,-5.25,1.44,1.67,-15.67
2020-11-23,24.96,24.33,0.0,6.95,7.01,7.03,-0.88,-1.11,1.47,1.75,-19.35
2020-11-24,25.13,24.74,0.0,6.82,6.87,6.92,-0.62,-1.34,1.63,2.01,-23.33
2020-11-25,22.01,23.9,1.4,4.65,4.67,4.24,-0.6,8.68,3.15,3.0,4.81
2020-11-26,23.46,24.45,0.0,6.65,6.69,6.63,-0.65,0.24,1.64,2.34,-42.1
2020-11-27,23.56,24.3,6.0,6.64,6.68,6.16,-0.63,7.31,1.74,2.36,-35.54
2020-11-28,22.68,24.27,4.4,5.77,5.8,5.81,-0.41,-0.57,1.39,1.69,-21.63
2020-11-29,22.09,23.68,0.0,4.27,4.28,3.57,-0.29,16.46,3.47,2.63,24.16
2020-11-30,23.3,23.64,0.0,6.28,6.32,6.39,-0.64,-1.68,1.81,2.37,-31.17
2020-12-01,24.34,24.46,0.0,6.89,6.93,6.95,-0.69,-0.85,1.86,1.83,1.5
2020-12-02,24.19,24.16,0.0,6.06,6.1,6.5,-0.54,-7.15,2.27,2.18,3.96
2020-12-03,23.55,23.91,0.0,5.35,5.38,5.8,-0.53,-8.43,3.52,2.69,23.49
2020-12-04,23.64,23.7,0.0,5.33,5.36,5.83,-0.58,-9.44,2.68,2.85,-6.56
2020-12-05,23.7,24.99,0.2,6.04,6.08,6.64,-0.77,-10.01,1.91,2.15,-12.82
2020-12-06,24.61,25.1,0.0,7.25,7.3,7.0,-0.65,3.45,1.28,1.58,-24.14
2020-12-07,23.72,24.68,0.4,6.46,6.49,6.34,-0.56,1.79,1.34,1.76,-30.99
2020-12-08,22.13,24.54,15.6,4.79,4.81,4.42,-0.49,7.62,2.35,2.27,3.34
2020-12-09,23.39,24.89,0.2,7.01,7.06,6.9,-0.7,1.52,1.62,1.47,9.43
2020-12-10,24.75,23.93,0.0,6.59,6.63,6.7,-0.58,-1.59,1.33,1.41,-5.8
2020-12-11,24.4,23.93,0.0,6.7,6.74,6.9,-0.61,-2.93,1.78,1.65,7.24
2020-12-12,24.93,23.4,0.0,7.24,7.29,7.29,-0.65,-0.7,1.11,1.18,-6.53
2020-12-13,24.52,23.53,0.0,6.49,6.53,6.86,-0.59,-5.57,1.52,1.72,-12.81
2020-12-14,24.37,23.32,0.0,6.51,6.55,7.06,-0.58,-8.41,1.6,1.55,3.64
2020-12-15,24.91,23.46,0.0,7.24,7.29,7.28,-0.62,-0.58,1.12,1.24,-10.46
2020-12-16,25.15,23.57,0.0,7.17,7.21,7.25,-0.63,-1.14,1.18,1.22,-2.82
2020-12-17,25.62,24.05,0.0,6.75,6.79,6.91,-0.62,-2.49,1.91,1.69,11.49
2020-12-18,24.81,23.97,0.0,6.93,6.97,6.66,-0.58,3.91,2.05,2.08,-1.54
2020-12-19,24.28,24.88,0.0,5.29,5.31,5.86,-0.49,-10.8,2.4,2.92,-21.97
2020-12-20,24.65,24.41,0.0,6.4,6.43,6.32,-0.42,1.37,2.04,2.43,-18.75
2020-12-21,25.25,25.35,0.8,6.93,6.97,6.65,-0.53,4.13,1.38,2.05,-49.0
2020-12-22,24.55,25.27,0.0,6.83,6.87,6.68,-0.63,2.25,1.56,1.97,-25.75
2020-12-23,24.31,24.75,0.0,5.94,5.97,6.12,-0.52,-3.01,1.93,2.14,-10.58
2020-12-24,24.89,25.65,0.0,5.98,6.02,6.11,-0.55,-2.18,1.62,1.97,-21.5
2020-12-25,24.01,26.1,4.2,5.85,5.88,6.5,-0.64,-11.14,1.92,2.26,-17.79
2020-12-26,25.41,25.95,0.0,6.89,6.93,7.0,-0.47,-1.58,1.51,1.62,-7.36
2020-12-27,25.34,25.22,0.0,6.97,7.0,7.28,-0.48,-4.5,1.33,1.28,3.88
2020-12-28,25.29,24.64,0.0,7.2,7.24,7.3,-0.45,-1.33,1.12,1.1,1.99
2020-12-29,25.78,24.6,0.0,7.13,7.18,7.24,-0.73,-1.55,1.17,1.11,4.64
2020-12-30,26.34,25.33,0.0,6.95,7.0,6.59,-0.63,5.31,1.4,1.64,-17.17
2020-12-31,23.5,25.07,11.2,3.72,3.74,3.63,-0.37,2.46,2.87,2.44,14.92
