Day,Temperature (C),Temperature (SAT) (C),Rain (mm),GHI_1 (kWh/m2/day),GHI_2 (kWh/m2/day),GHI_SAT (kWh/m2/day),GHI (1) vs (2) (%),GHI (1) vs (SAT) (%),DHI (1) (kWh/m2/day),DHI (SAT) (kWh/m2/day),DHI (1) vs (SAT) (%)
2021-09-09,21.02,23.45,0.4,4.34,4.36,4.34,-0.41,0.08,3.26,2.59,20.6
2021-09-10,22.57,24.08,1.8,6.15,6.17,6.44,-0.36,-4.71,1.96,2.28,-16.63
2021-09-11,22.47,23.38,2.2,6.27,6.28,6.11,-0.23,2.57,2.29,2.77,-20.86
2021-09-12,23.03,22.9,0.2,6.13,6.15,6.56,-0.32,-7.11,2.17,2.78,-27.87
2021-09-13,23.5,24.26,0.0,6.72,6.75,7.09,-0.44,-5.52,1.49,2.24,-49.7
2021-09-14,24.56,25.0,0.2,6.92,6.95,6.82,-0.42,1.48,1.78,2.25,-26.55
2021-09-15,23.52,24.32,6.6,7.35,7.37,7.11,-0.32,3.2,1.63,1.85,-13.31
2021-09-16,23.52,23.99,2.6,7.44,7.47,7.09,-0.33,4.73,1.69,2.2,-29.9
2021-09-17,23.1,24.07,2.0,6.23,6.25,6.33,-0.35,-1.67,3.54,2.71,23.41
2021-09-18,20.62,22.97,6.4,1.7,1.7,1.17,-0.27,31.38,1.56,1.12,28.1
2021-09-19,22.23,22.88,0.4,5.64,5.67,5.25,-0.55,6.91,3.13,2.91,7.24
2021-09-20,21.97,23.37,1.0,6.43,6.45,5.69,-0.32,11.42,2.49,2.7,-8.4
2021-09-21,22.24,24.02,1.2,6.28,6.3,6.71,-0.29,-6.92,2.41,2.28,5.13
2021-09-22,23.6,24.38,1.4,7.39,7.42,7.36,-0.45,0.36,1.74,1.97,-13.06
2021-09-23,23.71,24.28,5.6,7.41,7.44,7.36,-0.34,0.68,1.42,2.01,-42.0
2021-09-24,23.29,23.92,0.0,6.23,6.26,7.09,-0.57,-13.86,2.25,2.55,-13.31
2021-09-25,22.03,23.07,1.6,6.29,6.31,5.97,-0.25,5.15,2.45,2.65,-8.12
2021-09-26,22.95,22.97,7.0,7.49,7.52,7.32,-0.41,2.32,1.37,1.91,-39.22
2021-09-27,23.49,22.9,0.2,6.91,6.92,7.06,-0.17,-2.07,2.43,2.19,10.1
2021-09-28,23.3,23.21,8.2,5.64,5.66,5.81,-0.35,-2.9,2.66,2.43,8.52
2021-09-29,24.21,24.32,0.0,6.86,6.9,7.29,-0.68,-6.29,1.83,2.23,-21.85
2021-09-30,24.09,24.29,0.0,7.39,7.44,6.95,-0.59,5.96,2.55,2.2,13.76
2021-10-01,22.54,24.01,12.8,5.61,5.64,6.29,-0.5,-12.1,3.17,2.64,16.67
2021-10-02,21.77,23.75,25.4,5.09,5.1,5.6,-0.34,-10.03,2.47,2.7,-9.35
2021-10-03,22.92,23.4,1.4,6.79,6.82,6.12,-0.42,9.87,3.25,3.02,7.08
2021-10-04,23.41,23.94,1.0,6.87,6.89,7.07,-0.34,-3.03,1.74,2.08,-19.32
2021-10-05,22.04,23.53,4.0,4.58,4.6,5.11,-0.49,-11.61,2.4,2.41,-0.18
2021-10-06,22.93,23.92,0.6,6.1,6.13,6.33,-0.45,-3.78,2.54,2.7,-6.16
2021-10-07,22.23,23.77,6.0,5.8,5.81,5.96,-0.17,-2.83,1.53,2.4,-56.47
2021-10-08,23.42,24.45,0.0,7.09,7.12,7.27,-0.37,-2.55,1.85,1.73,6.26
2021-10-09,24.75,24.29,0.0,6.85,6.88,6.81,-0.42,0.58,2.28,2.11,7.21
2021-10-10,24.99,24.96,0.0,7.54,7.57,7.58,-0.41,-0.54,1.15,1.63,-40.94
2021-10-11,24.24,24.81,15.4,6.72,6.74,6.52,-0.24,3.03,2.49,2.44,2.13
2021-10-12,21.89,23.41,1.8,6.04,6.07,5.4,-0.43,10.61,3.19,3.11,2.6
2021-10-13,23.0,23.68,4.0,7.38,7.4,6.62,-0.39,10.18,2.05,2.24,-9.51
2021-10-14,24.09,23.64,0.0,7.73,7.75,7.29,-0.31,5.68,1.09,1.41,-29.02
2021-10-15,24.75,23.85,0.0,6.45,6.48,6.59,-0.41,-2.18,2.04,2.56,-25.67
2021-10-16,25.43,23.8,0.0,7.56,7.59,7.5,-0.37,0.89,1.56,1.34,13.75
2021-10-17,24.57,24.63,0.2,6.26,6.31,6.72,-0.75,-7.36,2.2,2.49,-13.02
2021-10-18,24.8,24.25,0.0,6.98,7.02,7.38,-0.6,-5.7,1.71,1.65,3.62
2021-10-19,24.65,24.77,0.0,6.07,6.1,6.34,-0.42,-4.46,3.07,2.82,8.02
2021-10-20,24.44,24.98,15.4,6.53,6.55,6.63,-0.36,-1.55,2.81,2.75,2.08
2021-10-21,23.96,24.34,0.4,7.34,7.38,6.96,-0.5,5.24,1.88,1.93,-2.64
2021-10-22,23.77,24.3,0.0,6.76,6.8,6.43,-0.57,4.89,2.26,2.42,-6.69
2021-10-23,24.48,24.75,0.0,6.51,6.55,6.92,-0.57,-6.21,2.05,2.29,-11.46
2021-10-24,25.67,25.44,0.0,7.67,7.7,7.59,-0.46,1.0,1.11,1.17,-5.85
2021-10-25,23.86,25.55,0.0,6.78,6.81,6.64,-0.48,2.02,1.84,1.58,14.3
2021-10-26,24.22,24.91,0.0,7.36,7.4,7.39,-0.5,-0.34,1.61,1.39,13.95
2021-10-27,25.15,25.03,0.0,7.73,7.76,7.41,-0.49,4.13,1.29,1.39,-7.59
2021-10-28,23.82,24.72,0.0,6.37,6.4,6.78,-0.57,-6.44,1.93,2.31,-19.98
2021-10-29,25.17,25.13,0.0,7.25,7.27,7.3,-0.34,-0.75,1.72,1.63,5.17
2021-10-30,25.35,24.8,0.2,6.97,7.0,7.15,-0.48,-2.65,1.99,1.77,11.02
2021-10-31,25.38,24.74,0.0,7.22,7.25,7.39,-0.43,-2.39,1.46,1.54,-5.41
2021-11-01,25.42,25.03,0.0,7.07,7.1,7.27,-0.47,-2.94,1.82,1.62,10.77
2021-11-02,24.57,25.17,0.0,6.42,6.45,6.46,-0.45,-0.66,2.92,2.52,13.7
2021-11-03,23.12,25.34,0.0,5.34,5.36,5.25,-0.53,1.57,2.89,2.74,5.16
2021-11-04,24.13,25.23,5.6,6.12,6.15,6.46,-0.51,-5.59,2.5,2.64,-5.2
2021-11-05,23.95,25.27,0.0,6.1,6.12,6.15,-0.4,-0.87,2.23,2.76,-23.39
2021-11-06,24.26,25.38,0.0,5.47,5.49,5.63,-0.51,-2.94,2.53,2.52,0.52
2021-11-07,24.35,24.75,0.0,7.06,7.1,6.81,-0.56,3.55,1.76,2.08,-18.13
2021-11-08,22.77,24.88,8.2,4.84,4.86,4.43,-0.56,8.39,3.1,2.28,26.47
2021-11-09,23.84,25.25,0.8,5.15,5.17,4.71,-0.57,8.44,3.61,2.5,30.89
2021-11-10,24.75,25.08,0.0,6.74,6.77,7.24,-0.49,-7.52,1.19,1.42,-19.15
2021-11-11,25.8,25.8,0.0,7.33,7.41,7.21,-1.07,1.6,1.19,1.44,-21.48
2021-11-12,25.24,25.43,3.8,6.8,6.84,7.14,-0.58,-4.94,1.78,1.6,9.85
2021-11-13,25.34,26.07,0.0,6.59,6.63,6.55,-0.62,0.67,2.9,2.32,19.95
2021-11-14,25.27,26.12,0.0,7.13,7.17,7.28,-0.57,-2.07,1.37,1.46,-6.17
2021-11-15,25.68,25.4,0.0,7.22,7.26,7.21,-0.56,0.05,1.23,1.68,-36.97
2021-11-16,24.53,25.43,0.0,6.58,6.61,6.64,-0.51,-0.83,1.47,1.83,-24.09
2021-11-17,25.38,25.11,0.0,7.08,7.12,7.18,-0.52,-1.33,1.47,1.59,-7.62
2021-11-18,25.37,25.66,0.0,6.82,6.86,7.01,-0.58,-2.84,1.36,1.84,-35.59
2021-11-19,25.48,26.13,2.0,6.96,7.0,6.86,-0.54,1.46,1.79,2.13,-19.38
2021-11-20,24.62,25.88,0.0,6.43,6.47,6.95,-0.57,-8.06,2.07,1.98,4.46
2021-11-21,24.02,25.92,0.0,6.8,6.84,6.67,-0.56,1.87,2.26,1.9,15.9
2021-11-22,25.18,25.35,0.0,6.67,6.71,7.07,-0.59,-6.03,2.04,1.6,21.49
2021-11-23,25.06,25.13,0.0,7.29,7.34,7.17,-0.69,1.69,1.67,1.43,14.59
2021-11-24,25.57,26.23,0.0,6.22,6.25,6.85,-0.62,-10.24,1.66,2.04,-22.87
2021-11-25,24.18,27.06,6.8,6.44,6.48,6.71,-0.6,-4.16,1.82,1.94,-6.47
2021-11-26,23.28,26.49,4.6,6.24,6.27,6.31,-0.57,-1.1,2.55,2.32,8.84
2021-11-27,22.29,25.72,0.2,4.76,4.79,4.94,-0.49,-3.77,2.06,2.17,-5.54
2021-11-28,23.71,24.37,0.0,5.02,5.05,5.37,-0.58,-6.89,3.41,2.46,28.03
2021-11-29,24.96,24.71,0.0,5.67,5.7,5.08,-0.51,10.4,1.83,1.88,-2.83
2021-11-30,25.13,25.41,0.0,6.08,6.13,6.35,-0.81,-4.43,2.9,2.1,27.38
2021-12-01,25.48,25.25,0.0,6.71,6.74,6.46,-0.58,3.6,2.37,1.98,16.34
2021-12-02,25.41,25.98,0.4,6.58,6.62,6.85,-0.61,-4.12,1.78,1.67,6.13
2021-12-03,24.48,25.7,0.0,4.86,4.89,5.39,-0.63,-10.89,2.57,2.63,-2.3
2021-12-04,24.6,26.05,2.8,5.9,5.94,5.99,-0.67,-1.42,1.79,1.87,-4.28
2021-12-05,25.15,25.78,0.0,6.24,6.28,6.63,-0.56,-6.17,2.02,1.72,14.84
2021-12-06,25.63,26.05,0.0,6.78,6.83,7.18,-0.61,-5.87,1.39,1.28,8.22
2021-12-07,26.49,26.22,0.0,6.9,6.94,6.88,-0.62,0.31,1.62,1.79,-10.67
2021-12-08,25.97,26.13,0.0,6.28,6.32,5.97,-0.55,5.01,2.93,2.59,11.79
2021-12-09,26.71,26.19,0.0,5.76,5.8,5.63,-0.66,2.27,3.06,2.86,6.58
2021-12-10,26.17,26.36,0.0,6.06,6.1,6.47,-0.63,-6.63,2.04,2.16,-5.81
2021-12-11,26.04,25.7,0.0,7.2,7.25,7.29,-0.66,-1.24,1.1,0.95,13.49
2021-12-12,26.29,26.28,0.0,7.01,7.06,7.09,-0.68,-1.09,1.56,1.3,16.38
2021-12-13,26.37,26.36,0.0,6.5,6.53,6.18,-0.59,4.91,2.21,2.16,2.21
2021-12-14,26.17,26.82,0.0,6.71,6.75,6.56,-0.62,2.12,1.52,1.93,-27.3
2021-12-15,26.54,26.59,0.0,6.07,6.11,6.11,-0.59,-0.61,1.54,1.72,-11.69
2021-12-16,26.31,26.93,0.0,7.17,7.22,6.99,-0.64,2.61,1.44,1.36,6.06
2021-12-17,26.5,26.83,0.0,6.64,6.67,6.68,-0.57,-0.65,1.59,1.64,-3.08
2021-12-18,26.92,26.81,0.0,6.89,6.94,6.45,-0.65,6.34,1.57,1.9,-20.85
2021-12-19,23.81,27.13,0.6,3.72,3.74,2.95,-0.53,20.63,2.47,1.91,22.82
2021-12-20,25.79,26.6,0.0,6.36,6.4,6.14,-0.68,3.51,1.78,2.2,-23.11
2021-12-21,26.77,26.48,0.0,5.54,5.58,5.76,-0.57,-3.94,2.67,2.44,8.71
2021-12-22,26.56,26.62,0.0,6.32,6.36,5.92,-0.53,6.37,1.7,2.15,-26.67
2021-12-23,27.39,26.87,0.0,6.02,6.06,5.46,-0.57,9.38,1.57,1.75,-11.52
2021-12-24,25.96,26.69,0.0,4.7,4.72,5.21,-0.54,-10.99,3.64,2.93,19.53
2021-12-25,25.46,26.45,0.0,4.61,4.63,4.64,-0.54,-0.63,2.7,2.44,9.76
2021-12-26,24.28,26.3,0.0,4.26,4.29,4.71,-0.63,-10.45,2.56,2.46,3.95
2021-12-27,25.79,26.2,0.0,6.24,6.28,6.32,-0.69,-1.32,1.96,2.24,-14.52
2021-12-28,26.0,26.22,0.0,5.21,5.24,5.1,-0.55,2.11,3.48,3.12,10.38
2021-12-29,25.63,26.5,3.8,6.83,6.88,6.12,-0.67,10.44,1.87,2.19,-17.36
2021-12-30,25.37,26.99,0.0,5.93,5.96,6.22,-0.51,-4.86,1.71,1.54,9.72
2021-12-31,24.45,26.72,1.0,3.1,3.12,2.84,-0.5,8.52,2.23,1.77,20.61
