datetime,SUN,BHI (W/m2),GHI (W/m2),GTI_30 (W/m2),GTI_15 (W/m2),GTI_22.5 (W/m2)
2011-04-09 03:00:00,0.0,3.353,0.0,0.0072361111111111116,0.0,0.0
2011-04-09 04:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-09 05:00:00,0.0,3.353,0.02998888888888889,0.09646944444444444,0.0,0.0
2011-04-09 06:00:00,0.0,3.353,0.11329166666666667,0.38586111111111115,0.0,0.0
2011-04-09 07:00:00,0.0,3.375,4.433333333333334,4.230277777777777,3.6855555555555557,0.0
2011-04-09 08:00:00,0.0,12.15,82.1138888888889,76.30555555555556,76.58333333333333,0.0
2011-04-09 09:00:00,0.916,227.8,296.6111111111111,270.9555555555556,283.1388888888889,0.0
2011-04-09 10:00:00,1.0,469.5,596.5277777777778,550.6944444444445,573.0000000000001,0.0
2011-04-09 11:00:00,1.0,619.5,829.4444444444445,762.4166666666666,795.8055555555557,0.0
2011-04-09 12:00:00,0.883,605.8,883.0833333333334,794.75,835.2777777777778,0.0
2011-04-09 13:00:00,0.3,180.5,594.8055555555557,530.0555555555555,549.4444444444445,0.0
2011-04-09 14:00:00,0.816,534.5,960.3611111111112,854.8055555555557,888.5833333333334,0.0
2011-04-09 15:00:00,0.833,567.6,906.6944444444445,795.9166666666667,817.25,0.0
2011-04-09 16:00:00,0.117,70.4,179.7527777777778,163.05833333333334,166.27222222222224,0.0
2011-04-09 17:00:00,0.017,39.94,133.01944444444445,122.1138888888889,123.36944444444445,0.0
2011-04-09 18:00:00,0.483,117.5,98.66388888888889,79.24722222222223,80.36111111111111,0.0
2011-04-09 19:00:00,0.0,16.92,19.143333333333334,14.62,15.440277777777778,0.0
2011-04-09 20:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-09 21:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-09 22:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-09 23:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 00:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 01:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 02:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 03:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 04:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 05:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 06:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 07:00:00,0.033,12.28,2.562416666666667,2.8000000000000003,3.035,0.0
2011-04-10 08:00:00,0.966,365.9,130.59166666666667,115.84722222222223,139.75833333333333,0.0
2011-04-10 09:00:00,0.7,361.8,278.5277777777778,254.0027777777778,274.3666666666667,0.0
2011-04-10 10:00:00,0.9,614.9,610.3888888888889,547.9444444444445,574.5,0.0
2011-04-10 11:00:00,0.966,737.0,838.6944444444446,757.5555555555555,796.888888888889,0.0
2011-04-10 12:00:00,0.766,479.3,790.3333333333334,720.0277777777778,751.7500000000001,0.0
2011-04-10 13:00:00,0.433,272.1,695.0555555555555,627.9444444444445,653.3055555555557,0.0
2011-04-10 14:00:00,0.233,121.1,451.27777777777777,402.30555555555554,411.72222222222223,0.0
2011-04-10 15:00:00,0.0,8.54,176.79166666666669,172.04722222222222,171.04722222222222,0.0
2011-04-10 16:00:00,0.433,188.4,395.97222222222223,344.83333333333337,352.22222222222223,0.0
2011-04-10 17:00:00,0.0,18.79,147.40277777777777,139.97222222222223,139.84722222222223,0.0
2011-04-10 18:00:00,0.0,8.27,40.641666666666666,39.669444444444444,39.16111111111111,0.0
2011-04-10 19:00:00,0.0,4.196,9.857222222222221,8.160555555555556,8.531666666666666,0.0
2011-04-10 20:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 21:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 22:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-10 23:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 00:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 01:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 02:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 03:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 04:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 05:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 06:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-11 07:00:00,0.05,13.99,3.0655555555555556,3.14,3.6105555555555555,0.0
2011-04-11 08:00:00,1.0,425.7,139.53055555555557,121.71666666666667,152.49166666666667,0.0
2011-04-11 09:00:00,1.0,654.0,400.83333333333337,356.55555555555554,388.0,0.0
2011-04-11 10:00:00,1.0,745.0,651.5,583.75,616.6944444444445,0.0
2011-04-11 11:00:00,0.983,756.0,833.25,745.6111111111111,784.3333333333334,0.0
2011-04-11 12:00:00,0.833,584.0,814.1388888888889,734.8888888888889,770.8333333333334,0.0
2011-04-11 13:00:00,0.983,732.0,1047.0833333333335,936.1111111111112,984.5833333333334,0.0
2011-04-11 14:00:00,0.983,712.0,991.8611111111111,877.5555555555555,919.0555555555555,0.0
2011-04-11 15:00:00,1.0,802.0,921.0277777777777,798.3333333333334,824.0000000000001,0.0
2011-04-11 16:00:00,1.0,778.0,751.5000000000001,631.6111111111112,644.9444444444446,0.0
2011-04-11 17:00:00,1.0,730.0,542.5277777777778,438.22222222222223,444.94444444444446,0.0
2011-04-11 18:00:00,1.0,589.2,273.6638888888889,198.02777777777777,203.7277777777778,0.0
2011-04-11 19:00:00,0.2,87.4,51.61944444444445,28.569444444444443,30.45277777777778,0.0
2011-04-11 20:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-11 21:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-11 22:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-11 23:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-12 00:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-12 01:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-12 02:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-12 03:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-12 04:00:00,0.0,3.352,0.0,0.0,0.0,0.0
2011-04-12 05:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-12 06:00:00,0.0,3.353,0.0,0.0,0.0,0.0
2011-04-12 07:00:00,0.0,9.88,3.575277777777778,3.5788888888888892,3.981666666666667,0.0
2011-04-12 08:00:00,0.983,357.3,139.91944444444445,117.94166666666666,161.49444444444444,0.0
2011-04-12 09:00:00,0.983,563.0,359.00000000000006,325.6388888888889,363.1388888888889,0.0
2011-04-12 10:00:00,0.783,481.6,529.6388888888889,479.9166666666667,502.3888888888889,0.0
2011-04-12 11:00:00,1.0,673.5,905.6111111111111,818.4722222222223,854.7777777777777,0.0
2011-04-12 12:00:00,1.0,698.3,935.4722222222222,833.9444444444445,875.4722222222222,0.0
2011-04-12 13:00:00,0.933,581.2,975.1388888888889,872.5555555555555,915.2500000000001,0.0
2011-04-12 14:00:00,0.733,479.8,833.8611111111112,736.0833333333334,769.5,0.0
2011-04-12 15:00:00,0.217,113.1,349.30555555555554,308.8055555555556,314.3888888888889,0.0
2011-04-12 16:00:00,0.0,5.844,89.4888888888889,86.07222222222222,83.59722222222223,0.0
