datetime,corrupt,SUN,BHI (W/m2),GHI (W/m2),GTI_30 (W/m2),GTI_15 (W/m2),GTI_22.5 (W/m2)
2017-10-17,4841.0,8.85,168.3,6278.333333333334,5719.444444444444,6188.88888888889,6079.166666666667
2017-10-18,4841.0,4.548,106.1,4210.277777777778,3968.0555555555557,4281.666666666667,4120.555555555556
2017-10-19,4841.0,2.949,56.23,2770.5833333333335,2514.2222222222226,2755.8611111111113,2673.75
2017-10-20,4841.0,0.866,19.72,3258.888888888889,2791.9444444444443,3086.944444444445,3033.0555555555557
2017-10-21,4841.0,0.0,3.353,6.246666666666667,4.840833333333333,6.448611111111111,5.82888888888889
2017-10-22,4841.0,5.681,112.5,5579.722222222223,5000.833333333334,5465.277777777778,5359.444444444444
2017-10-23,4841.0,6.614,130.7,5216.666666666667,4676.944444444444,5075.833333333334,5018.888888888889
2017-10-24,4841.0,3.149,61.57,3700.0,3347.5,3666.1111111111113,3553.6111111111113
2017-10-25,4841.0,8.28,163.0,6015.555555555556,5632.222222222223,6039.722222222223,5960.555555555556
2017-10-26,4841.0,3.865,64.18,3486.666666666667,3163.3333333333335,3436.1111111111113,3344.166666666667
2017-10-27,4841.0,4.681,212.1,4110.277777777778,3754.166666666667,4046.388888888889,3986.1111111111113
2017-10-28,4841.0,3.932,96.1,4751.666666666667,4240.0,4624.444444444444,4565.277777777778
2017-10-29,4841.0,8.55,156.8,5764.444444444444,5470.555555555556,5886.666666666667,5686.111111111111
2017-10-30,4841.0,6.864,159.2,5516.944444444444,5265.0,5668.055555555556,5524.444444444444
2017-10-31,4841.0,6.114,104.7,4346.388888888889,4063.6111111111113,4327.777777777778,4315.277777777778
2017-11-01,4841.0,4.998,108.9,4254.444444444444,3966.666666666667,4242.222222222223,4192.777777777778
2017-11-02,4841.0,7.75,182.1,5692.777777777778,5559.722222222223,5935.277777777778,5660.833333333334
2017-11-03,4841.0,7.8,152.6,5605.0,5365.277777777778,5713.333333333334,5656.111111111111
2017-11-04,4841.0,2.582,158.5,1828.138888888889,1695.8333333333335,1809.5555555555554,1826.6944444444446
2017-11-05,4841.0,4.032,80.9,3999.7222222222226,3609.444444444445,3890.8333333333335,3886.1111111111113
2017-11-06,4841.0,2.516,64.49,3737.777777777778,3322.777777777778,3605.277777777778,3569.166666666667
2017-11-07,4841.0,4.915,93.2,3378.0555555555557,3203.888888888889,3406.388888888889,3347.5
2017-11-08,4841.0,3.782,67.7,3315.277777777778,3029.444444444445,3236.944444444445,3235.277777777778
2017-11-09,4841.0,2.382,50.41,3823.3333333333335,3479.444444444445,3767.777777777778,3627.222222222222
2017-11-10,4841.0,0.916,72.4,1687.138888888889,1515.2222222222224,1631.6111111111113,1610.8055555555554
2017-11-11,4841.0,6.264,169.7,4934.722222222223,4979.166666666667,5240.555555555556,4969.722222222223
2017-11-12,4841.0,7.43,207.7,5900.0,5835.0,6115.277777777778,6020.833333333334
2017-11-13,4841.0,3.715,49.25,3470.5555555555557,3266.666666666667,3479.444444444445,3434.722222222222
2017-11-14,4841.0,6.381,194.0,5290.555555555556,5383.333333333334,5643.611111111111,5424.722222222223
2017-11-15,4841.0,5.831,148.4,4034.444444444445,4127.777777777778,4297.222222222223,4198.888888888889
2017-11-19,4841.0,1.066,49.4,200.43611111111113,296.3333333333333,279.0555555555556,258.7111111111111
2017-11-20,4841.0,10.46,257.6,6495.277777777778,6670.833333333334,6916.38888888889,6781.666666666667
2017-11-21,4841.0,6.931,198.7,4662.222222222223,4520.833333333334,4762.5,4675.0
2017-11-22,4841.0,9.95,251.2,6455.0,6643.333333333334,6846.111111111111,6755.277777777778
2017-11-23,4841.0,5.398,128.1,4671.944444444444,4616.111111111111,4830.555555555556,4762.777777777778
2017-11-24,4841.0,5.081,86.9,4246.111111111111,3998.888888888889,4225.833333333334,4207.5
2017-11-25,4841.0,0.0,3.795,1392.0,1193.6944444444446,1308.5277777777778,1284.9722222222222
2017-11-26,4841.0,7.08,157.1,5106.388888888889,5077.777777777778,5301.388888888889,5207.222222222223
2017-11-27,4841.0,5.081,104.8,4296.944444444444,4231.944444444444,4423.333333333334,4393.888888888889
2017-11-28,4841.0,7.31,196.6,4482.5,4672.5,4752.777777777778,4768.611111111111
2017-11-29,4841.0,8.43,252.8,6530.555555555556,6626.666666666667,6872.5,6815.833333333334
2017-11-30,4841.0,5.531,154.2,4568.055555555556,4498.888888888889,4640.555555555556,4615.833333333334
2017-12-01,4841.0,4.232,70.2,4369.722222222223,4140.0,4380.0,4372.5
2017-12-02,4841.0,6.597,180.2,5601.388888888889,5750.555555555556,5980.555555555556,5870.833333333334
2017-12-03,4841.0,5.964,139.8,4972.777777777778,5064.166666666667,5274.722222222223,5127.5
2017-12-04,4841.0,7.26,194.8,4948.333333333334,5100.277777777778,5247.777777777778,5210.277777777778
2017-12-05,4841.0,3.982,85.1,3550.8333333333335,3410.0,3577.777777777778,3563.3333333333335
2017-12-06,4841.0,10.58,261.0,6386.38888888889,6780.833333333334,6904.722222222223,6903.055555555556
2017-12-07,4841.0,0.583,14.75,2876.666666666667,2581.777777777778,2806.388888888889,2735.138888888889
2017-12-08,4841.0,5.415,89.1,3643.3333333333335,3586.1111111111113,3749.166666666667,3706.666666666667
2017-12-09,4841.0,6.581,164.8,4153.055555555556,4067.777777777778,4256.944444444444,4216.388888888889
2017-12-10,4841.0,1.233,27.36,3232.777777777778,2931.388888888889,3180.0,3117.5
2017-12-11,4841.0,6.631,99.8,4981.111111111111,4766.111111111111,5061.944444444444,4975.833333333334
2017-12-12,4841.0,9.51,155.1,5356.666666666667,5425.0,5668.055555555556,5545.555555555556
2017-12-13,4841.0,8.71,235.0,6140.277777777778,6235.555555555556,6502.777777777778,6446.944444444444
2017-12-14,4841.0,10.31,270.0,6561.38888888889,6805.555555555556,7051.666666666667,6978.88888888889
2017-12-15,4841.0,7.73,164.0,4893.333333333334,4983.611111111111,5180.833333333334,5160.833333333334
2017-12-16,4841.0,6.797,126.1,4160.0,4222.777777777778,4408.333333333334,4314.444444444444
2017-12-17,4841.0,8.06,169.5,5153.888888888889,5169.722222222223,5404.444444444444,5347.222222222223
2017-12-18,4841.0,6.914,170.9,4912.777777777778,4919.444444444444,5120.555555555556,5165.555555555556
2017-12-19,4841.0,4.715,88.7,4014.7222222222226,3898.0555555555557,4113.333333333334,4067.777777777778
2017-12-20,4841.0,8.0,196.2,5815.0,5874.444444444444,6111.111111111111,6081.944444444444
2017-12-21,4841.0,8.2,213.6,5944.722222222223,5976.38888888889,6235.277777777778,6234.444444444444
2017-12-22,4841.0,8.9,221.4,5849.722222222223,6011.38888888889,6207.5,6223.88888888889
2017-12-23,4841.0,10.68,251.2,6218.333333333334,6562.222222222223,6737.777777777778,6728.88888888889
2017-12-24,4841.0,10.2,231.8,6077.5,6380.833333333334,6579.722222222223,6486.111111111111
2017-12-25,4841.0,9.73,201.5,5946.944444444444,6116.38888888889,6362.777777777778,6251.944444444444
2017-12-26,4841.0,8.25,164.8,5366.388888888889,5428.333333333334,5643.055555555556,5659.444444444444
2017-12-27,4841.0,9.73,233.9,6404.722222222223,6613.611111111111,6876.111111111111,6883.88888888889
2017-12-28,4841.0,10.6,220.2,5882.5,6080.0,6288.88888888889,6277.777777777778
2017-12-29,4841.0,8.76,183.2,5603.888888888889,5741.111111111111,6001.944444444444,5890.277777777778
2017-12-30,4841.0,9.45,190.2,5383.611111111111,5618.055555555556,5805.0,5749.166666666667
2017-12-31,4841.0,5.448,86.9,2703.3333333333335,2786.666666666667,2873.6111111111113,2828.6111111111113
2018-01-01,4841.0,1.516,31.79,1486.8055555555557,1429.861111111111,1518.3333333333335,1483.4722222222224
2018-01-02,4841.0,2.599,32.31,3395.8333333333335,3052.5,3303.0555555555557,3265.277777777778
2018-01-03,4841.0,0.0,3.581,3.8475000000000006,2.930555555555556,3.955,3.0208333333333335
2018-01-04,4841.0,7.88,125.2,5102.222222222223,5022.222222222223,5299.722222222223,5226.944444444444
2018-01-05,4841.0,6.897,85.4,4491.388888888889,4341.111111111111,4583.888888888889,4555.0
2018-01-06,4841.0,9.16,150.0,5255.0,5241.666666666667,5504.444444444444,5426.944444444444
2018-01-07,4841.0,8.96,139.9,4968.333333333334,4965.277777777778,5203.333333333334,5156.111111111111
2018-01-08,4841.0,8.76,130.8,5119.166666666667,5045.0,5316.388888888889,5243.888888888889
2018-01-09,4841.0,10.53,223.8,5936.944444444444,6095.833333333334,6330.0,6267.5
2018-01-10,4841.0,7.48,309.5,4629.722222222223,4638.055555555556,4845.0,4835.277777777778
2018-01-11,4841.0,6.248,209.8,4448.055555555556,4336.388888888889,4580.833333333334,4524.722222222223
2018-01-12,4841.0,6.981,178.1,4471.666666666667,4407.777777777778,4637.222222222223,4580.0
2018-01-13,4841.0,0.7,15.74,2225.5833333333335,2008.4166666666667,2185.7222222222226,2141.5
2018-01-14,4841.0,5.931,115.7,3989.166666666667,3908.6111111111113,4105.833333333334,4092.777777777778
2018-01-15,4841.0,7.96,166.4,5384.444444444444,5365.0,5633.611111111111,5601.388888888889
2018-01-16,4841.0,7.86,165.2,5204.444444444444,5184.444444444444,5431.666666666667,5389.722222222223
2018-01-21,4841.0,3.149,58.96,3062.777777777778,2806.1111111111113,2987.222222222222,2967.777777777778
2018-01-22,4841.0,9.3,229.1,6197.777777777778,6102.5,6373.611111111111,6397.777777777778
2018-01-23,4841.0,6.647,261.5,4612.777777777778,4415.277777777778,4669.166666666667,4665.0
2018-01-24,4841.0,6.764,127.5,4478.611111111111,4302.222222222223,4541.388888888889,4517.222222222223
2018-01-25,4841.0,3.132,60.37,2302.8333333333335,2251.9722222222226,2382.416666666667,2313.722222222222
2018-01-26,4841.0,0.383,8.88,1905.8333333333335,1594.6111111111113,1777.3888888888891,1739.2777777777778
2018-01-27,4841.0,1.299,24.4,2532.1111111111113,2232.527777777778,2432.416666666667,2395.4722222222226
2018-01-28,4841.0,7.51,121.3,4840.555555555556,4522.222222222223,4844.444444444444,4814.166666666667
2018-01-29,4841.0,8.7,128.5,5082.5,4812.5,5141.666666666667,5104.722222222223
2018-01-30,4841.0,7.1,134.2,4475.277777777778,4269.722222222223,4568.611111111111,4493.888888888889
2018-01-31,4841.0,10.41,182.4,5766.944444444444,5539.444444444444,5930.277777777778,5827.222222222223
2018-02-01,4841.0,10.5,238.3,6388.611111111111,6191.111111111111,6611.111111111111,6512.777777777778
2018-02-02,4841.0,10.8,194.4,5671.111111111111,5476.111111111111,5858.611111111111,5767.5
2018-02-03,4841.0,7.43,140.6,4643.333333333334,4455.555555555556,4760.0,4680.833333333334
2018-02-04,4841.0,10.78,261.0,6549.722222222223,6308.333333333334,6765.833333333334,6706.38888888889
2018-02-05,4841.0,10.76,248.6,6339.722222222223,6114.444444444444,6546.944444444444,6475.555555555556
2018-02-06,4841.0,10.03,212.9,6049.166666666667,5759.166666666667,6199.166666666667,6110.0
2018-02-07,4841.0,4.148,81.9,4138.611111111111,3811.1111111111113,4168.333333333334,4094.7222222222226
2018-02-08,4841.0,5.081,84.9,4634.444444444444,4291.388888888889,4672.5,4619.166666666667
2018-02-09,4841.0,8.33,170.2,5381.944444444444,5031.944444444444,5450.277777777778,5383.611111111111
2018-02-10,4841.0,0.283,13.75,1938.6666666666667,1652.8333333333333,1846.5277777777778,1793.111111111111
2018-02-11,4841.0,6.731,128.1,4930.0,4478.055555555556,4936.944444444444,4818.333333333334
2018-02-12,4841.0,8.41,194.3,5961.38888888889,5634.166666666667,6170.833333333334,5993.611111111111
2018-02-13,4841.0,5.914,114.8,4629.166666666667,4236.111111111111,4660.833333333334,4549.722222222223
2018-02-14,4841.0,8.83,200.2,6081.38888888889,5560.0,6109.722222222223,6073.88888888889
2018-02-15,4841.0,6.597,113.4,4764.444444444444,4491.111111111111,4892.222222222223,4787.5
2018-02-16,4841.0,9.51,254.2,6713.055555555556,6196.666666666667,6811.111111111111,6776.944444444444
2018-02-17,4841.0,10.26,243.1,6450.277777777778,6016.666666666667,6596.111111111111,6555.0
2018-02-18,4841.0,8.96,196.7,6045.833333333334,5475.277777777778,6025.277777777778,6005.277777777778
2018-02-19,4841.0,4.565,95.6,4412.5,4031.1111111111113,4440.0,4343.333333333334
2018-02-20,4841.0,2.666,49.55,4032.777777777778,3613.6111111111113,3936.1111111111113,3877.777777777778
2018-02-21,4841.0,2.416,55.68,4378.333333333334,3822.222222222222,4217.5,4129.166666666667
2018-02-22,4841.0,4.298,77.3,3526.1111111111113,3018.0555555555557,3323.888888888889,3324.722222222222
2018-02-23,4841.0,7.15,133.3,5089.444444444444,4615.833333333334,5002.5,4923.333333333334
2018-02-24,4841.0,7.51,142.9,6040.555555555556,5310.0,5823.611111111111,5771.944444444444
2018-02-25,4841.0,5.215,57.1,4669.722222222223,4073.6111111111113,4490.833333333334,4419.166666666667
2018-02-26,4841.0,8.1,135.5,5409.444444444444,4728.611111111111,5187.222222222223,5138.055555555556
2018-02-27,4841.0,5.281,133.2,4813.611111111111,4127.5,4541.944444444444,4541.111111111111
2018-02-28,4841.0,4.698,113.5,4873.611111111111,4240.833333333334,4654.166666666667,4669.722222222223
2018-03-01,4841.0,0.0,3.353,0.0,0.0,0.0,0.0
2018-03-02,4841.0,3.099,93.1,3627.222222222222,3216.1111111111113,3528.3333333333335,3478.888888888889
2018-03-03,4841.0,0.333,15.16,2201.9722222222226,1878.9166666666667,2076.5555555555557,2029.361111111111
2018-03-04,4841.0,1.966,39.93,3640.8333333333335,3158.6111111111113,3480.277777777778,3390.0
2018-03-05,4841.0,0.0,5.392,1165.5277777777778,966.2222222222223,1067.6666666666667,1049.2777777777778
2018-03-06,4841.0,2.915,100.2,3736.1111111111113,3229.722222222222,3535.5555555555557,3475.5555555555557
2018-03-07,4841.0,0.0,3.354,0.014997222222222224,0.0,0.04088055555555556,0.0
2018-03-08,4841.0,8.86,197.5,6617.5,5734.444444444444,6316.666666666667,6227.5
2018-03-09,4841.0,9.7,252.2,7243.611111111111,6414.444444444444,7078.611111111111,6915.555555555556
2018-03-10,4841.0,5.431,116.5,4726.388888888889,4049.7222222222226,4468.611111111111,4369.722222222223
2018-03-11,4841.0,5.198,97.1,4609.444444444444,3998.6111111111113,4393.611111111111,4326.111111111111
2018-03-12,4841.0,5.948,131.8,5151.666666666667,4420.555555555556,4875.277777777778,4853.888888888889
2018-03-13,4841.0,3.549,59.53,2440.5833333333335,2009.4444444444446,2242.0833333333335,2224.277777777778
2018-03-14,4841.0,1.599,25.29,2748.0,2323.277777777778,2572.25,2517.0000000000005
2018-03-15,4841.0,1.2,36.1,496.9166666666667,431.44444444444446,469.19444444444446,465.36111111111114
2018-03-16,4841.0,0.0,3.587,1076.9444444444446,898.75,993.25,984.388888888889
2018-03-17,4841.0,3.582,69.86,4441.388888888889,3707.777777777778,4138.055555555556,4084.166666666667
2018-03-18,4841.0,5.948,151.3,5834.444444444444,4927.777777777778,5473.888888888889,5410.555555555556
2018-03-19,4841.0,2.582,41.71,3273.888888888889,2813.3333333333335,3116.944444444445,3041.666666666667
2018-03-20,4841.0,3.232,86.6,4421.944444444444,3646.1111111111113,4064.444444444445,4038.6111111111113
2018-03-21,4841.0,2.832,57.76,4327.5,3694.722222222222,4101.666666666667,4005.8333333333335
2018-03-22,4841.0,5.131,66.94,4502.222222222223,3791.944444444445,4225.277777777778,4135.833333333334
2018-03-23,4841.0,9.53,257.7,6973.88888888889,5841.38888888889,6561.38888888889,6400.555555555556
2018-03-24,4841.0,9.58,244.9,6591.666666666667,5510.0,6231.944444444444,6052.777777777778
2018-03-25,4841.0,6.014,137.1,5417.5,4562.777777777778,5129.166666666667,4973.611111111111
2018-03-26,4841.0,6.947,162.5,6360.833333333334,5318.888888888889,5987.777777777778,5825.277777777778
2018-03-27,4841.0,6.931,283.6,5545.277777777778,4520.555555555556,5117.222222222223,5036.111111111111
2018-03-28,4841.0,2.516,70.3,3774.722222222222,3161.666666666667,3551.666666666667,3433.0555555555557
2018-03-29,4841.0,3.549,53.1,4463.333333333334,3688.6111111111113,4135.0,4045.0
2018-03-30,4841.0,3.049,77.4,3740.0,3163.0555555555557,3560.8333333333335,3439.444444444445
2018-03-31,4841.0,2.499,42.59,3326.666666666667,2781.666666666667,3121.944444444445,3026.388888888889
2018-04-01,4841.0,6.198,140.7,4621.944444444444,3746.1111111111113,4274.166666666667,4115.555555555556
2018-04-02,4841.0,4.165,92.9,3247.777777777778,2732.722222222222,3089.444444444445,2958.6111111111113
2018-04-03,4841.0,2.632,50.98,3578.3333333333335,2966.944444444445,3331.388888888889,3230.5555555555557
2018-04-04,4841.0,2.482,56.61,3863.6111111111113,3190.5555555555557,3588.6111111111113,3459.166666666667
