datetime,corrupt,SUN,BHI (W/m2),GHI (W/m2),GTI_30 (W/m2),GTI_15 (W/m2),GTI_22.5 (W/m2)
2016-05-08,4841.0,5.248,120.6,4014.166666666667,3065.8333333333335,3560.8333333333335,3405.5555555555557
2016-05-09,4841.0,3.815,89.4,2811.666666666667,2165.527777777778,2565.6944444444443,2420.9166666666665
2016-05-10,4841.0,6.781,154.2,5248.333333333334,3982.777777777778,4666.666666666667,4480.555555555556
2016-05-11,4841.0,3.565,58.53,3160.0,2443.1944444444443,2751.3611111111113,2712.527777777778
2016-05-12,4841.0,3.432,68.43,3458.6111111111113,2835.8333333333335,3206.1111111111113,3082.777777777778
2016-05-13,4841.0,3.332,71.6,2426.333333333333,2070.138888888889,2371.8611111111113,2235.0833333333335
2016-05-14,4841.0,4.831,118.2,4738.611111111111,3445.5555555555557,4019.444444444445,3918.0555555555557
2016-05-15,4841.0,5.864,132.7,3935.5555555555557,2934.722222222222,3508.3333333333335,3304.444444444445
2016-05-16,4841.0,6.814,169.1,5785.833333333334,4054.7222222222226,4851.944444444444,4678.611111111111
2016-05-17,4841.0,8.3,181.9,6012.5,4281.666666666667,5111.666666666667,4912.777777777778
2016-05-18,4841.0,6.697,156.7,5172.5,3755.5555555555557,4524.166666666667,4298.888888888889
2016-05-19,4841.0,5.764,127.2,3610.5555555555557,2565.3888888888887,3109.444444444445,2963.888888888889
2016-05-20,4841.0,4.032,81.1,4379.166666666667,3445.8333333333335,3910.8333333333335,3795.8333333333335
2016-05-21,4841.0,7.15,128.0,5272.777777777778,3831.666666666667,4508.333333333334,4353.888888888889
2016-05-22,4841.0,8.4,200.1,5836.944444444444,4056.1111111111113,4960.277777777778,4719.444444444444
2016-05-23,4841.0,4.548,95.8,4498.611111111111,3362.222222222222,3898.3333333333335,3763.3333333333335
2016-05-24,4841.0,1.733,44.01,2817.222222222222,2253.25,2568.1666666666665,2467.5555555555557
2016-05-25,4841.0,7.81,183.6,6154.444444444444,4306.388888888889,5216.111111111111,4973.333333333334
2016-05-26,4841.0,5.281,105.8,4366.944444444444,3239.722222222222,3825.8333333333335,3653.3333333333335
2016-05-27,4841.0,5.115,110.4,3998.3333333333335,2789.166666666667,3333.6111111111113,3182.5
2016-05-28,4841.0,5.131,113.6,4285.277777777778,3024.722222222222,3626.1111111111113,3452.222222222222
2016-05-29,4841.0,7.06,155.7,5451.388888888889,3744.444444444445,4516.111111111111,4326.111111111111
2016-05-30,4841.0,6.248,116.0,4703.611111111111,3344.166666666667,3950.277777777778,3775.0
2016-05-31,4841.0,5.015,90.2,4454.166666666667,3334.444444444445,3840.277777777778,3711.1111111111113
2016-06-01,4841.0,4.965,90.0,3767.777777777778,2670.416666666667,3152.5,3027.222222222222
2016-06-02,4841.0,3.998,78.7,3766.666666666667,2802.222222222222,3275.8333333333335,3118.3333333333335
2016-06-03,4841.0,5.115,122.3,4381.666666666667,3119.166666666667,3783.0555555555557,3502.222222222222
2016-06-04,4841.0,4.981,105.2,4345.277777777778,3101.666666666667,3704.722222222222,3489.444444444445
2016-06-05,4841.0,6.264,104.0,4528.333333333334,3265.5555555555557,3903.888888888889,3670.0
2016-06-06,4841.0,8.26,139.7,5613.611111111111,3848.0555555555557,4721.666666666667,4406.111111111111
2016-06-07,4841.0,3.032,99.2,2912.222222222222,2104.027777777778,2476.444444444445,2378.1944444444443
2016-06-08,4841.0,2.549,50.59,4016.388888888889,2997.222222222222,3450.8333333333335,3340.277777777778
2016-06-09,4841.0,7.33,139.5,5316.944444444444,3688.888888888889,4477.222222222223,4221.388888888889
2016-06-10,4841.0,7.91,174.8,5951.111111111111,3972.222222222222,4927.222222222223,4647.222222222223
2016-06-11,4841.0,8.61,178.2,5930.277777777778,3897.222222222222,4879.722222222223,4571.944444444444
2016-06-12,4841.0,2.349,44.54,2654.888888888889,2028.75,2354.6111111111113,2248.6666666666665
2016-06-13,4841.0,6.914,150.4,5300.277777777778,3628.0555555555557,4471.944444444444,4202.5
2016-06-14,4841.0,7.23,140.6,5324.166666666667,3710.277777777778,4553.333333333334,4271.388888888889
2016-06-15,4841.0,6.864,124.6,4826.666666666667,3335.8333333333335,4056.1111111111113,3830.277777777778
2016-06-16,4841.0,1.2,22.81,2846.666666666667,2310.527777777778,2582.4444444444443,2492.027777777778
2016-06-17,4841.0,4.115,74.3,3365.5555555555557,2456.8333333333335,2908.6111111111113,2740.9166666666665
2016-06-18,4841.0,5.598,81.2,4052.5,3022.5,3514.166666666667,3357.222222222222
2016-06-19,4841.0,0.0,3.692,1299.0833333333333,1175.0277777777778,1244.5277777777778,1218.2777777777778
2016-06-20,4841.0,8.33,187.5,5934.444444444444,3951.666666666667,4927.222222222223,4625.833333333334
2016-06-21,4841.0,5.548,110.6,4256.666666666667,2901.1111111111113,3561.666666666667,3340.277777777778
2016-06-22,4841.0,1.316,24.83,2415.527777777778,1952.2777777777778,2147.6111111111113,2107.5
2016-06-23,4841.0,2.732,61.26,3420.0,2630.9166666666665,3052.777777777778,2880.0
2016-06-24,4841.0,1.916,39.72,3136.1111111111113,2377.222222222222,2724.4722222222226,2620.027777777778
2016-06-25,4841.0,3.832,63.47,4408.055555555556,3267.5,3800.8333333333335,3641.944444444445
2016-06-26,4841.0,6.597,130.7,5331.111111111111,3639.722222222222,4421.111111111111,4198.611111111111
2016-06-27,4841.0,3.582,68.54,4138.055555555556,3020.277777777778,3534.722222222222,3376.1111111111113
2016-06-29,4841.0,8.1,188.1,6229.166666666667,4059.166666666667,5061.944444444444,4769.444444444444
2016-06-30,4841.0,8.83,194.6,6234.444444444444,4040.5555555555557,5059.722222222223,4756.388888888889
2016-07-01,4841.0,5.231,95.9,4475.555555555556,3288.3333333333335,3858.888888888889,3687.777777777778
2016-07-02,4841.0,2.282,127.2,1127.5833333333335,647.1944444444445,823.3055555555557,793.8888888888889
2016-07-03,4841.0,7.65,152.0,5037.5,3318.888888888889,4126.666666666667,3854.444444444445
2016-07-04,4841.0,7.18,135.8,4726.111111111111,3198.0555555555557,3912.777777777778,3663.6111111111113
2016-07-05,4841.0,2.982,57.43,3348.0555555555557,2447.1944444444443,2831.388888888889,2720.6388888888887
2016-07-06,4841.0,8.55,175.4,5904.166666666667,3920.8333333333335,4831.944444444444,4584.166666666667
2016-07-07,4841.0,7.75,120.0,5053.333333333334,3532.222222222222,4215.277777777778,4018.6111111111113
2016-07-08,4841.0,8.26,115.4,5036.111111111111,3548.0555555555557,4226.111111111111,4017.777777777778
2016-07-09,4841.0,6.331,103.5,4661.111111111111,3302.222222222222,3919.166666666667,3755.5555555555557
2016-07-11,4841.0,8.93,163.6,5856.38888888889,4014.7222222222226,4892.5,4630.0
2016-07-12,4841.0,5.964,112.0,4710.833333333334,3343.3333333333335,3966.388888888889,3809.722222222222
2016-07-13,4841.0,2.482,39.64,3011.666666666667,2411.0833333333335,2715.5555555555557,2610.3888888888887
2016-07-14,4841.0,3.349,60.34,3443.0555555555557,2662.3333333333335,3013.0555555555557,2921.1111111111113
2016-07-15,4841.0,2.232,35.07,3285.277777777778,2598.3333333333335,2904.166666666667,2830.5555555555557
2016-07-16,4841.0,5.881,107.2,4545.555555555556,3329.444444444445,3932.777777777778,3723.6111111111113
2016-07-17,4841.0,3.748,68.89,3913.6111111111113,2965.8333333333335,3408.6111111111113,3280.8333333333335
2016-07-18,4841.0,6.281,114.9,4720.277777777778,3421.944444444445,4048.6111111111113,3854.444444444445
2016-07-19,4841.0,6.881,129.7,4944.166666666667,3507.5,4235.833333333334,3983.0555555555557
2016-07-20,4841.0,9.03,196.6,6210.277777777778,4267.5,5240.277777777778,4941.111111111111
2016-07-21,4841.0,3.898,65.52,3671.388888888889,2803.6111111111113,3231.666666666667,3077.5
2016-07-22,4841.0,7.31,133.1,4750.833333333334,3435.8333333333335,4110.277777777778,3868.6111111111113
2016-07-23,4841.0,3.865,51.09,3369.166666666667,2683.666666666667,3035.8333333333335,2901.1111111111113
2016-07-24,4841.0,1.833,26.65,3498.3333333333335,2836.666666666667,3160.5555555555557,3070.277777777778
2016-07-25,4841.0,2.316,45.18,3478.3333333333335,2691.611111111111,3056.1111111111113,2930.5555555555557
2016-07-26,4841.0,1.616,27.01,2915.0,2310.4722222222226,2563.027777777778,2495.6944444444443
2016-07-27,4841.0,5.081,92.7,3937.5,3044.444444444445,3560.277777777778,3358.6111111111113
2016-07-28,4841.0,8.21,168.9,5247.5,3818.0555555555557,4642.5,4324.722222222223
2016-07-29,4841.0,1.983,37.66,3365.5555555555557,2699.25,3062.5,2943.3333333333335
2016-07-30,4841.0,6.114,101.4,4563.055555555556,3416.388888888889,3990.5555555555557,3793.6111111111113
2016-07-31,4841.0,6.897,123.0,5075.833333333334,3888.3333333333335,4568.055555555556,4333.333333333334
2016-08-01,4841.0,3.565,65.06,3699.444444444445,2868.0555555555557,3304.166666666667,3160.8333333333335
2016-08-02,4841.0,8.86,162.9,5800.277777777778,4219.722222222223,4991.666666666667,4748.333333333334
2016-08-03,4841.0,7.26,125.0,4267.5,3205.5555555555557,3770.277777777778,3591.666666666667
2016-08-04,4841.0,7.51,144.0,5039.444444444444,3789.166666666667,4486.944444444444,4283.333333333334
2016-08-05,4841.0,5.198,76.4,4235.0,3353.0555555555557,3836.388888888889,3677.5
2016-08-06,4841.0,5.315,91.5,3881.666666666667,2983.6111111111113,3474.166666666667,3304.166666666667
2016-08-07,4841.0,2.949,54.31,3522.777777777778,2837.777777777778,3192.777777777778,3071.1111111111113
2016-08-08,4841.0,3.049,48.7,3356.944444444445,2695.416666666667,3006.388888888889,2936.666666666667
2016-08-09,4841.0,2.432,44.56,3633.888888888889,2932.222222222222,3250.277777777778,3170.0
2016-08-10,4841.0,1.033,25.24,3501.666666666667,2933.888888888889,3244.722222222222,3156.388888888889
2016-08-11,4841.0,4.648,91.1,3042.222222222222,2367.416666666667,2708.2222222222226,2571.444444444445
2016-08-12,4841.0,7.55,127.6,5316.111111111111,4020.277777777778,4645.277777777778,4445.0
2016-08-13,4841.0,3.982,73.6,3386.666666666667,2743.5833333333335,3083.0555555555557,2947.5
2016-08-14,4841.0,9.35,179.3,5805.0,4412.777777777778,5152.777777777778,4883.611111111111
2016-08-15,4841.0,5.848,135.2,4438.333333333334,3479.166666666667,4043.6111111111113,3814.444444444445
2016-08-16,4841.0,4.248,106.3,5088.333333333334,3985.5555555555557,4543.888888888889,4377.222222222223
2016-08-17,4841.0,7.66,162.8,5821.111111111111,4450.0,5106.111111111111,4945.833333333334
2016-08-18,4841.0,10.38,228.7,6600.277777777778,4972.777777777778,5809.444444444444,5587.777777777778
2016-08-19,4841.0,10.33,248.5,6701.111111111111,5013.333333333334,5866.944444444444,5628.611111111111
2016-08-20,4841.0,8.21,194.0,5936.666666666667,4504.166666666667,5194.166666666667,5020.0
2016-08-21,4841.0,9.31,204.6,5821.944444444444,4435.0,5155.277777777778,4938.888888888889
2016-08-22,4841.0,5.848,129.4,5166.388888888889,4101.388888888889,4633.055555555556,4492.5
2016-08-23,4841.0,4.415,106.2,4119.444444444444,3335.0,3801.666666666667,3638.6111111111113
2016-08-24,4841.0,7.43,148.8,5621.944444444444,4452.222222222223,5045.555555555556,4913.611111111111
2016-08-25,4841.0,5.481,112.4,4993.055555555556,3971.1111111111113,4463.333333333334,4386.944444444444
2016-08-26,4841.0,4.248,73.0,3999.444444444445,3305.5555555555557,3670.277777777778,3604.722222222222
2016-08-27,4841.0,2.866,65.21,3356.944444444445,2762.6111111111113,3103.0555555555557,2995.0
2016-08-28,4841.0,8.55,201.2,6374.166666666667,5041.388888888889,5720.555555555556,5561.111111111111
2016-08-29,4841.0,6.881,156.5,5199.444444444444,4139.722222222223,4643.055555555556,4550.277777777778
2016-08-30,4841.0,9.96,253.8,6896.111111111111,5424.444444444444,6211.666666666667,6013.333333333334
2016-08-31,4841.0,10.48,258.9,6879.444444444444,5425.277777777778,6208.611111111111,6008.055555555556
2016-09-01,4841.0,8.18,165.8,5649.722222222223,4557.222222222223,5120.833333333334,4973.055555555556
2016-09-02,4841.0,7.38,134.2,4739.444444444444,3817.222222222222,4280.555555555556,4163.055555555556
2016-09-03,4841.0,8.7,195.9,6162.5,4991.388888888889,5656.666666666667,5453.333333333334
2016-09-04,4841.0,10.01,204.3,5925.277777777778,4793.611111111111,5398.055555555556,5230.833333333334
2016-09-05,4841.0,4.981,95.4,3756.1111111111113,3138.888888888889,3473.888888888889,3367.777777777778
2016-09-06,4841.0,9.1,204.1,6276.666666666667,5136.388888888889,5763.333333333334,5592.222222222223
2016-09-07,4841.0,8.65,213.2,6468.055555555556,5312.5,5938.055555555556,5765.833333333334
2016-09-08,4841.0,5.748,112.1,4708.055555555556,3981.1111111111113,4408.333333333334,4288.055555555556
2016-09-09,4841.0,0.05,4.907,1592.527777777778,1388.4444444444443,1503.0833333333335,1473.0000000000002
2016-09-10,4841.0,9.55,228.8,6668.333333333334,5558.888888888889,6206.944444444444,6007.222222222223
2016-09-11,4841.0,7.13,161.2,5803.055555555556,4921.666666666667,5456.944444444444,5288.333333333334
2016-09-12,4841.0,4.915,120.5,4616.944444444444,3930.8333333333335,4340.833333333334,4193.333333333334
2016-09-13,4841.0,3.365,75.8,4071.388888888889,3527.5,3844.444444444445,3745.0
2016-09-14,4841.0,5.581,143.8,5175.0,4471.944444444444,4968.333333333334,4775.0
2016-09-15,4841.0,7.16,130.6,5737.5,4870.0,5364.166666666667,5243.611111111111
2016-09-16,4841.0,8.76,189.2,5925.555555555556,5000.555555555556,5515.555555555556,5367.222222222223
2016-09-17,4841.0,1.649,28.8,2661.6388888888887,2292.0555555555557,2508.75,2439.972222222222
2016-09-18,4841.0,7.23,152.3,5710.277777777778,4898.888888888889,5364.166666666667,5237.777777777778
2016-09-19,4841.0,6.248,153.8,4929.444444444444,4321.944444444444,4782.222222222223,4585.555555555556
2016-09-20,4841.0,0.533,8.9,1586.3055555555557,1360.75,1472.6944444444446,1449.3055555555557
2016-09-21,4841.0,9.9,255.4,6861.111111111111,5920.0,6499.166666666667,6330.0
2016-09-22,4841.0,8.96,194.1,6022.5,5276.666666666667,5729.444444444444,5577.5
2016-09-23,4841.0,5.298,146.3,4942.5,4386.388888888889,4835.277777777778,4646.388888888889
2016-09-24,4841.0,4.482,84.2,3300.277777777778,3007.222222222222,3226.388888888889,3130.8333333333335
2016-09-25,4841.0,2.999,48.87,3708.6111111111113,3272.5,3563.6111111111113,3454.722222222222
2016-09-26,4841.0,5.781,148.6,4879.166666666667,4378.611111111111,4780.833333333334,4605.277777777778
2016-09-27,4841.0,1.633,40.44,2492.8333333333335,2130.3888888888887,2289.6111111111113,2286.7222222222226
2016-09-28,4841.0,3.482,73.5,3959.166666666667,3523.6111111111113,3816.944444444445,3707.777777777778
2016-09-29,4841.0,3.649,64.32,3715.277777777778,3298.888888888889,3564.722222222222,3485.8333333333335
2016-09-30,4841.0,4.465,67.82,4042.2222222222226,3567.777777777778,3833.888888888889,3788.3333333333335
2016-10-01,4841.0,7.58,152.6,4388.611111111111,4010.8333333333335,4326.666666666667,4191.944444444444
2016-10-02,4841.0,4.881,115.3,4313.055555555556,3935.8333333333335,4294.722222222223,4113.055555555556
2016-10-03,4841.0,4.765,102.1,4709.166666666667,4215.555555555556,4613.611111111111,4449.166666666667
2016-10-04,4841.0,5.331,72.0,4731.944444444444,4169.722222222223,4556.666666666667,4417.222222222223
2016-10-05,4841.0,3.998,84.0,3491.944444444445,3241.944444444445,3515.0,3357.5
2016-10-06,4841.0,2.849,45.81,3189.444444444445,2868.6111111111113,3035.5555555555557,3001.944444444445
2016-10-07,4841.0,3.265,55.54,3861.388888888889,3413.6111111111113,3657.777777777778,3555.5555555555557
2016-10-08,4841.0,3.465,51.53,3910.8333333333335,3495.277777777778,3727.5,3659.444444444445
2016-10-09,4841.0,6.531,141.2,4872.222222222223,4471.111111111111,4722.5,4626.944444444444
2016-10-10,4841.0,10.18,260.3,6855.833333333334,6431.944444444444,6788.88888888889,6663.055555555556
2016-10-11,4841.0,10.21,259.6,7148.88888888889,6637.777777777778,7050.833333333334,6930.833333333334
2016-10-12,4841.0,9.96,244.0,6684.444444444444,6273.333333333334,6587.222222222223,6487.777777777778
2016-10-13,4841.0,9.1,202.9,6050.0,5668.055555555556,6013.055555555556,5859.166666666667
2016-10-14,4841.0,8.36,161.7,5534.166666666667,5181.666666666667,5445.555555555556,5376.111111111111
2016-10-15,4841.0,9.4,210.4,5760.0,5505.833333333334,5775.277777777778,5678.888888888889
2016-10-16,4841.0,7.4,180.7,6158.055555555556,5712.5,6034.722222222223,5961.944444444444
2016-10-17,4841.0,6.064,153.7,5659.722222222223,5269.444444444444,5601.111111111111,5491.111111111111
2016-10-18,4841.0,6.564,143.8,5506.666666666667,5177.777777777778,5468.888888888889,5351.388888888889
2016-10-19,4841.0,2.632,53.65,3477.222222222222,3121.944444444445,3337.222222222222,3259.166666666667
2016-10-20,4841.0,8.33,202.5,5953.055555555556,5723.88888888889,6015.555555555556,5872.777777777778
2016-10-21,4841.0,6.631,163.9,4936.944444444444,4687.5,4888.333333333334,4839.444444444444
2016-10-22,4841.0,4.881,91.9,4761.388888888889,4414.722222222223,4646.666666666667,4595.555555555556
2016-10-23,4841.0,8.33,201.8,5610.0,5511.388888888889,5778.611111111111,5621.944444444444
2016-10-24,4841.0,6.514,144.5,5576.111111111111,5236.666666666667,5525.833333333334,5406.944444444444
2016-10-25,4841.0,5.398,147.2,5221.666666666667,4939.444444444444,5260.277777777778,5114.722222222223
2016-10-26,4841.0,7.6,195.7,5863.055555555556,5742.777777777778,6007.5,5852.777777777778
2016-10-27,4841.0,5.881,110.5,4973.333333333334,4691.388888888889,4984.166666666667,4847.777777777778
2016-10-28,4841.0,3.315,94.1,3891.388888888889,3711.666666666667,3927.222222222222,3828.888888888889
2016-10-29,4841.0,7.38,158.6,5691.38888888889,5463.333333333334,5714.722222222223,5612.5
2016-10-30,4841.0,8.13,208.3,5925.555555555556,5915.555555555556,6081.944444444444,5989.722222222223
2016-10-31,4841.0,5.731,98.6,3893.888888888889,3805.277777777778,3942.222222222222,3865.8333333333335
2016-11-01,4841.0,6.264,277.4,5599.444444444444,5488.888888888889,5686.388888888889,5601.666666666667
2016-11-02,4841.0,3.049,76.4,3328.888888888889,3251.666666666667,3402.5,3295.8333333333335
2016-11-03,4841.0,2.949,61.11,2940.277777777778,2739.5000000000005,2847.5,2842.222222222222
2016-11-04,4841.0,1.416,32.05,2837.222222222222,2592.3333333333335,2761.3611111111113,2714.8333333333335
2016-11-05,4841.0,6.214,152.0,5383.611111111111,5210.833333333334,5398.055555555556,5332.222222222223
2016-11-06,4841.0,3.149,56.01,3531.388888888889,3357.222222222222,3513.0555555555557,3462.5
2016-11-07,4841.0,1.233,19.59,2813.888888888889,2522.666666666667,2682.944444444445,2623.833333333333
2016-11-08,4841.0,4.765,99.1,4406.388888888889,4294.444444444444,4486.388888888889,4399.444444444444
2016-11-09,4841.0,2.932,59.86,3688.3333333333335,3436.666666666667,3570.8333333333335,3559.444444444445
2016-11-10,4841.0,5.514,120.5,5339.166666666667,5269.166666666667,5411.666666666667,5345.555555555556
2016-11-11,4841.0,5.964,149.7,5387.5,5334.722222222223,5479.444444444444,5403.888888888889
2016-11-12,4841.0,6.248,149.1,5044.722222222223,5093.333333333334,5286.388888888889,5137.5
2016-11-13,4841.0,6.597,153.9,4674.166666666667,4773.055555555556,4878.055555555556,4808.055555555556
2016-11-14,4841.0,6.647,141.3,4036.944444444445,4215.0,4259.444444444444,4203.055555555556
2016-11-15,4841.0,2.816,65.62,2652.777777777778,2530.027777777778,2580.6666666666665,2611.75
2016-11-16,4841.0,4.831,91.2,4725.833333333334,4569.444444444444,4760.833333333334,4704.166666666667
2016-11-17,4841.0,8.7,193.5,6135.277777777778,6327.222222222223,6412.5,6378.333333333334
2016-11-18,4841.0,1.466,31.28,3105.0,2960.277777777778,3083.6111111111113,3043.888888888889
2016-11-19,4841.0,3.832,66.28,3514.444444444445,3474.166666666667,3622.222222222222,3527.222222222222
2016-11-20,4841.0,3.965,88.3,4181.111111111111,4103.055555555556,4295.833333333334,4193.888888888889
2016-11-21,4841.0,10.28,294.5,7260.833333333334,7675.0,7743.88888888889,7683.88888888889
2016-11-22,4841.0,9.91,244.6,6426.944444444444,6764.444444444444,6810.555555555556,6781.944444444444
2016-11-23,4841.0,9.1,240.4,6884.722222222223,7113.611111111111,7201.944444444444,7187.222222222223
2016-11-24,4841.0,3.399,86.1,4146.666666666667,4116.111111111111,4253.611111111111,4186.666666666667
2016-11-25,4841.0,8.0,171.7,5851.38888888889,5926.666666666667,6059.722222222223,5955.555555555556
2016-11-26,4841.0,3.382,75.9,4163.611111111111,3986.388888888889,4105.833333333334,4103.611111111111
2016-11-27,4841.0,8.96,214.0,6357.5,6659.444444444444,6763.333333333334,6661.666666666667
2016-11-28,4841.0,1.383,26.26,1632.3888888888891,1596.0000000000002,1656.3333333333335,1613.1944444444446
2016-11-29,4841.0,8.06,189.2,5751.38888888889,6072.777777777778,6138.611111111111,6025.0
2016-11-30,4841.0,7.66,171.5,5464.444444444444,5521.666666666667,5613.055555555556,5620.555555555556
2016-12-01,4841.0,5.198,102.4,4460.555555555556,4566.388888888889,4686.666666666667,4575.0
2016-12-02,4841.0,5.814,94.7,4902.222222222223,4903.611111111111,5026.111111111111,4977.222222222223
2016-12-03,4841.0,3.882,79.9,3574.444444444445,3660.8333333333335,3768.888888888889,3662.777777777778
2016-12-04,4841.0,6.597,127.3,4916.111111111111,4984.722222222223,5064.722222222223,5076.111111111111
2016-12-05,4841.0,9.41,248.7,6270.277777777778,6825.277777777778,6764.722222222223,6784.722222222223
2016-12-06,4841.0,8.16,187.0,5771.944444444444,6023.333333333334,6120.277777777778,6045.0
2016-12-07,4841.0,10.9,262.0,6867.222222222223,7379.166666666667,7399.444444444444,7336.666666666667
2016-12-08,4841.0,8.26,200.5,6165.0,6488.88888888889,6591.666666666667,6506.111111111111
2016-12-09,4841.0,6.681,146.9,3601.1111111111113,3968.6111111111113,3867.5,3934.722222222222
2016-12-10,4841.0,9.0,192.3,5491.666666666667,5865.277777777778,5900.277777777778,5849.722222222223
2016-12-11,4841.0,6.381,103.5,4433.333333333334,4465.833333333334,4567.777777777778,4515.833333333334
2016-12-12,4841.0,6.464,98.0,4906.944444444444,4925.555555555556,5077.777777777778,5026.111111111111
2016-12-13,4841.0,6.614,146.1,5275.277777777778,5498.333333333334,5596.666666666667,5582.5
2016-12-14,4841.0,5.581,114.0,4364.722222222223,4612.777777777778,4703.611111111111,4626.666666666667
2016-12-15,4841.0,8.9,212.0,6245.0,6718.333333333334,6704.166666666667,6728.333333333334
2016-12-16,4841.0,8.15,195.5,5923.611111111111,6316.38888888889,6359.722222222223,6255.833333333334
2016-12-17,4841.0,6.331,136.0,4794.444444444444,5103.055555555556,5183.333333333334,5108.333333333334
2016-12-18,4841.0,8.23,176.5,5775.277777777778,6051.38888888889,6121.944444444444,6083.88888888889
2016-12-19,4841.0,6.198,133.4,5021.944444444444,5245.555555555556,5374.166666666667,5307.777777777778
2016-12-20,4841.0,10.95,261.6,6672.777777777778,7266.38888888889,7260.833333333334,7242.777777777778
2016-12-21,4841.0,10.71,249.6,6527.222222222223,7075.555555555556,7092.777777777778,7056.944444444444
2016-12-22,4841.0,10.41,239.8,6499.166666666667,7028.055555555556,7060.833333333334,7041.666666666667
2016-12-23,4841.0,9.08,231.1,6324.722222222223,6729.444444444444,6776.38888888889,6816.111111111111
2016-12-24,4841.0,11.11,284.0,6898.611111111111,7578.055555555556,7563.333333333334,7558.611111111111
2016-12-25,4841.0,11.21,281.7,6966.111111111111,7647.777777777778,7635.833333333334,7636.38888888889
2017-01-04,4841.0,7.65,350.8,5456.111111111111,5685.277777777778,5717.5,5792.222222222223
2017-01-05,4841.0,9.8,248.3,6299.166666666667,6858.333333333334,6811.111111111111,6860.555555555556
2017-01-06,4841.0,11.21,294.5,7079.722222222223,7748.055555555556,7707.777777777778,7740.833333333334
2017-01-07,4841.0,11.36,304.6,7134.722222222223,7840.277777777778,7791.666666666667,7801.666666666667
2017-01-08,4841.0,10.65,231.9,6469.722222222223,6924.722222222223,6938.333333333334,6947.222222222223
2017-01-09,4841.0,8.41,187.4,5763.333333333334,6010.555555555556,6060.833333333334,6065.833333333334
2017-01-10,4841.0,9.88,191.8,5735.833333333334,6047.5,6103.333333333334,6087.5
2017-01-11,4841.0,8.15,155.6,4878.888888888889,5160.555555555556,5210.0,5211.388888888889
2017-01-12,4841.0,8.25,132.9,5265.277777777778,5360.555555555556,5446.388888888889,5509.166666666667
2017-01-13,4841.0,11.06,267.0,6734.166666666667,7258.333333333334,7253.611111111111,7328.333333333334
2017-01-14,4841.0,10.58,226.2,6271.38888888889,6666.666666666667,6690.277777777778,6821.666666666667
2017-01-15,4841.0,8.65,180.3,5393.888888888889,5664.722222222223,5703.055555555556,5800.277777777778
2017-01-16,4841.0,9.68,209.2,5918.055555555556,6255.555555555556,6291.944444444444,6394.444444444444
2017-01-17,4841.0,11.21,259.5,6575.277777777778,7068.88888888889,7093.611111111111,7203.88888888889
2017-01-18,4841.0,10.96,250.1,6609.166666666667,7061.944444444444,7096.38888888889,7178.611111111111
2017-01-19,4841.0,10.73,236.4,6446.666666666667,6865.833333333334,6914.166666666667,7000.0
2017-01-20,4841.0,10.53,235.3,6442.222222222223,6802.5,6863.333333333334,6989.722222222223
2017-01-21,4841.0,9.06,181.1,5662.777777777778,5813.611111111111,5908.055555555556,6014.166666666667
2017-01-22,4841.0,6.164,98.2,3079.722222222222,3155.277777777778,3171.388888888889,3216.944444444445
2017-01-23,4841.0,9.55,247.0,6700.0,6940.277777777778,6995.0,7096.666666666667
2017-01-24,4841.0,4.265,96.4,4244.166666666667,4233.611111111111,4394.722222222223,4366.111111111111
2017-01-25,4841.0,10.86,256.6,6647.5,7002.222222222223,7043.055555555556,7101.666666666667
2017-01-26,4841.0,9.91,235.2,6231.666666666667,6549.444444444444,6651.38888888889,6618.88888888889
2017-01-27,4841.0,7.65,136.5,4521.388888888889,4672.222222222223,4784.444444444444,4751.944444444444
2017-01-28,4841.0,9.35,196.6,5528.333333333334,5732.5,5767.777777777778,5839.444444444444
2017-01-29,4841.0,3.649,72.4,3241.1111111111113,3261.1111111111113,3372.777777777778,3345.8333333333335
2017-01-30,4841.0,4.598,97.9,4699.166666666667,4540.555555555556,4663.888888888889,4732.222222222223
2017-01-31,4841.0,2.482,42.09,2594.888888888889,2449.5000000000005,2541.138888888889,2554.75
2017-02-01,4841.0,4.765,112.8,4196.388888888889,4067.5,4110.555555555556,4210.833333333334
2017-02-02,4841.0,4.115,76.6,3464.722222222222,3378.888888888889,3530.0,3484.722222222222
2017-02-03,4841.0,8.63,187.1,5555.0,5636.388888888889,5705.277777777778,5718.88888888889
2017-02-04,4841.0,9.1,175.4,5881.38888888889,5816.38888888889,5951.666666666667,5977.5
2017-02-05,4841.0,4.165,78.1,3889.166666666667,3798.888888888889,3963.888888888889,3918.0555555555557
2017-02-06,4841.0,9.88,243.2,6240.0,6355.0,6458.611111111111,6428.88888888889
2017-02-07,4841.0,8.98,243.3,6806.111111111111,6725.833333333334,6902.5,6912.222222222223
2017-02-08,4841.0,6.981,162.2,5761.944444444444,5564.166666666667,5767.5,5775.0
2017-02-09,4841.0,10.48,238.4,6537.5,6543.055555555556,6691.944444444444,6682.777777777778
2017-02-10,4841.0,10.36,248.2,6609.444444444444,6648.611111111111,6815.277777777778,6784.166666666667
2017-02-11,4841.0,9.86,215.8,6400.555555555556,6349.166666666667,6526.944444444444,6535.833333333334
2017-02-12,4841.0,6.431,103.4,5438.888888888889,5253.888888888889,5482.222222222223,5458.055555555556
